age,ast_pct,blk_pct,bpm,dbpm,drb_pct,dws,fg3a_per_fga_pct,fta_per_fga_pct,g,lg_id,mp,name,obpm,orb_pct,ows,per,pid,pos,ring,season,stl_pct,team_id,tov_pct,trb_pct,ts_pct,usg_pct,vorp,ws,ws_per_48
24,2.9,0.0,-8.2,0.9,20.9,0.1,.048,.238,6,NBA,109,Joey Graham,-9.2,1.1,-0.3,1.8,2856,SF,False,2006-07,2.0,TOR,20.5,11.2,.345,12.9,-0.2,-0.2,-0.087
25,0.0,0.0,-44.5,-11.8,0.0,0.0,.500,.000,2,NBA,2,Joey Graham,-32.7,0.0,0.0,-40.5,2856,SF,False,2007-08,0.0,TOR,0.0,0.0,.000,46.1,0.0,0.0,-1.194
27,0.0,2.8,-3.8,-5.2,26.0,0.0,.176,.294,4,NBA,29,Joey Graham,1.4,16.6,0.1,32.9,2856,SF,False,2009-10,3.4,DEN,5.0,21.2,.625,30.9,0.0,0.1,.245
26,21.2,0.0,-4.3,-0.1,13.7,0.0,.286,.286,6,NBA,43,Greg Graham,-4.2,0.0,0.0,8.8,2857,SG,False,1996-97,2.4,SEA,6.0,6.7,.381,17.5,0.0,0.0,.033
19,,,,,,0.0,,.000,1,BAA,,Joe Graboski,,,-0.2,,2860,,False,1948-49,,CHS,,,.000,,,-0.1,
20,,,,,,0.0,,,1,NBA,,Joe Graboski,,,0.0,,2860,,False,1949-50,,CHS,,,,,,0.0,
22,7.7,,,,,0.2,,.313,2,NBA,96,Joe Graboski,,,-0.1,18.1,2860,C,False,1951-52,,INO,,,.421,,,0.1,.040
23,0.0,,,,,0.1,,.286,2,NBA,76,Joe Graboski,,,0.3,23.7,2860,C,False,1952-53,,INO,,,.539,,,0.4,.247
26,14.3,,,,,0.5,,.227,10,NBA,313,Joe Graboski,,,-0.4,12.9,2860,PF,True,1955-56,,PHW,,,.390,,,0.1,.022
27,7.5,,,,,0.1,,.275,2,NBA,91,Joe Graboski,,,-0.1,12.9,2860,PF,False,1956-57,,PHW,,,.390,,,0.0,.018
28,20.2,,,,,0.5,,.167,8,NBA,252,Joe Graboski,,,-0.7,13.2,2860,PF,False,1957-58,,PHW,,,.331,,,-0.2,-0.036
30,8.6,,,,,0.2,,.155,9,NBA,129,Joe Graboski,,,-0.3,5.4,2860,PF,False,1959-60,,PHW,,,.331,,,-0.1,-0.049
31,0.0,,,,,0.0,,,1,NBA,1,Joe Graboski,,,0.0,0.0,2860,PF,False,1960-61,,PHW,,,,,,0.0,.021
32,0.0,,,,,0.0,,.143,4,NBA,24,Joe Graboski,,,-0.1,-2.3,2860,PF,False,1961-62,,SYR,,,.202,,,-0.1,-0.173
26,10.7,,,,,0.6,.000,.416,17,ABA,290,Gerald Govan,,,-0.4,6.0,2862,C,False,1967-68,,NOB,27.2,17.6,.373,16.1,,0.2,.027
27,11.9,,,,,0.4,.018,.237,11,ABA,317,Gerald Govan,,,0.2,12.5,2862,C,False,1968-69,,NOB,22.7,14.7,.489,18.2,,0.6,.084
29,15.9,,,,,0.5,.000,.313,4,ABA,182,Gerald Govan,,,-0.1,12.0,2862,C,False,1970-71,,MMP,26.3,,.426,,,0.4,.109
31,14.1,,,,,0.4,.000,.192,10,ABA,330,Gerald Govan,,,-0.3,8.6,2862,C,False,1972-73,,UTS,23.5,16.2,.402,13.5,,0.0,.005
32,12.8,1.7,1.3,3.6,26.1,1.4,.000,.109,18,ABA,714,Gerald Govan,-2.2,6.9,-0.1,12.4,2862,C,False,1973-74,1.2,UTS,15.0,16.8,.418,13.3,0.6,1.3,.089
33,8.5,2.1,-3.4,4.7,12.2,0.0,.000,.417,6,ABA,97,Gerald Govan,-8.2,3.2,-0.3,-1.5,2862,PF,False,1974-75,0.5,UTS,33.0,7.6,.141,8.2,0.0,-0.2,-0.116
23,0.0,0.0,-2.7,-4.2,10.9,0.0,.333,.000,4,NBA,10,Andrew Goudelock,1.5,0.0,0.0,19.7,2863,SG,False,2011-12,0.0,LAL,0.0,5.4,.833,13.6,0.0,0.0,.192
24,7.2,0.0,-2.3,1.5,6.0,0.0,.278,.056,3,NBA,80,Andrew Goudelock,-3.7,1.4,-0.1,12.4,2863,SG,False,2012-13,3.3,LAL,9.8,3.6,.488,23.9,0.0,-0.1,-0.030
27,0.0,0.0,-23.0,-5.0,20.4,0.0,.167,.000,2,NBA,11,Andrew Goudelock,-18.0,0.0,-0.1,0.2,2863,PG,False,2015-16,0.0,HOU,33.3,9.6,.500,33.7,-0.1,-0.1,-0.360
26,,,,,,0.0,,.154,4,BAA,,Leo Gottlieb,,,0.0,,2864,,False,1946-47,,NYK,,,.288,,,0.0,
21,18.0,1.0,-1.0,-1.0,7.3,0.1,.297,.338,6,NBA,153,Ben Gordon,0.0,4.0,0.1,14.0,2868,SG,False,2004-05,1.6,CHI,13.3,5.6,.512,27.1,0.0,0.2,.055
22,13.8,0.0,-0.5,-0.4,7.1,0.2,.387,.349,6,NBA,245,Ben Gordon,-0.1,2.4,0.0,12.8,2868,SG,False,2005-06,1.2,CHI,12.2,4.7,.515,25.9,0.1,0.2,.031
23,18.4,0.2,2.8,-0.5,8.5,0.4,.374,.429,10,NBA,395,Ben Gordon,3.2,2.7,0.7,16.0,2868,SG,False,2006-07,1.2,CHI,16.3,5.6,.584,24.4,0.5,1.1,.132
25,12.5,0.2,-1.0,-2.5,6.2,0.0,.343,.418,7,NBA,304,Ben Gordon,1.5,1.2,0.7,15.8,2868,SG,False,2008-09,0.5,CHI,4.8,3.8,.536,25.0,0.1,0.7,.105
22,14.5,,,,,0.2,,.467,11,NBA,290,Gail Goodrich,,,0.4,12.5,2871,SG,False,1965-66,,LAL,,,.518,,,0.5,.088
23,16.5,,,,,0.0,,.581,3,NBA,81,Gail Goodrich,,,0.0,10.9,2871,SG,False,1966-67,,LAL,,,.424,,,0.0,-0.010
24,20.3,,,,,0.1,,.383,10,NBA,100,Gail Goodrich,,,0.3,19.8,2871,SG,False,1967-68,,LAL,,,.546,,,0.4,.179
26,21.5,,,,,0.3,,.297,7,NBA,265,Gail Goodrich,,,0.6,17.1,2871,PG,False,1969-70,,PHO,,,.532,,,0.9,.159
27,28.0,,,,,0.2,,.457,12,NBA,518,Gail Goodrich,,,1.2,20.0,2871,SG,False,1970-71,,LAL,,3.6,.514,,,1.4,.131
28,14.2,,,,,0.6,,.370,15,NBA,575,Gail Goodrich,,,1.3,17.7,2871,SG,True,1971-72,,LAL,,3.0,.526,,,2.0,.166
29,17.8,,,,,0.6,,.255,17,NBA,604,Gail Goodrich,,,0.9,16.8,2871,SG,False,1972-73,,LAL,,4.6,.493,,,1.5,.119
30,27.3,0.3,0.1,-0.6,5.0,0.0,,.367,5,NBA,189,Gail Goodrich,0.7,3.2,0.2,17.3,2871,SG,False,1973-74,1.7,LAL,,4.0,.469,,0.1,0.2,.043
21,3.5,2.2,-4.8,-0.1,30.6,0.3,.033,.400,7,NBA,234,Drew Gooden,-4.7,14.4,0.1,16.7,2872,PF,False,2002-03,0.7,ORL,10.2,22.6,.463,24.2,-0.2,0.4,.080
24,5.4,0.6,-1.7,0.2,28.1,0.4,.000,.212,13,NBA,282,Drew Gooden,-1.9,13.2,0.4,16.4,2872,PF,False,2005-06,0.6,CLE,16.2,20.7,.576,18.8,0.0,0.8,.130
25,6.6,1.3,-0.3,0.3,21.7,1.0,.010,.194,20,NBA,605,Drew Gooden,-0.6,9.5,0.7,15.7,2872,PF,False,2006-07,0.9,CLE,11.0,15.5,.523,19.5,0.3,1.7,.137
27,2.5,1.3,-11.6,-2.6,18.0,0.0,.061,.212,4,NBA,71,Drew Gooden,-9.0,8.2,-0.1,7.7,2872,PF,False,2008-09,0.8,SAS,7.7,12.8,.402,27.3,-0.2,-0.1,-0.078
32,4.5,2.2,-1.2,0.8,17.5,0.3,.105,.211,10,NBA,146,Drew Gooden,-2.0,15.8,0.0,9.5,2872,C,False,2013-14,1.1,WAS,8.8,16.7,.409,14.7,0.0,0.3,.097
33,7.0,4.4,-0.4,1.8,24.8,0.3,.426,.213,10,NBA,178,Drew Gooden,-2.2,8.2,0.0,12.5,2872,PF,False,2014-15,0.6,WAS,17.3,16.8,.510,20.1,0.1,0.3,.083
22,10.3,0.0,0.4,2.6,15.7,0.0,,.421,6,NBA,70,Glen Gondrezick,-2.2,9.4,0.1,13.2,2874,SF,False,1977-78,3.1,NYK,21.0,12.3,.555,15.3,0.0,0.1,.067
26,20.9,1.0,1.0,1.6,11.2,0.0,.050,.150,3,NBA,51,Glen Gondrezick,-0.5,6.3,0.1,14.2,2874,SF,False,1981-82,1.8,DEN,0.0,8.7,.422,16.2,0.0,0.1,.082
27,7.1,0.7,-2.7,0.4,12.2,0.0,.000,.105,6,NBA,66,Glen Gondrezick,-3.1,17.3,0.0,9.1,2874,PF,False,1982-83,0.0,DEN,4.8,14.8,.377,12.2,0.0,0.0,.034
23,24.2,,,,,0.6,,.561,10,NBA,360,Tom Gola,,,0.4,16.2,2878,SG,True,1955-56,,PHW,,,.461,,,1.0,.139
25,15.4,,,,,0.5,,.468,8,NBA,327,Tom Gola,,,0.2,14.8,2878,SG,False,1957-58,,PHW,,,.418,,,0.7,.102
27,17.9,,,,,0.6,,.353,9,NBA,340,Tom Gola,,,0.5,14.6,2878,SG,False,1959-60,,PHW,,,.479,,,1.1,.149
28,15.3,,,,,0.3,,.588,3,NBA,127,Tom Gola,,,-0.2,9.0,2878,SG,False,1960-61,,PHW,,,.339,,,0.1,.027
29,10.1,,,,,0.5,,.357,9,NBA,316,Tom Gola,,,-0.4,6.4,2878,SG,False,1961-62,,PHW,,,.352,,,0.1,.017
22,0.0,0.0,-8.6,-5.6,24.6,0.0,.000,.667,1,NBA,10,Mike Gminski,-2.9,0.0,0.0,15.6,2880,C,False,1981-82,0.0,NJN,0.0,11.9,.644,16.6,0.0,0.0,.203
23,5.2,8.2,5.5,3.5,21.0,0.0,.000,.444,2,NBA,29,Mike Gminski,2.0,15.2,0.1,26.0,2880,C,False,1982-83,0.0,NJN,8.5,17.9,.697,16.6,0.1,0.1,.226
24,4.1,4.4,4.3,2.8,18.2,0.5,.000,1.040,11,NBA,223,Mike Gminski,1.6,10.3,0.6,19.3,2880,C,False,1983-84,1.5,NJN,11.0,14.0,.645,14.9,0.4,1.0,.224
25,6.9,3.3,-1.3,2.7,19.2,0.1,.000,.182,3,NBA,81,Mike Gminski,-4.0,5.2,-0.1,15.4,2880,C,False,1984-85,1.7,NJN,21.9,12.3,.589,22.7,0.0,0.0,.012
26,6.8,1.1,-1.0,2.1,22.6,0.1,.000,.628,3,NBA,109,Mike Gminski,-3.1,11.2,0.1,16.4,2880,C,False,1985-86,1.8,NJN,14.1,16.4,.528,24.0,0.0,0.2,.079
29,2.4,4.3,-4.7,0.7,15.9,0.1,.000,.333,3,NBA,118,Mike Gminski,-5.4,5.7,-0.1,11.9,2880,C,False,1988-89,0.0,PHI,3.5,10.8,.445,21.3,-0.1,0.1,.022
30,5.2,4.4,-1.5,3.2,17.0,0.2,.043,.128,10,NBA,342,Mike Gminski,-4.8,2.7,0.0,12.7,2880,C,False,1989-90,1.2,PHI,12.1,9.5,.518,18.2,0.0,0.2,.026
33,0.0,0.0,-11.8,-5.5,23.9,0.0,.000,.000,2,NBA,5,Mike Gminski,-6.2,0.0,0.0,12.3,2880,C,False,1992-93,0.0,CHH,0.0,11.8,.500,17.6,0.0,0.0,.082
24,0.0,,,,,0.0,,.333,3,NBA,10,Clarence Glover,,,0.0,14.1,2882,PF,False,1971-72,,BOS,,14.6,.436,,,0.0,-0.026
25,6.5,0.0,0.9,0.6,14.0,0.0,.143,.429,2,NBA,26,Mike Glenn,0.3,4.0,0.0,16.9,2886,PG,False,1980-81,1.9,NYK,19.4,8.6,.661,16.7,0.0,0.1,.145
26,11.9,0.0,3.5,4.0,4.2,0.0,.000,.286,2,NBA,35,Mike Glenn,-0.5,0.0,0.1,15.6,2886,SG,False,1981-82,4.7,ATL,20.2,1.9,.761,13.2,0.0,0.1,.130
27,7.8,0.0,-0.1,1.5,7.5,0.1,.000,.182,3,NBA,67,Mike Glenn,-1.6,0.0,0.0,9.7,2886,SG,False,1982-83,1.5,ATL,17.4,3.9,.589,18.9,0.0,0.1,.068
28,15.4,0.0,-4.6,1.7,10.1,0.0,.000,.000,5,NBA,53,Mike Glenn,-6.3,2.1,-0.1,3.8,2886,SG,False,1983-84,1.9,ATL,12.5,5.7,.357,13.1,0.0,0.0,-0.036
30,9.2,0.0,-6.8,-1.4,8.3,0.0,.028,.333,10,NBA,114,Mike Glenn,-5.4,3.1,-0.1,6.6,2886,SG,False,1985-86,0.4,MIL,10.8,5.7,.436,16.8,-0.1,0.0,-0.019
22,5.2,1.3,-5.5,0.2,16.2,0.1,,.100,9,NBA,81,Jack Givens,-5.7,9.3,-0.1,7.5,2890,SF,False,1978-79,0.6,ATL,13.8,13.0,.367,18.9,-0.1,0.0,-0.017
23,12.3,0.0,-9.1,1.8,13.1,0.0,.000,.000,4,NBA,36,Jack Givens,-10.9,2.9,-0.2,-2.5,2890,SF,False,1979-80,2.8,ATL,17.6,7.7,.214,20.3,-0.1,-0.2,-0.213
25,5.9,0.4,-2.7,0.6,9.5,0.1,.268,.196,7,NBA,223,Gordan Giricek,-3.3,2.2,0.0,6.9,2891,SF,False,2002-03,0.5,ORL,17.6,5.9,.542,15.9,0.0,0.0,.005
29,8.8,0.6,-3.5,-0.5,9.2,0.1,.286,.176,17,NBA,307,Gordan Giricek,-3.0,1.5,0.0,7.0,2891,SG,False,2006-07,0.5,UTA,18.3,5.4,.530,17.5,-0.1,0.1,.009
30,3.6,0.0,-2.9,2.2,10.4,0.1,.222,.222,5,NBA,80,Gordan Giricek,-5.1,0.0,-0.1,4.6,2891,SG,False,2007-08,1.3,PHO,13.2,5.1,.430,13.1,0.0,0.0,-0.020
24,,,,,,0.7,,.114,11,BAA,,Chuck Gilmur,,,-0.3,,2892,,False,1946-47,,CHS,,,.267,,,0.4,
25,,,,,,0.1,,.354,5,BAA,,Chuck Gilmur,,,-0.1,,2892,,False,1947-48,,CHS,,,.293,,,0.0,
26,,,,,,0.1,,1.000,2,BAA,,Chuck Gilmur,,,0.0,,2892,,False,1948-49,,CHS,,,.347,,,0.1,
22,13.8,,,,,0.2,.011,.418,6,ABA,285,Artis Gilmore,,,0.8,21.7,2894,C,False,1971-72,,KEN,21.2,20.2,.608,20.3,,1.0,.169
23,14.7,,,,,1.4,.000,.471,19,ABA,780,Artis Gilmore,,,1.9,21.9,2894,C,False,1972-73,,KEN,16.7,16.8,.573,20.2,,3.4,.208
24,12.6,4.4,8.6,5.1,26.5,0.7,.000,.520,8,ABA,344,Artis Gilmore,3.5,14.0,0.8,23.5,2894,C,False,1973-74,1.0,KEN,15.7,20.6,.577,21.4,0.9,1.5,.210
25,8.0,2.7,5.0,1.6,28.2,1.6,.000,.518,15,ABA,679,Artis Gilmore,3.4,11.0,1.4,21.2,2894,C,True,1974-75,1.1,KEN,16.4,19.5,.602,21.4,1.2,3.0,.213
26,6.8,5.0,7.0,4.5,26.5,0.7,.000,.484,10,ABA,390,Artis Gilmore,2.5,12.7,0.9,24.2,2894,C,False,1975-76,1.3,KEN,19.2,19.6,.652,23.1,0.9,1.6,.200
27,8.1,3.7,3.1,2.9,24.9,0.2,,.575,3,NBA,126,Artis Gilmore,0.2,13.4,0.2,18.3,2894,C,False,1976-77,1.1,CHI,,18.7,.559,,0.2,0.3,.129
31,6.9,4.3,4.8,4.0,21.2,0.2,.000,.917,6,NBA,247,Artis Gilmore,0.8,10.5,0.7,20.7,2894,C,False,1980-81,1.2,CHI,16.8,15.5,.641,17.2,0.4,0.9,.174
33,5.3,4.4,3.3,3.3,25.1,0.6,.000,.348,11,NBA,401,Artis Gilmore,0.0,9.8,0.7,17.9,2894,C,False,1982-83,1.0,SAS,15.1,17.8,.604,17.0,0.5,1.3,.152
35,5.4,2.0,-4.2,0.5,23.6,0.1,.000,.865,5,NBA,185,Artis Gilmore,-4.7,6.8,0.0,12.8,2894,C,False,1984-85,0.5,SAS,24.3,15.7,.620,21.0,-0.1,0.1,.023
36,4.3,0.5,-1.3,4.6,14.7,0.0,.000,.583,3,NBA,107,Artis Gilmore,-5.9,7.5,0.0,11.9,2894,C,False,1985-86,3.1,SAS,24.9,10.7,.663,16.3,0.0,0.0,-0.005
38,1.6,2.9,-5.9,0.9,22.3,0.1,.000,1.750,14,NBA,86,Artis Gilmore,-6.8,5.7,0.0,5.3,2894,C,False,1987-88,0.0,BOS,22.0,14.1,.530,9.5,-0.1,0.1,.043
25,25.6,,,,,0.1,,.155,6,NBA,173,Herm Gilliam,,,-0.1,13.4,2895,PG,False,1971-72,,ATL,,8.1,.435,,,0.0,-0.005
26,20.0,,,,,0.2,,.062,6,NBA,197,Herm Gilliam,,,-0.1,12.0,2895,PG,False,1972-73,,ATL,,7.5,.427,,,0.1,.025
29,17.7,0.0,-6.3,1.9,11.2,0.0,,.296,6,NBA,86,Herm Gilliam,-8.2,4.0,-0.2,6.7,2895,SG,False,1975-76,3.2,SEA,,7.5,.279,,-0.1,-0.2,-0.129
30,14.8,0.2,-4.6,-1.6,4.6,0.3,,.098,18,NBA,295,Herm Gilliam,-3.0,2.6,-0.1,10.3,2895,SG,True,1976-77,2.0,POR,,3.6,.448,,-0.2,0.2,.039
24,2.2,0.9,-3.6,-3.3,22.4,0.2,.000,.431,9,NBA,126,Armen Gilliam,-0.2,14.2,0.3,18.5,2896,PF,False,1988-89,0.4,PHO,14.1,18.2,.602,21.7,-0.1,0.4,.159
26,6.0,1.3,-2.1,0.7,15.9,0.2,.000,.442,8,NBA,287,Armen Gilliam,-2.8,6.3,0.2,15.1,2896,PF,False,1990-91,0.9,PHI,10.8,11.3,.543,23.0,0.0,0.4,.071
29,2.2,4.4,-2.3,2.3,23.5,0.2,.029,.471,4,NBA,112,Armen Gilliam,-4.6,1.0,0.1,15.0,2896,PF,False,1993-94,1.0,NJN,6.8,12.2,.512,17.8,0.0,0.3,.130
34,5.6,2.8,-4.1,1.9,17.2,0.0,.000,.333,3,NBA,35,Armen Gilliam,-5.9,0.0,0.0,17.7,2896,PF,False,1998-99,3.1,MIL,5.5,8.7,.494,24.8,0.0,0.0,.057
35,5.3,2.4,-9.9,1.3,20.1,0.2,.000,.283,10,NBA,132,Armen Gilliam,-11.2,5.6,-0.6,2.9,2896,PF,False,1999-00,1.7,UTA,17.5,13.1,.338,22.8,-0.3,-0.4,-0.147
24,12.1,1.1,0.7,1.4,6.8,0.4,.037,.216,9,NBA,353,Kendall Gill,-0.7,8.6,-0.1,13.3,2900,SG,False,1992-93,3.1,CHH,9.7,7.7,.440,24.5,0.2,0.3,.043
25,13.3,0.5,0.8,0.0,12.8,0.2,.150,.350,5,NBA,153,Kendall Gill,0.8,5.1,0.1,15.5,2900,SG,False,1993-94,2.1,SEA,8.0,8.9,.484,22.8,0.1,0.3,.104
26,22.4,1.4,-2.7,-1.0,5.2,0.1,.320,.320,4,NBA,72,Kendall Gill,-1.7,1.7,0.0,10.5,2900,SG,False,1994-95,3.1,SEA,12.3,3.4,.438,20.5,0.0,0.1,.046
29,5.3,0.8,-1.0,2.9,11.8,0.0,.000,.200,3,NBA,100,Kendall Gill,-3.9,4.0,0.1,13.7,2900,SF,False,1997-98,2.2,NJN,8.4,8.2,.494,22.9,0.0,0.1,.045
34,8.7,0.6,-2.4,1.0,6.2,0.0,.148,.519,6,NBA,118,Kendall Gill,-3.4,6.3,0.0,8.9,2900,SG,False,2002-03,1.7,MIN,10.8,6.2,.467,14.2,0.0,0.0,.018
26,22.9,0.0,-1.6,-3.2,10.6,0.1,.375,.938,7,NBA,45,Eddie Gill,1.6,0.0,0.1,17.5,2901,PG,False,2004-05,1.3,IND,11.7,5.2,.531,27.6,0.0,0.1,.136
27,0.0,0.0,-49.9,2.0,0.0,0.0,,,2,NBA,1,Eddie Gill,-51.9,0.0,0.0,-59.5,2901,PG,False,2005-06,0.0,IND,100.0,0.0,,48.9,0.0,0.0,-1.572
26,,,,,,0.0,,.455,3,NBA,,Dee Gibson,,,0.0,,2907,,False,1949-50,,TRI,,,.417,,,0.1,
20,9.7,0.8,3.2,-1.1,6.8,0.5,.569,.371,20,NBA,402,Daniel Gibson,4.3,2.6,1.2,16.8,2908,PG,False,2006-07,1.7,CLE,6.3,4.7,.611,17.2,0.5,1.8,.211
21,18.1,0.6,1.3,-0.2,6.5,0.3,.538,.179,11,NBA,284,Daniel Gibson,1.5,1.7,0.3,12.3,2908,PG,False,2007-08,1.4,CLE,15.1,4.1,.588,16.6,0.2,0.7,.111
22,5.4,1.5,-3.4,-2.0,4.4,0.2,.700,.275,14,NBA,172,Daniel Gibson,-1.4,0.8,0.0,5.5,2908,PG,False,2008-09,0.3,CLE,13.5,2.6,.524,14.6,-0.1,0.2,.054
23,6.8,0.0,-9.9,-3.0,15.2,0.0,.571,.286,5,NBA,23,Daniel Gibson,-7.0,0.0,-0.1,1.3,2908,PG,False,2009-10,0.0,CLE,20.2,7.8,.444,20.0,0.0,0.0,-0.088
26,17.3,0.0,-1.2,2.4,5.7,0.0,,.200,6,NBA,17,Dick Gibbs,-3.6,0.0,-0.1,14.3,2909,SF,False,1974-75,8.1,WSB,,3.0,.368,,0.0,0.0,-0.026
27,12.8,0.0,-8.9,-4.3,4.5,0.0,,.222,5,NBA,23,Dick Gibbs,-4.5,0.0,0.0,6.8,2909,SF,False,1975-76,0.0,BUF,,2.3,.506,,0.0,0.0,-0.069
22,2.6,,,,,0.0,,.350,7,NBA,55,John Gianelli,,,0.1,15.2,2910,C,True,1972-73,,NYK,,12.5,.542,,,0.2,.148
23,9.6,1.0,0.3,1.9,16.3,0.2,,.291,12,NBA,338,John Gianelli,-1.6,11.6,0.2,11.8,2910,C,False,1973-74,0.6,NYK,,13.8,.454,,0.2,0.4,.056
24,3.4,2.3,-5.5,0.6,10.1,0.0,,.125,3,NBA,93,John Gianelli,-6.2,6.1,0.0,8.9,2910,C,False,1974-75,0.0,NYK,,8.2,.494,,-0.1,0.0,-0.009
27,5.5,1.9,0.0,1.9,15.0,0.3,,.441,9,NBA,290,John Gianelli,-1.9,6.0,0.1,9.5,2910,C,False,1977-78,1.2,MIL,15.6,10.6,.497,11.2,0.1,0.4,.071
20,6.5,,,,,-0.1,.065,.442,5,ABA,200,George Gervin,,,0.2,13.6,2912,SG,False,1972-73,,VIR,16.4,10.7,.506,22.5,,0.0,.008
21,14.2,2.3,4.0,0.1,13.8,0.1,.009,.270,7,ABA,226,George Gervin,3.8,10.1,0.8,23.9,2912,SF,False,1973-74,1.1,SAA,11.1,12.0,.560,28.1,0.3,0.9,.197
22,4.7,1.7,2.2,-1.1,16.8,0.3,.070,.304,6,ABA,276,George Gervin,3.4,11.2,0.8,24.0,2912,SF,False,1974-75,1.1,SAA,6.7,14.0,.526,30.2,0.0,1.0,.178
23,10.7,2.7,5.6,0.4,13.0,0.3,.023,.539,7,ABA,288,George Gervin,5.2,7.9,1.0,23.0,2912,SF,False,1975-76,0.7,SAA,9.7,10.6,.600,24.0,0.4,1.4,.231
24,8.8,1.7,-0.8,-2.9,11.5,0.0,,.341,2,NBA,62,George Gervin,2.1,7.6,0.0,18.6,2912,SF,False,1976-77,0.7,SAS,,9.3,.494,,0.0,0.1,.055
25,13.8,3.5,5.3,-1.2,10.3,0.2,,.394,6,NBA,227,George Gervin,6.5,5.2,1.0,29.4,2912,SG,False,1977-78,1.2,SAS,10.2,7.9,.597,32.8,0.4,1.2,.247
26,11.3,1.4,5.5,0.2,9.6,0.4,,.353,14,NBA,513,George Gervin,5.3,6.3,1.9,25.4,2912,SF,False,1978-79,2.4,SAS,10.5,7.9,.587,28.8,1.0,2.3,.216
27,18.3,1.4,4.7,-0.2,10.2,0.0,.027,.405,3,NBA,122,George Gervin,4.9,7.7,0.5,28.2,2912,SG,False,1979-80,2.0,SAS,9.4,8.9,.573,33.4,0.2,0.5,.181
28,14.5,1.1,-0.6,-1.6,11.6,-0.1,.019,.292,7,NBA,274,George Gervin,1.0,4.1,0.7,20.2,2912,SG,False,1980-81,0.9,SAS,10.3,7.9,.547,29.5,0.1,0.7,.116
29,17.7,0.6,1.6,0.4,13.8,0.2,.013,.311,9,NBA,373,George Gervin,1.2,5.1,0.5,18.5,2912,SG,False,1981-82,1.3,SAS,10.7,9.2,.511,30.6,0.3,0.7,.092
30,10.7,0.5,0.8,0.1,11.6,0.3,.010,.332,11,NBA,437,George Gervin,0.7,5.1,0.6,16.2,2912,SG,False,1982-83,1.2,SAS,16.2,8.5,.581,24.8,0.3,1.0,.105
32,12.2,0.9,-4.2,-1.3,8.9,0.0,.038,.430,5,NBA,183,George Gervin,-2.9,2.0,0.1,13.5,2912,SG,False,1984-85,0.8,SAS,17.6,5.7,.591,25.5,-0.1,0.1,.024
33,10.9,0.0,-12.9,4.2,12.0,0.0,.000,.000,2,NBA,11,George Gervin,-17.2,0.0,-0.1,-11.3,2912,SG,False,1985-86,0.0,CHI,66.7,5.4,.000,11.4,0.0,-0.1,-0.347
21,8.1,1.4,-2.6,2.1,12.2,0.3,.000,.161,10,ABA,268,Gus Gerard,-4.7,6.2,-0.5,6.4,2914,SF,False,1974-75,1.0,SSL,23.1,9.2,.445,18.0,0.0,-0.2,-0.027
22,11.0,2.6,-3.8,1.9,13.6,0.2,.016,.381,13,ABA,142,Gus Gerard,-5.7,9.6,-0.3,8.8,2914,SF,False,1975-76,2.5,DNA,20.5,11.7,.408,24.9,-0.1,-0.2,-0.057
25,0.0,2.4,-8.4,-2.9,29.0,0.0,,.444,5,NBA,24,Gus Gerard,-5.5,7.7,0.0,12.3,2914,SF,False,1978-79,1.9,KCK,8.5,17.1,.465,18.4,0.0,0.1,.110
26,10.8,0.0,-4.9,0.1,17.7,0.0,.000,.400,3,NBA,26,Gus Gerard,-5.0,15.5,-0.1,8.2,2914,SF,False,1979-80,0.0,KCK,25.4,16.5,.425,25.0,0.0,-0.1,-0.109
23,25.4,1.5,-13.9,-2.6,0.0,0.0,.000,.130,4,NBA,44,Tate George,-11.3,0.0,-0.2,2.2,2915,SG,False,1991-92,3.4,NJN,14.1,0.0,.308,26.3,-0.1,-0.2,-0.212
24,39.2,0.0,-2.8,0.9,10.6,0.0,.000,.000,2,NBA,22,Tate George,-3.8,5.5,0.0,10.6,2915,PG,False,1992-93,2.4,NJN,12.5,8.1,.286,16.6,0.0,0.0,-0.004
27,19.5,,,,,0.5,,.500,10,NBA,405,Jack George,,,0.5,12.5,2916,PG,True,1955-56,,PHW,,,.472,,,1.0,.115
28,15.4,,,,,0.1,,.400,2,NBA,63,Jack George,,,0.1,13.4,2916,SG,False,1956-57,,PHW,,,.510,,,0.2,.143
29,17.5,,,,,0.4,,.247,8,NBA,277,Jack George,,,0.2,11.9,2916,PG,False,1957-58,,PHW,,,.423,,,0.5,.091
30,12.0,,,,,0.0,,.000,2,NBA,31,Jack George,,,-0.1,4.2,2916,PG,False,1958-59,,NYK,,,.333,,,0.0,-0.042
22,7.2,0.0,-4.2,-3.2,15.7,0.0,.526,.579,9,NBA,45,Devean George,-1.0,9.9,0.0,13.0,2917,SF,True,1999-00,1.2,LAL,11.2,12.7,.461,27.0,0.0,0.0,.024
23,6.5,0.0,-4.8,-4.5,7.8,0.0,.167,.167,7,NBA,27,Devean George,-0.4,12.4,0.0,10.5,2917,SF,True,2000-01,0.0,LAL,18.9,10.1,.543,26.0,0.0,0.0,.050
24,5.4,2.2,-0.8,1.4,14.3,0.4,.337,.144,19,NBA,327,Devean George,-2.2,8.4,0.0,9.8,2917,SF,True,2001-02,1.8,LAL,9.8,11.5,.429,17.0,0.1,0.4,.064
