age,and1s,astd_pts,drawn_shooting,fga_blkd,fouls_blocking,fouls_offensive,fouls_shooting,fouls_take,g,lg_id,mp,name,pct_1,pct_2,pct_3,pct_4,pct_5,pid,plus_minus_net,plus_minus_on,pos,ring,season,team_id,tov_bad_pass,tov_lost_ball,tov_other
31,7,459,25,12,,3,14,0,20,NBA,798,Steve Nash,99%,1%,1%,,,106,20.3,5.9,PG,False,2005-06,PHO,40,20,7
32,2,322,12,9,,2,8,0,11,NBA,413,Steve Nash,100%,,,,,106,4.8,6.7,PG,False,2006-07,PHO,30,14,4
33,0,84,2,2,,1,6,0,5,NBA,183,Steve Nash,100%,,,,,106,-7.0,-4.6,PG,False,2007-08,PHO,6,5,1
35,4,366,9,8,,1,9,0,16,NBA,539,Steve Nash,93%,7%,,,,106,0.1,5.8,PG,False,2009-10,PHO,45,13,2
38,1,21,2,1,0,0,1,0,2,NBA,61,Steve Nash,27%,74%,,,,106,21.9,-5.3,PG,False,2012-13,LAL,3,0,0
24,0,2,0,2,,0,2,0,7,NBA,44,Eduardo Najera,,8%,53%,39%,,111,37.7,29.9,PF,False,2000-01,DAL,0,1,0
25,0,2,4,1,,1,4,0,8,NBA,122,Eduardo Najera,,,51%,46%,3%,111,1.3,0.8,PF,False,2001-02,DAL,1,0,1
26,4,35,18,12,,2,20,0,19,NBA,394,Eduardo Najera,,,40%,42%,18%,111,-9.4,-6.3,SF,False,2002-03,DAL,9,2,5
27,0,6,1,1,,0,5,0,5,NBA,57,Eduardo Najera,,,,96%,5%,111,23.7,19.1,SF,False,2003-04,DAL,0,2,0
28,0,3,0,0,,0,1,0,2,NBA,13,Eduardo Najera,,,,100%,,111,-46.2,-54.7,PF,False,2004-05,DEN,1,0,0
29,0,4,1,3,,1,2,0,4,NBA,89,Eduardo Najera,,,,100%,,111,25.2,6.9,PF,False,2005-06,DEN,2,0,2
30,0,4,1,0,,0,3,0,5,NBA,96,Eduardo Najera,,,44%,56%,,111,-9.9,-12.5,PF,False,2006-07,DEN,0,1,1
31,0,15,0,1,,3,4,0,4,NBA,78,Eduardo Najera,,,46%,54%,,111,9.2,-8.1,PF,False,2007-08,DEN,2,0,3
33,0,0,0,0,,1,1,0,5,NBA,36,Eduardo Najera,,,,65%,35%,111,-19.4,-17.4,PF,False,2009-10,DAL,0,0,1
26,1,13,8,5,,1,6,0,9,NBA,160,Lee Nailon,,2%,59%,39%,,112,3.4,2.3,SF,False,2001-02,CHH,4,0,3
23,1,5,2,1,,0,2,0,5,NBA,41,Bostjan Nachbar,,,81%,19%,,115,2.6,-4.6,SF,False,2003-04,HOU,0,1,1
25,0,0,0,0,,0,0,0,1,NBA,1,Bostjan Nachbar,,,,100%,,115,-48.9,-50.0,SF,False,2005-06,NJN,0,0,0
26,2,49,11,3,,3,9,0,12,NBA,281,Bostjan Nachbar,,,18%,81%,1%,115,-10.6,-4.1,SF,False,2006-07,NJN,3,2,13
22,0,2,0,1,,0,0,0,4,NBA,9,Ronnie Price,100%,,,,,123,-64.2,-72.1,PG,False,2005-06,SAC,0,0,0
24,1,24,4,3,,0,4,0,12,NBA,68,Ronnie Price,100%,,,,,123,-3.5,-3.2,PG,False,2007-08,UTA,4,2,0
25,0,13,0,0,,0,0,0,2,NBA,16,Ronnie Price,100%,,,,,123,25.4,14.0,PG,False,2008-09,UTA,0,0,0
26,0,32,3,3,,1,10,0,10,NBA,90,Ronnie Price,97%,3%,,,,123,8.9,5.7,PG,False,2009-10,UTA,0,1,1
23,0,0,0,0,0,0,0,0,2,NBA,5,Phil Pressey,58%,42%,,,,124,-11.6,-22.2,PG,False,2014-15,BOS,0,0,0
22,0,12,3,2,2,0,5,0,18,NBA,206,Norman Powell,,68%,32%,,,126,1.6,-4.1,SG,False,2015-16,TOR,1,4,0
23,1,30,8,9,2,2,8,0,9,NBA,227,Norman Powell,,83%,17%,,,126,7.7,-1.9,SG,False,2016-17,TOR,9,4,3
24,0,4,1,1,0,0,1,0,6,NBA,40,Norman Powell,,42%,58%,,,126,-1.2,-5.4,SG,False,2017-18,TOR,0,1,0
23,0,3,0,0,0,0,0,1,2,NBA,3,Dwight Powell,,,,73%,28%,127,96.5,90.0,PF,False,2014-15,DAL,0,0,0
24,1,9,4,1,0,0,4,0,4,NBA,64,Dwight Powell,,,,96%,4%,127,13.0,-10.1,PF,False,2015-16,DAL,0,1,0
21,0,16,0,1,0,2,3,0,6,NBA,121,Bobby Portis,,,,88%,12%,129,3.5,-5.5,PF,False,2016-17,CHI,0,3,2
20,0,0,0,0,0,0,0,0,3,NBA,6,Otto Porter,,,36%,64%,,130,-62.1,-60.4,SF,False,2013-14,WAS,0,0,0
21,1,44,9,4,1,0,9,0,10,NBA,331,Otto Porter,,,99%,1%,,130,19.4,10.7,SF,False,2014-15,WAS,3,3,0
23,3,52,13,2,0,3,11,1,13,NBA,428,Otto Porter,,1%,89%,10%,,130,29.7,9.0,SF,False,2016-17,WAS,5,1,4
24,0,17,1,4,0,0,4,1,5,NBA,158,Otto Porter,,,77%,23%,,130,0.2,-2.8,SF,False,2017-18,WAS,1,2,0
22,0,2,0,1,0,0,1,0,3,NBA,9,Quincy Pondexter,,92%,8%,,,131,7.8,-1.3,SF,False,2010-11,NOH,0,0,0
