age,and1s,astd_pts,drawn_shooting,fga_blkd,fouls_blocking,fouls_offensive,fouls_shooting,fouls_take,g,lg_id,mp,name,pct_1,pct_2,pct_3,pct_4,pct_5,pid,plus_minus_net,plus_minus_on,pos,ring,season,team_id,tov_bad_pass,tov_lost_ball,tov_other
33,0,25,1,0,0,1,2,0,4,NBA,65,Jamaal Tinsley,100%,,,,,1072,0.6,-17.7,PG,False,2011-12,UTA,4,0,2
38,0,0,0,0,,2,2,0,8,NBA,57,Otis Thorpe,,,7%,93%,,1081,-27.7,-17.4,PF,False,2000-01,CHH,0,0,2
29,1,2,2,0,0,1,3,0,10,NBA,55,Jason Thompson,,,,19%,82%,1095,-1.3,-6.7,C,False,2015-16,TOR,0,0,1
20,1,14,14,4,,5,10,0,10,NBA,122,Tyrus Thomas,,,,82%,18%,1105,-17.1,-11.8,PF,False,2006-07,CHI,6,1,8
22,0,13,6,6,,2,12,0,7,NBA,195,Tyrus Thomas,,,,97%,3%,1105,-16.5,-13.0,PF,False,2008-09,CHI,3,2,6
23,0,4,1,2,,3,1,0,4,NBA,68,Tyrus Thomas,,,,53%,47%,1105,20.2,2.0,C,False,2009-10,CHA,0,0,4
23,3,69,26,7,,2,34,0,18,NBA,479,Tim Thomas,,,2%,82%,17%,1107,-0.8,1.3,PF,False,2000-01,MIL,9,7,5
25,5,18,14,4,,2,12,0,6,NBA,191,Tim Thomas,,,32%,50%,18%,1107,10.9,-1.1,SF,False,2002-03,MIL,2,2,4
26,1,6,3,0,,1,2,0,1,NBA,22,Tim Thomas,,,100%,,,1107,-1.3,-13.8,SF,False,2003-04,NYK,1,0,1
28,7,63,20,11,,3,51,0,20,NBA,636,Tim Thomas,,,,8%,92%,1107,4.9,3.9,PF,False,2005-06,PHO,7,7,8
31,0,0,0,1,,0,3,0,2,NBA,15,Tim Thomas,,,,98%,2%,1107,-1.9,-7.0,PF,False,2008-09,CHI,0,1,0
24,1,0,3,1,0,0,0,0,3,NBA,6,Malcolm Thomas,,,46%,16%,38%,1109,-86.0,-92.5,PF,False,2012-13,CHI,0,0,0
28,3,20,16,5,,6,13,0,5,NBA,186,Kurt Thomas,,,,79%,21%,1110,11.6,0.0,PF,False,2000-01,NYK,1,1,7
31,0,14,3,3,,0,10,0,4,NBA,139,Kurt Thomas,,,3%,97%,,1110,4.5,-11.3,PF,False,2003-04,NYK,5,5,0
33,0,0,0,0,,0,1,0,1,NBA,6,Kurt Thomas,,,24%,26%,50%,1110,-36.4,-34.1,C,False,2005-06,PHO,0,0,0
34,1,29,7,4,,0,19,0,11,NBA,212,Kurt Thomas,,,,36%,64%,1110,7.6,10.3,C,False,2006-07,PHO,5,0,4
35,3,14,4,4,,8,23,0,17,NBA,268,Kurt Thomas,,,,84%,16%,1110,-7.6,-5.8,PF,False,2007-08,SAS,2,2,9
36,0,5,0,1,,2,5,0,5,NBA,80,Kurt Thomas,,,,96%,4%,1110,-29.4,-27.0,PF,False,2008-09,SAS,2,0,2
37,0,27,0,0,,6,11,0,7,NBA,199,Kurt Thomas,,,,1%,99%,1110,9.9,-0.1,C,False,2009-10,MIL,2,0,6
38,0,8,0,3,1,0,7,0,7,NBA,74,Kurt Thomas,,,,49%,51%,1110,-18.9,-12.4,PF,False,2010-11,CHI,2,1,0
25,1,23,14,8,,7,15,0,12,NBA,389,Kenny Thomas,,,64%,36%,,1111,-3.3,0.0,PF,False,2002-03,PHI,5,3,11
27,0,29,6,0,,1,7,0,5,NBA,153,Kenny Thomas,,,3%,97%,,1111,-14.0,-10.2,PF,False,2004-05,SAC,3,3,2
28,1,18,7,3,,2,8,0,6,NBA,148,Kenny Thomas,,,,96%,4%,1111,-11.6,-15.9,PF,False,2005-06,SAC,4,3,2
30,0,4,1,1,,1,5,0,8,NBA,56,John Thomas,,,,9%,91%,1112,-10.9,-10.9,C,False,2005-06,NJN,1,1,3
26,2,4,6,2,,1,13,0,8,NBA,126,Etan Thomas,,,,27%,74%,1119,-13.6,-12.5,C,False,2004-05,WAS,1,5,3
27,0,0,1,0,,0,0,0,3,NBA,18,Etan Thomas,,,,25%,75%,1119,-16.3,-14.6,C,False,2005-06,WAS,0,0,0
28,1,2,3,1,,1,6,0,4,NBA,84,Etan Thomas,,,,6%,94%,1119,1.0,-9.3,C,False,2006-07,WAS,0,3,3
31,0,0,1,1,,0,1,0,2,NBA,17,Etan Thomas,,,,,100%,1119,-7.4,-9.4,C,False,2009-10,OKC,0,0,1
32,0,0,0,1,0,0,0,0,1,NBA,7,Etan Thomas,,,,100%,,1119,-26.1,-30.8,C,False,2010-11,ATL,0,0,0
29,0,0,0,0,,0,0,0,2,NBA,2,Billy Thomas,,100%,,,,1122,-238.0,-250.0,SF,False,2004-05,NJN,0,0,0
30,0,0,0,1,,0,3,0,3,NBA,14,Billy Thomas,,63%,37%,,,1122,39.9,38.9,SG,False,2005-06,WAS,0,0,0
32,0,2,0,0,,0,0,0,3,NBA,8,Billy Thomas,,100%,,,,1122,21.1,23.5,SF,False,2007-08,CLE,0,0,0
25,0,0,0,1,0,0,2,0,4,NBA,26,Hasheem Thabeet,,,,,100%,1132,-17.4,-15.6,C,False,2012-13,OKC,1,1,0
26,0,0,0,0,0,0,3,0,2,NBA,7,Hasheem Thabeet,,,,,100%,1132,-61.5,-62.2,C,False,2013-14,OKC,0,0,0
22,0,0,0,1,0,0,0,0,2,NBA,2,Tyshawn Taylor,16%,84%,,,,1140,90.3,91.7,PG,False,2012-13,BRK,0,0,0
27,1,11,8,3,,1,13,0,5,NBA,115,Maurice Taylor,,,,96%,5%,1144,-22.2,-18.3,PF,False,2003-04,HOU,4,1,2
23,0,2,0,0,,0,0,0,1,NBA,3,Donell Taylor,,,100%,,,1153,-81.5,-80.0,SG,False,2005-06,WAS,0,0,0
24,1,8,1,0,,0,2,0,2,NBA,17,Donell Taylor,71%,29%,,,,1153,10.8,0.0,SG,False,2006-07,WAS,1,0,1
30,0,0,0,3,,0,0,0,2,NBA,10,Zan Tabak,,,,,100%,1163,-21.9,-28.6,C,False,2000-01,IND,0,0,0
25,0,2,0,0,0,0,3,0,4,NBA,54,Ekpe Udoh,,,,11%,89%,1165,4.9,-13.0,C,False,2012-13,MIL,0,0,0
27,0,0,0,0,0,0,1,2,4,NBA,12,Ekpe Udoh,,,,82%,18%,1165,30.7,31.5,PF,False,2014-15,LAC,0,0,0
30,0,0,0,0,0,0,1,1,6,NBA,21,Ekpe Udoh,,,,9%,91%,1165,-9.4,-10.6,C,False,2017-18,UTA,0,1,0
22,0,51,2,5,,1,6,0,21,NBA,241,Beno Udrih,96%,5%,,,,1171,2.6,6.6,PG,True,2004-05,SAS,8,11,1
23,1,19,3,1,,0,4,0,7,NBA,47,Beno Udrih,92%,8%,,,,1171,26.2,26.4,PG,False,2005-06,SAS,1,1,1
24,0,2,1,2,,0,0,0,8,NBA,20,Beno Udrih,,100%,,,,1171,-39.9,-34.8,PG,True,2006-07,SAS,2,1,0
31,0,29,3,0,0,0,8,0,7,NBA,115,Beno Udrih,78%,22%,,,,1171,8.4,0.4,SG,False,2013-14,MEM,7,2,0
32,0,43,3,5,0,0,12,0,10,NBA,175,Beno Udrih,98%,2%,,,,1171,-13.9,-9.8,PG,False,2014-15,MEM,3,1,0
30,1,42,3,6,,1,7,0,16,NBA,236,Ime Udoka,,5%,43%,52%,,1172,1.2,0.3,PF,False,2007-08,SAS,6,3,2
31,1,10,3,2,,0,4,0,5,NBA,104,Ime Udoka,,10%,77%,13%,,1172,17.3,2.5,SF,False,2008-09,SAS,2,0,0
21,0,0,1,0,0,0,0,0,1,NBA,3,Nikola Vucevic,,,,,100%,1174,51.1,50.0,C,False,2011-12,PHI,0,0,0
20,0,5,0,1,0,0,0,1,6,NBA,12,Noah Vonleh,,,,67%,33%,1175,-24.6,-26.1,PF,False,2015-16,POR,0,0,0
21,0,20,2,2,0,3,3,0,4,NBA,100,Noah Vonleh,,,,11%,89%,1175,-7.2,-21.3,PF,False,2016-17,POR,1,2,3
20,0,0,0,0,0,0,0,0,3,NBA,10,Rashad Vaughn,,48%,52%,,,1176,-39.0,-39.0,SG,False,2016-17,MIL,0,0,0
22,0,9,0,1,0,1,1,0,7,NBA,29,Fred VanVleet,100%,,,,,1177,24.8,17.2,PG,False,2016-17,TOR,0,0,1
23,1,32,4,3,0,1,1,0,6,NBA,114,Fred VanVleet,100%,,,,,1177,8.4,2.2,PG,False,2017-18,TOR,1,2,1
23,0,5,0,0,0,0,0,0,4,NBA,22,Denzel Valentine,7%,32%,59%,2%,,1178,16.7,8.0,SG,False,2016-17,CHI,1,0,0
21,4,4,9,2,1,4,7,0,7,NBA,200,Jonas Valanciunas,,,,,100%,1179,-28.6,-13.8,C,False,2013-14,TOR,3,9,7
22,0,5,4,3,1,3,1,0,4,NBA,106,Jonas Valanciunas,,,,,100%,1179,18.3,-7.4,C,False,2014-15,TOR,0,1,3
23,3,23,16,7,3,5,15,0,12,NBA,321,Jonas Valanciunas,,,,,100%,1179,7.3,-0.5,C,False,2015-16,TOR,1,10,7
24,5,5,18,4,2,3,10,0,10,NBA,226,Jonas Valanciunas,,,,,100%,1179,-2.6,-7.3,C,False,2016-17,TOR,4,4,5
25,2,28,15,7,0,8,7,0,10,NBA,244,Jonas Valanciunas,,,,,100%,1179,13.0,2.0,C,False,2017-18,TOR,5,5,9
25,1,4,5,1,,3,6,0,6,NBA,98,Jake Voskuhl,,,,,100%,1185,-35.1,-29.8,C,False,2002-03,PHO,1,2,3
30,0,8,0,1,1,0,2,4,5,NBA,43,Charlie Villanueva,,,2%,63%,34%,1195,11.2,3.6,PF,False,2014-15,DAL,0,0,0
31,0,2,0,0,0,0,1,0,4,NBA,20,Charlie Villanueva,,,65%,29%,6%,1195,-9.7,-28.6,PF,False,2015-16,DAL,0,1,0
25,0,20,0,1,,0,4,0,5,NBA,57,Jacque Vaughn,65%,35%,,,,1203,-12.1,-13.8,PG,False,2000-01,UTA,0,0,1
27,0,55,6,5,,1,3,0,7,NBA,131,Jacque Vaughn,66%,32%,2%,,,1203,0.0,-8.5,PG,False,2002-03,ORL,5,3,1
30,1,27,3,2,,0,3,0,11,NBA,159,Jacque Vaughn,46%,54%,,,,1203,-4.6,-4.5,SG,False,2005-06,NJN,1,2,1
31,0,69,1,2,,2,11,0,20,NBA,208,Jacque Vaughn,100%,,,,,1203,-3.9,1.1,PG,True,2006-07,SAS,6,1,4
32,0,18,0,0,,2,1,0,14,NBA,91,Jacque Vaughn,61%,39%,,,,1203,-7.7,-7.5,PG,False,2007-08,SAS,3,1,3
33,0,10,2,0,,0,0,0,2,NBA,21,Jacque Vaughn,100%,,,,,1203,44.9,33.7,PG,False,2008-09,SAS,0,0,0
24,1,54,6,5,0,1,6,0,13,NBA,142,Greivis Vasquez,9%,86%,5%,,,1207,-3.5,-3.4,SG,False,2010-11,MEM,6,2,1
27,0,81,2,3,0,1,11,0,7,NBA,190,Greivis Vasquez,21%,67%,12%,,,1207,28.5,10.9,SG,False,2013-14,TOR,5,4,1
28,1,27,1,0,0,2,4,0,4,NBA,101,Greivis Vasquez,64%,36%,,,,1207,-16.5,-24.0,PG,False,2014-15,TOR,2,0,2
23,5,6,16,6,,2,26,0,13,NBA,238,Anderson Varejao,,,,11%,89%,1209,5.4,-0.3,C,False,2005-06,CLE,2,1,3
24,2,25,20,10,,5,28,0,20,NBA,447,Anderson Varejao,,,,33%,67%,1209,18.3,12.9,C,False,2006-07,CLE,1,5,14
25,3,20,11,3,,2,16,0,13,NBA,240,Anderson Varejao,,,,34%,66%,1209,-3.4,0.7,C,False,2007-08,CLE,3,2,4
26,7,18,14,1,,3,24,0,14,NBA,420,Anderson Varejao,,,,87%,13%,1209,16.0,16.4,PF,False,2008-09,CLE,5,5,5
27,2,14,13,4,,5,18,0,11,NBA,255,Anderson Varejao,,,,37%,63%,1209,6.1,4.9,PF,False,2009-10,CLE,3,3,6
33,1,34,4,2,2,1,6,0,17,NBA,93,Anderson Varejao,,,,,100%,1209,9.9,13.8,C,False,2015-16,GSW,0,1,1
26,5,90,21,16,,3,28,0,20,NBA,643,Keith Van Horn,,,76%,11%,13%,1219,-2.7,-1.3,SF,False,2001-02,NJN,16,11,8
27,1,18,12,11,,8,20,0,12,NBA,402,Keith Van Horn,,,,83%,17%,1219,10.4,4.4,PF,False,2002-03,PHI,6,8,12
28,1,14,3,7,,2,8,0,5,NBA,137,Keith Van Horn,,1%,19%,57%,23%,1219,-8.2,-17.9,SF,False,2003-04,MIL,3,4,3
29,1,2,3,0,,0,5,0,3,NBA,33,Keith Van Horn,,,,85%,15%,1219,11.7,9.0,PF,False,2004-05,DAL,1,0,0
30,1,5,1,8,,1,11,0,14,NBA,172,Keith Van Horn,,,3%,90%,7%,1219,-24.5,-16.3,SF,False,2005-06,DAL,1,3,2
30,2,72,2,5,,1,10,0,8,NBA,264,Nick Van Exel,25%,75%,,,,1220,16.0,5.1,SG,False,2001-02,DAL,9,1,2
31,4,197,25,8,,4,19,0,20,NBA,672,Nick Van Exel,30%,70%,,,,1220,-6.3,-2.6,SG,False,2002-03,DAL,25,6,8
34,0,37,3,0,,0,5,0,12,NBA,133,Nick Van Exel,100%,,,,,1220,-6.3,-2.9,PG,False,2005-06,SAS,3,1,1
23,1,7,5,0,0,1,1,0,9,NBA,41,Delon Wright,96%,4%,,,,1229,14.8,8.8,PG,False,2015-16,TOR,0,1,1
24,1,31,3,1,0,0,2,0,9,NBA,92,Delon Wright,13%,77%,11%,,,1229,13.6,5.1,PG,False,2016-17,TOR,1,3,0
25,0,58,4,3,1,1,3,0,10,NBA,215,Delon Wright,33%,64%,4%,,,1229,9.0,0.7,PG,False,2017-18,TOR,3,4,2
24,0,0,1,1,0,1,3,0,4,NBA,27,Brandan Wright,,,,44%,56%,1231,-29.3,-31.6,C,False,2011-12,DAL,0,2,1
26,2,17,3,0,0,0,6,0,6,NBA,90,Brandan Wright,,,,7%,93%,1231,5.6,1.6,C,False,2013-14,DAL,1,1,0
29,0,0,0,1,0,0,0,0,2,NBA,12,Brandan Wright,,,,100%,,1231,-35.9,-43.9,PF,False,2016-17,MEM,0,1,0
26,0,3,1,0,0,0,3,0,3,NBA,21,Jeff Withey,,,,,100%,1234,-3.0,-7.5,C,False,2016-17,UTA,0,0,0
19,2,20,13,8,2,0,17,0,13,NBA,330,Justise Winslow,,6%,76%,18%,,1235,-15.8,-3.7,SF,False,2015-16,MIA,2,9,0
21,1,35,7,3,0,1,6,0,5,NBA,125,Justise Winslow,,,85%,15%,,1235,14.1,-3.2,PF,False,2017-18,MIA,3,4,1
24,0,0,0,0,0,0,0,0,1,NBA,5,Kyle Wiltjer,,,,100%,,1236,-86.1,-83.3,PF,False,2016-17,HOU,0,0,0
22,0,3,1,0,0,0,0,0,5,NBA,19,Troy Williams,,29%,71%,,,1239,-33.1,-30.3,SF,False,2016-17,HOU,1,1,0
21,1,10,14,3,,1,9,0,7,NBA,199,Marvin Williams,,,72%,27%,1%,1241,-35.5,-28.6,SF,False,2007-08,ATL,6,5,2
22,1,13,6,4,,3,2,0,6,NBA,97,Marvin Williams,,,56%,41%,4%,1241,-5.7,-13.7,SF,False,2008-09,ATL,0,3,3
23,4,19,16,11,,1,7,0,11,NBA,345,Marvin Williams,,,58%,42%,,1241,-6.3,-10.6,SF,False,2009-10,ATL,2,1,2
24,0,14,3,8,0,3,5,0,12,NBA,216,Marvin Williams,,,62%,37%,2%,1241,-4.7,-7.9,SF,False,2010-11,ATL,1,7,4
25,0,10,2,4,0,0,3,0,6,NBA,145,Marvin Williams,,,62%,22%,17%,1241,0.0,-5.0,SF,False,2011-12,ATL,1,1,1
29,0,14,0,6,1,0,7,0,7,NBA,228,Marvin Williams,,,52%,48%,,1241,-12.6,-14.6,PF,False,2015-16,CHO,0,2,0
21,1,27,12,5,,1,6,0,6,NBA,135,Lou Williams,100%,,,,,1242,30.5,7.3,PG,False,2007-08,PHI,2,2,3
22,3,43,9,7,,1,3,0,6,NBA,149,Lou Williams,20%,80%,,,,1242,13.2,-3.3,SG,False,2008-09,PHI,5,4,3
24,2,36,9,2,0,0,6,0,5,NBA,130,Lou Williams,40%,60%,,,,1242,-20.5,-18.0,SG,False,2010-11,PHI,2,1,1
25,6,86,22,15,1,1,7,0,13,NBA,358,Lou Williams,100%,,,,,1242,11.5,3.9,PG,False,2011-12,PHI,8,7,1
27,2,20,9,4,0,2,2,2,7,NBA,133,Lou Williams,100%,,,,,1242,-7.8,-7.0,PG,False,2013-14,ATL,7,4,2
28,0,11,6,4,0,0,5,0,4,NBA,102,Lou Williams,1%,68%,31%,,,1242,-0.6,-16.3,SG,False,2014-15,TOR,3,0,0
30,2,32,11,9,1,0,7,3,11,NBA,272,Lou Williams,38%,62%,,,,1242,19.2,11.0,SG,False,2016-17,HOU,9,3,0
25,0,10,1,0,0,0,0,0,8,NBA,38,Derrick Williams,,,,83%,17%,1243,-36.8,-26.7,PF,False,2016-17,CLE,2,1,0
25,1,8,4,2,,3,8,0,7,NBA,136,Damien Wilkins,,,61%,39%,,1246,-6.9,-6.3,SF,False,2004-05,SEA,2,0,6
31,0,2,0,0,0,0,0,0,8,NBA,39,Damien Wilkins,21%,50%,29%,,,1246,19.5,13.2,SF,False,2010-11,ATL,1,1,0
25,0,3,0,0,0,0,1,0,2,NBA,7,C.J. Wilcox,76%,24%,,,,1247,56.8,55.4,SG,False,2015-16,LAC,0,0,0
22,2,25,8,3,2,1,10,0,5,NBA,164,Andrew Wiggins,,,78%,22%,,1249,-28.5,-18.5,SF,False,2017-18,MIN,2,6,1
26,6,6,21,5,0,6,16,0,10,NBA,291,Hassan Whiteside,,,,,100%,1250,8.6,9.6,C,False,2015-16,MIA,1,4,8
28,1,3,6,1,0,4,7,0,5,NBA,77,Hassan Whiteside,,,,,100%,1250,-9.2,-16.1,C,False,2017-18,MIA,2,5,5
23,0,2,0,0,0,0,0,0,3,NBA,18,Derrick White,8%,93%,,,,1254,8.4,-1.3,PG,False,2017-18,SAS,0,0,0
21,4,80,19,5,,2,1,0,6,NBA,212,Russell Westbrook,100%,,,,,1256,-4.2,-3.5,PG,False,2009-10,OKC,5,4,5
22,11,241,60,24,4,12,10,0,17,NBA,638,Russell Westbrook,97%,3%,,,,1256,-2.6,1.3,PG,False,2010-11,OKC,36,24,18
23,13,268,50,18,0,10,16,0,20,NBA,767,Russell Westbrook,67%,33%,,,,1256,9.6,5.7,PG,False,2011-12,OKC,17,16,12
24,2,33,7,1,0,4,0,0,2,NBA,68,Russell Westbrook,94%,6%,,,,1256,25.5,22.9,PG,False,2012-13,OKC,0,4,4
25,7,353,65,14,0,15,14,6,19,NBA,735,Russell Westbrook,92%,8%,,,,1256,17.2,2.3,PG,False,2013-14,OKC,44,20,19
27,9,448,56,18,0,8,8,2,18,NBA,674,Russell Westbrook,100%,,,,,1256,10.8,7.5,PG,False,2015-16,OKC,12,56,10
28,3,121,27,4,0,1,4,2,5,NBA,194,Russell Westbrook,97%,3%,,,,1256,62.8,2.7,PG,False,2016-17,OKC,19,10,1
29,1,105,14,9,0,2,5,0,6,NBA,235,Russell Westbrook,88%,13%,,,,1256,-12.8,-7.4,PG,False,2017-18,OKC,23,5,3
23,1,19,6,2,,0,6,0,7,NBA,111,David West,,,,100%,,1257,12.0,4.7,PF,False,2003-04,NOH,2,2,3
27,6,83,24,14,,5,17,0,12,NBA,485,David West,,,,93%,7%,1257,-7.3,3.2,PF,False,2007-08,NOH,8,7,6
28,3,13,10,4,,4,11,0,5,NBA,178,David West,,,,90%,10%,1257,4.5,-25.8,PF,False,2008-09,NOH,6,3,5
31,4,51,21,7,0,4,13,0,11,NBA,416,David West,,,,94%,6%,1257,36.1,9.9,PF,False,2011-12,IND,7,2,8
32,8,93,38,8,2,13,16,1,19,NBA,689,David West,,,1%,99%,,1257,13.1,3.7,PF,False,2012-13,IND,18,11,16
33,3,176,21,11,1,9,27,1,19,NBA,687,David West,,,,92%,8%,1257,21.9,4.5,PF,False,2013-14,IND,24,7,12
35,1,28,3,4,0,1,5,1,10,NBA,176,David West,,,,57%,43%,1257,-4.1,7.4,PF,False,2015-16,SAS,1,4,2
36,3,79,6,2,2,2,10,0,17,NBA,221,David West,,,,1%,99%,1257,-14.0,3.0,C,True,2016-17,GSW,6,2,2
37,0,68,0,1,0,2,10,0,18,NBA,175,David West,,,,2%,98%,1257,-14.5,-1.8,C,True,2017-18,GSW,7,1,2
23,0,3,0,0,0,0,0,0,2,NBA,6,Briante Weber,100%,,,,,1258,75.0,78.8,PG,False,2015-16,MIA,0,0,0
26,1,70,5,3,0,4,4,0,16,NBA,136,C.J. Watson,100%,,,,,1262,-15.1,-7.9,PG,False,2010-11,CHI,6,6,5
27,0,69,5,5,0,1,8,0,6,NBA,164,C.J. Watson,95%,5%,,,,1262,-1.5,-2.7,PG,False,2011-12,CHI,2,3,2
28,3,29,6,4,0,0,3,1,7,NBA,161,C.J. Watson,100%,,,,,1262,-4.0,-0.3,PG,False,2012-13,BRK,1,0,0
29,2,40,9,3,3,2,14,1,19,NBA,342,C.J. Watson,63%,37%,,,,1262,-11.5,-7.9,PG,False,2013-14,IND,8,2,4
22,1,22,1,4,0,0,4,0,6,NBA,187,Taurean Prince,,1%,87%,12%,,1266,5.1,1.0,SF,False,2016-17,ATL,3,2,0
23,7,182,25,7,1,3,10,1,11,NBA,420,John Wall,100%,,,,,1268,10.4,3.0,PG,False,2013-14,WAS,18,13,5
24,2,191,10,5,0,4,4,1,7,NBA,273,John Wall,84%,17%,,,,1268,3.8,6.2,PG,False,2014-15,WAS,13,6,8
26,15,308,42,21,0,5,12,0,13,NBA,507,John Wall,85%,15%,,,,1268,11.1,1.4,PG,False,2016-17,WAS,33,16,6
27,3,162,18,7,1,2,10,1,6,NBA,234,John Wall,78%,22%,,,,1268,8.9,-1.1,PG,False,2017-18,WAS,16,9,2
23,2,56,7,2,0,2,4,0,4,NBA,153,Kemba Walker,100%,,,,,1269,-1.3,-11.1,PG,False,2013-14,CHA,8,5,2
25,4,63,17,23,2,0,5,0,7,NBA,260,Kemba Walker,100%,,,,,1269,-7.8,-12.2,PG,False,2015-16,CHO,1,11,0
24,4,100,13,7,2,8,13,1,18,NBA,491,Dion Waiters,3%,89%,8%,,,1270,1.0,5.7,SG,False,2015-16,OKC,3,7,10
22,5,165,28,11,,13,15,0,13,NBA,510,Dwyane Wade,64%,36%,,,,1272,-0.2,0.0,PG,False,2003-04,MIA,17,19,18
23,10,212,57,11,,9,19,0,14,NBA,571,Dwyane Wade,,98%,2%,,,1272,14.2,7.4,SG,False,2004-05,MIA,26,23,13
24,18,317,97,19,,18,25,0,23,NBA,959,Dwyane Wade,,93%,7%,,,1272,22.2,7.3,SG,True,2005-06,MIA,31,28,31
25,5,58,17,3,,5,2,0,4,NBA,162,Dwyane Wade,30%,70%,,,,1272,-7.7,-13.1,SG,False,2006-07,MIA,11,7,5
27,4,84,25,8,,3,8,0,7,NBA,285,Dwyane Wade,28%,72%,,,,1272,13.5,3.2,SG,False,2008-09,MIA,15,5,5
28,7,75,22,2,,3,5,0,5,NBA,210,Dwyane Wade,9%,91%,,,,1272,-6.4,-9.3,SG,False,2009-10,MIA,14,7,5
29,15,212,85,26,1,7,22,0,21,NBA,828,Dwyane Wade,10%,89%,2%,,,1272,-3.2,2.4,SG,False,2010-11,MIA,28,24,12
30,20,232,78,22,1,3,31,0,23,NBA,907,Dwyane Wade,15%,84%,1%,,,1272,11.4,10.2,SG,True,2011-12,MIA,45,12,11
31,7,243,32,18,1,3,21,0,22,NBA,782,Dwyane Wade,7%,93%,,,,1272,-14.5,3.0,SG,True,2012-13,MIA,29,20,9
32,6,188,45,9,1,6,21,0,20,NBA,693,Dwyane Wade,9%,87%,4%,,,1272,-7.6,0.5,SG,False,2013-14,MIA,27,20,7
