age,and1s,astd_pts,drawn_shooting,fga_blkd,fouls_blocking,fouls_offensive,fouls_shooting,fouls_take,g,lg_id,mp,name,pct_1,pct_2,pct_3,pct_4,pct_5,pid,plus_minus_net,plus_minus_on,pos,season,team_id,tov_bad_pass,tov_lost_ball,tov_other
30,8,113,39,21,,13,21,,29,NBA,867,Caron Butler,,,65%,35%,,3614,+4.6,+8.3,SF,2010-11,DAL,9,11,29
31,7,178,45,41,,12,56,,63,NBA,1871,Caron Butler,,1%,95%,3%,,3614,+12.4,+8.1,SF,2011-12,LAC,24,19,34
32,8,182,35,29,,17,61,2,78,NBA,1879,Caron Butler,,1%,95%,4%,,3614,-0.3,+6.8,SF,2012-13,LAC,19,22,31
33,3,192,24,13,8,11,52,3,56,NBA,1419,Caron Butler,,22%,72%,6%,,3614,-6.3,-6.1,SF,2013-14,,27,13,20
33,3,130,18,10,6,10,22,1,34,NBA,821,Caron Butler,,23%,71%,5%,,3614,-4.3,-12.4,SF,2013-14,MIL,22,11,19
33,0,62,6,3,2,1,30,2,22,NBA,598,Caron Butler,,20%,74%,6%,,3614,-5.4,+2.2,SF,2013-14,OKC,5,2,1
34,6,184,19,8,3,6,65,3,78,NBA,1623,Caron Butler,,12%,88%,,,3614,-0.1,-1.5,SF,2014-15,DET,32,6,11
35,1,24,4,0,0,0,11,0,17,NBA,176,Caron Butler,,7%,85%,8%,,3614,-10.5,-12.8,SF,2015-16,SAC,1,1,0
30,0,3,2,1,,0,3,,4,NBA,41,Scott Burrell,,65%,35%,,,3625,-17.1,-14.5,SF,2000-01,CHH,0,0,0
26,1,109,4,6,,3,23,,39,NBA,340,Kevin Burleson,85%,15%,,,,3631,+5.4,+0.6,PG,2005-06,CHA,12,5,8
24,1,64,3,8,,2,3,,24,NBA,219,Antonio Burks,92%,8%,,,,3632,-11.4,-7.9,PG,2004-05,MEM,7,3,2
25,5,181,8,7,,2,13,,57,NBA,570,Antonio Burks,63%,37%,,,,3632,-6.2,-0.8,PG,2005-06,MEM,21,12,3
29,3,52,22,22,,9,61,,62,NBA,783,Pat Burke,,,,,100%,3635,-16.4,-13.1,C,2002-03,ORL,17,18,12
32,1,39,10,8,,7,40,,42,NBA,346,Pat Burke,,,,,100%,3635,-12.2,-5.1,C,2005-06,PHO,10,10,13
33,2,13,8,4,,1,11,,23,NBA,164,Pat Burke,,,,,100%,3635,-18.9,-10.4,C,2006-07,PHO,4,0,1
33,1,96,2,5,,2,43,,61,NBA,1000,Matt Bullard,,,1%,59%,41%,3641,+8.3,+8.7,PF,2000-01,HOU,6,4,2
34,1,36,3,6,,1,13,,31,NBA,350,Matt Bullard,,1%,32%,67%,,3641,-8.1,-6.3,PF,2001-02,CHH,7,3,2
23,1,37,12,6,,4,30,,47,NBA,573,Rodney Buford,,34%,65%,,,3642,-6.2,-0.6,SF,2000-01,PHI,14,9,6
24,7,153,36,30,,6,59,,63,NBA,1769,Rodney Buford,2%,86%,12%,,,3642,-2.6,-9.6,SG,2001-02,MEM,40,16,7
26,0,14,2,5,,1,2,,22,NBA,141,Rodney Buford,,25%,75%,,,3642,-30.9,-24.3,SF,2003-04,SAC,3,0,1
27,1,140,20,20,,6,41,,64,NBA,1313,Rodney Buford,,67%,33%,1%,,3642,-11.9,-9.7,SF,2004-05,NJN,18,5,12
32,2,88,3,6,,6,27,,57,NBA,737,Jud Buechler,,14%,84%,2%,,3643,+3.0,+0.6,SF,2000-01,DET,11,5,9
33,0,72,0,2,,1,28,,66,NBA,684,Jud Buechler,,54%,44%,2%,,3643,-8.0,-6.8,SF,2001-02,,11,2,2
33,0,6,0,0,,0,4,,6,NBA,54,Jud Buechler,,32%,68%,,,3643,+5.4,+4.6,SF,2001-02,PHO,1,0,0
33,0,66,0,2,,1,24,,60,NBA,630,Jud Buechler,,56%,42%,3%,,3643,-11.3,-7.8,SF,2001-02,ORL,10,2,2
21,8,201,40,33,,4,39,,74,NBA,1488,Chase Budinger,,29%,66%,5%,,3645,+1.2,+0.3,SF,2009-10,HOU,30,6,12
22,11,286,63,43,,9,55,,78,NBA,1738,Chase Budinger,,2%,96%,3%,,3645,+3.4,+4.1,SF,2010-11,HOU,34,15,18
23,9,162,29,30,,2,37,,58,NBA,1298,Chase Budinger,,20%,77%,3%,,3645,+0.8,+0.8,SF,2011-12,HOU,32,19,4
24,3,54,15,9,,2,8,2,23,NBA,508,Chase Budinger,,21%,79%,,,3645,+6.0,+3.0,SF,2012-13,MIN,10,6,7
25,3,70,19,9,3,1,27,0,41,NBA,751,Chase Budinger,,50%,50%,,,3645,-3.9,-0.7,SF,2013-14,MIN,12,6,6
26,9,140,39,28,2,3,37,2,67,NBA,1286,Chase Budinger,1%,42%,53%,4%,,3645,-1.2,-10.4,SF,2014-15,MIN,29,11,9
27,3,144,25,12,5,3,32,2,66,NBA,929,Chase Budinger,,11%,73%,16%,,3645,+2.9,-0.1,SF,2015-16,,21,11,12
27,3,109,21,8,4,2,25,2,49,NBA,729,Chase Budinger,,14%,69%,18%,,3645,+0.7,+2.5,SF,2015-16,IND,14,7,10
27,0,35,4,4,1,1,7,0,17,NBA,200,Chase Budinger,,3%,88%,8%,,3645,-2.0,-9.2,SF,2015-16,PHO,7,4,2
24,11,114,38,26,,6,47,,37,NBA,820,Greg Buckner,,62%,36%,2%,,3648,+1.4,+5.7,SG,2000-01,DAL,8,9,10
25,4,106,17,21,,0,45,,44,NBA,885,Greg Buckner,1%,80%,19%,,,3648,-3.9,+1.6,SG,2001-02,DAL,17,3,0
26,6,205,33,24,,9,84,,75,NBA,1514,Greg Buckner,1%,48%,51%,1%,,3648,+3.0,+4.3,SG,2002-03,PHI,32,13,17
27,1,99,11,9,,3,41,,53,NBA,703,Greg Buckner,9%,70%,20%,1%,,3648,-0.7,-3.2,SG,2003-04,PHI,17,9,8
28,13,279,31,19,,4,82,,70,NBA,1522,Greg Buckner,,91%,8%,,,3648,-0.3,+1.9,SG,2004-05,DEN,23,8,18
29,11,272,20,12,,4,77,,73,NBA,1758,Greg Buckner,,73%,26%,2%,,3648,+1.1,+0.8,SG,2005-06,DEN,26,12,14
30,4,173,13,22,,4,76,,76,NBA,1372,Greg Buckner,,77%,23%,,,3648,-8.4,+2.6,SG,2006-07,DAL,13,10,17
31,2,86,6,5,,3,31,,31,NBA,520,Greg Buckner,31%,62%,7%,,,3648,-8.2,-14.7,SG,2007-08,MIN,17,5,7
32,1,132,5,11,,5,51,,63,NBA,878,Greg Buckner,1%,45%,53%,1%,,3648,+5.2,-1.8,SF,2008-09,MEM,19,5,14
35,1,8,2,1,,1,13,,18,NBA,101,Mark Bryant,,,14%,38%,48%,3655,-14.3,-9.4,PF,2000-01,DAL,2,2,1
36,0,22,2,3,,2,11,,30,NBA,206,Mark Bryant,,,,75%,25%,3655,-11.7,-3.9,PF,2001-02,SAS,3,0,2
37,0,10,1,0,,1,8,,16,NBA,100,Mark Bryant,,,,64%,36%,3655,-6.6,-9.0,PF,2002-03,,2,4,1
37,0,3,1,0,,1,3,,11,NBA,77,Mark Bryant,,,,84%,16%,3655,-7.3,-4.7,PF,2002-03,PHI,0,4,1
37,0,5,0,0,,0,3,,3,NBA,14,Mark Bryant,,,,,100%,3655,+25.9,+16.4,PF,2002-03,DEN,2,0,0
37,0,2,0,0,,0,2,,2,NBA,9,Mark Bryant,,,,,100%,3655,-85.9,-86.0,PF,2002-03,BOS,0,0,0
22,51,735,221,75,,42,78,,68,NBA,2783,Kobe Bryant,,65%,34%,,,3656,+8.8,+6.4,SG,2000-01,LAL,67,82,71
23,48,1036,205,88,,32,60,,80,NBA,3063,Kobe Bryant,,96%,4%,,,3656,-2.0,+7.0,SG,2001-02,LAL,109,65,49
24,52,1062,263,79,,37,58,,82,NBA,3401,Kobe Bryant,,90%,10%,,,3656,+10.0,+3.8,SG,2002-03,LAL,140,93,55
25,39,719,200,69,,20,54,,65,NBA,2447,Kobe Bryant,1%,92%,7%,,,3656,+5.9,+6.2,SG,2003-04,LAL,67,65,39
26,55,950,239,66,,31,55,,66,NBA,2689,Kobe Bryant,3%,96%,1%,,,3656,+2.5,-2.8,SG,2004-05,LAL,144,76,50
27,68,834,297,82,,48,69,,80,NBA,3277,Kobe Bryant,1%,89%,10%,,,3656,+12.5,+4.6,SG,2005-06,LAL,66,104,80
28,66,964,297,78,,26,71,,77,NBA,3140,Kobe Bryant,2%,68%,30%,,,3656,+6.0,+1.1,SG,2006-07,LAL,109,86,60
29,64,1017,312,66,,29,80,,82,NBA,3192,Kobe Bryant,1%,96%,3%,,,3656,+7.0,+9.0,SG,2007-08,LAL,112,85,60
30,57,914,226,64,,16,55,,82,NBA,2960,Kobe Bryant,6%,94%,,,,3656,+11.1,+11.0,SG,2008-09,LAL,100,71,39
31,46,831,233,67,,35,60,,73,NBA,2835,Kobe Bryant,1%,78%,21%,,,3656,+12.4,+8.6,SG,2009-10,LAL,109,66,58
32,59,871,232,70,,39,44,,82,NBA,2779,Kobe Bryant,,87%,13%,,,3656,+4.3,+8.2,SG,2010-11,LAL,103,69,71
33,44,580,172,45,,22,39,,58,NBA,2232,Kobe Bryant,,99%,1%,,,3656,+5.2,+3.0,SG,2011-12,LAL,88,78,38
34,41,1092,226,71,,17,67,4,78,NBA,3013,Kobe Bryant,,67%,32%,1%,,3656,+2.8,+2.3,SG,2012-13,LAL,148,88,51
35,0,83,8,5,1,1,5,0,6,NBA,177,Kobe Bryant,27%,55%,18%,,,3656,-3.7,-9.6,SG,2013-14,LAL,30,3,1
36,18,441,92,27,2,11,28,2,35,NBA,1207,Kobe Bryant,2%,89%,9%,,,3656,-6.7,-11.8,SG,2014-15,LAL,74,34,20
37,16,416,106,35,2,3,44,6,66,NBA,1863,Kobe Bryant,,2%,97%,1%,,3656,-10.2,-15.6,SF,2015-16,LAL,74,47,9
28,1,76,4,6,,1,8,,22,NBA,208,Rick Brunson,81%,16%,3%,,,3659,-2.8,-2.5,PG,2000-01,,12,4,1
28,1,61,3,5,,0,6,,7,NBA,142,Rick Brunson,100%,,,,,3659,-2.4,-4.8,PG,2000-01,BOS,6,3,0
28,0,15,1,1,,1,2,,15,NBA,66,Rick Brunson,41%,49%,10%,,,3659,-0.7,+2.4,PG,2000-01,NYK,6,1,1
29,3,246,12,12,,4,19,,59,NBA,520,Rick Brunson,52%,47%,1%,,,3659,-5.2,-0.9,PG,2001-02,POR,26,12,9
30,0,75,4,3,,1,11,,17,NBA,196,Rick Brunson,75%,25%,,,,3659,+6.5,+0.8,PG,2002-03,CHI,11,4,2
31,2,174,5,5,,4,18,,40,NBA,412,Rick Brunson,100%,,,,,3659,-3.3,-8.3,PG,2003-04,,18,11,4
31,0,5,0,0,,0,0,,3,NBA,10,Rick Brunson,94%,6%,,,,3659,+34.7,+31.3,PG,2003-04,TOR,0,0,0
31,2,169,5,5,,4,18,,37,NBA,402,Rick Brunson,100%,,,,,3659,-2.4,-9.1,PG,2003-04,CHI,18,11,4
32,1,850,12,19,,11,40,,80,NBA,1945,Rick Brunson,95%,5%,,,,3659,-0.6,-1.1,PG,2004-05,LAC,87,21,17
33,2,76,2,2,,3,7,,27,NBA,246,Rick Brunson,73%,27%,,,,3659,-4.2,-6.5,PG,2005-06,,12,6,4
33,0,4,0,0,,1,0,,4,NBA,31,Rick Brunson,93%,7%,,,,3659,-31.2,-34.2,PG,2005-06,SEA,2,0,1
33,2,72,2,2,,2,7,,23,NBA,215,Rick Brunson,71%,29%,,,,3659,-1.1,-2.5,PG,2005-06,HOU,10,6,3
22,2,157,12,12,,3,13,,40,NBA,403,Tierre Brown,81%,18%,1%,,,3665,-14.2,-18.3,SG,2001-02,HOU,18,18,4
23,4,87,8,8,,1,4,,15,NBA,168,Tierre Brown,100%,,,,,3665,+15.6,+4.5,PG,2002-03,CLE,16,4,2
24,0,4,1,0,,1,0,,3,NBA,17,Tierre Brown,100%,,,,,3665,-70.7,-70.8,PG,2003-04,NOH,1,5,1
25,7,382,32,31,,6,20,,76,NBA,1066,Tierre Brown,86%,14%,,,,3665,-1.1,-4.4,PG,2004-05,LAL,35,21,18
21,2,24,8,5,,3,14,,23,NBA,202,Shannon Brown,,69%,31%,1%,,3667,-20.5,-15.0,SG,2006-07,CLE,4,5,5
22,4,41,13,11,,4,14,,21,NBA,240,Shannon Brown,2%,72%,27%,,,3667,-17.8,-18.9,SG,2007-08,,5,10,9
22,4,41,10,11,,3,14,,15,NBA,218,Shannon Brown,2%,72%,26%,,,3667,-16.4,-15.6,SG,2007-08,CLE,4,7,8
22,0,0,3,0,,1,0,,6,NBA,22,Shannon Brown,,70%,30%,,,3667,-47.2,-50.0,SG,2007-08,CHI,1,3,1
23,4,87,16,12,,4,23,,48,NBA,477,Shannon Brown,28%,68%,4%,,,3667,-6.4,-2.5,SG,2008-09,,21,10,7
23,2,65,11,10,,3,18,,30,NBA,341,Shannon Brown,6%,89%,6%,,,3667,-9.8,-10.3,SG,2008-09,CHA,18,6,5
23,2,22,5,2,,1,5,,18,NBA,136,Shannon Brown,84%,16%,,,,3667,+7.0,+14.9,SG,2008-09,LAL,3,4,2
24,5,255,43,23,,7,81,,82,NBA,1700,Shannon Brown,16%,83%,1%,,,3667,-6.5,+1.4,SG,2009-10,LAL,26,20,21
25,11,221,44,29,,13,60,,82,NBA,1568,Shannon Brown,8%,91%,,,,3667,-5.7,+3.4,SG,2010-11,LAL,25,26,24
26,7,154,43,29,,9,28,,59,NBA,1400,Shannon Brown,,97%,3%,,,3667,-4.3,-2.7,SG,2011-12,PHO,22,23,19
27,18,246,51,30,,7,41,11,59,NBA,1402,Shannon Brown,,97%,3%,,,3667,-0.3,-7.2,SG,2012-13,PHO,26,31,17
28,1,20,5,2,0,1,16,0,29,NBA,251,Shannon Brown,,94%,6%,,,3667,-16.1,-11.9,SG,2013-14,,5,6,7
28,1,11,2,2,0,0,8,0,10,NBA,103,Shannon Brown,,87%,13%,,,3667,-23.3,-14.5,SG,2013-14,SAS,3,1,0
28,0,9,3,0,0,1,8,0,19,NBA,148,Shannon Brown,,100%,,,,3667,-9.3,-10.0,SG,2013-14,NYK,2,5,3
29,0,7,1,0,0,1,5,0,5,NBA,89,Shannon Brown,,77%,23%,,,3667,-1.7,-4.4,SG,2014-15,MIA,1,2,1
32,1,383,11,16,,6,50,,54,NBA,1238,Randy Brown,100%,,,,,3672,+0.4,-2.2,PG,2000-01,BOS,35,14,7
33,0,4,0,0,,0,1,,1,NBA,6,Randy Brown,100%,,,,,3672,-42.3,-40.0,PG,2001-02,BOS,0,0,0
34,0,73,3,4,,4,10,,32,NBA,262,Randy Brown,71%,29%,,,,3672,-4.2,-2.7,PG,2002-03,PHO,11,2,4
31,17,278,89,36,,22,116,,80,NBA,2811,P.J. Brown,,,,23%,77%,3673,+7.6,+4.7,C,2000-01,CHH,43,29,36
32,17,242,77,35,,17,116,,80,NBA,2563,P.J. Brown,,,,34%,66%,3673,+5.1,+2.8,C,2001-02,CHH,41,19,25
33,11,327,96,39,,21,88,,78,NBA,2609,P.J. Brown,,,1%,96%,4%,3673,-0.5,+2.2,PF,2002-03,NOH,34,26,38
34,15,338,75,56,,12,101,,80,NBA,2753,P.J. Brown,,,,93%,7%,3673,+5.6,+1.3,PF,2003-04,NOH,47,25,29
35,15,390,100,58,,20,106,,82,NBA,2817,P.J. Brown,,,,61%,39%,3673,-0.4,-8.4,PF,2004-05,NOH,27,33,41
36,16,190,74,36,,14,110,,75,NBA,2380,P.J. Brown,,,,5%,95%,3673,-0.6,-3.3,C,2005-06,NOK,23,31,36
37,6,105,55,50,,19,98,,72,NBA,1456,P.J. Brown,,,,71%,29%,3673,+2.4,+6.9,PF,2006-07,CHI,19,17,49
38,2,22,9,5,,4,14,,18,NBA,209,P.J. Brown,,,,85%,15%,3673,-13.5,-1.3,PF,2007-08,BOS,2,3,5
19,9,93,47,28,,5,67,,57,NBA,817,Kwame Brown,,,2%,60%,38%,3680,-4.3,-4.8,PF,2001-02,WAS,13,18,12
20,21,125,96,33,,16,82,,80,NBA,1773,Kwame Brown,,,,31%,69%,3680,-3.7,-3.1,C,2002-03,WAS,29,51,30
21,25,248,151,45,,20,73,,74,NBA,2239,Kwame Brown,,,,79%,21%,3680,+4.4,-4.0,PF,2003-04,WAS,42,51,47
22,8,88,55,22,,11,58,,42,NBA,908,Kwame Brown,,,2%,80%,18%,3680,-9.0,-7.2,PF,2004-05,WAS,16,28,23
23,28,161,112,40,,25,99,,72,NBA,1978,Kwame Brown,,,,20%,81%,3680,+0.3,+2.6,C,2005-06,LAL,16,30,54
24,28,163,64,26,,14,68,,41,NBA,1132,Kwame Brown,,,,3%,97%,3680,+5.4,+3.8,C,2006-07,LAL,19,21,36
25,6,96,47,16,,11,48,,38,NBA,713,Kwame Brown,,,,,100%,3680,-5.5,-4.5,C,2007-08,,13,16,22
25,2,60,32,13,,9,32,,23,NBA,509,Kwame Brown,,,,,100%,3680,-12.9,-3.5,C,2007-08,LAL,8,12,17
25,4,36,15,3,,2,16,,15,NBA,204,Kwame Brown,,,,,100%,3680,-0.5,-7.1,C,2007-08,MEM,5,4,5
26,10,71,57,16,,16,81,,58,NBA,999,Kwame Brown,,,,,100%,3680,+1.0,+0.3,C,2008-09,DET,7,15,28
27,6,48,44,13,,9,50,,48,NBA,660,Kwame Brown,,,,,100%,3680,-5.1,-10.1,C,2009-10,DET,11,12,20
28,29,93,113,42,,8,101,,66,NBA,1714,Kwame Brown,,,,,100%,3680,-5.6,-7.8,C,2010-11,CHA,17,22,30
29,3,9,15,5,,4,8,,9,NBA,187,Kwame Brown,,,,,100%,3680,-1.7,-5.2,C,2011-12,GSW,4,4,6
30,1,19,8,8,,2,23,0,22,NBA,269,Kwame Brown,,,,14%,86%,3680,-3.5,-6.8,C,2012-13,PHI,4,0,2
20,0,39,7,3,,1,6,,29,NBA,245,Kedrick Brown,,20%,80%,,,3681,-3.1,-0.6,SF,2001-02,BOS,1,4,2
21,0,48,12,9,,2,22,,51,NBA,666,Kedrick Brown,,40%,60%,,,3681,-5.0,-4.5,SF,2002-03,BOS,12,6,5
22,5,137,14,11,,3,37,,55,NBA,969,Kedrick Brown,,36%,62%,1%,,3681,+5.9,+3.0,SF,2003-04,,16,7,6
22,3,57,7,5,,2,15,,21,NBA,408,Kedrick Brown,,15%,85%,,,3681,+10.0,+7.6,SF,2003-04,BOS,6,3,3
22,2,80,7,6,,1,22,,34,NBA,561,Kedrick Brown,,52%,46%,2%,,3681,+3.1,-0.4,SF,2003-04,CLE,10,4,3
23,0,8,1,0,,0,2,,8,NBA,55,Kedrick Brown,,,100%,,,3681,-24.3,-24.8,SF,2004-05,PHI,4,1,0
22,7,94,37,12,2,4,18,1,19,NBA,568,Jabari Brown,,73%,27%,,,3683,-6.1,-12.3,SG,2014-15,LAL,11,15,5
22,0,0,2,0,,1,1,,3,NBA,21,Ernest Brown,,,,,100%,3688,-61.3,-62.8,C,2001-02,MIA,0,2,1
24,0,14,4,1,,3,7,,10,NBA,93,Devin Brown,11%,78%,12%,,,3689,-8.3,-9.8,SG,2002-03,,1,3,5
24,0,4,1,1,,2,1,,7,NBA,22,Devin Brown,44%,46%,10%,,,3689,+11.9,+17.9,SG,2002-03,SAS,0,2,2
24,0,10,3,0,,1,6,,3,NBA,71,Devin Brown,,87%,13%,,,3689,-10.1,-19.4,SG,2002-03,DEN,1,1,2
25,4,71,24,18,,4,34,,58,NBA,627,Devin Brown,15%,76%,9%,,,3689,-6.2,+2.9,SG,2003-04,SAS,16,13,9
26,12,209,47,30,,6,45,,67,NBA,1238,Devin Brown,,60%,38%,2%,,3689,-9.1,+2.8,SG,2004-05,SAS,26,17,10
27,11,217,86,38,,18,69,,81,NBA,1711,Devin Brown,,79%,21%,,,3689,-1.9,-4.3,SG,2005-06,UTA,35,31,33
28,14,326,73,36,,12,75,,58,NBA,1662,Devin Brown,15%,78%,7%,,,3689,+3.0,0.0,SG,2006-07,NOK,35,29,27
29,13,392,65,39,,13,76,,78,NBA,1762,Devin Brown,1%,70%,29%,,,3689,+0.3,0.0,SG,2007-08,CLE,37,27,35
30,11,129,51,30,,8,33,,63,NBA,869,Devin Brown,25%,74%,1%,,,3689,-0.3,+1.7,SG,2008-09,NOH,20,12,22
31,8,140,36,23,,9,35,,50,NBA,1060,Devin Brown,,98%,2%,,,3689,+1.8,-0.7,SG,2009-10,,22,15,25
31,8,125,36,21,,8,30,,39,NBA,967,Devin Brown,,98%,2%,,,3689,+0.8,-2.4,SG,2009-10,NOH,21,14,22
31,0,15,0,2,,1,5,,11,NBA,93,Devin Brown,,94%,6%,,,3689,+18.0,+16.0,SG,2009-10,CHI,1,1,3
22,2,47,30,25,,3,20,,57,NBA,535,Derrick Brown,,,4%,83%,14%,3690,-0.2,+1.4,SF,2009-10,CHA,4,3,12
23,12,71,30,11,,7,20,,49,NBA,576,Derrick Brown,,4%,50%,44%,2%,3690,-2.8,-4.3,SF,2010-11,,10,10,15
23,11,60,25,10,,5,18,,41,NBA,488,Derrick Brown,,5%,53%,40%,2%,3690,+2.4,-2.4,SF,2010-11,CHA,9,8,11
23,1,11,5,1,,2,2,,8,NBA,88,Derrick Brown,,,37%,63%,,3690,-15.2,-13.7,SF,2010-11,NYK,1,2,4
24,19,143,70,41,,3,44,,65,NBA,1443,Derrick Brown,,1%,91%,8%,,3690,+1.7,-14.7,SF,2011-12,CHA,16,21,18
22,2,175,10,3,,4,26,,49,NBA,450,Dee Brown,100%,,,,,3691,-1.1,+2.3,PG,2006-07,UTA,17,6,8
24,1,84,3,1,,1,11,,19,NBA,261,Dee Brown,100%,,,,,3691,-3.0,-5.8,PG,2008-09,,11,5,1
24,1,78,2,1,,1,8,,17,NBA,233,Dee Brown,100%,,,,,3691,+3.1,-5.4,PG,2008-09,WAS,9,4,1
24,0,6,1,0,,0,3,,2,NBA,28,Dee Brown,100%,,,,,3691,-11.1,-8.9,PG,2008-09,PHO,2,1,0
32,0,27,0,0,,0,3,,7,NBA,155,Dee Brown,100%,,,,,3692,-11.1,-9.7,PG,2000-01,ORL,5,2,0
33,0,4,0,0,,0,1,,7,NBA,65,Dee Brown,85%,15%,,,,3692,-4.1,-2.2,PG,2001-02,ORL,1,3,0
22,1,4,3,0,,2,0,,17,NBA,67,Damone Brown,,,70%,30%,,3694,-8.3,-6.1,SF,2001-02,PHI,4,3,2
23,2,6,4,3,,1,9,,5,NBA,115,Damone Brown,,,79%,21%,,3694,+3.5,-3.3,PF,2002-03,TOR,4,1,1
24,0,0,1,3,,1,0,,3,NBA,17,Damone Brown,,,,100%,,3694,-97.2,-94.0,PF,2003-04,NJN,0,0,1
25,1,31,3,4,,0,7,,14,NBA,152,Damone Brown,,,62%,38%,,3694,-0.4,-0.6,SF,2004-05,WAS,7,7,0
32,4,24,16,8,,3,12,,26,NBA,339,Chucky Brown,,3%,76%,21%,,3695,+2.4,-4.9,SF,2000-01,,4,1,3
32,2,11,4,0,,1,3,,6,NBA,74,Chucky Brown,,5%,66%,29%,,3695,+8.4,-1.4,SF,2000-01,GSW,0,1,1
32,2,13,12,8,,2,9,,20,NBA,265,Chucky Brown,,3%,79%,18%,,3695,-1.2,-6.0,SF,2000-01,CLE,4,0,2
33,0,14,1,2,,1,3,,18,NBA,92,Chucky Brown,,58%,42%,,,3695,-16.8,-8.4,SF,2001-02,SAC,3,1,1
25,5,4,9,7,,1,16,,38,NBA,271,Andre Brown,,,2%,95%,3%,3697,-0.5,-3.7,PF,2006-07,SEA,10,10,9
26,5,18,21,4,,2,28,,33,NBA,286,Andre Brown,,,,9%,91%,3697,-6.4,-12.6,PF,2007-08,MEM,3,6,5
27,0,2,1,1,,1,4,,4,NBA,41,Andre Brown,,,,49%,51%,3697,-5.3,-6.6,PF,2008-09,CHA,2,2,1
22,7,53,21,8,,6,48,,52,NBA,654,Jon Brockman,,,1%,76%,22%,3706,+5.8,+0.3,PF,2009-10,SAC,9,2,12
23,3,42,19,12,,10,52,,63,NBA,677,Jon Brockman,,,1%,40%,59%,3706,+4.8,+3.1,C,2010-11,MIL,5,3,16
24,1,19,6,8,,4,14,,35,NBA,239,Jon Brockman,,,8%,79%,14%,3706,-0.9,-0.6,PF,2011-12,MIL,4,1,5
22,1,13,6,4,,1,13,,22,NBA,160,Primoz Brezec,,,,,100%,3718,-6.9,-6.6,C,2001-02,IND,2,2,2
23,2,8,8,2,,0,6,,22,NBA,111,Primoz Brezec,,,,,100%,3718,+7.1,+10.5,C,2002-03,IND,2,3,0
24,2,6,3,5,,0,8,,18,NBA,72,Primoz Brezec,,,,,100%,3718,-17.2,-10.2,C,2003-04,IND,1,2,0
25,23,186,87,51,,10,116,,72,NBA,2276,Primoz Brezec,,,,,100%,3718,-3.9,-8.0,C,2004-05,CHA,41,35,30
26,28,104,102,50,,15,130,,79,NBA,2165,Primoz Brezec,,,,,100%,3718,-9.7,-8.9,C,2005-06,CHA,15,31,39
27,4,54,27,23,,5,110,,58,NBA,838,Primoz Brezec,,,,,100%,3718,-4.2,-7.2,C,2006-07,CHA,6,11,21
28,6,26,19,9,,3,49,,50,NBA,475,Primoz Brezec,,,,,100%,3718,-8.6,-6.0,C,2007-08,,7,3,14
28,1,14,3,4,,1,16,,20,NBA,267,Primoz Brezec,,,,,100%,3718,-8.0,-12.4,C,2007-08,CHA,4,3,8
28,2,9,5,0,,0,17,,17,NBA,98,Primoz Brezec,,,,,100%,3718,-8.8,+0.1,C,2007-08,DET,3,0,0
28,3,3,11,5,,2,16,,13,NBA,110,Primoz Brezec,,,,,100%,3718,+0.3,+3.7,C,2007-08,TOR,0,0,2
30,0,2,1,1,,0,14,,21,NBA,95,Primoz Brezec,,,,,100%,3718,-1.4,-2.8,C,2009-10,,0,0,0
30,0,0,0,1,,0,6,,7,NBA,36,Primoz Brezec,,,,,100%,3718,+14.8,+10.0,C,2009-10,PHI,0,0,0
30,0,2,1,0,,0,8,,14,NBA,59,Primoz Brezec,,,,,100%,3718,-12.7,-10.6,C,2009-10,MIL,0,0,0
21,9,51,41,16,,1,26,,56,NBA,675,Ronnie Brewer,,57%,43%,,,3719,-5.2,-1.0,SG,2006-07,UTA,10,6,8
22,21,286,113,50,,8,40,,76,NBA,2088,Ronnie Brewer,,85%,15%,,,3719,-1.6,+6.7,SG,2007-08,UTA,26,24,19
23,48,398,181,61,,7,61,,81,NBA,2605,Ronnie Brewer,,12%,84%,5%,,3719,-3.3,+1.7,SF,2008-09,UTA,50,35,25
24,13,334,66,34,,5,46,,58,NBA,1742,Ronnie Brewer,,60%,40%,,,3719,+0.5,+2.3,SG,2009-10,,22,16,15
24,12,327,64,32,,5,46,,53,NBA,1662,Ronnie Brewer,,61%,39%,,,3719,-4.3,+3.1,SG,2009-10,UTA,21,15,15
24,1,7,2,2,,0,0,,5,NBA,80,Ronnie Brewer,,56%,44%,,,3719,-10.8,-12.2,SG,2009-10,MEM,1,1,0
25,16,308,63,25,,9,39,,81,NBA,1781,Ronnie Brewer,,45%,55%,1%,,3719,+1.2,+8.8,SG,2010-11,CHI,27,9,19
26,6,313,45,26,,7,21,,66,NBA,1635,Ronnie Brewer,,59%,41%,,,3719,-1.9,+8.7,SG,2011-12,CHI,26,16,17
27,2,119,16,14,,0,22,1,60,NBA,853,Ronnie Brewer,,16%,78%,7%,,3719,-6.1,+1.7,SF,2012-13,,10,6,0
27,2,97,16,13,,0,17,0,46,NBA,711,Ronnie Brewer,,18%,80%,2%,,3719,-3.3,+1.8,SF,2012-13,NYK,6,6,0
27,0,22,0,1,,0,5,1,14,NBA,142,Ronnie Brewer,,6%,66%,28%,,3719,-8.6,+1.5,SF,2012-13,OKC,4,0,0
