age,and1s,astd_pts,drawn_shooting,fga_blkd,fouls_blocking,fouls_offensive,fouls_shooting,fouls_take,g,lg_id,mp,name,pct_1,pct_2,pct_3,pct_4,pct_5,pid,plus_minus_net,plus_minus_on,pos,season,team_id,tov_bad_pass,tov_lost_ball,tov_other
24,8,67,67,26,,15,79,,82,NBA,989,Omer Asik,,,,,100%,1,+8.0,+14.2,C,2010-11,CHI,14,14,36
25,11,75,51,24,,9,65,,66,NBA,971,Omer Asik,,,,,100%,1,+0.1,+9.6,C,2011-12,CHI,14,23,31
26,30,172,143,83,,34,103,5,82,NBA,2464,Omer Asik,,,,,100%,1,+6.9,+6.3,C,2012-13,HOU,53,44,76
27,8,67,58,30,1,16,45,4,48,NBA,968,Omer Asik,,,,,100%,1,-1.3,+3.9,C,2013-14,HOU,12,10,37
28,19,172,107,89,2,18,62,1,76,NBA,1982,Omer Asik,,,,4%,96%,1,-0.3,+1.2,C,2014-15,NOP,21,30,44
29,5,60,53,38,2,16,60,1,68,NBA,1178,Omer Asik,,,,9%,91%,1,-7.2,-9.0,C,2015-16,NOP,17,21,22
30,4,38,19,13,2,2,29,0,31,NBA,482,Omer Asik,,,,1%,99%,1,-3.1,-4.7,C,2016-17,NOP,7,3,4
31,1,6,6,4,1,2,12,0,18,NBA,182,Omer Asik,,,,,100%,1,-4.1,-6.8,C,2017-18,,4,2,3
31,0,4,5,3,1,2,7,0,14,NBA,121,Omer Asik,,,,,100%,1,-1.3,+0.6,C,2017-18,NOP,1,1,3
31,1,2,1,1,0,0,5,0,4,NBA,61,Omer Asik,,,,,100%,1,-14.2,-21.6,C,2017-18,CHI,3,1,0
21,9,564,79,56,,7,58,,72,NBA,1908,D.J. Augustin,100%,,,,,2,+0.6,-1.1,PG,2008-09,CHA,73,32,14
22,7,428,43,47,,7,45,,80,NBA,1472,D.J. Augustin,100%,,,,,2,-1.4,+0.7,PG,2009-10,CHA,52,14,8
23,26,1114,93,81,,17,62,,82,NBA,2757,D.J. Augustin,100%,,,,,2,-3.7,-5.7,PG,2010-11,CHA,84,42,29
24,5,659,36,42,,15,23,,48,NBA,1408,D.J. Augustin,77%,23%,,,,2,+0.5,-15.4,PG,2011-12,CHA,65,20,25
25,0,383,21,20,,7,23,3,76,NBA,1226,D.J. Augustin,100%,,,,,2,-9.5,-1.7,PG,2012-13,IND,42,15,11
26,12,699,65,51,2,12,57,6,71,NBA,1939,D.J. Augustin,100%,,,,,2,-2.0,+1.3,PG,2013-14,,70,29,26
26,0,25,1,3,1,0,4,0,10,NBA,82,D.J. Augustin,100%,,,,,2,-11.8,-7.9,PG,2013-14,TOR,2,4,0
26,12,674,64,48,1,12,53,6,61,NBA,1857,D.J. Augustin,100%,,,,,2,-0.6,+1.8,PG,2013-14,CHI,68,25,23
27,12,827,68,50,3,9,32,7,82,NBA,1964,D.J. Augustin,98%,2%,,,,2,-3.4,-2.3,PG,2014-15,,82,41,22
27,11,618,56,38,1,6,21,4,54,NBA,1287,D.J. Augustin,97%,3%,,,,2,-3.2,-3.6,PG,2014-15,DET,64,32,14
27,1,209,12,12,2,3,11,3,28,NBA,677,D.J. Augustin,100%,,,,,2,-2.2,+0.2,PG,2014-15,OKC,18,9,8
28,10,445,47,32,1,8,40,9,62,NBA,1178,D.J. Augustin,100%,,,,,2,-3.8,-1.1,PG,2015-16,,32,36,16
28,1,145,12,12,0,2,23,3,34,NBA,519,D.J. Augustin,100%,,,,,2,-9.6,-1.2,PG,2015-16,OKC,17,5,8
28,9,300,35,20,1,6,17,6,28,NBA,659,D.J. Augustin,100%,,,,,2,+2.4,-1.1,PG,2015-16,DEN,15,31,8
29,10,482,64,35,7,10,31,6,78,NBA,1538,D.J. Augustin,100%,,,,,2,-12.7,-14.7,PG,2016-17,ORL,59,20,11
30,11,665,68,42,5,12,28,6,75,NBA,1760,D.J. Augustin,100%,,,,,2,+2.4,-3.8,PG,2017-18,ORL,68,27,27
23,0,40,3,2,0,1,15,0,16,NBA,290,Rodney Purvis,17%,82%,1%,,,3,-6.1,-10.8,SG,2017-18,ORL,4,2,4
24,5,33,19,9,1,0,22,1,20,NBA,397,David Nwaba,22%,70%,9%,,,4,+9.1,+1.0,SG,2016-17,LAL,6,5,0
25,19,246,103,49,0,10,81,1,70,NBA,1646,David Nwaba,2%,77%,21%,,,4,+2.0,-6.4,SG,2017-18,CHI,36,19,22
19,5,71,21,24,4,5,47,0,38,NBA,609,Ivica Zubac,,,,,100%,5,-4.3,-10.9,C,2016-17,LAL,13,10,7
20,3,58,22,12,3,5,25,0,43,NBA,410,Ivica Zubac,,,,,100%,5,+6.6,+4.4,C,2017-18,LAL,8,11,7
21,4,12,13,2,0,2,20,0,32,NBA,214,Ante Zizic,,,,9%,91%,6,-7.6,-6.1,C,2017-18,CLE,3,3,5
22,4,85,17,10,2,2,45,2,44,NBA,843,Paul Zipser,1%,57%,38%,4%,,7,+1.7,+1.4,SF,2016-17,CHI,19,11,11
23,0,115,10,14,4,6,38,3,54,NBA,824,Paul Zipser,,,51%,49%,,7,-6.7,-13.0,SF,2017-18,CHI,15,12,16
20,1,9,2,7,1,1,12,0,19,NBA,108,Stephen Zimmerman,,,,1%,99%,8,-12.4,-19.0,C,2016-17,ORL,1,0,1
23,11,224,61,49,,17,141,2,77,NBA,2033,Tyler Zeller,,,,,100%,9,-3.5,-6.9,C,2012-13,CLE,30,27,38
24,11,82,58,29,3,21,68,0,70,NBA,1049,Tyler Zeller,,,,7%,93%,9,+5.9,+0.8,C,2013-14,CLE,8,20,32
25,18,254,80,56,6,18,120,2,82,NBA,1731,Tyler Zeller,,,,,100%,9,-4.9,-2.8,C,2014-15,BOS,22,29,26
26,10,64,45,20,4,8,47,8,60,NBA,710,Tyler Zeller,,,,,100%,9,-7.0,-2.5,C,2015-16,BOS,9,18,19
27,4,99,14,16,5,6,33,4,51,NBA,525,Tyler Zeller,,,,,100%,9,-4.0,-0.3,C,2016-17,BOS,11,3,6
28,16,118,39,34,6,15,72,0,66,NBA,1109,Tyler Zeller,,,,1%,99%,9,+3.1,+0.6,C,2017-18,,10,15,22
28,14,72,31,24,5,10,42,0,42,NBA,703,Tyler Zeller,,,,1%,99%,9,+4.0,-0.7,C,2017-18,BRK,6,13,16
28,2,46,8,10,1,5,30,0,24,NBA,406,Tyler Zeller,,,,,100%,9,+3.1,+2.8,C,2017-18,MIL,4,2,6
21,17,208,92,43,16,17,76,0,82,NBA,1416,Cody Zeller,,,,,100%,10,-3.8,-2.5,C,2013-14,CHA,39,15,33
22,12,216,67,43,9,14,54,2,62,NBA,1487,Cody Zeller,,,,,100%,10,+7.0,+0.9,C,2014-15,CHO,31,9,22
23,18,171,103,60,12,21,93,3,73,NBA,1774,Cody Zeller,,,,21%,79%,10,+3.2,+4.7,C,2015-16,CHO,12,22,34
24,20,238,83,56,11,29,91,2,62,NBA,1725,Cody Zeller,,,,27%,73%,10,+10.5,+6.3,C,2016-17,CHO,19,12,34
25,7,75,34,22,0,9,31,0,33,NBA,627,Cody Zeller,,,,,100%,10,+1.8,+1.7,C,2017-18,CHO,13,6,14
24,0,18,0,0,,0,2,,2,NBA,32,Derrick Zimmerman,100%,,,,,14,-18.4,-16.9,PG,2005-06,NJN,2,2,0
23,0,0,3,3,,0,5,,5,NBA,38,Wang Zhizhi,,,,5%,95%,16,-45.7,-40.6,C,2000-01,DAL,0,1,0
24,2,50,24,12,,2,43,,55,NBA,600,Wang Zhizhi,,,,13%,87%,16,+1.7,+6.0,C,2001-02,DAL,13,7,5
25,6,22,28,12,,6,21,,41,NBA,412,Wang Zhizhi,,,,13%,88%,16,+2.0,-2.8,C,2002-03,LAC,9,14,8
26,0,5,4,6,,0,7,,16,NBA,114,Wang Zhizhi,,,,,100%,16,+9.6,+7.2,C,2003-04,,1,5,0
26,0,0,2,0,,0,0,,2,NBA,9,Wang Zhizhi,,,,,100%,16,+15.1,+10.0,C,2003-04,LAC,0,0,0
26,0,5,2,6,,0,7,,14,NBA,105,Wang Zhizhi,,,,,100%,16,+6.4,+6.8,C,2003-04,MIA,1,5,0
27,0,10,3,5,,0,4,,20,NBA,92,Wang Zhizhi,,,,4%,96%,16,-11.6,-4.0,C,2004-05,MIA,0,5,0
25,0,6,0,0,,0,4,0,16,NBA,58,Luke Zeller,,,,,100%,19,-26.8,-33.4,C,2012-13,PHO,0,0,0
20,6,115,53,38,11,25,96,1,62,NBA,1103,Jusuf Nurkic,,,,1%,100%,25,+4.4,-0.7,C,2014-15,DEN,20,28,36
21,11,92,42,26,2,15,47,2,32,NBA,547,Jusuf Nurkic,,,,,100%,25,+3.8,+0.1,C,2015-16,DEN,5,29,21
22,17,268,89,43,4,30,70,1,65,NBA,1391,Jusuf Nurkic,,,,,100%,25,-2.1,-1.8,C,2016-17,,55,40,48
22,6,126,46,30,1,17,36,0,45,NBA,807,Jusuf Nurkic,,,,,100%,25,-12.3,-9.7,C,2016-17,DEN,30,23,29
22,11,142,43,13,3,13,34,1,20,NBA,584,Jusuf Nurkic,,,,,100%,25,+11.1,+9.2,C,2016-17,POR,25,17,19
23,38,338,121,66,6,43,105,2,79,NBA,2088,Jusuf Nurkic,,,,,100%,25,+2.1,+3.9,C,2017-18,POR,72,47,64
19,6,582,22,21,0,7,78,3,78,NBA,1706,Frank Ntilikina,71%,29%,1%,,,26,+2.0,-2.7,PG,2017-18,NYK,92,20,19
22,53,387,221,51,,22,146,,82,NBA,3125,Dirk Nowitzki,,,3%,76%,21%,27,+17.7,+8.3,PF,2000-01,DAL,76,35,45
23,49,426,218,62,,23,150,,76,NBA,2891,Dirk Nowitzki,,,,25%,75%,27,+8.0,+6.8,C,2001-02,DAL,77,32,36
24,54,538,221,50,,17,117,,80,NBA,3117,Dirk Nowitzki,,,5%,74%,21%,27,+20.4,+12.6,PF,2002-03,DAL,81,39,32
25,33,456,176,34,,16,152,,77,NBA,2915,Dirk Nowitzki,,,,16%,84%,27,+7.5,+6.8,C,2003-04,DAL,79,30,26
26,52,532,280,56,,25,122,,78,NBA,3020,Dirk Nowitzki,,,,66%,34%,27,+13.4,+9.3,PF,2004-05,DAL,101,38,37
27,57,502,219,71,,18,102,,81,NBA,3089,Dirk Nowitzki,,,,90%,10%,27,+8.2,+8.4,PF,2005-06,DAL,71,50,35
28,41,604,204,50,,20,103,,78,NBA,2820,Dirk Nowitzki,,,,86%,14%,27,+12.5,+11.7,PF,2006-07,DAL,78,53,36
29,44,610,200,58,,16,133,,77,NBA,2769,Dirk Nowitzki,,,2%,90%,8%,27,+11.8,+8.6,PF,2007-08,DAL,77,49,34
30,52,473,212,49,,21,101,,81,NBA,3050,Dirk Nowitzki,,,,91%,9%,27,+5.8,+3.7,PF,2008-09,DAL,75,52,30
31,41,521,218,50,,23,114,,81,NBA,3039,Dirk Nowitzki,,,,78%,22%,27,+9.3,+5.1,PF,2009-10,DAL,57,62,30
32,32,444,140,31,,10,118,,73,NBA,2504,Dirk Nowitzki,,,,98%,2%,27,+16.0,+10.6,PF,2010-11,DAL,55,58,24
33,21,332,106,29,,13,67,,62,NBA,2079,Dirk Nowitzki,,,,96%,4%,27,+12.7,+5.8,PF,2011-12,DAL,43,52,22
34,15,293,60,18,,6,58,2,53,NBA,1661,Dirk Nowitzki,,,,96%,4%,27,+1.6,+0.2,PF,2012-13,DAL,30,30,10
35,29,490,125,19,3,9,107,7,80,NBA,2628,Dirk Nowitzki,,,,73%,28%,27,+6.1,+4.5,PF,2013-14,DAL,54,43,20
36,14,339,80,23,1,9,99,6,77,NBA,2282,Dirk Nowitzki,,,,61%,39%,27,+1.5,+3.7,PF,2014-15,DAL,41,27,14
37,16,324,82,14,5,9,100,15,75,NBA,2364,Dirk Nowitzki,,,,67%,33%,27,+7.8,+3.1,PF,2015-16,DAL,39,34,11
38,9,202,31,11,1,6,77,7,54,NBA,1424,Dirk Nowitzki,,,,50%,50%,27,+1.7,-2.1,PF,2016-17,DAL,26,19,6
39,9,283,38,5,2,5,101,14,77,NBA,1900,Dirk Nowitzki,,,,3%,97%,27,-0.2,-3.6,C,2017-18,DAL,24,18,9
20,20,303,95,39,5,16,95,0,75,NBA,2311,Nerlens Noel,,,,,100%,28,+0.3,-9.3,C,2014-15,PHI,62,51,33
21,19,283,101,39,8,13,96,3,67,NBA,1965,Nerlens Noel,,,,35%,65%,28,-1.5,-11.4,C,2015-16,PHI,54,73,31
22,12,116,46,12,7,12,61,0,51,NBA,1047,Nerlens Noel,,,,6%,95%,28,+2.1,-2.9,C,2016-17,,17,16,18
22,4,66,24,9,4,7,35,0,29,NBA,564,Nerlens Noel,,,,1%,99%,28,+0.8,-5.3,C,2016-17,PHI,11,8,10
22,8,50,22,3,3,5,26,0,22,NBA,483,Nerlens Noel,,,,10%,90%,28,+3.9,+0.2,C,2016-17,DAL,6,8,8
23,4,46,10,9,3,4,25,1,30,NBA,472,Nerlens Noel,,,1%,30%,69%,28,-9.7,-12.0,C,2017-18,DAL,13,7,6
22,0,2,2,0,0,2,2,0,6,NBA,23,Lucas Nogueira,,,,23%,77%,29,-22.2,-18.8,C,2014-15,TOR,0,0,2
23,1,16,6,3,2,3,11,0,29,NBA,225,Lucas Nogueira,,,,,100%,29,+3.0,+7.7,C,2015-16,TOR,0,6,3
24,9,109,31,10,9,21,54,2,57,NBA,1088,Lucas Nogueira,,,,23%,77%,29,+6.0,+8.9,C,2016-17,TOR,16,7,23
25,4,56,15,4,3,6,23,0,49,NBA,418,Lucas Nogueira,,,,,100%,29,+2.9,+10.6,C,2017-18,TOR,7,2,7
22,13,185,90,44,,7,106,,74,NBA,1534,Joakim Noah,,,,10%,90%,30,+5.1,0.0,C,2007-08,CHI,32,28,29
23,21,227,86,51,,17,133,,80,NBA,1938,Joakim Noah,,,,15%,85%,30,+5.3,+2.6,C,2008-09,CHI,25,17,40
24,16,286,96,46,,19,91,,64,NBA,1925,Joakim Noah,,,,22%,78%,30,+0.5,-1.3,C,2009-10,CHI,51,18,48
25,17,235,85,48,,16,63,,48,NBA,1576,Joakim Noah,,,,5%,95%,30,-4.4,+5.6,C,2010-11,CHI,34,20,36
26,12,351,81,61,,8,75,,64,NBA,1945,Joakim Noah,,,,,100%,30,-4.9,+7.7,C,2011-12,CHI,40,28,24
27,16,573,101,60,,14,87,4,66,NBA,2426,Joakim Noah,,,,,100%,30,+2.0,+1.4,C,2012-13,CHI,99,40,37
28,30,954,140,75,1,30,108,4,80,NBA,2820,Joakim Noah,,,,,100%,30,+6.6,+4.0,C,2013-14,CHI,98,46,49
29,7,707,69,44,3,19,88,9,67,NBA,2049,Joakim Noah,,,,,100%,30,-2.7,+2.0,C,2014-15,CHI,66,23,34
30,1,254,16,16,0,4,38,1,29,NBA,635,Joakim Noah,,,,21%,79%,30,+1.7,-0.2,C,2015-16,CHI,33,6,13
31,4,232,29,11,4,10,57,0,46,NBA,1015,Joakim Noah,,,,3%,97%,30,-3.4,-6.5,C,2016-17,NYK,30,9,19
32,0,10,2,0,0,0,3,0,7,NBA,40,Joakim Noah,,,,14%,87%,30,-0.6,-4.4,C,2017-18,NYK,3,0,0
23,14,102,48,21,,13,63,0,75,NBA,1249,Andrew Nicholson,,,9%,84%,7%,31,+1.3,-6.8,PF,2012-13,ORL,23,23,33
24,9,63,26,13,4,13,72,0,76,NBA,1174,Andrew Nicholson,,,,77%,24%,31,-1.3,-6.7,PF,2013-14,ORL,10,13,28
25,3,52,10,2,1,7,21,2,40,NBA,492,Andrew Nicholson,,,,90%,10%,31,-2.5,-8.2,PF,2014-15,ORL,11,5,8
26,10,65,27,8,4,13,26,2,56,NBA,823,Andrew Nicholson,,,,93%,7%,31,+4.1,+1.7,PF,2015-16,ORL,9,13,19
27,4,24,7,3,1,3,23,0,38,NBA,342,Andrew Nicholson,,,,72%,28%,31,-16.6,-18.3,PF,2016-17,,3,7,7
27,4,16,6,3,1,2,15,0,28,NBA,231,Andrew Nicholson,,,,83%,17%,31,-15.7,-13.1,PF,2016-17,WAS,1,4,6
27,0,8,1,0,0,1,8,0,10,NBA,111,Andrew Nicholson,,,,50%,50%,31,-24.2,-29.9,PF,2016-17,BRK,2,3,1
23,0,11,0,7,0,0,5,0,23,NBA,93,Georges Niang,,,34%,66%,,32,-0.7,-0.9,PF,2016-17,IND,2,1,0
24,0,6,1,1,0,0,1,0,9,NBA,32,Georges Niang,,,90%,10%,,32,-21.7,-16.7,PF,2017-18,UTA,2,0,0
23,8,396,29,28,8,1,45,3,81,NBA,1499,Raul Neto,100%,,,,,33,+2.4,+3.4,PG,2015-16,UTA,61,31,17
24,3,81,5,10,1,3,21,1,40,NBA,346,Raul Neto,100%,,,,,33,+11.8,+15.3,PG,2016-17,UTA,7,5,3
25,5,185,13,14,1,2,14,2,41,NBA,498,Raul Neto,100%,,,,,33,+7.5,+11.3,PG,2017-18,UTA,27,5,4
22,8,522,31,39,,7,77,,79,NBA,1612,Jameer Nelson,97%,3%,,,,34,-2.6,-4.2,PG,2004-05,ORL,68,34,15
23,17,665,69,41,,17,80,,62,NBA,1784,Jameer Nelson,97%,3%,,,,34,+6.6,+2.5,PG,2005-06,ORL,75,43,30
24,14,719,68,60,,21,102,,77,NBA,2331,Jameer Nelson,99%,1%,,,,34,-3.5,-0.4,PG,2006-07,ORL,102,38,44
25,15,947,54,33,,10,87,,69,NBA,1961,Jameer Nelson,100%,,,,,34,-0.1,+5.8,PG,2007-08,ORL,86,28,27
26,5,575,29,19,,11,50,,42,NBA,1309,Jameer Nelson,100%,,,,,34,+10.1,+14.5,PG,2008-09,ORL,37,25,21
27,14,850,38,39,,9,63,,65,NBA,1860,Jameer Nelson,100%,,,,,34,+2.1,+9.4,PG,2009-10,ORL,82,33,24
28,10,1085,40,36,,19,80,,76,NBA,2319,Jameer Nelson,100%,,,,,34,+1.9,+6.9,PG,2010-11,ORL,110,50,34
29,5,790,29,38,,5,62,,57,NBA,1706,Jameer Nelson,100%,,,,,34,+7.9,+4.6,PG,2011-12,ORL,72,35,28
30,9,912,36,47,,8,65,2,56,NBA,1977,Jameer Nelson,99%,1%,,,,34,+5.5,-5.0,PG,2012-13,ORL,88,46,20
31,8,1065,42,35,2,5,51,10,68,NBA,2179,Jameer Nelson,100%,,,,,34,-2.4,-6.9,PG,2013-14,ORL,96,47,23
32,3,579,14,20,14,7,51,14,63,NBA,1407,Jameer Nelson,87%,13%,,,,34,-0.6,-0.8,PG,2014-15,,63,30,16
32,0,226,2,4,5,3,26,1,23,NBA,584,Jameer Nelson,99%,2%,,,,34,+4.9,+7.3,PG,2014-15,DAL,21,9,9
32,0,76,4,1,3,0,5,3,6,NBA,121,Jameer Nelson,100%,,,,,34,-6.9,-6.7,PG,2014-15,BOS,7,2,0
32,3,277,8,15,6,4,20,10,34,NBA,702,Jameer Nelson,76%,24%,,,,34,-3.1,-6.4,PG,2014-15,DEN,35,19,7
33,1,440,11,11,7,2,43,9,39,NBA,1036,Jameer Nelson,100%,,,,,34,-4.3,-6.3,PG,2015-16,DEN,46,14,6
34,4,914,18,22,11,6,80,19,75,NBA,2045,Jameer Nelson,100%,,,,,34,+5.2,+2.6,PG,2016-17,DEN,76,28,25
35,2,432,4,9,2,2,32,3,50,NBA,1013,Jameer Nelson,100%,,,,,34,-5.8,-4.3,PG,2017-18,,46,13,9
35,1,375,3,6,2,1,28,2,43,NBA,897,Jameer Nelson,100%,,,,,34,-4.6,-1.8,PG,2017-18,NOP,42,9,6
35,1,57,1,3,0,1,4,1,7,NBA,116,Jameer Nelson,100%,,,,,34,-24.1,-23.6,PG,2017-18,DET,4,4,3
24,3,17,13,9,0,0,18,0,32,NBA,331,Maurice Ndour,,,12%,83%,5%,35,+2.7,-1.4,PF,2016-17,NYK,8,4,0
23,1,308,24,8,1,4,39,2,51,NBA,1012,Shabazz Napier,100%,,,,,36,+1.7,-1.4,PG,2014-15,MIA,47,22,12
24,3,231,19,7,0,3,17,2,55,NBA,600,Shabazz Napier,99%,2%,,,,36,-3.3,-4.5,PG,2015-16,ORL,30,11,5
25,10,165,25,9,0,1,13,2,53,NBA,512,Shabazz Napier,100%,,,,,36,+2.4,+1.8,PG,2016-17,POR,19,18,4
26,11,366,60,30,2,6,34,8,74,NBA,1535,Shabazz Napier,100%,,,,,36,+0.9,+3.5,PG,2017-18,POR,43,32,15
23,5,105,18,19,5,9,61,2,63,NBA,1266,Larry Nance Jr.,,,8%,61%,31%,37,+8.2,-4.7,PF,2015-16,LAL,15,11,15
24,6,222,30,12,6,9,83,2,63,NBA,1442,Larry Nance Jr.,,,,84%,16%,37,+3.6,-4.9,PF,2016-17,LAL,33,11,12
25,14,196,50,19,6,19,65,2,66,NBA,1421,Larry Nance Jr.,,,,40%,61%,37,+1.2,+0.7,C,2017-18,,20,5,26
25,9,137,31,10,4,17,41,2,42,NBA,922,Larry Nance Jr.,,,,51%,50%,37,-0.6,-2.0,C,2017-18,LAL,14,5,22
25,5,59,19,9,2,2,24,0,24,NBA,499,Larry Nance Jr.,,,,19%,81%,37,+5.5,+5.8,C,2017-18,CLE,6,0,2
24,2,63,15,12,1,0,25,0,48,NBA,522,Abdel Nader,4%,46%,47%,4%,,38,-16.2,-10.3,SF,2017-18,BOS,14,11,0
23,1,18,4,0,0,1,4,0,13,NBA,165,James Nunnally,,10%,91%,,,41,-7.4,-12.9,SF,2013-14,,2,2,3
23,0,4,2,0,0,0,2,0,4,NBA,54,James Nunnally,,5%,95%,,,41,-11.2,-11.3,SF,2013-14,ATL,2,1,0
23,1,14,2,0,0,1,2,0,9,NBA,111,James Nunnally,,12%,88%,,,41,-2.9,-13.5,SF,2013-14,PHI,0,1,1
23,0,16,1,0,,1,11,,35,NBA,191,Steve Novak,,,18%,80%,2%,43,-15.7,-9.3,SF,2006-07,HOU,1,0,1
24,0,15,0,0,,0,15,,35,NBA,264,Steve Novak,,5%,57%,38%,,43,-11.4,-5.1,SF,2007-08,HOU,3,0,0
25,2,94,4,1,,0,51,,71,NBA,1161,Steve Novak,,,21%,76%,4%,43,-1.6,-11.1,PF,2008-09,LAC,16,4,0
26,0,16,2,0,,0,15,,54,NBA,362,Steve Novak,,,58%,42%,,43,-9.3,-15.5,SF,2009-10,LAC,0,1,0
27,0,7,3,0,,1,10,,30,NBA,215,Steve Novak,,,31%,69%,,43,-15.3,-9.2,SF,2010-11,,3,0,1
27,0,0,0,0,,0,2,,7,NBA,18,Steve Novak,,,38%,62%,,43,-51.6,-46.5,SF,2010-11,DAL,0,0,0
27,0,7,3,0,,1,8,,23,NBA,197,Steve Novak,,,31%,70%,,43,-12.6,-5.5,SF,2010-11,SAS,3,0,1
28,2,30,3,4,,1,36,,54,NBA,1020,Steve Novak,,,16%,83%,1%,43,+5.5,+7.1,PF,2011-12,NYK,7,5,9
29,1,91,6,4,,0,63,2,81,NBA,1641,Steve Novak,,,58%,42%,,43,+2.1,+5.7,SF,2012-13,NYK,5,4,0
30,0,32,1,0,5,1,20,2,54,NBA,540,Steve Novak,,,3%,67%,30%,43,-2.6,+1.5,PF,2013-14,TOR,1,2,2
31,0,27,0,2,1,0,12,3,35,NBA,197,Steve Novak,,,21%,77%,3%,43,-22.3,-20.6,SF-PF,2014-15,,2,2,0
31,0,15,0,1,1,0,7,1,22,NBA,109,Steve Novak,,,30%,67%,3%,43,-23.2,-22.3,SF,2014-15,UTA,1,2,0
31,0,12,0,1,0,0,5,2,13,NBA,88,Steve Novak,,,9%,88%,3%,43,-20.6,-18.1,PF,2014-15,OKC,1,0,0
32,0,0,0,0,0,0,2,0,10,NBA,44,Steve Novak,,,10%,90%,,43,+10.2,+11.8,PF,2015-16,,1,0,0
32,0,0,0,0,0,0,1,0,7,NBA,24,Steve Novak,,,12%,88%,,43,+13.4,+20.6,PF,2015-16,OKC,1,0,0
32,0,0,0,0,0,0,1,0,3,NBA,20,Steve Novak,,,8%,92%,,43,+6.3,+2.3,PF,2015-16,MIL,0,0,0
33,0,0,0,0,0,0,1,0,8,NBA,22,Steve Novak,,,83%,18%,,43,-5.2,-5.1,PF,2016-17,MIL,0,0,0
27,13,657,71,18,,8,20,,82,NBA,1654,Moochie Norris,99%,1%,,,,49,+1.7,+3.5,PG,2000-01,HOU,55,21,31
28,9,936,55,29,,15,50,,82,NBA,2249,Moochie Norris,100%,,,,,49,+1.1,-5.1,PG,2001-02,HOU,75,45,36
29,4,446,39,22,,6,37,,82,NBA,1375,Moochie Norris,100%,,,,,49,-3.6,-0.8,PG,2002-03,HOU,54,18,14
30,4,269,27,12,,4,23,,66,NBA,847,Moochie Norris,99%,2%,,,,49,-1.5,-1.2,PG,2003-04,,32,22,10
30,2,113,11,6,,2,8,,30,NBA,401,Moochie Norris,97%,3%,,,,49,-4.6,-2.2,PG,2003-04,HOU,14,12,4
30,2,156,16,6,,2,15,,36,NBA,446,Moochie Norris,100%,,,,,49,+1.5,-0.2,PG,2003-04,NYK,18,10,6
31,2,83,11,15,,2,17,,38,NBA,360,Moochie Norris,100%,,,,,49,-5.4,-4.2,PG,2004-05,,15,6,6
31,2,72,10,13,,2,17,,32,NBA,321,Moochie Norris,100%,,,,,49,-0.3,-3.2,PG,2004-05,NYK,14,6,5
31,0,11,1,2,,0,0,,6,NBA,39,Moochie Norris,100%,,,,,49,-18.0,-13.0,PG,2004-05,HOU,1,0,0
32,3,112,18,10,,2,20,,45,NBA,424,Moochie Norris,89%,11%,,,,49,-5.4,-7.5,PG,2005-06,,15,10,8
32,1,65,7,8,,1,11,,29,NBA,241,Moochie Norris,94%,6%,,,,49,+7.6,+5.6,PG,2005-06,HOU,7,6,3
32,2,47,11,2,,1,9,,16,NBA,183,Moochie Norris,83%,18%,,,,49,-22.0,-24.1,PG,2005-06,NOK,8,4,5
22,3,149,14,7,,3,50,,68,NBA,792,David Noel,,9%,47%,44%,1%,59,-5.3,-9.0,PF,2006-07,MIL,27,5,8
25,14,274,86,40,,26,80,,81,NBA,1892,Andres Nocioni,,2%,83%,14%,1%,60,-9.2,-3.5,SF,2004-05,CHI,56,29,50
26,23,274,92,68,,23,128,,82,NBA,2239,Andres Nocioni,,,42%,56%,1%,60,-5.5,-1.4,PF,2005-06,CHI,34,42,44
27,16,127,54,26,,25,82,,53,NBA,1406,Andres Nocioni,,,20%,78%,2%,60,-5.7,+1.7,PF,2006-07,CHI,38,19,47
28,25,222,108,49,,23,130,,82,NBA,2021,Andres Nocioni,,2%,84%,14%,,60,+0.8,-2.7,SF,2007-08,CHI,47,38,48
29,14,237,74,35,,26,140,,76,NBA,1991,Andres Nocioni,,1%,34%,62%,4%,60,+5.8,-0.4,PF-SF,2008-09,,33,35,45
29,10,142,46,19,,20,89,,53,NBA,1278,Andres Nocioni,,,22%,74%,4%,60,+4.0,+2.6,PF,2008-09,CHI,21,17,35
29,4,95,28,16,,6,51,,23,NBA,713,Andres Nocioni,,2%,54%,42%,3%,60,+4.5,-5.7,SF,2008-09,SAC,12,18,10
30,9,169,48,39,,12,81,,75,NBA,1477,Andres Nocioni,,23%,66%,11%,,60,-2.4,-6.1,SF,2009-10,SAC,17,29,21
31,7,97,23,16,,11,55,,54,NBA,931,Andres Nocioni,,2%,87%,10%,,60,-11.8,-7.3,SF,2010-11,PHI,14,12,21
32,1,2,5,2,,1,3,,11,NBA,56,Andres Nocioni,,19%,48%,32%,,60,-18.5,-13.4,SF,2011-12,PHI,0,2,1
23,0,2,0,2,,0,4,,14,NBA,44,Demetris Nichols,,1%,54%,45%,,71,-22.7,-24.2,SF,2007-08,,1,3,0
23,0,0,0,1,,0,0,,3,NBA,14,Demetris Nichols,,,12%,88%,,71,-30.6,-30.6,SF,2007-08,CLE,0,2,0
23,0,2,0,1,,0,4,,11,NBA,30,Demetris Nichols,,1%,74%,25%,,71,-18.5,-21.4,SF,2007-08,CHI,1,1,0
