age,avg_dist,fg2_dunk,fg2_pct,fg2_pct_ast,fg2a_pct_fga,fg3_heave,fg3_pct,fg3_pct_ast,fg3_pct_corner,fg3a_heave,fg3a_pct_fga,fg_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,g,lg_id,mp,name,pct_fg2_dunk,pct_fg3a_corner,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,pid,pos,season,team_id
24,2.0,51,.553,.590,1.000,0,,,,0,.000,.553,.593,.235,1.000,,82,NBA,989,Omer Asik,.376,,.872,.121,.007,.000,1,C,2010-11,CHI
25,2.4,27,.506,.696,1.000,0,,,,0,.000,.506,.545,.379,.500,.000,66,NBA,971,Omer Asik,.199,,.788,.186,.013,.013,1,C,2011-12,CHI
26,2.5,127,.542,.696,.998,0,.000,,.000,0,.002,.541,.607,.274,.375,.500,82,NBA,2464,Omer Asik,.217,1.000,.788,.184,.013,.013,1,C,2012-13,HOU
27,2.8,36,.532,.644,1.000,0,,,,0,.000,.532,.597,.273,.750,.000,48,NBA,968,Omer Asik,.211,,.784,.174,.021,.021,1,C,2013-14,HOU
28,1.8,81,.517,.690,1.000,0,,,,0,.000,.517,.553,.216,.200,.000,76,NBA,1982,Omer Asik,.223,,.896,.090,.012,.002,1,C,2014-15,NOP
29,1.5,43,.533,.712,1.000,0,,,,0,.000,.533,.590,.231,.000,.000,68,NBA,1178,Omer Asik,.231,,.851,.133,.015,.005,1,C,2015-16,NOP
30,1.6,14,.477,.677,1.000,0,,,,0,.000,.477,.517,.000,,,31,NBA,482,Omer Asik,.246,,.892,.092,.000,.000,1,C,2016-17,NOP
31,2.9,1,.409,1.000,1.000,0,,,,0,.000,.409,.389,.500,1.000,.000,18,NBA,182,Omer Asik,.045,,.818,.091,.045,.045,1,C,2017-18,
31,3.3,1,.438,1.000,1.000,0,,,,0,.000,.438,.385,1.000,1.000,.000,14,NBA,121,Omer Asik,.063,,.813,.063,.063,.063,1,C,2017-18,NOP
31,1.7,0,.333,1.000,1.000,0,,,,0,.000,.333,.400,.000,,,4,NBA,61,Omer Asik,.000,,.833,.167,.000,.000,1,C,2017-18,CHI
21,15.2,0,.424,.151,.604,0,.439,.861,.447,4,.396,.430,.471,.366,.286,.434,72,NBA,1908,D.J. Augustin,.000,.191,.277,.066,.079,.182,2,PG,2008-09,CHA
22,15.6,0,.381,.286,.591,0,.393,.829,.459,5,.409,.386,.415,.423,.364,.320,80,NBA,1472,D.J. Augustin,.000,.208,.283,.060,.076,.172,2,PG,2009-10,CHA
23,14.3,0,.461,.236,.652,0,.333,.676,.375,7,.348,.416,.545,.279,.372,.447,82,NBA,2757,D.J. Augustin,.000,.120,.312,.109,.045,.187,2,PG,2010-11,CHA
24,14.4,0,.396,.230,.632,0,.341,.623,.375,2,.368,.376,.490,.210,.323,.403,48,NBA,1408,D.J. Augustin,.000,.134,.294,.127,.064,.148,2,PG,2011-12,CHA
25,19.6,0,.346,.222,.354,0,.353,.866,.435,3,.646,.350,.511,.091,.231,.333,76,NBA,1226,D.J. Augustin,.000,.242,.153,.075,.044,.082,2,PG,2012-13,IND
26,16.6,0,.427,.297,.538,1,.401,.639,.365,7,.462,.415,.534,.246,.367,.411,71,NBA,1939,D.J. Augustin,.000,.190,.224,.096,.068,.149,2,PG,2013-14,
26,16.3,0,.462,.000,.542,0,.091,1.000,.333,0,.458,.292,.400,.333,.000,.750,10,NBA,82,D.J. Augustin,.000,.273,.208,.125,.042,.167,2,PG,2013-14,TOR
26,16.6,0,.426,.308,.537,1,.411,.636,.367,7,.463,.419,.538,.242,.375,.398,61,NBA,1857,D.J. Augustin,.000,.187,.225,.095,.069,.148,2,PG,2013-14,CHI
27,14.2,0,.436,.154,.620,0,.337,.590,.386,6,.380,.399,.599,.319,.324,.343,82,NBA,1964,D.J. Augustin,.000,.179,.250,.209,.057,.104,2,PG,2014-15,
27,13.2,0,.450,.129,.675,0,.327,.490,.286,4,.325,.410,.615,.337,.280,.346,54,NBA,1287,D.J. Augustin,.000,.140,.282,.226,.054,.113,2,PG,2014-15,DET
27,16.8,0,.389,.257,.484,0,.354,.735,.478,2,.516,.371,.531,.258,.417,.333,28,NBA,677,D.J. Augustin,.000,.240,.172,.167,.065,.081,2,PG,2014-15,OKC
28,15.4,0,.440,.175,.520,1,.405,.632,.514,3,.480,.423,.516,.270,.480,.393,62,NBA,1178,D.J. Augustin,.000,.220,.260,.106,.071,.080,2,PG,2015-16,
28,15.7,0,.367,.227,.496,0,.393,.750,.400,1,.504,.380,.452,.250,.000,.385,34,NBA,519,D.J. Augustin,.000,.246,.256,.099,.033,.107,2,PG,2015-16,OKC
28,15.3,0,.475,.155,.533,1,.411,.568,.591,2,.467,.445,.550,.280,.571,.400,28,NBA,659,D.J. Augustin,.000,.206,.262,.109,.092,.066,2,PG,2015-16,DEN
29,18.1,0,.412,.200,.470,0,.347,.737,.373,4,.530,.377,.482,.360,.355,.390,78,NBA,1538,D.J. Augustin,.000,.186,.164,.097,.060,.149,2,PG,2016-17,ORL
30,15.6,0,.485,.231,.496,0,.419,.675,.357,2,.504,.452,.569,.367,.414,.517,75,NBA,1760,D.J. Augustin,.000,.154,.241,.146,.054,.054,2,PG,2017-18,ORL
23,18.6,0,.400,.591,.514,0,.250,.846,.200,1,.486,.327,.538,.400,.364,.346,16,NBA,290,Rodney Purvis,.009,.288,.121,.047,.103,.243,3,SG,2017-18,ORL
24,3.9,18,.605,.609,.938,0,.200,1.000,.250,0,.062,.580,.656,.500,.000,.333,20,NBA,397,David Nwaba,.235,.800,.753,.123,.025,.037,4,SG,2016-17,LAL
25,5.6,35,.496,.522,.877,0,.346,.944,.280,0,.123,.478,.619,.310,.278,1.000,70,NBA,1646,David Nwaba,.090,.481,.527,.305,.043,.002,4,SG,2017-18,CHI
19,6.2,20,.536,.802,.987,0,.000,,,1,.013,.529,.615,.474,.455,.571,38,NBA,609,Ivica Zubac,.101,.000,.403,.399,.092,.088,5,C,2016-17,LAL
20,3.8,19,.504,.656,.992,0,.000,,,0,.008,.500,.634,.324,.364,.000,43,NBA,410,Ivica Zubac,.189,.000,.582,.303,.090,.016,5,C,2017-18,LAL
21,3.4,10,.731,.633,1.000,0,,,,0,.000,.731,.854,.571,.250,1.000,32,NBA,214,Ante Zizic,.149,,.612,.313,.060,.015,6,C,2017-18,CLE
22,16.5,4,.451,.818,.552,0,.333,1.000,.390,2,.448,.398,.612,.333,.364,.341,44,NBA,843,Paul Zipser,.018,.414,.222,.095,.050,.186,7,SF,2016-17,CHI
23,16.9,6,.355,.591,.530,0,.336,.973,.391,0,.470,.346,.629,.214,.389,.209,54,NBA,824,Paul Zipser,.026,.209,.150,.120,.077,.184,7,SF,2017-18,CHI
20,8.1,2,.323,.600,1.000,0,,,,0,.000,.323,.556,.300,.125,.250,19,NBA,108,Stephen Zimmerman,.065,,.290,.323,.258,.129,8,C,2016-17,ORL
23,9.9,31,.441,.800,.993,0,.000,,,0,.007,.438,.594,.385,.348,.358,77,NBA,2033,Tyler Zeller,.066,.000,.335,.195,.118,.345,9,C,2012-13,CLE
24,6.3,30,.540,.795,.997,0,.000,,,1,.003,.538,.649,.362,.517,.465,70,NBA,1049,Tyler Zeller,.107,.000,.510,.238,.100,.148,9,C,2013-14,CLE
25,5.8,34,.549,.791,1.000,0,,,,0,.000,.549,.632,.463,.600,.482,82,NBA,1731,Tyler Zeller,.063,,.460,.346,.057,.134,9,C,2014-15,BOS
26,7.0,16,.476,.783,1.000,0,,,,0,.000,.476,.675,.301,.190,.386,60,NBA,710,Tyler Zeller,.066,,.434,.252,.072,.241,9,C,2015-16,BOS
27,7.6,8,.497,.846,.994,0,.000,,,0,.006,.494,.620,.400,.000,.378,51,NBA,525,Tyler Zeller,.051,.000,.500,.190,.019,.285,9,C,2016-17,BOS
28,5.1,15,.578,.757,.916,0,.357,1.000,.476,0,.084,.560,.672,.466,.385,.385,66,NBA,1109,Tyler Zeller,.054,.750,.530,.308,.039,.039,9,C,2017-18,
28,6.0,7,.567,.757,.886,0,.385,1.000,.526,0,.114,.546,.651,.494,.250,.444,42,NBA,703,Tyler Zeller,.039,.731,.476,.336,.035,.039,9,C,2017-18,BRK
28,3.4,8,.602,.758,.981,0,.000,,.000,0,.019,.590,.706,.385,.600,.250,24,NBA,406,Tyler Zeller,.086,1.000,.648,.248,.048,.038,9,C,2017-18,MIL
21,8.4,41,.427,.651,.998,0,.000,,,0,.002,.426,.571,.296,.368,.273,82,NBA,1416,Cody Zeller,.114,.000,.490,.134,.047,.327,10,C,2013-14,CHA
22,8.8,48,.460,.848,.997,0,1.000,1.000,,0,.003,.461,.574,.286,.333,.353,62,NBA,1487,Cody Zeller,.142,.000,.509,.075,.040,.373,10,C,2014-15,CHO
23,4.9,78,.539,.787,.977,0,.100,1.000,.500,0,.023,.529,.640,.439,.222,.267,73,NBA,1774,Cody Zeller,.195,.200,.648,.151,.041,.137,10,C,2015-16,CHO
24,4.5,83,.572,.798,.998,0,.000,,,0,.002,.571,.655,.477,.615,.264,62,NBA,1725,Cody Zeller,.205,.000,.655,.194,.029,.120,10,C,2016-17,CHO
25,4.8,16,.542,.795,.981,0,.667,1.000,,0,.019,.545,.608,.467,.667,.381,33,NBA,627,Cody Zeller,.109,.000,.622,.192,.019,.135,10,C,2017-18,CHO
24,2.3,0,.667,1.000,1.000,0,,,,0,.000,.667,.500,1.000,,,2,NBA,32,Derrick Zimmerman,.000,,.667,.333,.000,.000,14,PG,2005-06,NJN
23,13.6,0,.471,.875,.895,0,.000,,,0,.105,.421,.667,.500,.333,.429,5,NBA,38,Wang Zhizhi,.000,.000,.158,.211,.158,.368,16,C,2000-01,DAL
24,16.2,2,.462,.623,.532,0,.414,.958,.625,0,.468,.440,.592,.421,.448,.314,55,NBA,600,Wang Zhizhi,.008,.069,.198,.077,.117,.141,16,C,2001-02,DAL
25,11.7,5,.400,.522,.710,0,.340,.938,.000,0,.290,.383,.569,.269,.154,.222,41,NBA,412,Wang Zhizhi,.037,.021,.358,.160,.080,.111,16,C,2002-03,LAC
26,11.7,0,.406,.692,.696,0,.286,.750,1.000,0,.304,.370,.438,.250,.333,.600,16,NBA,114,Wang Zhizhi,.000,.071,.348,.174,.065,.109,16,C,2003-04,
26,10.0,0,.000,,1.000,0,,,,0,.000,.000,,,.000,,2,NBA,9,Wang Zhizhi,.000,,.000,.000,1.000,.000,16,C,2003-04,LAC
26,11.7,0,.419,.692,.689,0,.286,.750,1.000,0,.311,.378,.438,.250,.500,.600,14,NBA,105,Wang Zhizhi,.000,.071,.356,.178,.044,.111,16,C,2003-04,MIA
27,10.4,0,.455,.533,.917,0,.667,.500,,0,.083,.472,.333,.500,.000,.600,20,NBA,92,Wang Zhizhi,.000,.000,.333,.278,.028,.278,16,C,2004-05,MIA
25,20.8,0,.381,1.000,.808,0,.200,1.000,.000,0,.192,.346,,,.500,.368,16,NBA,58,Luke Zeller,.000,.200,.000,.000,.077,.731,19,C,2012-13,PHO
20,4.9,17,.449,.673,.995,0,.000,,.000,0,.005,.446,.582,.312,.333,.382,62,NBA,1103,Jusuf Nurkic,.055,.500,.480,.402,.023,.089,25,C,2014-15,DEN
21,4.5,11,.423,.743,.988,0,.000,,,0,.012,.417,.496,.344,.300,.438,32,NBA,547,Jusuf Nurkic,.045,.000,.483,.397,.041,.066,25,C,2015-16,DEN
22,4.2,46,.508,.605,.998,0,.000,,,0,.002,.507,.578,.428,.250,.333,65,NBA,1391,Jusuf Nurkic,.092,.000,.612,.285,.015,.084,25,C,2016-17,
22,3.7,30,.507,.629,1.000,0,,,,0,.000,.507,.579,.412,.400,.235,45,NBA,807,Jusuf Nurkic,.111,,.638,.285,.017,.057,25,C,2016-17,DEN
22,4.9,16,.511,.575,.996,0,.000,,,0,.004,.508,.577,.448,.000,.393,20,NBA,584,Jusuf Nurkic,.068,.000,.581,.284,.013,.119,25,C,2016-17,POR
23,5.9,61,.508,.694,.993,0,.000,,,1,.007,.505,.643,.391,.402,.376,79,NBA,2088,Jusuf Nurkic,.068,.000,.466,.304,.091,.131,25,C,2017-18,POR
19,16.1,6,.385,.333,.686,0,.318,.800,.375,4,.314,.364,.621,.182,.346,.321,78,NBA,1706,Frank Ntilikina,.014,.153,.174,.088,.156,.268,26,PG,2017-18,NYK
22,14.7,44,.513,.602,.687,0,.387,.947,.398,4,.313,.474,.705,.295,.478,.451,82,NBA,3125,Dirk Nowitzki,.036,.290,.212,.098,.166,.212,27,PF,2000-01,DAL
23,14.2,45,.508,.610,.722,0,.397,.964,.343,0,.278,.477,.611,.347,.438,.502,76,NBA,2891,Dirk Nowitzki,.039,.100,.241,.078,.154,.249,27,C,2001-02,DAL
24,15.3,41,.493,.587,.738,0,.379,.905,.443,2,.262,.463,.700,.363,.513,.400,80,NBA,3117,Dirk Nowitzki,.028,.156,.163,.076,.200,.299,27,PF,2002-03,DAL
25,15.3,35,.496,.670,.779,0,.341,.970,.357,3,.221,.462,.658,.387,.471,.464,77,NBA,2915,Dirk Nowitzki,.028,.097,.154,.085,.198,.342,27,C,2003-04,DAL
26,14.5,48,.470,.491,.842,0,.399,.802,.333,2,.158,.459,.637,.452,.410,.427,78,NBA,3020,Dirk Nowitzki,.035,.105,.181,.072,.203,.386,27,PF,2004-05,DAL
27,14.4,23,.496,.438,.827,0,.406,.909,.588,5,.173,.480,.591,.419,.491,.475,81,NBA,3089,Dirk Nowitzki,.017,.063,.158,.099,.263,.307,27,PF,2005-06,DAL
28,13.8,20,.515,.468,.871,0,.416,.778,.462,2,.129,.502,.603,.409,.500,.504,78,NBA,2820,Dirk Nowitzki,.016,.075,.180,.082,.255,.353,27,PF,2006-07,DAL
29,13.9,19,.504,.486,.833,0,.359,.962,.350,1,.167,.479,.592,.420,.484,.500,77,NBA,2769,Dirk Nowitzki,.014,.091,.170,.105,.264,.294,27,PF,2007-08,DAL
30,13.8,14,.493,.520,.895,0,.359,.967,.000,0,.105,.479,.601,.401,.489,.474,81,NBA,3050,Dirk Nowitzki,.009,.041,.144,.085,.327,.339,27,PF,2008-09,DAL
31,13.7,24,.487,.587,.919,0,.421,.980,1.000,0,.081,.481,.621,.439,.442,.473,81,NBA,3039,Dirk Nowitzki,.018,.017,.162,.082,.290,.384,27,PF,2009-10,DAL
32,14.4,9,.538,.590,.858,0,.393,.970,.553,1,.142,.517,.709,.477,.500,.526,73,NBA,2504,Dirk Nowitzki,.008,.226,.128,.130,.256,.344,27,PF,2010-11,DAL
33,15.6,4,.481,.580,.795,0,.368,.923,.250,0,.205,.457,.661,.407,.407,.511,62,NBA,2079,Dirk Nowitzki,.004,.057,.105,.088,.297,.305,27,PF,2011-12,DAL
34,16.3,5,.487,.586,.784,0,.414,.985,.400,0,.216,.471,.625,.380,.463,.500,53,NBA,1661,Dirk Nowitzki,.007,.032,.077,.069,.312,.327,27,PF,2012-13,DAL
35,16.7,10,.532,.500,.742,0,.398,.947,.111,0,.258,.497,.778,.578,.485,.518,80,NBA,2628,Dirk Nowitzki,.008,.027,.064,.071,.322,.285,27,PF,2013-14,DAL
36,16.9,4,.486,.640,.742,0,.380,.981,.364,0,.258,.459,.700,.365,.478,.475,77,NBA,2282,Dirk Nowitzki,.004,.040,.066,.070,.283,.323,27,PF,2014-15,DAL
37,16.6,5,.483,.632,.692,0,.368,.984,.314,0,.308,.448,.735,.329,.476,.461,75,NBA,2364,Dirk Nowitzki,.004,.102,.075,.068,.261,.289,27,PF,2015-16,DAL
38,18.0,2,.463,.770,.692,0,.378,1.000,.417,0,.308,.437,.571,.444,.476,.439,54,NBA,1424,Dirk Nowitzki,.003,.057,.062,.053,.217,.360,27,PF,2016-17,DAL
39,19.2,1,.494,.774,.555,0,.409,1.000,.467,1,.445,.456,.758,.476,.474,.470,77,NBA,1900,Dirk Nowitzki,.003,.045,.044,.028,.201,.284,27,C,2017-18,DAL
20,5.5,118,.462,.672,1.000,0,,,,0,.000,.462,.662,.288,.309,.273,75,NBA,2311,Nerlens Noel,.193,,.462,.329,.124,.084,28,C,2014-15,PHI
21,5.1,151,.521,.669,.997,0,.500,1.000,,0,.003,.521,.716,.306,.306,.232,67,NBA,1965,Nerlens Noel,.278,.000,.545,.228,.106,.118,28,C,2015-16,PHI
22,4.9,85,.597,.745,.997,0,.000,,,0,.003,.595,.710,.520,.241,.378,51,NBA,1047,Nerlens Noel,.307,.000,.625,.162,.094,.120,28,C,2016-17,
22,4.8,52,.615,.729,.994,0,.000,,,0,.006,.611,.721,.483,.214,.476,29,NBA,564,Nerlens Noel,.320,.000,.634,.166,.080,.120,28,C,2016-17,PHI
22,5.0,33,.575,.766,1.000,0,,,,0,.000,.575,.695,.571,.267,.250,22,NBA,483,Nerlens Noel,.291,,.612,.157,.112,.119,28,C,2016-17,DAL
23,4.3,19,.529,.800,.990,0,.000,,,0,.010,.524,.619,.500,.333,.000,30,NBA,472,Nerlens Noel,.229,.000,.600,.210,.143,.038,28,C,2017-18,DAL
22,5.0,2,.250,1.000,1.000,0,,,,0,.000,.250,.400,.000,.000,.000,6,NBA,23,Lucas Nogueira,.375,,.625,.125,.125,.125,29,C,2014-15,TOR
23,3.1,17,.659,.963,.932,0,.333,1.000,,0,.068,.636,.722,.333,.000,.000,29,NBA,225,Lucas Nogueira,.409,.000,.818,.068,.023,.023,29,C,2015-16,TOR
24,4.2,59,.694,.780,.923,0,.250,1.000,.500,2,.077,.660,.760,.375,.000,.400,57,NBA,1088,Lucas Nogueira,.410,.167,.776,.103,.013,.032,29,C,2016-17,TOR
25,6.6,29,.721,.818,.763,0,.263,1.000,.000,0,.238,.613,.768,.200,,,49,NBA,418,Lucas Nogueira,.375,.211,.700,.063,.000,.000,29,C,2017-18,TOR
22,2.8,59,.484,.571,.997,0,.000,,,0,.003,.482,.564,.288,.250,.154,74,NBA,1534,Joakim Noah,.180,.000,.744,.161,.022,.071,30,C,2007-08,CHI
23,1.0,88,.558,.589,.997,0,.000,,,1,.003,.556,.583,.313,.750,.000,80,NBA,1938,Joakim Noah,.250,.000,.895,.086,.011,.005,30,C,2008-09,CHI
24,4.0,72,.504,.557,1.000,0,,,,0,.000,.504,.574,.314,.438,.407,64,NBA,1925,Joakim Noah,.158,,.660,.165,.062,.113,30,C,2009-10,CHI
25,4.8,58,.526,.573,.998,0,.000,,,0,.002,.525,.614,.408,.429,.349,48,NBA,1576,Joakim Noah,.162,.000,.600,.256,.035,.107,30,C,2010-11,CHI
26,5.1,64,.509,.639,.998,0,.000,,,0,.002,.508,.587,.345,.281,.467,64,NBA,1945,Joakim Noah,.141,.000,.633,.178,.065,.122,30,C,2011-12,CHI
27,6.3,65,.485,.640,.992,0,.000,,,0,.008,.481,.585,.303,.444,.372,66,NBA,2426,Joakim Noah,.119,.000,.567,.189,.057,.179,30,C,2012-13,CHI
28,6.3,52,.476,.637,.998,0,.000,,.000,1,.003,.475,.581,.345,.333,.397,80,NBA,2820,Joakim Noah,.070,.500,.516,.258,.041,.183,30,C,2013-14,CHI
29,5.8,25,.447,.637,.995,0,.000,,,2,.005,.445,.515,.360,.500,.325,67,NBA,2049,Joakim Noah,.063,.000,.609,.176,.019,.180,30,C,2014-15,CHI
30,2.9,9,.386,.588,.992,0,.000,,,0,.008,.383,.439,.192,.500,.333,29,NBA,635,Joakim Noah,.075,.000,.737,.195,.015,.045,30,C,2015-16,CHI
31,2.0,16,.495,.495,.995,0,.000,,,0,.005,.493,.534,.222,,.000,46,NBA,1015,Joakim Noah,.085,.000,.886,.090,.000,.015,30,C,2016-17,NYK
32,2.8,1,.500,.400,1.000,0,,,,0,.000,.500,.250,.667,,,7,NBA,40,Joakim Noah,.100,,.400,.600,.000,.000,30,C,2017-18,NYK
23,10.2,24,.527,.664,1.000,0,,,,0,.000,.527,.698,.497,.466,.453,75,NBA,1249,Andrew Nicholson,.051,,.239,.311,.119,.331,31,PF,2012-13,ORL
24,14.5,8,.459,.586,.788,0,.315,.964,.321,1,.212,.429,.727,.386,.368,.431,76,NBA,1174,Andrew Nicholson,.019,.910,.131,.240,.090,.326,31,PF,2013-14,ORL
25,14.5,7,.470,.743,.784,0,.317,.923,.231,0,.216,.437,.750,.357,.364,.456,40,NBA,492,Andrew Nicholson,.037,.317,.147,.221,.116,.300,31,PF,2014-15,ORL
26,12.7,17,.536,.362,.632,0,.360,.976,.421,0,.368,.471,.708,.484,.370,.385,56,NBA,823,Andrew Nicholson,.061,.167,.210,.294,.087,.042,31,PF,2015-16,ORL
27,12.1,2,.452,.658,.757,0,.185,1.000,.000,1,.243,.387,.708,.364,.250,.571,38,NBA,342,Andrew Nicholson,.018,.222,.216,.297,.180,.063,31,PF,2016-17,
27,11.1,2,.443,.630,.792,0,.188,1.000,.000,1,.208,.390,.667,.357,.333,.333,28,NBA,231,Andrew Nicholson,.026,.250,.234,.364,.156,.039,31,PF,2016-17,WAS
27,14.5,0,.478,.727,.676,0,.182,1.000,.000,0,.324,.382,.833,.400,.125,.750,10,NBA,111,Andrew Nicholson,.000,.182,.176,.147,.235,.118,31,PF,2016-17,BRK
23,11.9,0,.333,.625,.667,0,.083,1.000,.333,0,.333,.250,.455,.333,.000,.000,23,NBA,93,Georges Niang,.000,.250,.306,.250,.083,.028,32,PF,2016-17,IND
24,11.9,0,.571,.250,.636,0,.000,,.000,0,.364,.364,.500,.750,.000,,9,NBA,32,Georges Niang,.000,.750,.182,.364,.091,.000,32,PF,2017-18,UTA
23,14.1,1,.453,.233,.612,0,.395,.797,.417,3,.388,.431,.586,.328,.354,.444,81,NBA,1499,Raul Neto,.002,.370,.237,.153,.115,.108,33,PG,2015-16,UTA
24,13.7,0,.517,.258,.659,0,.323,.900,.100,2,.341,.451,.639,.500,.000,.333,40,NBA,346,Raul Neto,.000,.323,.396,.110,.066,.099,33,PG,2016-17,UTA
25,12.3,0,.481,.300,.689,0,.404,.947,.462,4,.311,.457,.638,.406,.250,.333,41,NBA,498,Raul Neto,.000,.277,.311,.212,.106,.060,33,PG,2017-18,UTA
22,14.2,0,.497,.388,.775,0,.312,.841,.410,1,.225,.455,.597,.423,.407,.447,79,NBA,1612,Jameer Nelson,.000,.277,.288,.041,.086,.360,34,PG,2004-05,ORL
23,14.2,1,.500,.206,.771,0,.424,.829,.406,3,.229,.483,.610,.333,.290,.478,62,NBA,1784,Jameer Nelson,.003,.194,.296,.042,.086,.346,34,PG,2005-06,ORL
24,13.4,0,.457,.235,.778,0,.335,.662,.377,1,.222,.430,.542,.377,.302,.426,77,NBA,2331,Jameer Nelson,.000,.273,.312,.070,.072,.325,34,PG,2006-07,ORL
25,13.2,0,.488,.151,.745,0,.416,.781,.563,4,.255,.469,.605,.429,.434,.370,69,NBA,1961,Jameer Nelson,.000,.312,.332,.070,.088,.255,34,PG,2007-08,ORL
26,15.5,0,.529,.097,.659,0,.453,.659,.532,0,.341,.503,.580,.400,.457,.545,42,NBA,1309,Jameer Nelson,.000,.260,.224,.075,.087,.273,34,PG,2008-09,ORL
27,14.6,0,.481,.100,.680,0,.381,.686,.414,0,.320,.449,.562,.440,.515,.387,65,NBA,1860,Jameer Nelson,.000,.128,.275,.071,.096,.238,34,PG,2009-10,ORL
28,15.6,0,.471,.137,.646,1,.401,.622,.449,2,.354,.446,.629,.356,.390,.420,76,NBA,2319,Jameer Nelson,.000,.165,.209,.121,.092,.224,34,PG,2010-11,ORL
29,15.1,0,.459,.186,.619,0,.377,.667,.286,0,.381,.427,.587,.379,.290,.360,57,NBA,1706,Jameer Nelson,.000,.121,.276,.109,.051,.183,34,PG,2011-12,ORL
30,16.5,0,.435,.168,.545,0,.341,.579,.433,1,.455,.392,.574,.429,.263,.322,56,NBA,1977,Jameer Nelson,.000,.085,.217,.108,.073,.147,34,PG,2012-13,ORL
31,17.6,0,.444,.278,.477,0,.348,.515,.257,0,.523,.394,.596,.383,.410,.267,68,NBA,2179,Jameer Nelson,.000,.090,.195,.108,.052,.120,34,PG,2013-14,ORL
32,18.2,0,.472,.259,.488,0,.345,.551,.480,0,.512,.407,.693,.321,.440,.387,63,NBA,1407,Jameer Nelson,.000,.097,.149,.105,.050,.185,34,PG,2014-15,
32,19.2,0,.383,.304,.368,0,.369,.579,.231,0,.632,.374,.737,.286,.000,.167,23,NBA,584,Jameer Nelson,.000,.126,.117,.129,.012,.110,34,PG,2014-15,DAL
32,19.4,0,.250,.000,.390,0,.200,.400,.000,0,.610,.220,.333,.333,.000,.200,6,NBA,121,Jameer Nelson,.000,.040,.146,.073,.049,.122,34,PG,2014-15,BOS
32,17.6,0,.524,.258,.567,0,.354,.543,.818,0,.433,.450,.720,.345,.524,.457,34,NBA,702,Jameer Nelson,.000,.085,.167,.097,.070,.233,34,PG,2014-15,DEN
33,17.3,0,.429,.200,.531,0,.299,.512,.273,0,.469,.368,.630,.273,.375,.382,39,NBA,1036,Jameer Nelson,.000,.076,.150,.107,.052,.221,34,PG,2015-16,DEN
34,17.1,0,.489,.327,.548,0,.388,.726,.286,1,.452,.444,.594,.479,.324,.430,75,NBA,2045,Jameer Nelson,.000,.103,.212,.079,.056,.200,34,PG,2016-17,DEN
35,18.5,0,.450,.389,.492,0,.331,.634,.294,1,.508,.389,.676,.294,.350,.388,50,NBA,1013,Jameer Nelson,.000,.137,.139,.070,.082,.201,34,PG,2017-18,
35,18.8,0,.463,.386,.463,0,.364,.650,.313,1,.537,.410,.621,.333,.412,.405,43,NBA,897,Jameer Nelson,.000,.145,.141,.059,.083,.180,34,PG,2017-18,NOP
35,16.9,0,.400,.400,.641,0,.071,.000,.000,0,.359,.282,1.000,.200,.000,.333,7,NBA,116,Jameer Nelson,.000,.071,.128,.128,.077,.308,34,PG,2017-18,DET
24,8.6,8,.481,.737,.919,0,.143,1.000,.500,0,.081,.453,.727,.286,.353,.308,32,NBA,331,Maurice Ndour,.105,.286,.384,.163,.198,.151,35,PF,2016-17,NYK
23,18.5,0,.400,.205,.482,0,.364,.791,.379,1,.518,.382,.457,.143,.500,.408,51,NBA,1012,Shabazz Napier,.000,.246,.154,.061,.053,.215,36,PG,2014-15,MIA
24,18.1,0,.351,.206,.483,0,.327,.647,.250,0,.517,.338,.259,.357,.385,.395,55,NBA,600,Shabazz Napier,.000,.154,.134,.070,.065,.214,36,PG,2015-16,ORL
25,18.3,0,.429,.128,.497,0,.370,.647,.308,0,.503,.399,.432,.400,.400,.441,53,NBA,512,Shabazz Napier,.000,.141,.202,.055,.055,.186,36,PG,2016-17,POR
26,16.2,1,.450,.241,.589,0,.376,.720,.412,0,.411,.420,.559,.222,.348,.483,74,NBA,1535,Shabazz Napier,.002,.156,.192,.085,.087,.226,36,PG,2017-18,POR
23,8.1,53,.541,.739,.967,0,.100,1.000,.200,2,.033,.527,.683,.467,.345,.403,63,NBA,1266,Larry Nance Jr.,.197,.500,.463,.150,.097,.257,37,PF,2015-16,LAL
24,9.3,60,.554,.756,.900,0,.278,1.000,.182,2,.100,.526,.700,.478,.317,.435,63,NBA,1442,Larry Nance Jr.,.169,.306,.416,.186,.114,.191,37,PF,2016-17,LAL
25,6.2,94,.594,.744,.971,0,.167,1.000,.000,3,.029,.581,.732,.369,.351,.426,66,NBA,1421,Larry Nance Jr.,.269,.250,.579,.157,.090,.148,37,C,2017-18,
25,5.8,59,.606,.715,.984,0,.250,1.000,.000,2,.016,.601,.762,.421,.269,.371,42,NBA,922,Larry Nance Jr.,.269,.250,.597,.150,.103,.138,37,C,2017-18,LAL
25,6.7,35,.572,.793,.950,0,.125,1.000,.000,1,.050,.550,.682,.296,.545,.500,24,NBA,499,Larry Nance Jr.,.269,.250,.550,.169,.069,.163,37,C,2017-18,CLE
