age,avg_dist,fg2_dunk,fg2_pct,fg2_pct_ast,fg2a_pct_fga,fg3_heave,fg3_pct,fg3_pct_ast,fg3_pct_corner,fg3a_heave,fg3a_pct_fga,fg_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,g,lg_id,mp,name,pct_fg2_dunk,pct_fg3a_corner,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,pid,pos,season,team_id
19,7.7,3,.414,.276,.814,0,.250,.750,.500,0,.186,.384,.453,.222,.500,.333,35,NBA,272,Tony Wroten,.035,.125,.616,.105,.023,.070,583,SG,2012-13,MEM
20,8.6,29,.492,.380,.767,2,.213,.650,.133,8,.233,.427,.565,.284,.455,.250,72,NBA,1765,Tony Wroten,.038,.080,.561,.183,.014,.010,583,PG,2013-14,PHI
21,10.6,14,.473,.370,.673,0,.261,.703,.222,6,.327,.403,.555,.254,.000,.000,30,NBA,895,Tony Wroten,.037,.063,.507,.145,.014,.007,583,PG,2014-15,PHI
22,8.4,0,.396,.158,.738,0,.176,1.000,.000,0,.262,.338,.486,.000,.000,1.000,8,NBA,144,Tony Wroten,.000,.059,.569,.123,.031,.015,583,PG,2015-16,PHI
20,18.5,2,.296,.750,.462,0,.270,.941,.412,3,.538,.282,.391,.000,.000,.333,35,NBA,403,Sasha Vujacic,.017,.270,.197,.043,.043,.179,584,SG,2004-05,LAL
21,19.4,0,.350,.694,.449,0,.343,.983,.351,1,.551,.346,.442,.125,.200,.351,82,NBA,1449,Sasha Vujacic,.000,.215,.138,.026,.048,.237,584,PG,2005-06,LAL
22,20.7,0,.421,.556,.399,0,.373,.950,.308,3,.601,.392,.586,.167,.222,.397,73,NBA,935,Sasha Vujacic,.000,.161,.108,.022,.034,.235,584,SG,2006-07,LAL
23,20.1,1,.476,.782,.440,0,.437,.966,.459,2,.560,.454,.607,.400,.235,.455,72,NBA,1279,Sasha Vujacic,.002,.315,.116,.010,.035,.278,584,SG,2007-08,LAL
24,20.3,3,.416,.716,.444,0,.363,.914,.403,2,.556,.387,.476,.000,.412,.405,80,NBA,1293,Sasha Vujacic,.007,.300,.105,.007,.042,.289,584,SG,2008-09,LAL
25,19.9,1,.494,.561,.506,0,.309,.880,.350,0,.494,.402,.588,.000,.700,.444,67,NBA,575,Sasha Vujacic,.006,.247,.104,.012,.061,.329,584,SG,2009-10,LAL
26,20.4,0,.426,.676,.560,0,.370,.856,.386,4,.440,.402,.462,.375,.378,.432,67,NBA,1648,Sasha Vujacic,.000,.218,.066,.027,.062,.405,584,SG,2010-11,
26,17.8,0,.313,1.000,.696,0,.429,1.000,,0,.304,.348,.333,.000,.500,.300,11,NBA,54,Sasha Vujacic,.000,.000,.130,.043,.087,.435,584,SG,2010-11,LAL
26,20.5,0,.432,.664,.554,0,.369,.851,.386,4,.446,.404,.472,.400,.371,.437,56,NBA,1594,Sasha Vujacic,.000,.224,.063,.026,.061,.404,584,SG,2010-11,NJN
29,18.4,0,.333,1.000,.600,0,.500,1.000,.000,0,.400,.400,,.000,,.500,2,NBA,10,Sasha Vujacic,.000,.500,.000,.200,.000,.400,584,SG,2013-14,LAC
31,19.2,0,.403,.704,.484,0,.364,.942,.323,0,.516,.383,.548,.000,.167,.430,61,NBA,908,Sasha Vujacic,.000,.217,.112,.022,.065,.285,584,SG,2015-16,NYK
32,20.7,0,.306,.579,.456,0,.311,.696,.182,1,.544,.309,.200,.000,.200,.375,42,NBA,408,Sasha Vujacic,.000,.149,.074,.015,.074,.294,584,SG,2016-17,NYK
19,10.8,26,.506,.797,.974,0,.214,1.000,.500,0,.026,.498,.690,.464,.400,.425,60,NBA,1367,Myles Turner,.053,.143,.292,.130,.189,.364,585,C,2015-16,IND
20,12.0,86,.536,.812,.868,0,.348,.975,.154,1,.132,.511,.715,.469,.453,.429,81,NBA,2541,Myles Turner,.100,.113,.295,.150,.122,.300,585,C,2016-17,IND
21,14.1,46,.519,.736,.754,0,.357,.982,.286,1,.246,.479,.614,.478,.407,.482,65,NBA,1836,Myles Turner,.085,.089,.260,.105,.085,.305,585,C,2017-18,IND
23,11.9,3,.448,.615,.763,0,.333,.667,.600,0,.237,.421,.556,.500,.429,.200,9,NBA,115,Jarrod Uthoff,.132,.556,.237,.211,.184,.132,586,PF,2016-17,DAL
20,7.5,2,.442,.696,.867,0,.125,1.000,.000,0,.133,.400,.533,.357,.500,.167,27,NBA,189,Caleb Swanigan,.050,.125,.500,.233,.033,.100,587,PF,2017-18,POR
22,0.0,0,1.000,.000,1.000,0,,,,0,.000,1.000,1.000,,,,1,NBA,2,Edmond Sumner,.000,,1.000,.000,.000,.000,588,PG,2017-18,IND
20,7.7,9,.500,.555,.978,0,.200,1.000,.000,1,.022,.493,.667,.302,.533,.360,45,NBA,892,Jared Sullinger,.040,.400,.453,.236,.067,.222,589,PF,2012-13,BOS
21,11.4,19,.475,.473,.769,0,.269,1.000,.300,3,.231,.427,.599,.377,.348,.456,74,NBA,2041,Jared Sullinger,.024,.096,.310,.245,.099,.115,589,PF,2013-14,BOS
22,12.4,12,.494,.521,.740,0,.283,.981,.400,1,.260,.439,.626,.420,.351,.475,58,NBA,1566,Jared Sullinger,.017,.054,.268,.222,.109,.140,589,PF,2014-15,BOS
23,11.3,7,.458,.609,.872,0,.282,1.000,.500,2,.128,.435,.591,.399,.351,.398,81,NBA,1915,Jared Sullinger,.009,.019,.292,.202,.092,.287,589,PF,2015-16,BOS
24,15.3,0,.400,.833,.625,0,.167,.667,1.000,0,.375,.313,.583,.143,.500,.286,11,NBA,118,Jared Sullinger,.000,.056,.250,.146,.083,.146,589,PF,2016-17,TOR
23,14.1,1,.550,.364,.645,0,.182,1.000,.333,1,.355,.419,.625,.571,.333,.500,22,NBA,179,Julyan Stone,.032,.273,.258,.226,.097,.065,590,SG,2011-12,DEN
24,2.0,0,1.000,.500,1.000,0,,,,0,.000,1.000,1.000,,,,4,NBA,28,Julyan Stone,.000,,1.000,.000,.000,.000,590,PG,2012-13,DEN
25,13.8,1,.556,.200,.529,0,.250,1.000,.000,0,.471,.412,.500,.600,,,21,NBA,120,Julyan Stone,.059,.250,.235,.294,.000,.000,590,SG,2013-14,TOR
29,24.2,0,,,.000,0,.462,1.000,.429,0,1.000,.462,,,,,23,NBA,175,Julyan Stone,.000,.538,.000,.000,.000,.000,590,SG,2017-18,CHO
19,10.3,0,.231,1.000,1.000,0,,,,0,.000,.231,.250,.000,.000,.500,7,NBA,24,Diamond Stone,.000,,.308,.231,.154,.308,591,C,2016-17,LAC
21,3.7,3,.568,.571,1.000,0,,,,0,.000,.568,.667,.333,.667,.000,19,NBA,126,Jarnell Stokes,.108,,.649,.243,.081,.027,592,PF,2014-15,MEM
22,8.2,0,.600,.667,1.000,0,,,,0,.000,.600,1.000,1.000,,.000,7,NBA,18,Jarnell Stokes,.000,,.400,.200,.000,.400,592,C,2015-16,
22,,0,,,,0,,,,0,,,,,,,2,NBA,4,Jarnell Stokes,,,,,,,592,C,2015-16,MEM
22,8.2,0,.600,.667,1.000,0,,,,0,.000,.600,1.000,1.000,,.000,5,NBA,14,Jarnell Stokes,.000,,.400,.200,.000,.400,592,C,2015-16,MIA
23,2.0,0,1.000,1.000,1.000,0,,,,0,.000,1.000,1.000,,,,2,NBA,7,Jarnell Stokes,.000,,1.000,.000,.000,.000,592,C,2016-17,DEN
23,11.3,0,.250,.000,.667,0,.500,1.000,,0,.333,.333,.500,.000,,,3,NBA,33,David Stockton,.000,.000,.333,.333,.000,.000,593,PG,2014-15,SAC
26,25.7,0,,,.000,0,.667,.000,,0,1.000,.667,,,,,3,NBA,9,David Stockton,.000,.000,.000,.000,.000,.000,593,PG,2017-18,UTA
20,12.7,0,.382,.077,.872,0,.000,,.000,1,.128,.333,.385,.333,.500,.385,12,NBA,115,Lance Stephenson,.000,.200,.333,.154,.051,.333,594,SG,2010-11,IND
21,12.9,2,.453,.209,.760,0,.133,.750,.143,1,.240,.376,.575,.316,.400,.385,42,NBA,442,Lance Stephenson,.016,.233,.320,.152,.080,.208,594,SG,2011-12,IND
22,12.9,20,.520,.493,.686,0,.330,.919,.373,3,.314,.460,.695,.321,.375,.271,78,NBA,2278,Lance Stephenson,.038,.314,.378,.094,.054,.161,594,SG,2012-13,IND
23,12.2,19,.545,.328,.720,0,.352,.791,.489,4,.280,.491,.693,.432,.299,.387,78,NBA,2752,Lance Stephenson,.023,.193,.371,.144,.077,.128,594,SG,2013-14,IND
24,13.0,2,.425,.280,.809,0,.171,.833,.111,2,.191,.376,.569,.329,.418,.318,61,NBA,1573,Lance Stephenson,.005,.086,.291,.127,.122,.269,594,SG,2014-15,CHO
25,10.1,11,.500,.253,.835,0,.385,.733,.280,1,.165,.481,.661,.315,.396,.380,69,NBA,1372,Lance Stephenson,.027,.321,.386,.154,.101,.194,594,SF,2015-16,
25,12.3,5,.529,.270,.717,0,.404,.789,.333,1,.283,.494,.705,.308,.357,.355,43,NBA,680,Lance Stephenson,.036,.447,.367,.078,.084,.187,594,SF,2015-16,LAC
25,8.9,6,.487,.244,.899,0,.355,.636,.000,0,.101,.474,.639,.317,.412,.393,26,NBA,692,Lance Stephenson,.023,.129,.396,.195,.110,.198,594,SF,2015-16,MEM
26,13.1,2,.480,.396,.833,0,.300,.667,1.000,1,.167,.450,.733,.438,.222,.417,18,NBA,361,Lance Stephenson,.017,.100,.250,.133,.150,.300,594,SG,2016-17,
26,12.1,2,.556,.480,.818,0,.100,.000,1.000,1,.182,.473,.737,.429,.333,.462,6,NBA,162,Lance Stephenson,.036,.100,.345,.127,.109,.236,594,SG,2016-17,NOP
26,14.2,0,.526,.400,.905,0,.000,,,0,.095,.476,.750,1.000,.000,.667,6,NBA,67,Lance Stephenson,.000,.000,.190,.048,.238,.429,594,SG,2016-17,MIN
26,14.0,0,.361,.231,.818,0,.625,.800,1.000,0,.182,.409,.714,.375,.286,.214,6,NBA,132,Lance Stephenson,.000,.125,.159,.182,.159,.318,594,SG,2016-17,IND
27,14.7,14,.495,.237,.673,0,.289,.716,.356,9,.327,.427,.623,.311,.490,.399,82,NBA,1850,Lance Stephenson,.025,.194,.292,.086,.072,.223,594,SG,2017-18,IND
21,17.6,4,.408,.467,.497,0,.322,.917,.289,0,.503,.365,.528,.240,.389,.373,73,NBA,1127,Nik Stauskas,.014,.255,.179,.084,.061,.172,595,SG,2014-15,SAC
22,16.8,18,.473,.558,.404,0,.326,.915,.343,0,.596,.385,.547,.290,.357,.395,73,NBA,1809,Nik Stauskas,.039,.323,.251,.057,.026,.070,595,SG,2015-16,PHI
23,17.2,16,.433,.487,.434,0,.368,.818,.485,1,.566,.396,.536,.205,.472,.261,80,NBA,2188,Nik Stauskas,.027,.189,.241,.062,.057,.073,595,SG,2016-17,PHI
24,18.9,3,.370,.450,.351,0,.400,.775,.538,1,.649,.390,.536,.100,.000,.308,41,NBA,523,Nik Stauskas,.019,.130,.182,.065,.019,.084,595,SG,2017-18,
24,11.0,0,.333,1.000,.750,0,.000,,,0,.250,.250,.000,,,1.000,6,NBA,45,Nik Stauskas,.000,.000,.500,.000,.000,.250,595,SG,2017-18,PHI
24,19.1,3,.373,.421,.340,0,.404,.775,.538,1,.660,.393,.577,.100,.000,.250,35,NBA,478,Nik Stauskas,.020,.131,.173,.067,.020,.080,595,SG,2017-18,BRK
21,8.0,81,.506,.764,.984,0,.250,1.000,.000,2,.016,.502,.624,.439,.368,.398,79,NBA,1263,Marreese Speights,.177,.250,.472,.114,.173,.225,596,C,2008-09,PHI
22,9.1,34,.483,.618,.989,0,.000,,,2,.011,.477,.559,.500,.342,.455,62,NBA,1016,Marreese Speights,.090,.000,.363,.185,.164,.277,596,C,2009-10,PHI
23,10.5,20,.498,.643,.986,0,.250,1.000,,1,.014,.495,.670,.316,.380,.461,64,NBA,734,Marreese Speights,.076,.000,.333,.131,.172,.351,596,C,2010-11,PHI
24,9.1,26,.456,.643,.994,0,.000,,.000,1,.006,.453,.549,.370,.371,.462,60,NBA,1345,Marreese Speights,.066,.333,.336,.244,.143,.270,596,PF,2011-12,MEM
25,10.1,29,.448,.732,.983,0,.300,1.000,.500,2,.017,.445,.545,.279,.395,.484,79,NBA,1300,Marreese Speights,.062,.400,.320,.209,.139,.315,596,C,2012-13,
25,9.8,11,.430,.721,.980,0,.400,1.000,.667,1,.020,.429,.488,.304,.444,.456,40,NBA,579,Marreese Speights,.057,.600,.332,.227,.146,.275,596,C,2012-13,MEM
25,10.3,18,.461,.739,.985,0,.200,1.000,.000,1,.015,.457,.590,.258,.356,.500,39,NBA,721,Marreese Speights,.065,.200,.312,.196,.134,.344,596,C,2012-13,CLE
26,10.4,26,.455,.663,.930,0,.258,1.000,.000,0,.070,.441,.609,.419,.357,.333,79,NBA,982,Marreese Speights,.063,.129,.342,.195,.095,.299,596,C,2013-14,GSW
27,11.1,33,.498,.776,.972,0,.278,.800,.250,2,.028,.492,.634,.419,.500,.423,76,NBA,1207,Marreese Speights,.056,.222,.313,.144,.102,.413,596,C,2014-15,GSW
28,12.5,17,.439,.803,.864,0,.387,.917,.333,1,.136,.432,.513,.358,.278,.455,72,NBA,832,Marreese Speights,.050,.097,.252,.147,.079,.386,596,C,2015-16,GSW
29,16.1,15,.520,.667,.495,0,.372,.981,.452,3,.505,.445,.634,.420,.333,.459,82,NBA,1286,Marreese Speights,.036,.112,.245,.126,.055,.068,596,C,2016-17,LAC
30,20.1,4,.448,.615,.332,0,.369,.977,.538,0,.668,.395,.500,.452,.520,.304,52,NBA,675,Marreese Speights,.014,.056,.074,.120,.072,.066,596,C,2017-18,ORL
22,17.7,6,.456,.569,.470,0,.320,1.000,.304,0,.530,.384,.551,.378,.357,.460,77,NBA,1231,Tony Snell,.021,.258,.146,.134,.042,.149,597,SG,2013-14,CHI
23,16.3,17,.494,.535,.469,0,.371,.932,.411,1,.531,.429,.675,.317,.300,.368,72,NBA,1412,Tony Snell,.051,.284,.224,.111,.027,.102,597,SF,2014-15,CHI
24,15.6,10,.380,.457,.543,0,.361,.946,.306,1,.457,.372,.478,.273,.667,.292,64,NBA,1301,Tony Snell,.038,.232,.204,.162,.035,.142,597,SF,2015-16,CHI
25,19.0,19,.548,.657,.344,0,.406,.993,.394,0,.656,.455,.685,.308,.464,.429,80,NBA,2336,Tony Snell,.039,.386,.170,.048,.052,.078,597,SG,2016-17,MIL
26,18.0,12,.490,.623,.369,0,.403,1.000,.439,0,.631,.435,.648,.257,.409,.448,75,NBA,2053,Tony Snell,.035,.366,.167,.082,.052,.068,597,SG,2017-18,MIL
19,7.7,114,.466,.611,.962,0,.174,1.000,.300,2,.038,.455,.637,.213,.200,.360,74,NBA,2050,Josh Smith,.199,.435,.498,.133,.100,.231,598,SF,2004-05,ATL
20,11.2,75,.444,.641,.858,0,.309,.941,.289,3,.142,.425,.599,.247,.292,.373,80,NBA,2559,Josh Smith,.099,.345,.364,.110,.093,.291,598,SF,2005-06,ATL
21,10.0,101,.473,.543,.847,0,.250,.947,.207,1,.153,.439,.623,.296,.184,.326,72,NBA,2647,Josh Smith,.110,.191,.449,.116,.038,.244,598,SF,2006-07,ATL
22,8.6,109,.477,.629,.913,0,.253,.920,.214,1,.087,.457,.663,.329,.271,.304,81,NBA,2873,Josh Smith,.099,.283,.434,.196,.085,.198,598,PF,2007-08,ATL
23,8.8,102,.514,.630,.898,0,.299,.885,.333,0,.102,.492,.690,.430,.196,.352,69,NBA,2421,Josh Smith,.128,.207,.403,.244,.060,.191,598,PF,2008-09,ATL
24,6.5,134,.508,.621,.993,0,.000,,.000,1,.007,.505,.658,.372,.346,.279,81,NBA,2871,Josh Smith,.144,.286,.550,.191,.026,.226,598,PF,2009-10,ATL
25,12.0,98,.503,.661,.852,0,.331,.980,.408,0,.148,.477,.687,.425,.270,.408,77,NBA,2645,Josh Smith,.095,.318,.313,.174,.071,.294,598,PF,2010-11,ATL
26,11.7,83,.480,.622,.901,0,.257,.964,.300,1,.099,.458,.693,.394,.313,.369,66,NBA,2329,Josh Smith,.078,.367,.304,.184,.058,.354,598,PF,2011-12,ATL
27,11.3,123,.498,.599,.830,0,.303,.967,.235,2,.170,.465,.771,.366,.186,.324,76,NBA,2683,Josh Smith,.107,.169,.318,.224,.050,.238,598,PF,2012-13,ATL
28,12.5,74,.462,.544,.785,0,.264,.957,.262,0,.215,.419,.711,.341,.342,.360,77,NBA,2730,Josh Smith,.062,.158,.244,.247,.064,.230,598,SF,2013-14,DET
29,11.1,42,.451,.579,.769,0,.316,.958,.434,0,.231,.419,.636,.349,.324,.310,83,NBA,2300,Josh Smith,.047,.232,.295,.293,.037,.144,598,PF,2014-15,
29,10.0,10,.407,.611,.905,0,.243,.889,.571,0,.095,.391,.586,.310,.182,.347,28,NBA,896,Josh Smith,.033,.189,.297,.322,.028,.258,598,PF,2014-15,DET
29,11.9,32,.489,.556,.680,0,.330,.968,.413,0,.320,.438,.669,.380,.385,.220,55,NBA,1404,Josh Smith,.055,.241,.294,.273,.044,.069,598,PF,2014-15,HOU
30,13.6,14,.417,.605,.590,0,.287,.951,.263,2,.410,.364,.627,.300,.214,.241,55,NBA,880,Josh Smith,.049,.133,.238,.229,.040,.083,598,PF,2015-16,
30,12.3,11,.418,.627,.678,0,.310,.944,.500,1,.322,.383,.608,.333,.111,.250,32,NBA,459,Josh Smith,.078,.069,.283,.233,.050,.111,598,PF,2015-16,LAC
30,15.1,3,.417,.571,.497,0,.271,.957,.200,1,.503,.343,.656,.263,.400,.222,23,NBA,421,Josh Smith,.018,.176,.189,.225,.030,.053,598,PF,2015-16,HOU
32,5.0,0,.250,.000,1.000,0,,,,0,.000,.250,.333,,,.000,3,NBA,12,Josh Smith,.000,,.750,.000,.000,.250,598,PF,2017-18,NOP
21,9.5,34,.463,.781,.955,0,.286,1.000,.200,0,.045,.455,.643,.220,.443,.354,76,NBA,1107,Jason Smith,.116,.357,.361,.132,.197,.265,599,PF,2007-08,PHI
23,10.8,9,.448,.615,.833,0,.345,1.000,.357,0,.167,.431,.623,.316,.323,.324,56,NBA,658,Jason Smith,.052,.483,.351,.109,.178,.195,599,PF,2009-10,PHI
24,14.1,14,.446,.831,.993,0,.000,,,0,.007,.443,.621,.333,.395,.414,77,NBA,1102,Jason Smith,.049,.000,.189,.059,.124,.622,599,C,2010-11,NOH
25,12.8,27,.531,.806,.974,0,.111,1.000,.200,0,.026,.520,.797,.432,.407,.467,40,NBA,947,Jason Smith,.078,.556,.227,.106,.155,.486,599,PF,2011-12,NOH
26,12.3,20,.496,.850,.988,0,.000,,.000,1,.012,.490,.602,.353,.424,.497,51,NBA,876,Jason Smith,.067,.250,.243,.100,.173,.472,599,C,2012-13,NOH
27,14.0,5,.465,.847,1.000,0,,,,0,.000,.465,.563,.385,.343,.474,31,NBA,830,Jason Smith,.018,,.170,.092,.124,.613,599,PF,2013-14,NOP
28,13.9,5,.440,.727,.929,0,.357,1.000,.417,0,.071,.434,.488,.359,.475,.435,82,NBA,1785,Jason Smith,.008,.857,.145,.132,.206,.443,599,C,2014-15,NYK
29,15.0,4,.493,.888,.968,0,.250,1.000,.429,0,.032,.485,.580,.379,.574,.470,76,NBA,1181,Jason Smith,.008,.438,.137,.058,.121,.652,599,C,2015-16,ORL
30,15.8,11,.546,.854,.763,0,.474,1.000,.457,0,.237,.529,.667,.400,.531,.526,74,NBA,1068,Jason Smith,.043,.449,.173,.076,.097,.416,599,C,2016-17,WAS
31,14.6,5,.494,.854,.722,0,.125,1.000,.000,0,.278,.391,.708,.182,.400,.485,33,NBA,285,Jason Smith,.043,.344,.209,.096,.130,.287,599,C,2017-18,WAS
19,15.6,49,.458,.556,.624,0,.288,.889,.340,1,.376,.394,.590,.373,.327,.387,76,NBA,1859,J.R. Smith,.080,.167,.245,.068,.070,.242,600,SG,2004-05,NOH
20,15.7,22,.407,.598,.617,0,.371,.904,.625,0,.383,.393,.515,.200,.250,.362,55,NBA,989,J.R. Smith,.087,.114,.265,.041,.055,.257,600,SG,2005-06,NOK
21,17.7,47,.515,.593,.407,0,.390,.940,.319,0,.593,.441,.639,.310,.211,.418,63,NBA,1471,J.R. Smith,.081,.188,.228,.045,.030,.104,600,SG,2006-07,DEN
22,16.8,37,.542,.461,.421,0,.403,.847,.412,6,.579,.461,.595,.355,.375,.467,74,NBA,1421,J.R. Smith,.064,.174,.297,.046,.012,.067,600,SG,2007-08,DEN
23,17.7,28,.491,.332,.523,0,.397,.800,.538,5,.477,.446,.585,.426,.361,.435,81,NBA,2245,J.R. Smith,.034,.115,.216,.049,.038,.220,600,SG,2008-09,DEN
24,17.3,35,.477,.363,.548,0,.338,.778,.491,10,.452,.414,.646,.447,.342,.379,75,NBA,2082,J.R. Smith,.036,.113,.183,.110,.071,.184,600,SG,2009-10,DEN
25,16.6,32,.466,.318,.594,0,.390,.847,.308,6,.406,.435,.601,.240,.257,.511,79,NBA,1968,J.R. Smith,.045,.204,.195,.122,.045,.232,600,SF,2010-11,DEN
26,18.4,14,.462,.306,.523,0,.347,.836,.364,6,.477,.407,.661,.265,.500,.396,35,NBA,967,J.R. Smith,.044,.228,.146,.084,.069,.225,600,SG,2011-12,NYK
27,16.4,26,.458,.172,.651,0,.356,.813,.353,8,.349,.422,.640,.342,.375,.424,80,NBA,2678,J.R. Smith,.024,.156,.169,.122,.096,.264,600,SG,2012-13,NYK
28,19.3,15,.436,.198,.497,0,.394,.905,.426,10,.503,.415,.607,.381,.368,.382,74,NBA,2421,J.R. Smith,.019,.127,.123,.066,.060,.249,600,SF,2013-14,NYK
29,19.9,13,.462,.401,.436,0,.383,.791,.402,3,.564,.417,.563,.409,.340,.462,70,NBA,2080,J.R. Smith,.023,.192,.106,.058,.062,.209,600,SG,2014-15,
29,17.8,2,.429,.348,.641,0,.356,.656,.400,2,.359,.402,.545,.474,.217,.430,24,NBA,619,J.R. Smith,.012,.111,.131,.076,.092,.343,600,SG,2014-15,NYK
29,20.9,11,.494,.446,.333,0,.390,.824,.403,1,.667,.425,.574,.360,.458,.500,46,NBA,1461,J.R. Smith,.028,.214,.093,.050,.048,.143,600,SG,2014-15,CLE
30,19.1,11,.438,.430,.400,0,.400,.926,.390,1,.600,.415,.623,.398,.387,.391,77,NBA,2362,J.R. Smith,.013,.241,.081,.109,.073,.135,600,SG,2015-16,CLE
31,22.1,8,.329,.321,.239,0,.351,.958,.455,1,.761,.346,.625,.000,.357,.222,41,NBA,1187,J.R. Smith,.025,.284,.067,.034,.039,.101,600,SG,2016-17,CLE
32,19.7,9,.453,.320,.360,0,.375,.916,.500,0,.640,.403,.566,.395,.429,.421,80,NBA,2244,J.R. Smith,.017,.315,.089,.072,.071,.128,600,SG,2017-18,CLE
22,9.1,1,.381,.150,.913,0,.300,.667,1.000,0,.087,.374,.343,.405,.429,.357,43,NBA,442,Ish Smith,.009,.100,.304,.365,.122,.122,601,PG,2010-11,
22,9.8,0,.387,.138,.904,0,.375,.667,1.000,0,.096,.386,.304,.400,.455,.455,28,NBA,329,Ish Smith,.000,.125,.277,.361,.133,.133,601,PG,2010-11,HOU
22,7.3,1,.367,.182,.938,0,.000,,,0,.063,.344,.417,.417,.333,.000,15,NBA,113,Ish Smith,.031,.000,.375,.375,.094,.094,601,PG,2010-11,MEM
23,9.9,0,.389,.250,.889,0,.333,1.000,.000,0,.111,.383,.500,.433,.200,.250,26,NBA,234,Ish Smith,.000,.111,.247,.370,.123,.148,601,PG,2011-12,
23,11.6,0,.400,.400,.833,0,.400,1.000,,0,.167,.400,.400,.500,.000,.400,6,NBA,63,Ish Smith,.000,.000,.167,.400,.100,.167,601,PG,2011-12,GSW
23,8.9,0,.383,.167,.922,0,.250,1.000,.000,0,.078,.373,.533,.389,.286,.143,20,NBA,171,Ish Smith,.000,.250,.294,.353,.137,.137,601,PG,2011-12,ORL
24,11.7,2,.364,.271,.830,0,.296,1.000,.333,0,.170,.352,.447,.419,.238,.273,52,NBA,516,Ish Smith,.013,.111,.296,.195,.132,.208,601,PG,2012-13,
24,11.7,1,.354,.257,.853,0,.235,1.000,1.000,0,.147,.336,.429,.381,.294,.269,36,NBA,378,Ish Smith,.009,.059,.302,.181,.147,.224,601,PG,2012-13,ORL
24,11.7,1,.394,.308,.767,0,.400,1.000,.000,0,.233,.395,.500,.500,.000,.286,16,NBA,138,Ish Smith,.023,.200,.279,.233,.093,.163,601,PG,2012-13,MIL
25,8.4,1,.457,.153,.918,0,.043,.000,.000,0,.082,.423,.569,.370,.429,.359,70,NBA,1006,Ish Smith,.004,.348,.388,.288,.100,.139,601,PG,2013-14,PHO
26,8.2,2,.407,.200,.837,0,.300,.722,.154,0,.163,.390,.551,.346,.214,.125,55,NBA,832,Ish Smith,.005,.217,.322,.417,.076,.022,601,PG,2014-15,
26,6.5,1,.350,.286,.889,0,.200,1.000,.000,0,.111,.333,.500,.222,.000,.000,30,NBA,155,Ish Smith,.022,.200,.444,.400,.022,.022,601,PG,2014-15,OKC
26,8.5,1,.416,.189,.829,0,.309,.706,.167,0,.171,.398,.561,.363,.222,.143,25,NBA,677,Ish Smith,.003,.218,.304,.419,.084,.022,601,PG,2014-15,PHI
27,10.8,7,.428,.188,.824,0,.329,.589,.400,1,.176,.411,.550,.341,.356,.344,77,NBA,2239,Ish Smith,.009,.118,.333,.188,.104,.199,601,PG,2015-16,
27,9.5,1,.451,.159,.855,0,.303,.700,.375,0,.145,.430,.598,.340,.389,.302,27,NBA,617,Ish Smith,.004,.242,.382,.206,.079,.189,601,PG,2015-16,NOP
27,11.2,6,.420,.198,.815,0,.336,.565,.417,1,.185,.405,.532,.341,.349,.356,50,NBA,1622,Ish Smith,.011,.088,.318,.183,.112,.202,601,PG,2015-16,PHI
28,11.8,4,.467,.116,.860,0,.267,.750,.417,2,.140,.439,.573,.328,.491,.429,81,NBA,1955,Ish Smith,.005,.229,.294,.171,.142,.252,601,PG,2016-17,DET
29,10.9,2,.506,.203,.874,1,.347,.629,.286,3,.126,.486,.670,.382,.516,.423,82,NBA,2043,Ish Smith,.002,.277,.257,.222,.191,.203,601,PG,2017-18,DET
20,13.3,40,.436,.191,.669,0,.313,.585,.304,2,.331,.395,.606,.257,.223,.336,69,NBA,2049,Dennis Smith Jr.,.049,.068,.318,.110,.092,.149,602,PG,2017-18,DAL
20,18.0,6,.410,.393,.430,0,.335,.901,.396,4,.570,.367,.560,.256,.382,.295,67,NBA,1808,Marcus Smart,.015,.176,.176,.090,.071,.092,603,PG,2014-15,BOS
21,14.4,5,.427,.390,.544,0,.253,.738,.203,4,.456,.348,.513,.312,.393,.310,61,NBA,1667,Marcus Smart,.013,.245,.291,.146,.053,.055,603,PG,2015-16,BOS
22,15.7,9,.420,.417,.557,0,.283,.904,.419,9,.443,.359,.488,.396,.362,.333,79,NBA,2399,Marcus Smart,.013,.223,.224,.179,.077,.076,603,SG,2016-17,BOS
23,16.3,5,.429,.333,.517,0,.301,.760,.278,3,.483,.367,.593,.301,.388,.372,54,NBA,1614,Marcus Smart,.012,.145,.177,.161,.095,.083,603,SG,2017-18,BOS
24,11.7,3,.445,.299,.874,0,.080,1.000,.250,0,.126,.399,.583,.353,.350,.390,33,NBA,669,Donald Sloan,.015,.160,.303,.172,.101,.298,604,PG,2011-12,
24,8.8,2,.429,.333,.875,0,.000,,,0,.125,.375,.600,,,.000,5,NBA,20,Donald Sloan,.250,.000,.625,.000,.000,.250,604,PG,2011-12,ATL
24,10.1,0,.417,.200,.857,0,.000,,.000,0,.143,.357,.750,.000,.500,.500,3,NBA,41,Donald Sloan,.000,.500,.286,.286,.143,.143,604,PG,2011-12,NOH
