age,ast,blk,drb,efg_pct,fg,fg2,fg2_pct,fg2a,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,g,gs,lg_id,mp,name,orb,pf,pid,pos,pts,ring,season,stl,team_id,tov,trb
27,1,3,2,.417,10,10,.417,24,0,,0,.417,24,5,.556,9,5,,NBA,42,Terry Tyler,5,4,1011,SF,25,False,1983-84,0,DET,1,7
28,3,4,25,.490,49,49,.495,99,0,.000,1,.490,100,22,.815,27,9,0,NBA,179,Terry Tyler,15,17,1011,SF,120,False,1984-85,6,DET,9,40
29,4,3,5,.200,2,2,.200,10,0,,0,.200,10,4,1.000,4,3,2,NBA,51,Terry Tyler,3,5,1011,SF,8,False,1985-86,2,SAC,1,8
23,1,,,,15,,,,,,,.333,45,7,.583,12,2,,NBA,74,Jack Twyman,,6,1014,SF,37,False,1957-58,,CIN,,22
27,12,,,,34,,,,,,,.436,78,8,1.000,8,4,,NBA,149,Jack Twyman,,18,1014,SF,76,False,1961-62,,CIN,,29
28,30,,,,92,,,,,,,.449,205,65,.844,77,12,,NBA,410,Jack Twyman,,47,1014,SF,249,False,1962-63,,CIN,,98
29,16,,,,83,,,,,,,.472,176,39,.796,49,10,,NBA,354,Jack Twyman,,41,1014,SF,205,False,1963-64,,CIN,,87
30,3,,,,19,,,,,,,.396,48,11,1.000,11,4,,NBA,97,Jack Twyman,,16,1014,SF,49,False,1964-65,,CIN,,17
31,0,,,,2,,,,,,,.500,4,1,.500,2,2,,NBA,11,Jack Twyman,,3,1014,SF,5,False,1965-66,,CIN,,2
22,3,,1,.429,3,3,.429,7,0,,0,.429,7,6,1.000,6,2,,ABA,29,Dave Twardzik,0,3,1015,PG,12,False,1972-73,,VIR,1,1
23,5,0,7,.412,7,7,.438,16,0,.000,1,.412,17,11,.733,15,5,,ABA,83,Dave Twardzik,7,12,1015,PG,25,False,1973-74,3,VIR,6,14
26,39,2,20,.591,55,55,.591,93,,,,.591,93,43,.729,59,14,,NBA,354,Dave Twardzik,4,47,1015,PG,153,True,1976-77,16,POR,,24
27,11,0,3,.478,11,11,.478,23,,,,.478,23,14,1.000,14,6,,NBA,108,Dave Twardzik,1,16,1015,PG,36,False,1977-78,7,POR,10,4
28,10,0,3,.500,7,7,.500,14,,,,.500,14,11,.917,12,3,,NBA,77,Dave Twardzik,4,14,1015,PG,25,False,1978-79,5,POR,9,7
29,2,0,3,.250,1,1,.250,4,0,,0,.250,4,0,,0,2,,NBA,20,Dave Twardzik,1,2,1015,PG,2,False,1979-80,2,POR,3,4
24,0,1,5,.632,12,12,.632,19,0,,0,.632,19,1,.500,2,4,0,NBA,45,Melvin Turpin,3,3,1016,C,25,False,1984-85,4,CLE,5,8
27,2,4,3,.333,3,3,.333,9,0,,0,.333,9,2,1.000,2,7,0,NBA,31,Melvin Turpin,3,5,1016,C,8,False,1987-88,1,UTA,2,6
22,2,0,2,.400,2,2,.400,5,0,,0,.400,5,0,,0,3,0,NBA,21,Jeff Turner,2,6,1019,PF,4,False,1984-85,0,NJN,0,4
23,3,0,3,.333,1,1,.333,3,0,,0,.333,3,1,1.000,1,3,0,NBA,18,Jeff Turner,0,7,1019,PF,3,False,1985-86,0,NJN,4,3
32,11,3,21,.563,17,6,.333,18,11,.500,22,.425,40,4,1.000,4,18,0,NBA,179,Jeff Turner,4,44,1019,PF,49,False,1994-95,4,ORL,6,25
24,2,,,,2,,,,,,,.333,6,1,.333,3,2,,NBA,16,Jack Turner,,1,1021,SF,5,False,1954-55,,NYK,,4
24,8,1,5,.350,7,7,.350,20,0,,0,.350,20,0,,0,8,,NBA,53,Elston Turner,5,4,1025,SF,14,False,1983-84,6,DAL,3,10
25,46,1,43,.500,50,48,.480,100,2,1.000,2,.490,102,12,.632,19,15,4,NBA,358,Elston Turner,30,42,1025,SF,114,False,1984-85,17,DEN,26,73
26,22,0,17,.546,29,28,.528,53,1,1.000,1,.537,54,7,.875,8,10,0,NBA,196,Elston Turner,12,19,1025,SG,66,False,1985-86,7,DEN,5,29
27,1,0,1,.800,4,4,.800,5,0,,0,.800,5,0,,0,3,0,NBA,25,Elston Turner,1,3,1025,SF,8,False,1986-87,2,CHI,0,2
28,6,0,4,.167,1,1,.167,6,0,,0,.167,6,0,,0,4,0,NBA,29,Elston Turner,1,2,1025,SF,2,False,1987-88,0,CHI,1,5
29,3,0,9,.462,6,6,.500,12,0,.000,1,.462,13,2,.333,6,3,0,NBA,74,Elston Turner,2,9,1025,SF,14,False,1988-89,1,DEN,0,11
23,10,,,,19,,,,,,,.475,40,9,.750,12,9,,NBA,148,Bill Turner,,30,1026,SF,47,False,1967-68,,SFW,,29
24,7,,,,13,,,,,,,.371,35,7,.636,11,6,,NBA,96,Bill Turner,,14,1026,SF,33,False,1968-69,,SFW,,25
26,1,,,,1,,,,,,,.200,5,4,.667,6,2,,NBA,18,Bill Turner,,2,1026,SF,6,False,1970-71,,SFW,,3
27,0,,,,2,,,,,,,1.000,2,0,,0,3,,NBA,9,Bill Turner,,0,1026,PF,4,False,1971-72,,GSW,,3
28,0,,,,2,,,,,,,.400,5,2,1.000,2,2,,NBA,13,Bill Turner,,1,1026,PF,6,False,1972-73,,LAL,,2
26,35,0,11,.469,21,18,.462,39,3,.333,9,.438,48,13,.813,16,8,0,NBA,189,Andre Turner,2,12,1027,PG,58,False,1990-91,11,PHI,8,13
21,11,1,21,.522,20,12,.375,32,8,.571,14,.435,46,12,1.000,12,8,0,NBA,141,Hedo Turkoglu,7,18,1028,SF,60,False,2000-01,3,SAC,6,28
22,23,9,66,.445,55,43,.417,103,12,.353,34,.401,137,16,.516,31,16,8,NBA,443,Hedo Turkoglu,17,49,1028,SF,138,False,2001-02,6,SAC,23,83
23,14,5,24,.400,18,14,.389,36,4,.286,14,.360,50,13,.722,18,10,5,NBA,174,Hedo Turkoglu,5,19,1028,SF,53,False,2002-03,12,SAC,5,29
24,15,1,40,.407,26,12,.308,39,14,.333,42,.321,81,11,.611,18,10,10,NBA,271,Hedo Turkoglu,5,20,1028,SF,77,False,2003-04,9,SAS,16,45
27,14,4,11,.530,25,22,.537,41,3,.333,9,.500,50,2,.500,4,4,4,NBA,156,Hedo Turkoglu,2,14,1028,SF,55,False,2006-07,5,ORL,10,13
28,55,2,50,.482,63,53,.500,106,10,.286,35,.447,141,39,.848,46,10,10,NBA,399,Hedo Turkoglu,14,35,1028,SF,175,False,2007-08,8,ORL,38,64
29,116,4,100,.481,126,94,.443,212,32,.386,83,.427,295,94,.817,115,24,24,NBA,934,Hedo Turkoglu,9,80,1028,SF,378,False,2008-09,18,ORL,64,109
31,22,1,18,.346,20,13,.342,38,7,.233,30,.294,68,8,.571,14,6,6,NBA,209,Hedo Turkoglu,1,18,1028,SF,55,False,2010-11,8,ORL,7,19
32,12,4,10,.427,15,10,.345,29,5,.417,12,.366,41,7,.636,11,5,5,NBA,162,Hedo Turkoglu,4,18,1028,SF,42,False,2011-12,5,ORL,9,14
34,1,0,5,.615,6,2,.667,3,4,.400,10,.462,13,0,,0,5,0,NBA,41,Hedo Turkoglu,0,3,1028,SF,16,False,2013-14,3,LAC,0,5
35,4,1,6,.294,4,2,.500,4,2,.154,13,.235,17,0,,0,11,0,NBA,55,Hedo Turkoglu,1,10,1028,SF,10,False,2014-15,4,LAC,2,7
23,0,0,2,.200,1,1,.250,4,0,.000,1,.200,5,2,1.000,2,2,0,NBA,10,Mirsad Turkcan,0,1,1029,PF,4,False,1999-00,0,MIL,3,2
23,0,1,3,.600,3,3,.600,5,0,,0,.600,5,5,.833,6,3,0,NBA,25,Ronny Turiaf,4,5,1030,C,11,False,2005-06,0,LAL,2,7
24,1,1,6,.357,5,5,.357,14,0,,0,.357,14,7,.700,10,4,0,NBA,48,Ronny Turiaf,6,8,1030,C,17,False,2006-07,2,LAL,1,12
25,5,18,21,.389,14,14,.389,36,0,,0,.389,36,10,.588,17,19,0,NBA,187,Ronny Turiaf,6,41,1030,C,38,False,2007-08,2,LAL,9,27
28,4,6,7,.667,8,8,.667,12,0,,0,.667,12,7,.700,10,4,4,NBA,75,Ronny Turiaf,4,4,1030,C,23,False,2010-11,1,NYK,3,11
29,1,8,20,.556,10,10,.556,18,0,,0,.556,18,3,.273,11,12,7,NBA,121,Ronny Turiaf,11,23,1030,C,23,True,2011-12,1,MIA,6,31
30,0,3,4,.700,7,7,.700,10,0,,0,.700,10,2,.500,4,5,0,NBA,59,Ronny Turiaf,4,14,1030,C,16,False,2012-13,1,LAC,2,8
23,5,0,7,.633,9,8,.615,13,1,.500,2,.600,15,7,.700,10,6,,NBA,85,Trent Tucker,2,7,1031,SG,26,False,1982-83,2,NYK,2,9
24,27,3,12,.506,42,41,.519,79,1,.200,5,.500,84,6,.600,10,12,,NBA,254,Trent Tucker,6,32,1031,SG,91,False,1983-84,11,NYK,12,18
28,4,0,2,.579,8,2,.333,6,6,.462,13,.421,19,3,.750,4,4,0,NBA,71,Trent Tucker,0,4,1031,SG,25,False,1987-88,3,NYK,1,2
29,14,2,10,.595,27,12,.462,26,15,.469,32,.466,58,2,.500,4,9,0,NBA,159,Trent Tucker,9,20,1031,SG,71,False,1988-89,10,NYK,6,19
30,20,0,9,.491,22,12,.429,28,10,.370,27,.400,55,6,1.000,6,10,0,NBA,178,Trent Tucker,5,19,1031,SG,60,False,1989-90,10,NYK,6,14
31,9,0,9,.440,9,5,.333,15,4,.400,10,.360,25,2,1.000,2,3,2,NBA,66,Trent Tucker,3,7,1031,SG,24,False,1990-91,1,NYK,1,12
32,2,0,2,.464,6,5,.556,9,1,.200,5,.429,14,1,1.000,1,3,0,NBA,38,Trent Tucker,1,3,1031,SG,14,False,1991-92,0,SAS,3,3
33,19,0,13,.543,19,7,.350,20,12,.462,26,.413,46,3,.500,6,19,0,NBA,208,Trent Tucker,4,15,1031,SG,53,True,1992-93,7,CHI,7,17
22,1,,,,8,,,,,,,.296,27,8,.889,9,9,,NBA,59,Jim Tucker,,13,1032,PF,24,True,1954-55,,SYR,,15
23,2,,,,13,,,,,,,.382,34,6,.750,8,6,,NBA,72,Jim Tucker,,15,1032,PF,32,False,1955-56,,SYR,,25
26,0,,,1.000,2,2,1.000,2,,,,1.000,2,0,,0,4,,NBA,5,Al Tucker,,0,1035,PF,4,False,1969-70,,BAL,,0
27,12,,28,.438,28,27,.458,59,1,.167,6,.431,65,19,.826,23,6,,ABA,165,Al Tucker,4,20,1035,PF,76,False,1970-71,,FLO,11,32
28,4,,,.250,5,5,.263,19,0,.000,1,.250,20,0,.000,1,3,,ABA,51,Al Tucker,,8,1035,PF,10,False,1971-72,,FLO,3,14
22,2,0,1,.000,0,0,.000,2,0,.000,1,.000,3,1,.500,2,4,0,NBA,8,Nikoloz Tskitishvili,0,1,1036,SF,1,False,2005-06,0,PHO,1,1
27,14,,,,25,,,,,,,.294,85,19,.655,29,11,,NBA,239,Lou Tsioropoulos,,40,1037,SF,69,False,1957-58,,BOS,,64
22,1,,,,5,,,,,,,.625,8,0,,0,3,,NBA,11,John Tschogl,,0,1038,SF,10,False,1972-73,,ATL,,4
21,0,7,18,.375,6,6,.375,16,0,,0,.375,16,0,,0,4,4,NBA,75,Jake Tsakalidis,10,11,1039,C,12,False,2000-01,0,PHO,1,28
24,0,0,0,,0,0,,0,0,,0,,0,2,1.000,2,1,0,NBA,3,Jake Tsakalidis,0,0,1039,C,2,False,2003-04,0,MEM,3,0
26,2,1,7,.600,6,6,.600,10,0,,0,.600,10,1,.500,2,4,3,NBA,59,Jake Tsakalidis,4,13,1039,C,13,False,2005-06,1,MEM,7,11
27,0,0,3,,0,0,,0,0,,0,,0,2,1.000,2,1,0,NBA,3,Jake Tsakalidis,1,0,1039,C,2,False,2006-07,0,HOU,0,4
24,15,0,13,.471,48,48,.475,101,0,.000,1,.471,102,41,.804,51,5,,NBA,208,Kelly Tripucka,10,22,1042,SF,137,False,1983-84,11,DET,18,23
25,29,3,20,.415,49,49,.419,117,0,.000,1,.415,118,35,.875,40,9,9,NBA,288,Kelly Tripucka,19,22,1042,SF,133,False,1984-85,4,DET,19,39
26,9,2,13,.465,33,33,.465,71,0,,0,.465,71,21,.913,23,4,4,NBA,175,Kelly Tripucka,10,14,1042,SF,87,False,1985-86,3,DET,16,23
27,3,0,6,.700,14,14,.824,17,0,.000,3,.700,20,4,1.000,4,5,5,NBA,70,Kelly Tripucka,1,6,1042,SF,32,False,1986-87,4,UTA,7,7
28,1,0,0,.333,1,1,.333,3,0,,0,.333,3,0,,0,2,0,NBA,9,Kelly Tripucka,1,1,1042,SF,2,False,1987-88,0,UTA,1,1
30,16,,,,23,,,,,,,.451,51,19,.826,23,11,,NBA,148,John Tresvant,,22,1044,PF,65,False,1969-70,,LAL,,38
31,19,,,,56,,,,,,,.409,137,38,.667,57,18,,NBA,484,John Tresvant,,64,1044,PF,150,False,1970-71,,BAL,,134
32,6,,,,20,,,,,,,.417,48,7,.636,11,6,,NBA,180,John Tresvant,,23,1044,PF,47,False,1971-72,,BAL,,58
33,3,,,,5,,,,,,,.333,15,2,.500,4,5,,NBA,50,John Tresvant,,6,1044,PF,12,False,1972-73,,BAL,,16
21,0,0,1,.250,1,1,.250,4,0,,0,.250,4,0,,0,2,0,NBA,10,Gary Trent,0,3,1046,PF,2,False,1995-96,1,POR,0,1
22,4,1,7,.448,13,13,.464,28,0,.000,1,.448,29,6,.545,11,4,0,NBA,61,Gary Trent,5,11,1046,PF,32,False,1996-97,0,POR,6,12
27,1,0,4,.500,8,8,.500,16,0,,0,.500,16,3,.500,6,3,0,NBA,48,Gary Trent,5,8,1046,PF,19,False,2001-02,0,MIN,3,9
28,1,0,3,.357,5,5,.357,14,0,,0,.357,14,4,.667,6,6,0,NBA,42,Gary Trent,4,6,1046,SF,14,False,2002-03,1,MIN,4,7
29,2,0,6,.320,8,8,.348,23,0,.000,2,.320,25,5,.625,8,13,0,NBA,71,Gary Trent,6,11,1046,C,21,False,2003-04,0,MIN,3,12
21,2,4,6,.778,7,7,.778,9,0,,0,.778,9,2,.500,4,3,1,NBA,45,Robert Traylor,6,15,1047,C,16,False,1998-99,2,MIL,4,12
22,1,1,1,.000,0,0,.000,1,0,,0,.000,1,0,,0,1,0,NBA,4,Robert Traylor,1,2,1047,PF,0,False,1999-00,0,MIL,0,2
24,3,2,12,.350,7,7,.368,19,0,.000,1,.350,20,4,.667,6,8,0,NBA,62,Robert Traylor,4,15,1047,PF,18,False,2001-02,2,CHH,4,16
25,4,5,19,.455,10,10,.455,22,0,,0,.455,22,1,.250,4,6,0,NBA,94,Robert Traylor,11,17,1047,C,21,False,2002-03,3,NOH,6,30
26,1,1,9,.444,4,4,.444,9,0,,0,.444,9,2,.667,3,4,0,NBA,40,Robert Traylor,1,8,1047,C,10,False,2003-04,3,NOH,2,10
26,5,,,.242,8,8,.242,33,,,,.242,33,4,.571,7,10,,NBA,71,John Trapp,,9,1048,SF,20,True,1971-72,,LAL,,16
27,2,,3,.438,7,7,.438,16,0,,0,.438,16,8,.667,12,5,,ABA,51,John Trapp,4,13,1048,SF,22,False,1972-73,,DNR,1,7
23,5,,,,19,,,,,,,.432,44,3,.375,8,6,,NBA,66,George Trapp,,13,1049,PF,41,False,1971-72,,ATL,,18
24,3,,,,11,,,,,,,.344,32,3,.600,5,6,,NBA,99,George Trapp,,21,1049,PF,25,False,1972-73,,ATL,,21
25,2,5,18,,30,,,,,,,.588,51,2,1.000,2,7,,NBA,119,George Trapp,4,23,1049,PF,62,False,1973-74,0,DET,,22
26,4,0,17,,18,,,,,,,.545,33,5,.714,7,3,,NBA,81,George Trapp,5,6,1049,PF,41,False,1974-75,0,DET,,22
27,9,4,23,,37,,,,,,,.416,89,15,.833,18,9,,NBA,153,George Trapp,12,26,1049,PF,89,False,1975-76,4,DET,,35
23,5,0,1,.500,13,12,.500,24,1,.333,3,.481,27,6,.857,7,6,,NBA,60,Linton Townes,2,11,1051,SF,33,False,1982-83,0,POR,3,3
25,0,0,1,.500,4,4,.571,7,0,.000,1,.500,8,0,,0,2,0,NBA,6,Linton Townes,2,1,1051,SF,8,False,1984-85,0,SAS,0,3
22,6,0,0,.375,3,3,.375,8,0,,0,.375,8,4,.800,5,4,,ABA,30,Monte Towe,0,6,1054,PG,10,False,1975-76,1,DNA,5,0
23,1,0,0,.667,2,2,.667,3,,,,.667,3,0,,0,1,,NBA,6,Monte Towe,0,0,1054,PG,4,False,1976-77,0,DEN,,0
25,7,,,,2,,,,,,,.111,18,3,1.000,3,2,,NBA,68,Bill Tosheff,,9,1056,PG,7,False,1951-52,,INO,,6
26,4,,,,1,,,,,,,.063,16,7,1.000,7,2,,NBA,66,Bill Tosheff,,5,1056,PG,9,False,1952-53,,INO,,5
25,3,,,,4,,,,,,,.400,10,0,,0,5,,NBA,15,Gene Tormohlen,,6,1058,C,8,False,1962-63,,STL,,5
26,5,,,,5,,,,,,,.385,13,3,.600,5,6,,NBA,39,Gene Tormohlen,,10,1058,C,13,False,1963-64,,STL,,14
28,6,,,,2,,,,,,,.200,10,3,.750,4,6,,NBA,38,Gene Tormohlen,,7,1058,C,7,False,1965-66,,STL,,18
29,2,,,,11,,,,,,,.524,21,2,.400,5,6,,NBA,52,Gene Tormohlen,,11,1058,C,24,False,1966-67,,STL,,22
30,5,,,,2,,,,,,,.333,6,3,.750,4,3,,NBA,25,Gene Tormohlen,,4,1058,C,7,False,1967-68,,STL,,6
29,5,,,,13,,,,,,,.160,81,13,.684,19,6,,BAA,,Irv Torgoff,,23,1059,,39,False,1946-47,,WSC,,
31,2,,,,0,,,,,,,.000,3,0,,0,2,,BAA,,Irv Torgoff,,2,1059,,0,False,1948-49,,PHW,,
23,1,0,1,.000,0,0,.000,3,0,.000,1,.000,4,0,,0,4,,NBA,6,Bernard Toone,0,1,1060,PF,0,False,1979-80,0,PHI,0,1
26,0,,,,1,,,,,,,.200,5,5,.714,7,1,,BAA,,Jack Toomay,,6,1061,,7,False,1948-49,,BLB,,
25,1,0,0,.000,0,0,.000,1,0,.000,1,.000,2,0,,0,2,0,NBA,4,Andy Toolson,0,0,1062,SF,0,False,1990-91,1,UTA,0,0
25,2,0,0,.750,3,0,,0,3,.500,6,.500,6,2,1.000,2,3,0,NBA,15,Sedric Toney,0,4,1064,PG,11,False,1987-88,1,NYK,2,0
23,54,7,27,.431,77,76,.444,171,1,.111,9,.428,180,66,.815,81,16,,NBA,356,Andrew Toney,10,50,1065,SG,221,False,1980-81,11,PHI,54,37
24,102,2,31,.514,185,180,.514,350,5,.333,15,.507,365,82,.796,103,21,,NBA,707,Andrew Toney,20,86,1065,SG,457,False,1981-82,18,PHI,67,51
25,55,1,17,.470,87,87,.483,180,0,.000,5,.470,185,52,.754,69,12,,NBA,357,Andrew Toney,11,43,1065,SG,226,True,1982-83,11,PHI,45,28
26,19,1,6,.519,40,40,.556,72,0,.000,5,.519,77,23,.767,30,5,,NBA,180,Andrew Toney,5,24,1065,SG,103,False,1983-84,4,PHI,25,11
27,66,5,24,.494,83,77,.481,160,6,.429,14,.477,174,47,.770,61,13,13,NBA,442,Andrew Toney,8,46,1065,SG,219,False,1984-85,12,PHI,50,32
29,27,2,7,.382,13,13,.419,31,0,.000,3,.382,34,2,1.000,2,5,0,NBA,104,Andrew Toney,2,16,1065,SG,28,False,1986-87,2,PHI,16,9
26,23,4,42,.563,72,72,.563,128,,,,.563,128,40,.833,48,8,,NBA,304,Rudy Tomjanovich,22,17,1066,PF,184,False,1974-75,1,HOU,,64
28,24,3,41,.505,107,107,.505,212,,,,.505,212,29,.784,37,12,,NBA,457,Rudy Tomjanovich,24,36,1066,PF,243,False,1976-77,7,HOU,,65
30,2,1,7,.391,9,9,.391,23,,,,.391,23,2,.400,5,2,,NBA,64,Rudy Tomjanovich,7,1,1066,PF,20,False,1978-79,1,HOU,1,14
31,10,0,28,.383,24,23,.404,57,1,.143,7,.375,64,9,.692,13,7,,NBA,185,Rudy Tomjanovich,12,21,1066,PF,58,False,1979-80,2,HOU,14,40
32,0,0,4,.111,1,1,.167,6,0,.000,3,.111,9,4,.667,6,8,,NBA,31,Rudy Tomjanovich,2,3,1066,PF,6,False,1980-81,0,HOU,2,6
23,1,0,3,,1,,,,,,,.125,8,2,1.000,2,4,,NBA,22,Dean Tolson,4,3,1067,PF,4,False,1974-75,0,SEA,,7
25,8,4,18,.439,14,13,.433,30,1,.333,3,.424,33,3,.273,11,9,0,NBA,116,Tom Tolbert,0,29,1068,PF,32,False,1990-91,3,GSW,4,18
23,1,0,4,.600,3,3,.600,5,0,,0,.600,5,4,.500,8,4,,NBA,31,Ray Tolbert,1,7,1069,PF,10,False,1981-82,4,SEA,0,5
25,0,0,0,,0,0,,0,0,,0,,0,0,,0,1,,NBA,2,Ray Tolbert,0,0,1069,PF,0,False,1983-84,0,DET,0,0
26,8,,,,6,,,,,,,.194,31,19,.792,24,3,,NBA,,Mike Todorovich,,14,1070,,31,False,1949-50,,TRI,,
22,9,0,11,.613,19,19,.613,31,0,,0,.613,31,13,.565,23,4,0,NBA,108,Wayman Tisdale,5,17,1071,PF,51,False,1986-87,1,IND,5,16
30,11,4,24,.451,32,32,.457,70,0,.000,1,.451,71,9,.643,14,10,0,NBA,170,Wayman Tisdale,6,32,1071,PF,73,False,1994-95,0,PHO,6,30
31,2,1,1,.333,10,10,.333,30,0,,0,.333,30,1,.500,2,4,0,NBA,67,Wayman Tisdale,3,7,1071,PF,21,False,1995-96,1,PHO,1,4
32,0,0,5,.400,6,6,.400,15,0,,0,.400,15,0,,0,4,4,NBA,36,Wayman Tisdale,2,5,1071,PF,12,False,1996-97,0,PHO,1,7
23,25,0,8,.421,8,8,.444,18,0,.000,1,.421,19,2,.667,3,5,5,NBA,88,Jamaal Tinsley,2,12,1072,PG,18,False,2001-02,2,IND,12,10
24,39,0,12,.686,20,12,.545,22,8,.615,13,.571,35,3,.500,6,6,6,NBA,185,Jamaal Tinsley,6,20,1072,PG,51,False,2002-03,4,IND,8,18
25,80,3,40,.463,49,33,.478,69,16,.296,54,.398,123,15,.938,16,16,16,NBA,422,Jamaal Tinsley,6,56,1072,PG,129,False,2003-04,28,IND,31,46
26,51,3,24,.371,32,30,.423,71,2,.111,18,.360,89,12,.571,21,9,9,NBA,247,Jamaal Tinsley,6,31,1072,PG,78,False,2004-05,14,IND,27,30
27,1,0,0,.333,1,1,1.000,1,0,.000,2,.333,3,0,,0,1,0,NBA,7,Jamaal Tinsley,0,1,1072,PG,2,False,2005-06,1,IND,1,0
33,12,0,2,.275,5,4,.250,16,1,.250,4,.250,20,4,1.000,4,4,0,NBA,65,Jamaal Tinsley,0,7,1072,PG,15,False,2011-12,2,UTA,6,2
23,16,,,.462,41,39,.453,86,2,.400,5,.451,91,32,.727,44,12,,ABA,270,George Tinsley,,32,1073,SF,116,False,1969-70,,KEN,16,64
25,3,,,.600,3,3,1.000,3,0,.000,2,.600,5,0,,0,3,,ABA,14,George Tinsley,,3,1073,SF,6,False,1971-72,,FLO,2,1
33,1,,,,5,,,,,,,.263,19,3,.600,5,3,,BAA,,Hal Tidrick,,16,1077,,13,False,1948-49,,BLB,,
22,10,,,,42,,,,,,,.438,96,36,.679,53,12,,NBA,410,Nate Thurmond,,46,1079,PF,120,False,1963-64,,SFW,,148
25,47,,,,93,,,,,,,.433,215,52,.571,91,15,,NBA,690,Nate Thurmond,,52,1079,C,238,False,1966-67,,SFW,,346
27,28,,,,40,,,,,,,.392,102,20,.588,34,6,,NBA,263,Nate Thurmond,,18,1079,C,100,False,1968-69,,SFW,,117
29,15,,,,36,,,,,,,.371,97,16,.800,20,5,,NBA,192,Nate Thurmond,,20,1079,C,88,False,1970-71,,SFW,,51
30,26,,,,53,,,,,,,.434,122,21,.750,28,5,,NBA,230,Nate Thurmond,,12,1079,C,127,False,1971-72,,GSW,,89
31,40,,,,64,,,,,,,.398,161,32,.800,40,11,,NBA,460,Nate Thurmond,,30,1079,C,160,False,1972-73,,GSW,,145
33,31,21,63,,14,,,,,,,.368,38,18,.486,37,13,,NBA,254,Nate Thurmond,24,36,1079,C,46,False,1974-75,5,CHI,,87
34,28,29,79,,37,,,,,,,.468,79,13,.406,32,13,,NBA,375,Nate Thurmond,38,52,1079,C,87,False,1975-76,6,CLE,,117
35,0,1,1,,0,,,,,,,,0,0,,0,1,,NBA,1,Nate Thurmond,0,0,1079,C,0,False,1976-77,0,CLE,,1
22,1,0,1,.333,1,1,1.000,1,0,.000,2,.333,3,0,,0,3,,NBA,6,Sedale Threatt,1,0,1080,PG,2,False,1983-84,1,PHI,2,2
23,5,0,0,.286,2,2,.286,7,0,,0,.286,7,0,,0,4,0,NBA,28,Sedale Threatt,1,2,1080,PG,4,False,1984-85,1,PHI,3,1
24,42,2,19,.469,67,67,.475,141,0,.000,2,.469,143,26,.788,33,12,0,NBA,312,Sedale Threatt,6,35,1080,SG,160,False,1985-86,23,PHI,15,25
25,16,0,3,.471,8,8,.471,17,0,,0,.471,17,4,1.000,4,3,0,NBA,70,Sedale Threatt,2,11,1080,PG,20,False,1986-87,1,CHI,2,5
26,11,0,9,.412,14,14,.424,33,0,.000,1,.412,34,4,1.000,4,5,0,NBA,80,Sedale Threatt,2,7,1080,PG,32,False,1987-88,1,SEA,5,11
27,49,0,10,.482,39,38,.487,78,1,.250,4,.476,82,17,.850,20,8,1,NBA,201,Sedale Threatt,3,22,1080,PG,96,False,1988-89,17,SEA,11,13
29,17,0,7,.571,30,26,.578,45,4,.364,11,.536,56,9,.900,10,5,5,NBA,136,Sedale Threatt,1,14,1080,PG,73,False,1990-91,5,SEA,8,8
30,17,0,8,.543,24,22,.512,43,2,.667,3,.522,46,9,.750,12,4,4,NBA,162,Sedale Threatt,0,11,1080,PG,59,False,1991-92,2,LAL,11,8
31,40,1,14,.455,39,36,.474,76,3,.231,13,.438,89,9,.750,12,5,5,NBA,205,Sedale Threatt,3,19,1080,PG,90,False,1992-93,13,LAL,12,17
33,2,0,0,.250,1,1,.500,2,0,.000,2,.250,4,0,,0,1,0,NBA,11,Sedale Threatt,0,2,1080,PG,2,False,1994-95,1,LAL,0,0
34,4,0,2,.278,4,2,.286,7,2,.182,11,.222,18,0,,0,4,0,NBA,57,Sedale Threatt,1,4,1080,PG,10,False,1995-96,2,LAL,3,3
35,48,4,15,.473,22,13,.500,26,9,.300,30,.393,56,6,.750,8,16,0,NBA,266,Sedale Threatt,2,35,1080,SG,59,False,1996-97,6,HOU,12,17
22,6,,,.390,23,23,.442,52,0,.000,7,.390,59,21,.618,34,7,,ABA,118,Dallas Thornton,,9,1082,SF,67,False,1968-69,,MMF,8,23
23,0,1,4,.231,3,3,.231,13,0,,0,.231,13,6,.462,13,3,0,NBA,35,Otis Thorpe,8,4,1081,PF,12,False,1985-86,0,SAC,1,12
26,12,1,14,.649,24,24,.649,37,0,,0,.649,37,16,.762,21,4,4,NBA,152,Otis Thorpe,6,17,1081,PF,64,False,1988-89,5,HOU,15,20
27,7,0,19,.600,27,27,.600,45,0,,0,.600,45,26,.684,38,4,4,NBA,164,Otis Thorpe,14,12,1081,PF,80,False,1989-90,5,HOU,9,33
28,8,0,18,.579,22,22,.579,38,0,,0,.579,38,3,.500,6,3,3,NBA,116,Otis Thorpe,7,8,1081,PF,47,False,1990-91,2,HOU,6,25
30,31,1,67,.635,73,73,.635,115,0,,0,.635,115,28,.651,43,12,12,NBA,419,Otis Thorpe,36,35,1081,PF,174,False,1992-93,6,HOU,17,103
31,54,10,160,.575,111,110,.573,192,1,.500,2,.572,194,38,.567,67,23,23,NBA,854,Otis Thorpe,68,86,1081,PF,261,True,1993-94,13,HOU,37,228
