age,avg_dist,fg2_dunk,fg2_pct,fg2_pct_ast,fg2a_pct_fga,fg3_heave,fg3_pct,fg3_pct_ast,fg3_pct_corner,fg3a_heave,fg3a_pct_fga,fg_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,g,lg_id,mp,name,pct_fg2_dunk,pct_fg3a_corner,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,pid,pos,ring,season,team_id
19,9.5,1,.500,1.000,1.000,0,,,,0,.000,.500,1.000,,,.000,1,NBA,8,DeShawn Stevenson,.500,,.500,.000,.000,.500,1809,SG,False,2000-01,UTA
21,19.5,0,.462,.667,.867,0,.000,,,1,.133,.400,.500,,1.000,.333,4,NBA,37,DeShawn Stevenson,.000,.000,.133,.000,.133,.600,1809,SG,False,2002-03,UTA
25,15.0,0,.222,.333,.587,0,.158,1.000,.000,0,.413,.196,.400,.000,.000,.000,4,NBA,122,DeShawn Stevenson,.022,.368,.326,.022,.043,.196,1809,SG,False,2006-07,WAS
26,19.1,1,.333,.125,.400,0,.389,.929,.400,1,.600,.367,.333,.500,.000,.300,6,NBA,196,DeShawn Stevenson,.017,.417,.150,.067,.017,.167,1809,SG,False,2007-08,WAS
28,24.0,0,,,.000,0,.000,,.000,0,1.000,.000,,,,,2,NBA,6,DeShawn Stevenson,.000,.333,.000,.000,.000,.000,1809,SG,False,2009-10,DAL
29,22.0,0,.133,.500,.181,0,.397,.815,.545,1,.819,.349,.200,.000,.000,.200,21,NBA,332,DeShawn Stevenson,.000,.324,.060,.048,.012,.060,1809,SG,True,2010-11,DAL
31,31.2,0,,,.000,0,.600,1.000,1.000,1,1.000,.600,,,,,4,NBA,45,DeShawn Stevenson,.000,.200,.000,.000,.000,.000,1809,SG,False,2012-13,ATL
35,13.5,0,.375,1.000,.667,0,.250,1.000,,0,.333,.333,.750,.000,,.000,3,NBA,36,John Starks,.000,.000,.333,.083,.000,.250,1795,SG,False,2000-01,UTA
27,14.8,4,.313,.457,.679,0,.340,.889,.316,0,.321,.321,.514,.316,.238,.162,10,NBA,361,Jerry Stackhouse,.024,.358,.212,.115,.127,.224,1788,SF,False,2001-02,DET
30,13.3,4,.382,.346,.773,0,.400,.938,.529,0,.227,.386,.396,.231,.531,.302,13,NBA,403,Jerry Stackhouse,.034,.425,.273,.074,.182,.244,1788,SG,False,2004-05,DAL
31,13.9,9,.422,.225,.764,0,.338,1.000,.410,0,.236,.402,.537,.345,.409,.371,22,NBA,711,Jerry Stackhouse,.047,.600,.196,.105,.239,.225,1788,SG,False,2005-06,DAL
32,17.6,3,.343,.833,.530,0,.355,.818,.438,0,.470,.348,.556,.500,.333,.154,6,NBA,169,Jerry Stackhouse,.045,.516,.136,.061,.136,.197,1788,SF,False,2006-07,DAL
33,14.9,2,.385,.700,.684,0,.167,1.000,.000,0,.316,.316,.444,.000,.400,.364,5,NBA,102,Jerry Stackhouse,.053,.667,.237,.026,.132,.289,1788,SG,False,2007-08,DAL
35,15.7,2,.321,.556,.651,0,.333,1.000,.833,1,.349,.326,.455,.000,.250,.250,7,NBA,144,Jerry Stackhouse,.047,.400,.256,.023,.186,.186,1788,SG,False,2009-10,MIL
38,21.9,0,.333,1.000,.300,0,.000,,.000,0,.700,.100,,,,.333,4,NBA,28,Jerry Stackhouse,.000,.857,.000,.000,.000,.300,1788,SF,False,2012-13,BRK
30,12.6,0,.444,.250,.837,0,.214,1.000,.500,0,.163,.407,.810,.250,.235,.364,5,NBA,212,Latrell Sprewell,.000,.143,.244,.140,.198,.256,1783,SF,False,2000-01,NYK
33,16.3,4,.437,.430,.689,0,.385,.865,.343,0,.311,.421,.634,.346,.415,.387,18,NBA,771,Latrell Sprewell,.013,.365,.133,.084,.172,.301,1783,SF,False,2003-04,MIN
26,2.4,0,.625,.600,1.000,0,,,,0,.000,.625,.750,.250,,,3,NBA,50,Tiago Splitter,.000,,.750,.250,.000,.000,1780,C,False,2010-11,SAS
27,2.4,4,.638,.833,1.000,0,,,,0,.000,.638,.853,.077,,,13,NBA,168,Tiago Splitter,.106,,.723,.277,.000,.000,1780,C,False,2011-12,SAS
28,3.8,8,.542,.778,.988,0,.000,,,0,.012,.536,.660,.400,.000,.000,19,NBA,388,Tiago Splitter,.119,.000,.595,.357,.024,.012,1780,PF,False,2012-13,SAS
29,3.2,12,.616,.787,.990,0,.000,,,1,.010,.610,.720,.261,,1.000,23,NBA,516,Tiago Splitter,.130,.000,.750,.230,.000,.010,1780,C,True,2013-14,SAS
30,2.8,1,.375,.778,1.000,0,,,,0,.000,.375,.444,.167,,,7,NBA,123,Tiago Splitter,.042,,.750,.250,.000,.000,1780,C,False,2014-15,SAS
33,,0,,,,0,,,,0,,,,,,,2,NBA,4,Felton Spencer,,,,,,,1777,C,False,2000-01,NYK
24,0.0,0,.500,.000,1.000,0,,,,0,.000,.500,.500,,,,1,NBA,3,Vassilis Spanoulis,.000,,1.000,.000,.000,.000,1769,SG,False,2006-07,HOU
25,1.1,3,.625,.800,1.000,0,,,,0,.000,.625,.692,.333,,,7,NBA,85,Darius Songaila,.188,,.813,.188,.000,.000,1762,PF,False,2003-04,SAC
26,7.5,1,.421,.625,1.000,0,,,,0,.000,.421,.400,.250,1.000,.500,5,NBA,75,Darius Songaila,.053,,.263,.421,.105,.211,1762,PF,False,2004-05,SAC
28,9.4,0,.513,.550,.951,0,.000,,,0,.049,.488,.643,.400,.500,.444,4,NBA,90,Darius Songaila,.000,.000,.341,.244,.146,.220,1762,PF,False,2006-07,WAS
29,7.9,0,.421,.875,1.000,0,,,,0,.000,.421,.333,.667,.500,.400,5,NBA,77,Darius Songaila,.000,,.474,.158,.105,.263,1762,C,False,2007-08,WAS
23,16.7,0,1.000,1.000,.333,0,.000,,.000,0,.667,.333,1.000,,,,3,NBA,9,Kirk Snyder,.000,.500,.333,.000,.000,.000,1754,SF,False,2006-07,HOU
27,11.6,0,.429,.678,.967,0,.000,,.000,0,.033,.414,.561,.147,.535,.368,23,NBA,717,Eric Snow,.005,.143,.195,.162,.338,.271,1752,PG,False,2000-01,PHI
28,14.3,0,.340,.588,.893,0,.167,1.000,.500,0,.107,.321,.286,.429,.444,.296,5,NBA,171,Eric Snow,.000,.333,.125,.125,.161,.482,1752,PG,False,2001-02,PHI
29,13.0,0,.457,.643,.902,0,.100,1.000,.000,0,.098,.422,.560,.200,.300,.541,12,NBA,415,Eric Snow,.000,.100,.245,.098,.196,.363,1752,PG,False,2002-03,PHI
32,10.2,0,.427,.563,.987,0,.000,,,0,.013,.421,.516,.000,.278,.458,13,NBA,408,Eric Snow,.000,.000,.408,.026,.237,.316,1752,PG,False,2005-06,CLE
33,12.1,0,.343,.667,.921,0,.000,,,1,.079,.316,.308,.200,.250,.556,19,NBA,244,Eric Snow,.000,.000,.342,.132,.211,.237,1752,PG,False,2006-07,CLE
31,13.6,1,.522,.417,.676,0,.364,1.000,1.000,0,.324,.471,.727,.250,1.000,.286,3,NBA,122,Steve Smith,.029,.182,.324,.118,.029,.206,1742,SG,False,2000-01,POR
32,16.2,0,.449,.182,.563,0,.263,.900,.385,1,.437,.368,.615,.333,.500,.364,10,NBA,298,Steve Smith,.000,.342,.149,.172,.115,.126,1742,SG,False,2001-02,SAS
33,16.3,0,.250,.667,.500,0,.167,1.000,.143,0,.500,.208,.250,.000,.250,.500,9,NBA,66,Steve Smith,.000,.583,.167,.083,.167,.083,1742,SG,True,2002-03,SAS
34,17.1,1,.400,.333,.577,0,.545,1.000,.500,0,.423,.462,1.000,.000,.333,.333,5,NBA,46,Steve Smith,.038,.182,.115,.115,.231,.115,1742,SG,False,2003-04,NOH
35,17.5,0,.000,,1.000,0,,,,0,.000,.000,,,,.000,3,NBA,8,Steve Smith,.000,,.000,.000,.000,1.000,1742,SG,False,2004-05,MIA
23,,0,,,,0,,,,0,,,,,,,2,NBA,3,Russ Smith,,,,,,,1739,PG,False,2014-15,MEM
22,12.2,6,.457,.594,.795,0,.167,1.000,.000,0,.205,.398,.563,.455,.200,.364,7,NBA,237,Josh Smith,.080,.111,.364,.125,.057,.250,1722,PF,False,2007-08,ATL
23,9.4,17,.451,.738,.906,0,.133,1.000,.000,0,.094,.421,.709,.359,.067,.314,11,NBA,410,Josh Smith,.138,.267,.346,.245,.094,.220,1722,PF,False,2008-09,ATL
24,6.9,13,.488,.433,.953,0,.333,1.000,1.000,0,.047,.481,.582,.385,.167,.417,11,NBA,392,Josh Smith,.101,.167,.519,.202,.047,.186,1722,PF,False,2009-10,ATL
25,11.0,13,.449,.591,.860,0,.125,1.000,.000,0,.140,.404,.698,.400,.286,.214,12,NBA,438,Josh Smith,.082,.292,.310,.263,.041,.246,1722,PF,False,2010-11,ATL
26,11.9,7,.405,.529,.955,0,.000,,.000,0,.045,.386,.607,.300,.333,.300,5,NBA,196,Josh Smith,.102,.500,.318,.114,.068,.455,1722,PF,False,2011-12,ATL
27,12.3,10,.486,.471,.778,0,.250,1.000,.333,0,.222,.433,.760,.273,.333,.400,6,NBA,199,Josh Smith,.111,.300,.278,.244,.033,.222,1722,PF,False,2012-13,ATL
29,12.6,7,.472,.517,.634,0,.380,.667,.182,0,.366,.438,.660,.357,.200,.429,17,NBA,396,Josh Smith,.041,.155,.258,.289,.052,.036,1722,PF,False,2014-15,HOU
30,18.4,0,.400,.000,.385,0,.500,1.000,1.000,0,.615,.462,1.000,.333,.000,,4,NBA,38,Josh Smith,.000,.125,.077,.231,.077,.000,1722,PF,False,2015-16,HOU
26,9.4,0,.429,.333,1.000,0,,,,0,.000,.429,.667,.000,,.333,3,NBA,43,Joe Smith,.000,,.429,.143,.000,.429,1720,C,False,2001-02,MIN
27,13.8,0,.667,1.000,1.000,0,,,,0,.000,.667,1.000,1.000,,.500,5,NBA,40,Joe Smith,.000,,.167,.167,.000,.667,1720,SF,False,2002-03,MIN
28,6.9,5,.500,.815,.982,0,.000,,,0,.018,.491,.500,.750,.300,.600,5,NBA,175,Joe Smith,.091,.000,.545,.073,.182,.182,1720,PF,False,2003-04,MIL
30,13.2,0,.485,.813,1.000,0,,,,0,.000,.485,.400,1.000,.500,.438,5,NBA,106,Joe Smith,.000,,.152,.061,.303,.485,1720,PF,False,2005-06,MIL
32,11.0,5,.493,.778,.986,0,.000,,,1,.014,.486,.643,.409,.647,.350,13,NBA,263,Joe Smith,.068,.000,.189,.297,.230,.270,1720,PF,False,2007-08,CLE
33,11.6,3,.444,.850,.900,0,.600,1.000,.600,0,.100,.460,.667,.500,.286,.294,13,NBA,218,Joe Smith,.080,1.000,.300,.120,.140,.340,1720,C,False,2008-09,CLE
34,10.7,0,.000,,1.000,0,,,,0,.000,.000,.000,,.000,.000,5,NBA,24,Joe Smith,.000,,.333,.000,.333,.333,1720,PF,False,2009-10,ATL
35,17.0,0,.000,,1.000,0,,,,0,.000,.000,,,,.000,5,NBA,11,Joe Smith,.000,,.000,.000,.000,1.000,1720,PF,False,2010-11,LAL
26,16.0,0,.500,.000,1.000,0,,,,0,.000,.500,,,1.000,.000,4,NBA,10,Jabari Smith,.000,,.000,.000,.500,.500,1717,C,False,2003-04,SAC
27,,0,,,,0,,,,0,,,,,,,3,NBA,4,Jabari Smith,,,,,,,1717,PF,False,2004-05,NJN
22,1.9,3,.667,.500,1.000,0,,,,0,.000,.667,.750,.000,,,5,NBA,59,Greg Smith,.333,,.889,.111,.000,.000,1716,C,False,2012-13,HOU
24,,0,,,,0,,,,0,,,,,,,1,NBA,1,Greg Smith,,,,,,,1716,PF,False,2014-15,DAL
26,14.3,0,.667,.000,1.000,0,,,,0,.000,.667,,1.000,1.000,.000,4,NBA,19,Charles Smith,.000,,.000,.333,.333,.333,1701,SG,False,2001-02,SAS
22,11.8,0,.000,,.750,0,1.000,1.000,,0,.250,.250,.000,.000,.000,,6,NBA,11,Tamar Slay,.000,.000,.250,.250,.250,.000,1687,SG,False,2002-03,NJN
23,16.0,0,.250,1.000,.800,0,.000,,,0,.200,.200,.000,,,.333,6,NBA,12,Tamar Slay,.000,.000,.200,.000,.000,.600,1687,SG,False,2003-04,NJN
30,4.3,1,.375,.667,1.000,0,,,,0,.000,.375,.375,.429,,.000,4,NBA,52,Reggie Slater,.063,,.500,.438,.000,.063,1684,PF,False,2000-01,MIN
26,11.2,0,.200,1.000,.833,0,.000,,,0,.167,.167,.333,,.000,.000,8,NBA,38,Brian Skinner,.000,.000,.500,.000,.167,.167,1680,PF,False,2002-03,PHI
27,3.6,2,.524,.455,1.000,0,,,,0,.000,.524,.667,.429,.000,,5,NBA,94,Brian Skinner,.095,,.571,.333,.095,.000,1680,C,False,2003-04,MIL
28,1.0,1,.500,.500,1.000,0,,,,0,.000,.500,.500,,,,4,NBA,47,Brian Skinner,.125,,1.000,.000,.000,.000,1680,C,False,2004-05,SAC
31,10.5,0,.500,.500,1.000,0,,,,0,.000,.500,.000,1.000,.000,1.000,4,NBA,21,Brian Skinner,.250,,.250,.250,.250,.250,1680,C,False,2007-08,PHO
24,24.3,0,1.000,.000,.333,0,.000,,,0,.667,.333,,,,1.000,7,NBA,12,James Singleton,.000,.000,.000,.000,.000,.333,1673,SF,False,2005-06,LAC
27,19.5,0,.600,1.000,.500,0,.400,1.000,.500,0,.500,.500,.000,,,.750,9,NBA,42,James Singleton,.100,.400,.100,.000,.000,.400,1673,PF,False,2008-09,DAL
25,16.8,0,.300,.556,.714,0,.417,1.000,.250,0,.286,.333,.333,1.000,.286,.250,5,NBA,159,Bobby Simmons,.000,.333,.143,.024,.167,.381,1655,SF,False,2005-06,MIL
31,15.1,1,.800,.500,.556,0,.250,1.000,.000,0,.444,.556,1.000,.000,1.000,1.000,4,NBA,32,Bobby Simmons,.111,.500,.222,.111,.111,.111,1655,SF,False,2011-12,LAC
22,13.3,0,.000,,1.000,0,,,,0,.000,.000,,.000,.000,.000,2,NBA,7,Wayne Simien,.000,,.000,.333,.333,.333,1654,PF,True,2005-06,MIA
34,14.2,0,.395,.706,.597,0,.345,1.000,.500,0,.403,.375,.444,.400,.000,.375,16,NBA,290,Brian Shaw,.000,.069,.250,.208,.028,.111,1623,SG,True,2000-01,LAL
35,16.7,0,.387,.750,.492,0,.281,.889,.000,0,.508,.333,.412,.333,.333,.375,19,NBA,238,Brian Shaw,.000,.094,.270,.048,.048,.127,1623,PG,True,2001-02,LAL
36,18.3,0,.391,.111,.469,0,.231,.833,.250,0,.531,.306,.833,.286,.200,.200,12,NBA,215,Brian Shaw,.000,.154,.122,.143,.102,.102,1623,PG,False,2002-03,LAL
25,7.0,0,.375,.333,1.000,0,,,,0,.000,.375,.750,.000,.000,.000,4,NBA,60,Ansu Sesay,.000,,.500,.125,.125,.250,1605,SF,False,2001-02,SEA
20,,0,,,,0,,,,0,,,,,,,1,NBA,0,Josh Selby,,,,,,,1596,PG,False,2011-12,MEM
28,16.5,0,.500,.000,.500,0,.000,,,0,.500,.250,1.000,.000,,,7,NBA,13,Shawnelle Scott,.000,.000,.250,.250,.000,.000,1584,C,False,2000-01,SAS
27,5.1,0,.455,.633,.985,0,.000,,,0,.015,.448,.513,.267,.333,.556,6,NBA,220,Luis Scola,.000,.000,.582,.224,.045,.134,1575,PF,False,2007-08,HOU
28,9.0,1,.494,.610,1.000,0,,,,0,.000,.494,.556,.450,.417,.459,13,NBA,424,Luis Scola,.006,,.404,.128,.077,.391,1575,PF,False,2008-09,HOU
33,12.0,1,.461,.702,.971,0,.333,1.000,,0,.029,.457,.733,.400,.250,.347,18,NBA,243,Luis Scola,.010,.000,.286,.143,.076,.467,1575,PF,False,2013-14,IND
35,18.2,0,.400,.500,.323,0,.190,1.000,.125,0,.677,.258,.500,.400,.000,,11,NBA,140,Luis Scola,.000,.381,.129,.161,.032,.000,1575,PF,False,2015-16,TOR
38,20.0,0,.667,1.000,.500,0,.667,1.000,.500,0,.500,.667,,,.500,1.000,3,NBA,32,Detlef Schrempf,.000,.667,.000,.000,.333,.167,1570,SF,False,2000-01,POR
23,0.0,0,1.000,.500,1.000,0,,,,0,.000,1.000,1.000,,,,3,NBA,17,Luke Schenscher,.000,,1.000,.000,.000,.000,1561,C,False,2005-06,CHI
23,14.7,0,.500,1.000,.667,0,.000,,,0,.333,.333,1.000,,,.000,6,NBA,14,Brian Scalabrine,.000,.000,.333,.000,.000,.333,1544,PF,False,2001-02,NJN
24,10.8,0,.667,.500,.750,0,.000,,,0,.250,.500,1.000,.000,1.000,,7,NBA,20,Brian Scalabrine,.000,.000,.250,.250,.250,.000,1544,PF,False,2002-03,NJN
25,15.6,1,.545,.500,.647,0,.833,1.000,1.000,0,.353,.647,.500,,1.000,.400,9,NBA,73,Brian Scalabrine,.059,.500,.235,.000,.118,.294,1544,PF,False,2003-04,NJN
26,14.0,0,.143,.000,.636,0,.250,1.000,.000,0,.364,.182,.000,.000,1.000,.000,4,NBA,61,Brian Scalabrine,.000,.250,.182,.182,.091,.182,1544,PF,False,2004-05,NJN
30,20.0,0,.391,.889,.442,0,.448,1.000,.467,0,.558,.423,.250,.333,.500,.429,12,NBA,246,Brian Scalabrine,.000,.517,.077,.058,.038,.269,1544,C,False,2008-09,BOS
31,,0,,,,0,,,,0,,,,,,,1,NBA,1,Brian Scalabrine,,,,,,,1544,PF,False,2009-10,BOS
23,17.6,0,.333,.000,.429,0,.250,1.000,.000,0,.571,.286,.500,,,.000,6,NBA,25,Jeryl Sasser,.000,.250,.286,.000,.000,.143,1535,SG,False,2002-03,ORL
24,3.0,0,.500,.000,1.000,0,,,,0,.000,.500,1.000,.000,,,1,NBA,12,Daniel Santiago,.000,,.500,.500,.000,.000,1531,C,False,2000-01,PHO
27,,0,,,,0,,,,0,,,,,,,1,NBA,1,Daniel Santiago,,,,,,,1531,C,False,2003-04,MIL
24,4.3,4,.576,.737,1.000,0,,,,0,.000,.576,.636,.400,.667,.333,4,NBA,113,Larry Sanders,.121,,.667,.152,.091,.091,1526,C,False,2012-13,MIL
23,23.0,0,,,.000,0,.000,,.000,0,1.000,.000,,,,,6,NBA,16,John Salmons,.000,1.000,.000,.000,.000,.000,1514,PG,False,2002-03,PHI
25,,0,,,,0,,,,0,,,,,,,2,NBA,4,John Salmons,,,,,,,1514,SG,False,2004-05,PHI
29,13.8,2,.449,.484,.645,0,.316,.500,.429,0,.355,.402,.559,.286,.385,.333,7,NBA,313,John Salmons,.019,.184,.318,.065,.121,.140,1514,SF,False,2008-09,CHI
30,12.6,1,.465,.225,.789,0,.174,1.000,.200,0,.211,.404,.514,.500,.556,.320,7,NBA,285,John Salmons,.009,.217,.321,.073,.165,.229,1514,SG,False,2009-10,MIL
34,21.4,0,.600,.667,.294,0,.167,1.000,.250,0,.706,.294,1.000,,.000,.667,6,NBA,77,John Salmons,.000,.333,.059,.000,.059,.176,1514,SG,False,2013-14,TOR
23,22.0,0,.000,,1.000,0,,,,0,.000,.000,,,,.000,2,NBA,4,Robert Sacre,.000,,.000,.000,.000,1.000,1510,C,False,2012-13,LAL
36,14.7,0,.519,.500,.931,0,.000,,,0,.069,.483,.833,.333,1.000,.412,3,NBA,104,Arvydas Sabonis,.000,.000,.207,.103,.034,.586,1509,C,False,2000-01,POR
38,4.8,3,.667,.750,1.000,0,,,,0,.000,.667,.762,.667,,.333,6,NBA,86,Arvydas Sabonis,.083,,.583,.250,.000,.167,1509,C,False,2002-03,POR
22,11.2,1,.394,.692,.868,0,.800,1.000,.000,0,.132,.447,.500,.333,.250,.429,5,NBA,97,Evan Turner,.026,.200,.316,.158,.211,.184,1507,SG,False,2010-11,PHI
23,9.3,6,.378,.518,.961,0,.000,,.000,0,.039,.364,.500,.241,.382,.290,13,NBA,449,Evan Turner,.039,.333,.351,.188,.221,.201,1507,SF,False,2011-12,PHI
25,15.2,0,.393,.273,.800,0,.571,1.000,1.000,0,.200,.429,.667,.333,.300,.417,12,NBA,149,Evan Turner,.000,.429,.086,.086,.286,.343,1507,SF,False,2013-14,IND
26,10.8,0,.350,.214,.909,0,.500,1.000,1.000,0,.091,.364,.333,.286,.467,.167,4,NBA,118,Evan Turner,.000,.250,.273,.159,.341,.136,1507,SG,False,2014-15,BOS
27,11.6,0,.394,.321,.835,0,.214,1.000,.200,0,.165,.365,.500,.143,.522,.133,6,NBA,214,Evan Turner,.000,.714,.306,.082,.271,.176,1507,SG,False,2015-16,BOS
28,15.3,1,.389,.429,.545,0,.333,.800,.333,0,.455,.364,.333,.400,.500,.000,4,NBA,124,Evan Turner,.030,.600,.182,.152,.182,.061,1507,SF,False,2016-17,POR
29,10.1,1,.385,.300,.788,0,.286,1.000,.200,0,.212,.364,.750,.250,.000,.000,3,NBA,87,Evan Turner,.030,.714,.364,.121,.242,.061,1507,SF,False,2017-18,POR
31,18.0,0,.429,.778,.429,0,.321,1.000,.353,0,.571,.367,.429,.286,.000,.667,10,NBA,251,P.J. Tucker,.000,.607,.143,.143,.020,.122,1506,SF,False,2016-17,TOR
32,17.3,3,.515,.824,.306,0,.467,1.000,.500,0,.694,.481,.714,.353,.500,,17,NBA,569,P.J. Tucker,.028,.773,.130,.157,.019,.000,1506,PF,False,2017-18,HOU
22,9.4,4,.510,.720,.817,0,.273,1.000,.000,1,.183,.467,.583,.500,.400,.250,5,NBA,170,Karl-Anthony Towns,.067,.273,.400,.267,.083,.067,1503,C,False,2017-18,MIN
27,20.0,1,.333,1.000,.214,0,.636,1.000,.667,0,.786,.571,.333,,,,6,NBA,68,Anthony Tolliver,.071,.273,.214,.000,.000,.000,1501,SF,False,2012-13,ATL
28,24.0,0,,,.000,0,.500,1.000,.000,0,1.000,.500,,,,,4,NBA,21,Anthony Tolliver,.000,.500,.000,.000,.000,.000,1501,PF,False,2013-14,CHA
30,20.3,0,1.000,1.000,.500,0,.000,,,0,.500,.500,,,1.000,1.000,3,NBA,26,Anthony Tolliver,.000,.000,.000,.000,.250,.250,1501,PF,False,2015-16,DET
26,14.6,0,.485,.438,.611,0,.238,1.000,.500,0,.389,.389,.667,.200,.400,.375,10,NBA,124,Marcus Thornton,.000,.381,.278,.093,.093,.148,1498,SG,False,2013-14,BRK
23,3.8,24,.558,.625,1.000,0,,,,0,.000,.558,.667,.412,.429,1.000,20,NBA,727,Tristan Thompson,.217,,.535,.395,.054,.016,1497,PF,False,2014-15,CLE
24,2.6,22,.527,.633,1.000,0,,,,0,.000,.527,.600,.320,.000,1.000,21,NBA,622,Tristan Thompson,.269,,.699,.269,.011,.022,1497,PF,True,2015-16,CLE
25,2.6,22,.587,.667,1.000,0,,,,0,.000,.587,.672,.370,1.000,,18,NBA,562,Tristan Thompson,.283,,.696,.293,.011,.000,1497,C,False,2016-17,CLE
26,3.9,13,.598,.755,.988,0,.000,,,1,.012,.590,.720,.440,.333,.000,19,NBA,416,Tristan Thompson,.169,.000,.602,.301,.072,.012,1497,C,False,2017-18,CLE
22,15.9,1,.443,.686,.661,0,.424,.920,.435,0,.339,.437,.409,.423,.531,.400,12,NBA,495,Klay Thompson,.006,.390,.126,.149,.184,.201,1496,SG,False,2012-13,GSW
23,16.5,1,.444,.583,.551,0,.364,.938,.375,0,.449,.408,.529,.400,.200,.667,7,NBA,257,Klay Thompson,.010,.364,.173,.102,.153,.122,1496,SG,False,2013-14,GSW
24,16.7,7,.489,.620,.563,0,.390,.860,.442,0,.437,.446,.608,.316,.457,.528,21,NBA,761,Klay Thompson,.027,.295,.153,.114,.138,.159,1496,SG,True,2014-15,GSW
25,17.2,2,.464,.621,.490,0,.424,.898,.429,0,.510,.444,.612,.475,.313,.362,24,NBA,849,Klay Thompson,.004,.242,.188,.088,.106,.104,1496,SG,False,2015-16,GSW
26,17.5,4,.405,.698,.553,0,.387,.878,.423,0,.447,.397,.647,.182,.345,.370,17,NBA,596,Klay Thompson,.017,.245,.143,.093,.122,.194,1496,SG,True,2016-17,GSW
27,18.0,1,.497,.739,.541,0,.427,.940,.500,1,.459,.465,.750,.333,.404,.493,21,NBA,794,Klay Thompson,.003,.306,.105,.070,.152,.213,1496,SG,True,2017-18,GSW
25,14.6,0,.417,.067,.667,0,.167,.667,.000,0,.333,.333,.571,.200,.333,.375,4,NBA,119,Isaiah Thomas,.000,.056,.259,.093,.167,.148,1492,PG,False,2014-15,BOS
26,13.2,0,.466,.382,.613,0,.283,.615,.429,0,.387,.395,.500,.400,.667,.273,6,NBA,220,Isaiah Thomas,.000,.152,.387,.084,.050,.092,1492,PG,False,2015-16,BOS
