age,avg_dist,fg2_dunk,fg2_pct,fg2_pct_ast,fg2a_pct_fga,fg3_heave,fg3_pct,fg3_pct_ast,fg3_pct_corner,fg3a_heave,fg3a_pct_fga,fg_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,g,lg_id,mp,name,pct_fg2_dunk,pct_fg3a_corner,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,pid,pos,ring,season,team_id
36,6.7,0,.167,.000,1.000,0,,,,0,.000,.167,.500,.000,.000,,6,NBA,25,Shawn Marion,.000,,.333,.333,.333,.000,2605,SF,False,2014-15,CLE
25,11.5,0,.404,.217,.838,0,.227,.200,.000,1,.162,.375,.431,.444,.111,.417,6,NBA,272,Stephon Marbury,.000,.091,.375,.132,.066,.265,2601,PG,False,2002-03,PHO
26,14.4,0,.397,.360,.759,0,.300,.333,,0,.241,.373,.429,.250,.600,.379,4,NBA,174,Stephon Marbury,.000,.000,.253,.096,.060,.349,2601,PG,False,2003-04,NYK
31,15.2,0,.315,.529,.818,0,.250,.667,.000,0,.182,.303,.250,.500,.167,.308,14,NBA,166,Stephon Marbury,.000,.250,.182,.152,.091,.394,2601,PG,False,2008-09,BOS
34,10.1,0,.531,.882,.941,0,1.000,1.000,,0,.059,.559,.667,.333,.600,.556,5,NBA,96,Danny Manning,.000,.000,.265,.265,.147,.265,2591,PF,False,2000-01,UTA
36,14.7,0,.500,1.000,.667,0,.000,,,0,.333,.333,.000,,,1.000,4,NBA,14,Danny Manning,.000,.000,.333,.000,.000,.333,2591,PF,False,2002-03,DET
37,9.0,4,.403,.792,.983,0,.500,1.000,.000,0,.017,.405,.689,.200,.200,.265,5,NBA,199,Karl Malone,.041,.500,.372,.124,.207,.281,2583,PF,False,2000-01,UTA
38,13.0,3,.417,.833,.986,0,.000,,,0,.014,.411,.647,.400,.231,.378,4,NBA,163,Karl Malone,.041,.000,.233,.068,.178,.507,2583,PF,False,2001-02,UTA
39,13.8,0,.410,.706,.988,0,.000,,,0,.012,.405,.727,.500,.154,.383,5,NBA,191,Karl Malone,.000,.000,.131,.143,.155,.560,2583,PF,False,2002-03,UTA
40,11.1,1,.452,.837,.995,0,.000,,,0,.005,.450,.561,.364,.390,.420,21,NBA,798,Karl Malone,.005,.000,.303,.050,.271,.372,2583,PF,False,2003-04,LAL
35,21.9,0,.500,.000,.125,0,.286,.750,.000,0,.875,.313,.500,,,,3,NBA,71,Dan Majerle,.000,.143,.125,.000,.000,.000,2579,SG,False,2000-01,MIA
22,3.4,6,.571,.813,1.000,0,,,,0,.000,.571,.632,.500,.333,.500,10,NBA,110,Jamaal Magloire,.250,,.679,.143,.107,.071,2573,C,False,2000-01,CHH
23,3.6,8,.550,.636,1.000,0,,,,0,.000,.550,.640,.400,.500,.000,8,NBA,168,Jamaal Magloire,.200,,.625,.250,.100,.025,2573,C,False,2001-02,CHH
24,3.8,9,.449,.773,1.000,0,,,,0,.000,.449,.533,.364,.143,1.000,6,NBA,188,Jamaal Magloire,.184,,.612,.224,.143,.020,2573,C,False,2002-03,NOH
25,5.1,8,.424,.679,.985,0,.000,,,0,.015,.418,.563,.273,.286,.400,7,NBA,239,Jamaal Magloire,.134,.000,.478,.328,.104,.075,2573,C,False,2003-04,NOH
27,4.0,6,.474,.833,1.000,0,,,,0,.000,.474,.700,.308,.000,.000,5,NBA,135,Jamaal Magloire,.158,,.526,.342,.105,.026,2573,C,False,2005-06,MIL
30,1.0,1,.333,1.000,1.000,0,,,,0,.000,.333,.333,,,,6,NBA,47,Jamaal Magloire,.333,,1.000,.000,.000,.000,2573,C,False,2008-09,MIA
31,3.0,0,.000,,1.000,0,,,,0,.000,.000,.000,.000,,,1,NBA,5,Jamaal Magloire,.000,,.500,.500,.000,.000,2573,C,False,2009-10,MIA
32,2.2,1,.400,.500,1.000,0,,,,0,.000,.400,.400,,,,3,NBA,18,Jamaal Magloire,.400,,1.000,.000,.000,.000,2573,C,False,2010-11,MIA
26,13.9,1,.500,.612,.803,0,.333,.875,.000,1,.197,.467,.697,.300,.538,.381,12,NBA,292,Corey Maggette,.008,.042,.270,.082,.107,.344,2571,SF,False,2005-06,LAC
25,8.4,0,.077,1.000,1.000,0,,,,0,.000,.077,.167,.000,.000,.000,13,NBA,48,Mark Madsen,.000,,.462,.154,.077,.308,2569,PF,True,2000-01,LAL
26,59.0,0,,,.000,0,.000,,,1,1.000,.000,,,,,7,NBA,10,Mark Madsen,.000,.000,.000,.000,.000,.000,2569,PF,True,2001-02,LAL
27,6.7,5,.433,.692,.968,0,.000,,,0,.032,.419,.563,.143,.500,.400,12,NBA,169,Mark Madsen,.194,.000,.516,.226,.065,.161,2569,PF,False,2002-03,LAL
28,1.4,4,.531,.529,1.000,0,,,,0,.000,.531,.536,1.000,.000,.000,17,NBA,222,Mark Madsen,.156,,.875,.063,.031,.031,2569,C,False,2003-04,MIN
22,10.5,0,.500,1.000,1.000,0,,,,0,.000,.500,.000,,,1.000,5,NBA,8,Scott Machado,.000,,.500,.000,.000,.500,2555,PG,False,2012-13,GSW
25,2.0,2,.632,.625,1.000,0,,,,0,.000,.632,.778,.273,,,18,NBA,109,Todd MacCulloch,.079,,.711,.289,.000,.000,2553,C,False,2000-01,PHI
26,2.1,4,.491,.654,1.000,0,,,,0,.000,.491,.513,.400,.667,,20,NBA,384,Todd MacCulloch,.038,,.736,.236,.028,.000,2553,C,False,2001-02,NJN
22,12.0,0,.500,.000,.667,0,.000,,,0,.333,.333,.000,1.000,,,1,NBA,17,Jusuf Nurkic,.000,.000,.333,.333,.000,.000,2549,C,False,2016-17,POR
23,4.3,3,.487,.316,1.000,0,,,,0,.000,.487,.542,.500,,.200,4,NBA,94,Jusuf Nurkic,.077,,.615,.256,.000,.128,2549,C,False,2017-18,POR
22,14.5,5,.479,.625,.718,0,.283,.923,.500,0,.282,.423,.618,.417,.419,.429,10,NBA,399,Dirk Nowitzki,.031,.087,.209,.074,.264,.172,2546,PF,False,2000-01,DAL
23,12.5,7,.419,.544,.829,0,.571,.875,.800,0,.171,.445,.512,.333,.375,.405,8,NBA,357,Dirk Nowitzki,.043,.179,.250,.128,.195,.256,2546,C,False,2001-02,DAL
24,14.2,13,.488,.537,.805,0,.443,.926,.500,1,.195,.479,.684,.333,.474,.425,17,NBA,722,Dirk Nowitzki,.042,.131,.182,.096,.249,.278,2546,PF,False,2002-03,DAL
25,13.9,4,.447,.526,.850,0,.467,.857,1.000,0,.150,.450,.550,.333,.294,.487,5,NBA,212,Dirk Nowitzki,.040,.133,.200,.090,.170,.390,2546,C,False,2003-04,DAL
26,12.1,8,.412,.430,.883,0,.333,.500,,1,.117,.402,.375,.382,.571,.333,13,NBA,551,Dirk Nowitzki,.035,.000,.250,.133,.219,.281,2546,PF,False,2004-05,DAL
27,13.8,10,.491,.341,.840,0,.343,.826,.143,0,.160,.468,.750,.265,.457,.460,23,NBA,983,Dirk Nowitzki,.024,.104,.172,.117,.251,.301,2546,PF,False,2005-06,DAL
28,15.1,2,.427,.688,.798,0,.211,1.000,.000,0,.202,.383,.556,.167,.381,.433,6,NBA,239,Dirk Nowitzki,.021,.053,.191,.064,.223,.319,2546,PF,False,2006-07,DAL
29,14.1,3,.507,.622,.802,0,.333,.833,.000,0,.198,.473,.688,.625,.435,.423,5,NBA,211,Dirk Nowitzki,.033,.056,.176,.088,.253,.286,2546,PF,False,2007-08,DAL
30,13.0,2,.550,.415,.876,0,.286,.833,,0,.124,.518,.667,.474,.513,.527,10,NBA,394,Dirk Nowitzki,.012,.000,.212,.112,.229,.324,2546,PF,False,2008-09,DAL
31,12.7,0,.545,.426,.934,0,.571,1.000,1.000,0,.066,.547,.733,.500,.605,.400,6,NBA,233,Dirk Nowitzki,.000,.143,.142,.151,.358,.283,2546,PF,False,2009-10,DAL
32,12.5,9,.488,.485,.874,0,.460,.957,.200,0,.126,.485,.648,.344,.472,.488,21,NBA,826,Dirk Nowitzki,.023,.200,.179,.162,.321,.212,2546,PF,True,2010-11,DAL
33,10.2,1,.465,.424,.922,0,.167,1.000,,0,.078,.442,.474,.278,.519,.714,4,NBA,154,Dirk Nowitzki,.013,.000,.247,.234,.351,.091,2546,PF,False,2011-12,DAL
35,14.7,0,.465,.472,.905,0,.083,.000,.000,0,.095,.429,.692,.333,.512,.391,7,NBA,263,Dirk Nowitzki,.000,.250,.103,.095,.341,.365,2546,PF,False,2013-14,DAL
36,14.6,0,.507,.471,.798,0,.235,1.000,.000,0,.202,.452,.833,.462,.500,.438,5,NBA,181,Dirk Nowitzki,.000,.176,.071,.155,.381,.190,2546,PF,False,2014-15,DAL
37,13.3,0,.514,.649,.867,0,.364,1.000,1.000,0,.133,.494,.769,.500,.423,.476,5,NBA,170,Dirk Nowitzki,.000,.091,.157,.145,.313,.253,2546,PF,False,2015-16,DAL
23,4.0,3,.750,1.000,1.000,0,,,,0,.000,.750,1.000,,.000,,5,NBA,29,Lucas Nogueira,.750,,.750,.000,.250,.000,2545,C,False,2015-16,TOR
24,1.0,0,.500,1.000,1.000,0,,,,0,.000,.500,.500,,,,3,NBA,7,Lucas Nogueira,.000,,1.000,.000,.000,.000,2545,C,False,2016-17,TOR
25,1.0,0,.000,,1.000,0,,,,0,.000,.000,.000,,,,5,NBA,24,Lucas Nogueira,1.000,,1.000,.000,.000,.000,2545,C,False,2017-18,TOR
23,1.8,10,.510,.538,1.000,0,,,,0,.000,.510,.500,.667,,.000,7,NBA,271,Joakim Noah,.255,,.863,.118,.000,.020,2543,C,False,2008-09,CHI
24,5.7,6,.528,.571,1.000,0,,,,0,.000,.528,.621,.545,.667,.200,5,NBA,188,Joakim Noah,.113,,.547,.208,.057,.189,2543,C,False,2009-10,CHI
25,3.4,13,.411,.588,1.000,0,,,,0,.000,.411,.409,.419,,.400,16,NBA,529,Joakim Noah,.129,,.710,.250,.000,.040,2543,C,False,2010-11,CHI
26,7.0,2,.731,.737,1.000,0,,,,0,.000,.731,.833,.500,1.000,.600,3,NBA,99,Joakim Noah,.077,,.462,.231,.115,.192,2543,C,False,2011-12,CHI
27,6.3,11,.437,.577,1.000,0,,,,0,.000,.437,.545,.364,.250,.261,12,NBA,409,Joakim Noah,.101,,.555,.185,.067,.193,2543,C,False,2012-13,CHI
28,8.4,0,.512,.762,1.000,0,,,,0,.000,.512,.706,.200,.000,.538,5,NBA,210,Joakim Noah,.000,,.415,.244,.024,.317,2543,C,False,2013-14,CHI
29,2.9,5,.408,.645,1.000,0,,,,0,.000,.408,.423,.450,.000,.000,12,NBA,395,Joakim Noah,.066,,.684,.263,.039,.013,2543,C,False,2014-15,CHI
24,14.1,0,.714,.600,.538,0,.500,1.000,.500,0,.462,.615,1.000,1.000,.000,,9,NBA,60,Raul Neto,.000,.333,.308,.077,.154,.000,2540,PG,False,2016-17,UTA
25,11.2,0,.313,.000,.696,0,.286,1.000,1.000,0,.304,.304,.333,.375,,.000,8,NBA,72,Raul Neto,.000,.143,.261,.348,.000,.087,2540,PG,False,2017-18,UTA
24,14.7,0,.444,.125,.720,0,.357,1.000,.600,0,.280,.420,.500,.500,.250,.438,4,NBA,129,Jameer Nelson,.000,.357,.280,.040,.080,.320,2539,PG,False,2006-07,ORL
25,14.5,0,.514,.081,.637,0,.488,.800,.375,1,.363,.504,.639,.400,.333,.409,10,NBA,333,Jameer Nelson,.000,.195,.319,.044,.080,.195,2539,PG,False,2007-08,ORL
26,15.6,0,.412,.286,.739,0,.167,1.000,.500,0,.261,.348,.250,1.000,.000,.375,5,NBA,90,Jameer Nelson,.000,.333,.174,.130,.087,.348,2539,PG,False,2008-09,ORL
27,16.3,0,.547,.155,.558,0,.393,.424,.714,0,.442,.479,.600,.545,.600,.433,14,NBA,479,Jameer Nelson,.000,.083,.263,.058,.079,.158,2539,PG,False,2009-10,ORL
28,14.8,0,.446,.080,.683,0,.231,.667,.250,3,.317,.378,.600,.400,.167,.333,6,NBA,216,Jameer Nelson,.000,.154,.305,.122,.073,.183,2539,PG,False,2010-11,ORL
29,15.7,0,.429,.048,.662,0,.320,.500,.000,1,.338,.392,.462,.455,.364,.429,5,NBA,182,Jameer Nelson,.000,.040,.176,.149,.149,.189,2539,PG,False,2011-12,ORL
25,18.3,0,.375,.000,.421,0,.455,.400,,0,.579,.421,.400,,.000,.500,4,NBA,47,Shabazz Napier,.000,.000,.263,.000,.053,.105,2537,PG,False,2016-17,POR
26,11.8,0,.714,.200,.636,0,.000,,,0,.364,.455,.800,,.500,,2,NBA,35,Shabazz Napier,.000,.000,.455,.000,.182,.000,2537,PG,False,2017-18,POR
24,11.7,0,.455,.600,.733,0,.000,,,0,.267,.333,.429,,.500,.500,11,NBA,33,Abdel Nader,.000,.000,.467,.000,.133,.133,2535,SF,False,2017-18,BOS
25,4.1,21,.695,.683,.983,0,.000,,.000,0,.017,.683,.837,.286,.400,.250,20,NBA,307,Larry Nance,.367,1.000,.717,.117,.083,.067,2536,C,False,2017-18,CLE
24,24.8,0,1.000,1.000,.250,0,.667,.500,,0,.750,.750,,,,1.000,3,NBA,21,Steve Novak,.000,.000,.000,.000,.000,.250,2531,SF,False,2007-08,HOU
27,,0,,,,0,,,,0,,,,,,,1,NBA,6,Steve Novak,,,,,,,2531,SF,False,2010-11,SAS
28,23.1,0,.000,,.222,0,.571,.750,1.000,0,.778,.444,,,,.000,5,NBA,95,Steve Novak,.000,.286,.000,.000,.000,.222,2531,PF,False,2011-12,NYK
29,23.3,0,.750,.667,.308,0,.444,1.000,.333,0,.692,.538,,,,.750,9,NBA,50,Steve Novak,.000,.333,.000,.000,.000,.308,2531,SF,False,2012-13,NYK
30,24.0,0,,,.000,0,.000,,.000,0,1.000,.000,,,,,4,NBA,15,Steve Novak,.000,.667,.000,.000,.000,.000,2531,PF,False,2013-14,TOR
31,22.0,0,.000,,1.000,0,,,,0,.000,.000,,,,.000,2,NBA,7,Moochie Norris,.000,,.000,.000,.000,1.000,2525,PG,False,2004-05,HOU
25,13.7,2,.420,.571,.746,0,.353,1.000,.500,0,.254,.403,.500,.444,.556,.250,6,NBA,202,Andres Nocioni,.030,.588,.239,.134,.134,.239,2514,SF,False,2004-05,CHI
26,14.2,1,.587,.595,.750,0,.476,1.000,.600,0,.250,.560,.750,.500,.400,.560,6,NBA,230,Andres Nocioni,.012,.238,.238,.095,.119,.298,2514,PF,False,2005-06,CHI
27,16.2,1,.383,.667,.547,0,.333,1.000,.364,0,.453,.360,.529,.400,.333,.182,10,NBA,197,Andres Nocioni,.012,.282,.198,.116,.105,.128,2514,PF,False,2006-07,CHI
31,22.0,0,.000,,.333,0,.000,,.000,0,.667,.000,,,,.000,1,NBA,10,Andres Nocioni,.000,.500,.000,.000,.000,.333,2514,SF,False,2010-11,PHI
38,22.9,0,.000,,.143,0,.167,.000,.000,0,.857,.143,,,,.000,3,NBA,22,Johnny Newman,.000,.667,.000,.000,.000,.143,2500,SF,False,2001-02,DAL
31,13.7,0,1.000,.500,.667,0,1.000,.000,,0,.333,1.000,1.000,,,1.000,5,NBA,11,Ira Newble,.000,.000,.333,.000,.000,.333,2498,SG,False,2005-06,CLE
32,25.5,0,,,.000,0,.000,,,0,1.000,.000,,,,,6,NBA,10,Ira Newble,.000,.000,.000,.000,.000,.000,2498,SF,False,2006-07,CLE
33,,0,,,,0,,,,0,,,,,,,1,NBA,1,Ira Newble,,,,,,,2498,SF,False,2007-08,LAL
24,7.7,0,.385,.800,1.000,0,,,,0,.000,.385,1.000,.286,.000,.000,4,NBA,49,Rasho Nesterovic,.000,,.231,.538,.154,.077,2491,C,False,2000-01,MIN
25,6.6,2,.484,.667,1.000,0,,,,0,.000,.484,.889,.308,.333,.333,3,NBA,92,Rasho Nesterovic,.065,,.290,.419,.194,.097,2491,C,False,2001-02,MIN
26,7.8,1,.500,.789,1.000,0,,,,0,.000,.500,.615,.417,.200,.625,6,NBA,169,Rasho Nesterovic,.026,,.342,.316,.132,.211,2491,C,False,2002-03,MIN
27,9.4,2,.439,.793,.985,0,.000,,.000,0,.015,.433,.474,.444,.444,.400,10,NBA,261,Rasho Nesterovic,.030,1.000,.284,.269,.134,.299,2491,C,False,2003-04,SAS
28,7.7,0,.417,.800,1.000,0,,,,0,.000,.417,.250,.667,.000,.500,15,NBA,114,Rasho Nesterovic,.000,,.333,.250,.083,.333,2491,C,True,2004-05,SAS
29,10.0,0,.556,.800,.947,0,1.000,1.000,,0,.053,.579,.600,.500,1.000,.500,9,NBA,114,Rasho Nesterovic,.000,.000,.263,.316,.053,.316,2491,C,False,2005-06,SAS
30,11.4,0,.467,.714,1.000,0,,,,0,.000,.467,,.500,.000,.500,5,NBA,71,Rasho Nesterovic,.000,,.000,.533,.067,.400,2491,C,False,2006-07,TOR
31,10.2,0,.500,.909,1.000,0,,,,0,.000,.500,.500,.400,.667,.500,5,NBA,77,Rasho Nesterovic,.045,,.273,.227,.136,.364,2491,C,False,2007-08,TOR
22,,0,,,,0,,,,0,,,,,,,1,NBA,0,Nemanja Nedovic,,,,,,,2480,SG,False,2013-14,GSW
26,17.5,0,.444,.250,.587,0,.263,.800,.000,0,.413,.370,1.000,.111,.400,.600,6,NBA,111,Gary Neal,.000,.263,.065,.196,.109,.217,2476,SG,False,2010-11,SAS
27,16.1,0,.500,.304,.561,0,.444,.750,.750,0,.439,.476,.700,.529,.400,.333,14,NBA,217,Gary Neal,.000,.111,.122,.207,.122,.110,2476,SG,False,2011-12,SAS
28,18.2,0,.420,.655,.511,0,.348,.783,.222,0,.489,.385,.500,.550,.385,.308,21,NBA,390,Gary Neal,.000,.136,.074,.148,.096,.193,2476,SG,False,2012-13,SAS
29,14.7,0,.424,.357,.647,0,.222,.750,.500,0,.353,.353,.444,.357,.500,.500,4,NBA,104,Gary Neal,.000,.111,.176,.275,.039,.157,2476,SG,False,2013-14,CHA
26,14.1,0,.420,.241,.639,0,.410,.625,,0,.361,.417,.464,.333,.353,.500,10,NBA,370,Steve Nash,.000,.000,.259,.111,.157,.111,2468,PG,False,2000-01,DAL
27,16.4,0,.425,.065,.619,0,.444,.350,.000,0,.381,.432,.421,.500,.643,.269,8,NBA,323,Steve Nash,.000,.067,.161,.119,.119,.220,2468,PG,False,2001-02,DAL
28,13.5,0,.431,.179,.704,0,.487,.703,.667,1,.296,.447,.594,.323,.294,.362,20,NBA,729,Steve Nash,.000,.158,.268,.121,.132,.183,2468,PG,False,2002-03,DAL
29,13.2,0,.389,.143,.771,0,.375,.833,.000,0,.229,.386,.500,.500,.182,.353,5,NBA,197,Steve Nash,.000,.063,.257,.114,.157,.243,2468,PG,False,2003-04,DAL
30,13.3,0,.553,.025,.799,0,.389,.524,1.000,2,.201,.520,.614,.463,.557,.554,15,NBA,610,Steve Nash,.000,.019,.212,.152,.227,.208,2468,PG,False,2004-05,PHO
31,12.5,0,.559,.088,.701,0,.368,.531,.400,0,.299,.502,.657,.417,.541,.395,20,NBA,798,Steve Nash,.000,.057,.361,.082,.127,.131,2468,PG,False,2005-06,PHO
32,13.6,0,.455,.091,.756,0,.487,.368,1.000,0,.244,.463,.571,.545,.306,.438,11,NBA,413,Steve Nash,.000,.077,.263,.069,.225,.200,2468,PG,False,2006-07,PHO
33,15.8,0,.520,.000,.714,0,.300,.500,1.000,1,.286,.457,.364,.667,.556,.533,5,NBA,183,Steve Nash,.000,.050,.157,.086,.257,.214,2468,PG,False,2007-08,PHO
35,15.1,0,.567,.075,.738,0,.380,.526,.500,0,.262,.518,.724,.517,.576,.500,16,NBA,539,Steve Nash,.000,.040,.152,.152,.173,.262,2468,PG,False,2009-10,PHO
38,12.7,0,.500,.200,.870,0,.000,,,0,.130,.435,.800,.500,.400,.333,2,NBA,61,Steve Nash,.000,.000,.217,.174,.217,.261,2468,PG,False,2012-13,LAL
24,10.1,1,.462,.500,.765,0,.750,.667,1.000,0,.235,.529,.500,.500,,.333,7,NBA,44,Eduardo Najera,.059,.500,.471,.118,.000,.176,2463,PF,False,2000-01,DAL
25,8.5,1,.696,.750,1.000,0,,,,0,.000,.696,.714,.800,.500,.800,8,NBA,122,Eduardo Najera,.043,,.304,.217,.261,.217,2463,PF,False,2001-02,DAL
26,4.7,4,.453,.769,1.000,0,,,,0,.000,.453,.571,.286,.333,.300,19,NBA,394,Eduardo Najera,.047,,.570,.244,.070,.116,2463,SF,False,2002-03,DAL
27,2.9,0,.455,.600,1.000,0,,,,0,.000,.455,.556,,,.000,5,NBA,57,Eduardo Najera,.000,,.818,.000,.000,.182,2463,SF,False,2003-04,DAL
28,9.0,0,.000,,1.000,0,,,,0,.000,.000,.000,,,.000,2,NBA,13,Eduardo Najera,.000,,.500,.000,.000,.500,2463,PF,False,2004-05,DEN
29,9.7,0,.214,.667,1.000,0,,,,0,.000,.214,.333,,.000,.143,4,NBA,89,Eduardo Najera,.000,,.429,.000,.071,.500,2463,PF,False,2005-06,DEN
30,10.4,1,.286,.750,.824,0,.000,,.000,0,.176,.235,.333,.500,.000,.333,5,NBA,96,Eduardo Najera,.059,.333,.353,.118,.176,.176,2463,PF,False,2006-07,DEN
31,10.4,1,.556,.600,.643,0,.400,1.000,.000,0,.357,.500,.625,,,.000,4,NBA,78,Eduardo Najera,.071,.400,.571,.000,.000,.071,2463,PF,False,2007-08,DEN
33,15.3,0,.667,.000,.375,0,.000,,.000,0,.625,.250,.667,,,,5,NBA,36,Eduardo Najera,.000,.200,.375,.000,.000,.000,2463,PF,False,2009-10,DAL
26,7.9,2,.466,.704,.983,0,.000,,.000,0,.017,.458,.625,.444,.333,.300,9,NBA,160,Lee Nailon,.034,1.000,.407,.153,.254,.169,2462,SF,False,2001-02,CHH
23,12.4,1,.500,.667,.667,0,.333,1.000,.000,0,.333,.444,.750,,,.000,5,NBA,41,Bostjan Nachbar,.111,.333,.444,.000,.000,.222,2459,SF,False,2003-04,HOU
25,,0,,,,0,,,,0,,,,,,,1,NBA,1,Bostjan Nachbar,,,,,,,2459,SF,False,2005-06,NJN
26,16.8,5,.468,.773,.495,0,.375,1.000,.409,0,.505,.421,.591,.000,.200,.444,12,NBA,281,Bostjan Nachbar,.053,.458,.232,.021,.053,.189,2459,SF,False,2006-07,NJN
22,15.6,0,.455,.600,.611,0,.143,1.000,.333,0,.389,.333,.800,,.000,.250,14,NBA,62,Cedi Osman,.000,.429,.278,.000,.111,.222,2451,SF,False,2017-18,CLE
21,14.2,8,.484,.800,.508,0,.367,1.000,.417,0,.492,.426,.524,.250,.500,.500,12,NBA,184,Kelly Oubre,.148,.400,.344,.066,.066,.033,2452,SF,False,2016-17,WAS
22,13.6,7,.483,.786,.604,0,.211,.750,.333,0,.396,.375,.692,.286,.400,.250,6,NBA,148,Kelly Oubre,.146,.158,.271,.146,.104,.083,2452,SF,False,2017-18,WAS
24,15.4,3,.417,.333,.590,0,.240,1.000,.200,0,.410,.344,.500,.143,.250,.545,5,NBA,181,Victor Oladipo,.049,.400,.230,.115,.066,.180,2447,SG,False,2016-17,OKC
25,15.3,4,.429,.233,.551,0,.404,.435,.667,0,.449,.417,.512,.286,.500,.278,7,NBA,261,Victor Oladipo,.055,.105,.323,.055,.031,.142,2447,SG,False,2017-18,IND
21,,0,,,,0,,,,0,,,,,,,1,NBA,3,Chinanu Onuaku,,,,,,,2450,C,False,2017-18,HOU
23,13.8,1,.571,.750,.538,0,.500,1.000,1.000,0,.462,.538,1.000,.000,1.000,,4,NBA,53,Kelly Olynyk,.077,.333,.231,.231,.077,.000,2448,C,False,2014-15,BOS
24,13.2,0,.167,1.000,.667,0,.000,,,0,.333,.111,.000,.000,,.500,4,NBA,32,Kelly Olynyk,.000,.000,.333,.111,.000,.222,2448,C,False,2015-16,BOS
25,12.5,2,.628,.735,.624,0,.319,1.000,.000,0,.376,.512,.750,.375,.429,.571,18,NBA,346,Kelly Olynyk,.016,.128,.384,.128,.056,.056,2448,C,False,2016-17,BOS
26,14.1,1,.520,.538,.568,0,.421,1.000,.500,0,.432,.477,.714,.000,.000,.750,5,NBA,146,Kelly Olynyk,.023,.105,.318,.091,.068,.091,2448,PF,False,2017-18,MIA
28,6.0,6,.645,.850,1.000,0,,,,0,.000,.645,.889,.563,.500,,6,NBA,188,Emeka Okafor,.194,,.290,.516,.194,.000,2443,C,False,2010-11,NOH
35,14.0,0,.000,,1.000,0,,,,0,.000,.000,,,.000,,1,NBA,4,Emeka Okafor,.000,,.000,.000,1.000,.000,2443,C,False,2017-18,NOP
23,17.9,1,.364,.750,.333,0,.273,1.000,.500,0,.667,.303,.667,.286,,.000,17,NBA,230,Semi Ojeleye,.061,.455,.091,.212,.000,.030,2442,PF,False,2017-18,BOS
23,22.0,0,.000,,1.000,0,,,,0,.000,.000,,,,.000,4,NBA,5,Daniel Ochefu,.000,,.000,.000,.000,1.000,2441,C,False,2016-17,WAS
24,13.8,3,.643,.556,.500,0,.357,.900,.182,0,.500,.500,.857,.385,,1.000,11,NBA,259,Royce O'Neale,.054,.393,.250,.232,.000,.018,2439,SF,False,2017-18,UTA
21,13.4,0,.375,1.000,1.000,0,,,,0,.000,.375,.000,.000,.500,.500,1,NBA,12,Johnny O'Bryant,.000,,.125,.125,.250,.500,2438,PF,False,2014-15,MIL
20,0.8,2,.800,.250,1.000,0,,,,0,.000,.800,.800,,,,3,NBA,17,Olumide Oyedeji,.600,,1.000,.000,.000,.000,2437,C,False,2001-02,SEA
29,2.1,3,.615,.688,1.000,0,,,,0,.000,.615,.842,.000,.000,,4,NBA,134,Bo Outlaw,.115,,.731,.192,.077,.000,2423,PF,False,2000-01,ORL
31,2.1,0,.100,.000,1.000,0,,,,0,.000,.100,.143,.000,,,6,NBA,70,Bo Outlaw,.000,,.700,.300,.000,.000,2423,C,False,2002-03,PHO
32,3.6,0,.000,,1.000,0,,,,0,.000,.000,.000,.000,,,4,NBA,61,Bo Outlaw,.000,,.429,.571,.000,.000,2423,PF,False,2003-04,MEM
33,18.0,0,.000,,1.000,0,,,,0,.000,.000,,,,.000,1,NBA,2,Bo Outlaw,.000,,.000,.000,.000,1.000,2423,PF,False,2004-05,PHO
24,16.0,3,.340,.353,.758,0,.250,1.000,.571,1,.242,.318,.500,.286,.300,.353,6,NBA,170,Travis Outlaw,.045,.438,.091,.106,.303,.258,2424,SF,False,2008-09,POR
27,1.0,2,.364,.500,1.000,0,,,,0,.000,.364,.444,.000,,,5,NBA,64,Greg Ostertag,.273,,.818,.182,.000,.000,2419,C,False,2000-01,UTA
28,2.3,3,.619,.615,1.000,0,,,,0,.000,.619,.688,.500,.333,,4,NBA,87,Greg Ostertag,.143,,.762,.095,.143,.000,2419,C,False,2001-02,UTA
29,3.4,6,.444,.563,1.000,0,,,,0,.000,.444,.625,.125,.000,.000,5,NBA,151,Greg Ostertag,.167,,.667,.222,.056,.056,2419,C,False,2002-03,UTA
31,1.3,1,1.000,.667,1.000,0,,,,0,.000,1.000,1.000,1.000,,,2,NBA,26,Greg Ostertag,.333,,.667,.333,.000,.000,2419,C,False,2004-05,SAC
21,,0,,,,0,,,,0,,,,,,,4,NBA,9,Daniel Orton,,,,,,,2416,PF,False,2011-12,ORL
28,7.8,2,.333,.500,.973,0,.000,,,0,.027,.324,.625,.267,.250,.000,15,NBA,224,Michael Olowokandi,.081,.000,.216,.405,.324,.027,2410,C,False,2003-04,MIN
28,10.6,0,.370,.700,1.000,0,,,,0,.000,.370,.333,.200,.444,.429,23,NBA,123,Kevin Ollie,.000,,.222,.185,.333,.259,2408,PG,False,2000-01,PHI
29,11.0,0,.417,.900,.923,0,.500,1.000,,0,.077,.423,.273,,.500,.556,5,NBA,118,Kevin Ollie,.000,.000,.423,.000,.154,.346,2408,PG,False,2001-02,IND
