age,ast_per_g,blk_per_g,drb_per_g,efg_pct,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,g,gs,lg_id,mp_per_g,name,orb_per_g,pf_per_g,pid,pos,pts_per_g,ring,season,stl_per_g,team_id,tov_per_g,trb_per_g
23,0.2,0.2,2.0,.394,.394,1.0,2.5,,0.0,0.0,.394,1.0,2.5,.677,1.6,2.4,13,0,NBA,15.3,Udonis Haslem,1.4,1.7,830,PF,3.6,False,2003-04,0.4,MIA,0.2,3.4
24,1.0,0.4,7.5,.491,.491,3.5,7.1,,0.0,0.0,.491,3.5,7.1,.739,2.3,3.1,15,15,NBA,36.2,Udonis Haslem,2.5,3.2,830,PF,9.2,False,2004-05,0.5,MIA,1.2,10.0
25,0.8,0.3,5.1,.493,.497,3.4,6.8,.000,0.0,0.0,.493,3.4,6.8,.683,1.9,2.7,22,22,NBA,29.5,Udonis Haslem,2.2,3.6,830,PF,8.6,True,2005-06,0.6,MIA,1.4,7.4
26,1.0,0.5,4.3,.480,.480,3.0,6.3,,0.0,0.0,.480,3.0,6.3,.750,1.5,2.0,4,4,NBA,25.8,Udonis Haslem,1.0,3.5,830,PF,7.5,False,2006-07,0.3,MIA,0.5,5.3
28,0.4,0.4,6.9,.543,.543,3.6,6.6,,0.0,0.0,.543,3.6,6.6,.900,1.3,1.4,7,7,NBA,29.1,Udonis Haslem,1.9,2.7,830,PF,8.4,False,2008-09,0.4,MIA,0.9,8.7
29,0.8,0.2,5.6,.351,.351,2.6,7.4,,0.0,0.0,.351,2.6,7.4,.667,0.8,1.2,5,0,NBA,28.4,Udonis Haslem,1.8,3.6,830,PF,6.0,False,2009-10,0.2,MIA,1.0,7.4
30,0.8,0.3,3.4,.397,.397,2.3,5.7,,0.0,0.0,.397,2.3,5.7,.900,0.8,0.8,12,0,NBA,24.2,Udonis Haslem,1.1,2.6,830,PF,5.3,False,2010-11,0.5,MIA,0.9,4.5
31,0.6,0.3,4.7,.455,.455,1.8,4.0,,0.0,0.0,.455,1.8,4.0,.743,1.2,1.6,22,11,NBA,20.5,Udonis Haslem,1.7,2.7,830,PF,4.8,True,2011-12,0.2,MIA,0.9,6.4
32,0.3,0.2,2.5,.593,.593,2.3,3.9,,0.0,0.0,.593,2.3,3.9,.571,0.4,0.6,22,19,NBA,16.2,Udonis Haslem,1.2,2.5,830,PF,5.0,True,2012-13,0.7,MIA,0.6,3.6
33,0.3,0.2,1.8,.459,.459,1.1,2.3,,0.0,0.0,.459,1.1,2.3,.600,0.4,0.6,16,6,NBA,10.6,Udonis Haslem,0.8,1.8,830,PF,2.5,False,2013-14,0.1,MIA,0.1,2.6
35,0.4,0.1,2.2,.533,.533,0.9,1.7,,0.0,0.0,.533,0.9,1.7,.714,0.6,0.8,9,0,NBA,9.4,Udonis Haslem,1.2,1.4,830,PF,2.3,False,2015-16,0.0,MIA,0.8,3.4
21,0.0,0.0,0.5,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,2,0,NBA,3.5,Aaron Harrison,0.0,0.5,825,SG,0.0,False,2015-16,0.0,CHO,0.0,0.5
22,2.2,0.2,1.2,.534,.500,1.3,2.7,.385,0.8,2.2,.448,2.2,4.8,.889,1.3,1.5,6,0,NBA,19.8,Andrew Harrison,0.7,2.3,826,PG,6.5,False,2016-17,0.5,MEM,0.5,1.8
23,3.0,0.8,8.0,.500,.500,4.3,8.5,.333,1.0,3.0,.457,5.3,11.5,.923,3.0,3.3,4,4,NBA,39.0,Tobias Harris,1.5,2.8,824,PF,14.5,False,2015-16,0.8,DET,1.5,9.5
23,0.2,0.0,0.2,.417,.333,0.2,0.5,.333,0.2,0.5,.333,0.3,1.0,.750,0.5,0.7,6,0,NBA,2.7,Joe Harris,0.0,0.2,822,SG,1.3,False,2014-15,0.0,CLE,0.2,0.2
22,0.0,0.0,1.0,.333,.500,0.5,1.0,.000,0.0,0.5,.333,0.5,1.5,.500,0.5,1.0,2,0,NBA,6.0,Montrezl Harrell,0.0,0.5,819,PF,1.5,False,2015-16,0.0,HOU,0.5,1.0
23,0.4,0.0,1.0,.333,.333,0.2,0.6,,0.0,0.0,.333,0.2,0.6,.500,0.6,1.2,5,0,NBA,4.2,Montrezl Harrell,0.2,1.4,819,C,1.0,False,2016-17,0.0,HOU,0.4,1.2
21,1.2,0.1,1.2,.500,.500,0.6,1.1,.333,0.2,0.7,.438,0.8,1.8,.667,0.7,1.0,9,0,NBA,8.9,Devin Harris,0.0,0.6,820,PG,2.4,False,2004-05,0.4,DAL,1.1,1.2
22,2.2,0.1,1.0,.480,.503,3.6,7.1,.000,0.0,0.3,.480,3.6,7.4,.703,2.3,3.2,23,15,NBA,24.3,Devin Harris,0.7,3.0,820,PG,9.4,False,2005-06,0.8,DAL,1.8,1.7
23,5.0,0.2,1.8,.516,.528,4.7,8.8,.300,0.5,1.7,.492,5.2,10.5,.737,2.3,3.2,6,6,NBA,27.2,Devin Harris,0.2,3.8,820,PG,13.2,False,2006-07,1.0,DAL,1.5,2.0
28,3.8,0.5,1.5,.438,.455,3.8,8.3,.267,1.0,3.8,.396,4.8,12.0,.714,2.5,3.5,4,4,NBA,30.0,Devin Harris,0.0,3.5,820,PG,13.0,False,2011-12,0.8,UTA,3.0,1.5
29,3.7,0.2,2.5,.405,.474,3.0,6.3,.200,0.8,4.2,.365,3.8,10.5,.680,2.8,4.2,6,6,NBA,37.5,Devin Harris,0.3,3.0,820,SG,11.3,False,2012-13,1.7,ATL,2.0,2.8
30,3.9,0.3,2.3,.553,.488,2.9,5.9,.440,1.6,3.6,.470,4.4,9.4,.875,1.0,1.1,7,0,NBA,25.1,Devin Harris,0.1,1.9,820,PG,11.4,False,2013-14,0.3,DAL,1.6,2.4
31,1.0,0.0,1.8,.348,.667,2.0,3.0,.000,0.0,2.8,.348,2.0,5.8,.889,2.0,2.3,4,0,NBA,18.5,Devin Harris,0.3,2.5,820,PG,6.0,False,2014-15,0.5,DAL,1.0,2.0
32,1.6,0.0,2.6,.567,.647,2.2,3.4,.308,0.8,2.6,.500,3.0,6.0,.500,1.0,2.0,5,0,NBA,24.2,Devin Harris,0.2,3.2,820,PG,7.8,False,2015-16,0.6,DAL,0.6,2.8
22,0.6,0.3,3.1,.495,.485,2.9,6.0,.341,1.4,4.0,.427,4.3,10.0,.480,1.1,2.3,11,11,NBA,24.7,Maurice Harkless,2.0,3.5,817,SF,11.0,False,2015-16,0.9,POR,1.0,5.1
23,0.8,1.3,1.5,.324,.364,2.0,5.5,.167,0.5,3.0,.294,2.5,8.5,.875,1.8,2.0,4,4,NBA,24.8,Maurice Harkless,1.8,3.5,817,SF,7.3,False,2016-17,1.3,POR,0.3,3.3
24,2.0,0.5,2.5,.615,.714,2.5,3.5,.333,1.0,3.0,.538,3.5,6.5,,0.0,0.0,2,1,NBA,26.5,Maurice Harkless,1.5,2.0,817,SF,8.0,False,2017-18,0.0,POR,0.5,4.0
22,0.0,0.0,0.0,.000,.000,0.0,1.0,,0.0,0.0,.000,0.0,1.0,,0.0,0.0,1,0,NBA,5.0,Justin Harper,0.0,0.0,818,PF,0.0,False,2011-12,0.0,ORL,0.0,0.0
20,1.8,0.2,2.3,.484,.400,1.0,2.5,.375,1.0,2.7,.387,2.0,5.2,.842,2.7,3.2,6,0,NBA,20.0,James Harden,0.2,2.3,816,SG,7.7,False,2009-10,1.0,OKC,0.5,2.5
21,3.6,0.8,4.8,.558,.683,2.5,3.7,.303,1.4,4.5,.475,3.9,8.2,.825,3.9,4.7,17,0,NBA,31.6,James Harden,0.6,2.8,816,SG,13.0,False,2010-11,1.2,OKC,1.6,5.4
22,3.4,0.1,4.5,.509,.449,3.1,6.8,.410,1.6,3.9,.435,4.7,10.7,.857,5.4,6.3,20,0,NBA,31.5,James Harden,0.7,3.4,816,SG,16.3,False,2011-12,1.6,OKC,2.1,5.1
23,4.5,1.0,5.8,.457,.423,5.0,11.8,.341,2.5,7.3,.391,7.5,19.2,.803,8.8,11.0,6,6,NBA,40.5,James Harden,0.8,3.0,816,SG,26.3,False,2012-13,2.0,HOU,4.5,6.7
24,5.8,0.2,3.8,.436,.430,5.7,13.2,.296,2.7,9.0,.376,8.3,22.2,.900,7.5,8.3,6,6,NBA,43.8,James Harden,0.8,3.5,816,SG,26.8,False,2013-14,2.0,HOU,3.5,4.7
25,7.5,0.4,5.0,.509,.471,5.2,11.0,.383,2.4,6.3,.439,7.6,17.3,.916,9.6,10.5,17,17,NBA,37.4,James Harden,0.7,2.9,816,SG,27.2,False,2014-15,1.6,HOU,4.5,5.7
26,7.6,0.2,3.8,.475,.483,5.6,11.6,.310,2.6,8.4,.410,8.2,20.0,.844,7.6,9.0,5,5,NBA,38.6,James Harden,1.4,2.6,816,SG,26.6,False,2015-16,2.4,HOU,5.2,5.2
27,8.5,0.5,4.8,.486,.563,5.3,9.4,.278,2.9,10.5,.413,8.2,19.8,.878,9.2,10.5,11,11,NBA,37.0,James Harden,0.6,3.9,816,PG,28.5,False,2016-17,1.9,HOU,5.4,5.5
28,6.8,0.6,4.4,.478,.502,6.2,12.4,.299,3.1,10.2,.410,9.3,22.6,.887,6.9,7.8,17,17,NBA,36.5,James Harden,0.8,2.7,816,SG,28.6,False,2017-18,2.2,HOU,3.8,5.2
23,0.8,0.1,1.0,.308,.417,0.6,1.3,.143,0.2,1.6,.269,0.8,2.9,.667,0.4,0.7,9,0,NBA,9.7,Tim Hardaway,0.0,0.2,815,SG,2.2,False,2015-16,0.0,ATL,0.3,1.0
24,1.2,0.0,2.2,.396,.400,2.7,6.7,.262,1.8,7.0,.329,4.5,13.7,.632,2.0,3.2,6,6,NBA,33.3,Tim Hardaway,0.5,2.2,815,SG,12.8,False,2016-17,0.5,ATL,1.7,2.7
22,0.1,,,,,,,,,,.000,0.0,0.4,.500,0.3,0.6,7,,NBA,,Joe Hutton,,0.7,810,SG,0.3,False,1950-51,,MNL,,0.4
23,1.0,,,,,,,,,,.414,1.0,2.4,.643,0.8,1.2,12,,NBA,11.6,Joe Hutton,,1.4,810,SG,2.8,True,1951-52,,MNL,,1.1
25,1.5,,,,,,,,,,.326,3.8,11.5,.706,3.0,4.3,4,,NBA,40.5,Mel Hutchins,,4.5,809,PF,10.5,False,1953-54,,FTW,,9.3
26,2.8,,,,,,,,,,.417,5.5,13.1,.679,3.5,5.1,11,,NBA,37.9,Mel Hutchins,,4.3,809,PF,14.4,False,1954-55,,FTW,,8.1
27,2.3,,,,,,,,,,.304,3.4,11.2,.610,2.5,4.1,10,,NBA,37.7,Mel Hutchins,,2.7,809,PF,9.3,False,1955-56,,FTW,,8.8
28,5.0,,,,,,,,,,.300,4.5,15.0,.714,2.5,3.5,2,,NBA,34.0,Mel Hutchins,,4.0,809,PF,11.5,False,1956-57,,FTW,,11.5
22,0.4,,,,,,,,,,.158,0.6,3.8,.538,1.4,2.6,5,,BAA,,Paul Huston,,2.8,808,,2.6,False,1947-48,,CHS,,
24,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,NBA,2.0,Bobby Hurley,0.0,0.0,805,PG,0.0,False,1995-96,0.0,SAC,0.0,0.0
22,0.0,0.3,0.8,.667,.667,0.5,0.8,,0.0,0.0,.667,0.5,0.8,,0.0,0.0,4,0,NBA,3.5,Othello Hunter,0.8,0.3,803,PF,1.0,False,2008-09,0.3,ATL,0.0,1.5
21,0.1,0.4,0.3,.300,.300,0.4,1.4,,0.0,0.0,.300,0.4,1.4,.000,0.0,0.4,7,0,NBA,5.7,Steven Hunter,0.1,1.4,804,C,0.9,False,2002-03,0.0,ORL,0.1,0.4
23,0.2,1.2,1.4,.558,.558,1.6,2.9,,0.0,0.0,.558,1.6,2.9,.600,0.8,1.3,15,0,NBA,14.2,Steven Hunter,1.1,1.7,804,C,4.0,False,2004-05,0.1,PHO,0.5,2.5
26,0.0,0.0,1.0,.000,.000,0.0,0.5,,0.0,0.0,.000,0.0,0.5,,0.0,0.0,2,0,NBA,2.5,Steven Hunter,0.0,0.0,804,C,0.0,False,2007-08,0.0,DEN,0.0,1.0
25,2.4,,,.404,.413,7.6,18.4,.000,0.0,0.4,.404,7.6,18.8,.633,6.2,9.8,10,,ABA,38.8,Les Hunter,,4.8,801,PF,21.4,False,1967-68,,MNM,2.7,11.0
26,1.3,,,.371,.354,4.0,11.3,.667,0.2,0.3,.362,4.2,11.6,.738,3.1,4.2,10,,ABA,20.9,Les Hunter,,3.9,801,PF,11.7,False,1968-69,,MMF,1.8,8.8
27,1.6,,,.465,.467,6.0,12.9,.300,0.4,1.4,.450,6.4,14.3,.690,2.9,4.1,7,,ABA,33.3,Les Hunter,,,801,PF,16.1,False,1969-70,,NYA,,6.0
28,1.7,,3.3,.390,.393,3.4,8.6,.200,0.1,0.3,.387,3.4,8.8,.616,2.4,3.8,19,,ABA,18.5,Les Hunter,1.3,4.0,801,PF,9.3,False,1970-71,,KEN,2.0,4.6
29,1.3,,,.561,.571,3.3,5.8,.333,0.3,1.0,.537,3.7,6.8,.818,1.5,1.8,6,,ABA,20.5,Les Hunter,,2.3,801,PF,9.2,False,1971-72,,KEN,1.7,3.5
25,0.5,0.0,0.5,.313,.250,0.5,2.0,.250,0.5,2.0,.250,1.0,4.0,.500,0.5,1.0,2,0,NBA,18.0,Lindsey Hunter,0.5,1.0,802,PG,3.0,False,1995-96,0.5,DET,0.0,1.0
26,1.2,0.2,2.8,.530,.459,3.4,7.4,.414,2.4,5.8,.439,5.8,13.2,.714,1.0,1.4,5,5,NBA,40.2,Lindsey Hunter,0.8,1.8,802,PG,15.0,False,1996-97,1.2,DET,0.2,3.6
28,2.4,0.0,2.0,.292,.262,2.2,8.4,.273,0.6,2.2,.264,2.8,10.6,1.000,1.0,1.0,5,5,NBA,36.0,Lindsey Hunter,1.0,2.2,802,PG,7.2,False,1998-99,1.4,DET,1.4,3.0
29,1.7,0.3,2.3,.328,.391,3.0,7.7,.111,0.3,3.0,.313,3.3,10.7,.667,1.3,2.0,3,3,NBA,31.0,Lindsey Hunter,0.0,1.3,802,PG,8.3,False,1999-00,1.7,DET,1.7,2.3
30,1.9,0.2,1.6,.283,.348,0.9,2.6,.151,0.4,2.9,.242,1.3,5.5,.727,0.4,0.6,18,0,NBA,16.1,Lindsey Hunter,0.1,1.3,802,PG,3.6,False,2000-01,0.8,MIL,0.7,1.7
31,0.6,0.0,0.3,.400,.375,0.3,0.9,.276,0.4,1.6,.311,0.8,2.5,,0.0,0.0,18,0,NBA,7.3,Lindsey Hunter,0.1,1.1,802,PG,2.0,True,2001-02,0.1,LAL,0.3,0.4
33,0.9,0.2,1.2,.346,.343,0.5,1.5,.233,0.3,1.3,.292,0.8,2.8,.917,0.5,0.5,23,0,NBA,11.9,Lindsey Hunter,0.2,1.8,802,SG,2.4,True,2003-04,0.8,DET,0.6,1.4
34,1.6,0.3,1.2,.354,.364,1.1,3.1,.222,0.3,1.4,.319,1.4,4.5,.727,0.6,0.9,25,0,NBA,15.0,Lindsey Hunter,0.4,1.8,802,SG,3.8,False,2004-05,0.9,DET,0.6,1.6
35,1.6,0.1,0.6,.423,.353,0.7,1.9,.318,0.8,2.4,.333,1.4,4.3,1.000,0.6,0.6,18,0,NBA,12.1,Lindsey Hunter,0.4,2.3,802,PG,4.2,False,2005-06,0.8,DET,0.8,1.1
36,1.2,0.1,0.6,.290,.231,0.2,1.0,.222,0.3,1.4,.226,0.5,2.4,1.000,0.4,0.4,13,0,NBA,10.2,Lindsey Hunter,0.2,1.7,802,PG,1.8,False,2006-07,0.5,DET,0.8,0.8
37,1.3,0.0,0.7,.500,.300,0.3,0.9,.455,0.5,1.0,.381,0.7,1.9,,0.0,0.0,11,0,NBA,10.5,Lindsey Hunter,0.2,1.9,802,PG,1.9,False,2007-08,0.7,DET,0.5,0.9
38,0.8,0.0,0.8,.500,,0.0,0.0,.333,0.2,0.5,.333,0.2,0.5,.750,0.5,0.7,6,0,NBA,4.0,Lindsey Hunter,0.0,0.5,802,PG,1.0,False,2008-09,0.3,CHI,0.0,0.8
22,2.5,0.9,5.2,.500,.503,7.6,15.2,.000,0.0,0.1,.500,7.6,15.3,.636,3.8,6.0,11,11,NBA,35.7,Blake Griffin,1.7,3.7,801,PF,19.1,False,2011-12,1.8,LAC,2.3,6.9
23,2.5,0.8,4.2,.453,.453,4.8,10.7,,0.0,0.0,.453,4.8,10.7,.808,3.5,4.3,6,5,NBA,26.3,Blake Griffin,1.3,4.0,801,PF,13.2,False,2012-13,0.0,LAC,2.2,5.5
24,3.8,1.1,4.7,.502,.511,8.9,17.5,.143,0.1,0.5,.500,9.0,18.0,.740,5.5,7.4,13,13,NBA,36.8,Blake Griffin,2.7,4.2,801,PF,23.5,False,2013-14,1.2,LAC,2.4,7.4
25,6.1,1.0,10.0,.513,.521,9.9,19.1,.143,0.1,0.5,.511,10.0,19.6,.717,5.4,7.6,14,14,NBA,39.8,Blake Griffin,2.7,3.1,801,PF,25.5,False,2014-15,1.0,LAC,3.2,12.7
26,4.0,0.5,7.0,.387,.373,4.8,12.8,.500,0.3,0.5,.377,5.0,13.3,.760,4.8,6.3,4,4,NBA,31.8,Blake Griffin,1.8,2.3,801,PF,15.0,False,2015-16,0.8,LAC,2.3,8.8
27,2.3,0.3,5.0,.529,.467,7.0,15.0,.667,1.3,2.0,.490,8.3,17.0,1.000,2.3,2.3,3,3,NBA,33.0,Blake Griffin,1.0,0.7,801,PF,20.3,False,2016-17,0.7,LAC,2.0,6.0
24,0.0,0.2,0.6,.000,.000,0.0,0.2,.000,0.0,0.2,.000,0.0,0.4,1.000,0.4,0.4,5,0,NBA,1.6,JaMychal Green,0.0,0.2,799,PF,0.4,False,2014-15,0.2,MEM,0.0,0.6
25,0.8,1.3,2.5,.545,.571,3.0,5.3,.000,0.0,0.3,.545,3.0,5.5,.500,0.8,1.5,4,0,NBA,18.0,JaMychal Green,1.3,3.0,799,PF,6.8,False,2015-16,0.8,MEM,1.0,3.8
26,0.3,0.0,2.8,.569,.500,1.7,3.3,.438,1.2,2.7,.472,2.8,6.0,1.000,0.5,0.5,6,2,NBA,19.7,JaMychal Green,0.5,3.5,799,PF,7.3,False,2016-17,0.0,MEM,0.7,3.3
23,1.7,0.5,3.7,.386,.349,2.5,7.2,.296,1.3,4.5,.329,3.8,11.7,.850,2.8,3.3,6,6,NBA,37.3,Jeff Green,1.0,2.7,800,PF,11.8,False,2009-10,0.7,OKC,1.0,4.7
24,0.2,0.4,2.0,.500,.432,1.8,4.1,.438,0.8,1.8,.434,2.6,5.9,.722,1.4,2.0,9,0,NBA,19.2,Jeff Green,0.7,2.2,800,SF,7.3,False,2010-11,0.6,BOS,1.3,2.7
26,2.3,0.7,4.3,.494,.429,4.5,10.5,.455,1.7,3.7,.435,6.2,14.2,.844,6.3,7.5,6,6,NBA,43.0,Jeff Green,1.0,3.7,800,PF,20.3,False,2012-13,0.3,BOS,3.2,5.3
28,1.7,0.5,3.9,.352,.356,2.9,8.2,.222,0.4,1.6,.333,3.3,9.8,.846,2.0,2.4,11,2,NBA,27.1,Jeff Green,0.8,1.6,800,SF,8.9,False,2014-15,0.5,MEM,1.5,4.7
29,0.7,0.3,2.7,.500,.472,2.8,6.0,.400,0.7,1.7,.457,3.5,7.7,.600,2.5,4.2,6,1,NBA,26.5,Jeff Green,0.5,2.0,800,SF,10.2,False,2015-16,1.0,LAC,0.5,3.2
31,1.5,0.7,2.1,.482,.514,1.7,3.3,.300,1.0,3.2,.408,2.6,6.5,.717,1.5,2.1,22,2,NBA,23.8,Jeff Green,0.3,1.6,800,PF,7.7,False,2017-18,0.3,CLE,0.8,2.4
23,0.3,0.3,0.3,1.000,1.000,0.3,0.3,,0.0,0.0,1.000,0.3,0.3,,0.0,0.0,3,0,NBA,3.3,Brandon Hunter,0.7,0.7,796,PF,0.7,False,2003-04,0.0,BOS,0.3,1.0
24,1.5,,,,,,,,,,.345,1.5,4.5,.857,0.9,1.1,13,,NBA,13.5,Hot Rod Hundley,,1.2,795,PG,4.0,False,1958-59,,MNL,,1.8
25,6.1,,,,,,,,,,.336,4.6,13.6,.649,2.7,4.1,9,,NBA,37.4,Hot Rod Hundley,,2.0,795,SG,11.8,False,1959-60,,MNL,,6.8
26,3.8,,,,,,,,,,.297,2.5,8.4,.690,1.7,2.4,12,,NBA,23.9,Hot Rod Hundley,,1.6,795,SG,6.7,False,1960-61,,LAL,,3.4
27,2.7,,,,,,,,,,.280,0.6,2.1,.750,0.8,1.0,12,,NBA,15.6,Hot Rod Hundley,,2.3,795,SG,1.9,False,1961-62,,LAL,,1.5
28,0.7,,,,,,,,,,.300,0.4,1.4,1.000,0.4,0.4,7,,NBA,4.9,Hot Rod Hundley,,0.1,795,SG,1.3,False,1962-63,,LAL,,0.9
21,0.2,0.3,1.7,.333,.333,0.5,1.5,,0.0,0.0,.333,0.5,1.5,.375,0.5,1.3,6,0,NBA,11.5,Kris Humphries,1.2,1.8,794,PF,1.5,False,2006-07,0.2,TOR,0.5,2.8
22,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,3,0,NBA,0.7,Kris Humphries,0.0,0.0,794,PF,0.0,False,2007-08,0.0,TOR,0.0,0.0
27,0.1,0.4,1.9,.452,.452,2.0,4.4,,0.0,0.0,.452,2.0,4.4,.429,0.4,1.0,7,0,NBA,11.9,Kris Humphries,1.4,2.1,794,PF,4.4,False,2012-13,0.1,BRK,0.3,3.3
29,0.0,0.0,3.0,1.000,1.000,1.0,1.0,,0.0,0.0,1.000,1.0,1.0,,0.0,0.0,1,0,NBA,5.0,Kris Humphries,0.0,1.0,794,PF,2.0,False,2014-15,0.0,WAS,0.0,3.0
30,1.0,1.3,4.0,.554,.444,2.0,4.5,.500,1.3,2.5,.464,3.3,7.0,1.000,1.5,1.5,4,0,NBA,14.0,Kris Humphries,2.0,2.3,794,PF,9.3,False,2015-16,0.5,ATL,0.5,6.0
31,0.0,1.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,NBA,3.0,Kris Humphries,0.0,0.0,794,PF,0.0,False,2016-17,0.0,ATL,0.0,0.0
23,0.5,0.3,0.3,.417,.500,0.3,0.5,.250,0.3,1.0,.333,0.5,1.5,,0.0,0.0,4,0,NBA,1.8,Danny Green,0.0,0.3,790,SG,1.3,False,2010-11,0.3,SAS,0.3,0.3
24,1.1,0.7,3.0,.527,.545,1.3,2.4,.345,1.4,4.1,.418,2.7,6.5,.700,0.5,0.7,14,12,NBA,20.6,Danny Green,0.2,1.7,790,SG,7.4,False,2011-12,0.5,SAS,1.1,3.2
25,1.5,1.1,3.3,.594,.389,1.3,3.4,.482,2.6,5.4,.446,4.0,8.9,.800,0.6,0.7,21,21,NBA,31.9,Danny Green,0.9,2.4,790,SG,11.1,False,2012-13,1.0,SAS,0.9,4.1
26,0.9,0.7,2.6,.642,.517,1.3,2.5,.475,2.1,4.4,.491,3.4,6.9,.818,0.4,0.5,23,23,NBA,23.0,Danny Green,0.4,2.2,790,SG,9.3,True,2013-14,1.4,SAS,0.9,3.0
27,2.1,1.0,2.1,.443,.429,1.3,3.0,.300,1.7,5.7,.344,3.0,8.7,.667,0.6,0.9,7,7,NBA,29.1,Danny Green,1.0,1.7,790,SG,8.3,False,2014-15,1.0,SAS,0.7,3.1
28,0.7,0.8,3.1,.646,.353,0.6,1.7,.500,2.4,4.8,.462,3.0,6.5,.667,0.2,0.3,10,10,NBA,26.7,Danny Green,0.0,2.0,790,SG,8.6,False,2015-16,2.1,SAS,0.6,3.1
29,1.4,0.9,2.8,.523,.543,1.2,2.2,.342,1.6,4.8,.405,2.8,6.9,.571,0.5,0.9,16,16,NBA,27.3,Danny Green,0.8,1.9,790,SG,7.8,False,2016-17,0.6,SAS,1.1,3.6
30,0.2,0.8,1.4,.350,.300,0.6,2.0,.250,1.0,4.0,.267,1.6,6.0,,0.0,0.0,5,5,NBA,20.6,Danny Green,0.8,1.6,790,SG,4.2,False,2017-18,0.2,SAS,0.4,2.2
23,0.0,0.0,0.3,.321,.333,0.5,1.5,.200,0.2,0.8,.286,0.7,2.3,.500,0.3,0.7,6,0,NBA,4.3,Gerald Green,0.0,0.7,792,SG,1.8,False,2008-09,0.2,DAL,0.3,0.3
27,0.3,0.1,1.1,.530,.588,1.1,1.9,.333,1.2,3.7,.420,2.3,5.6,1.000,0.2,0.2,9,0,NBA,11.7,Gerald Green,0.2,1.1,792,SF,6.1,False,2012-13,0.0,IND,0.7,1.3
30,0.1,0.1,1.3,.367,.343,1.0,2.9,.286,0.3,1.2,.327,1.3,4.1,.800,0.3,0.4,12,0,NBA,9.2,Gerald Green,0.2,1.2,792,SG,3.3,False,2015-16,0.3,MIA,0.2,1.4
31,0.7,0.1,1.4,.618,.481,1.0,2.1,.467,1.6,3.5,.472,2.6,5.5,.889,0.6,0.7,13,7,NBA,14.8,Gerald Green,0.2,1.6,792,SF,7.5,False,2016-17,0.2,BOS,0.5,1.5
32,0.1,0.4,2.6,.537,.455,0.6,1.3,.375,1.6,4.2,.394,2.2,5.5,.857,0.4,0.4,17,0,NBA,16.0,Gerald Green,0.4,1.6,792,SG,6.3,False,2017-18,0.2,HOU,0.6,2.9
22,1.6,0.8,3.1,.509,.455,1.3,2.8,.391,0.8,1.9,.429,2.0,4.7,.765,1.1,1.4,12,1,NBA,18.6,Draymond Green,1.2,2.9,791,SF,5.8,False,2012-13,0.5,GSW,1.0,4.3
23,2.9,1.7,5.7,.533,.645,2.9,4.4,.276,1.1,4.1,.467,4.0,8.6,.792,2.7,3.4,7,4,NBA,32.6,Draymond Green,2.6,4.7,791,SF,11.9,False,2013-14,1.7,GSW,2.4,8.3
24,5.2,1.2,7.9,.467,.510,3.6,7.1,.264,1.1,4.3,.417,4.8,11.4,.736,3.0,4.1,21,21,NBA,37.3,Draymond Green,2.2,4.2,791,PF,13.7,True,2014-15,1.8,GSW,2.8,10.1
25,6.0,1.8,8.3,.500,.471,3.5,7.5,.365,1.7,4.5,.431,5.2,12.0,.738,3.4,4.7,23,23,NBA,38.2,Draymond Green,1.7,3.5,791,PF,15.4,False,2015-16,1.6,GSW,2.4,9.9
26,6.5,1.6,7.9,.547,.482,2.4,4.9,.410,1.9,4.6,.447,4.2,9.5,.687,2.7,3.9,17,17,NBA,34.9,Draymond Green,1.2,3.5,791,PF,13.1,True,2016-17,1.8,GSW,2.1,9.1
27,8.1,1.5,8.6,.487,.549,3.0,5.4,.266,1.0,3.8,.432,4.0,9.1,.796,1.9,2.3,21,21,NBA,39.0,Draymond Green,2.0,3.6,791,PF,10.8,True,2017-18,2.0,GSW,3.0,10.6
24,1.0,0.0,0.8,.283,.357,1.0,2.8,.111,0.2,1.8,.261,1.2,4.6,1.000,0.6,0.6,5,2,NBA,10.4,Jerian Grant,0.0,0.6,788,PG,3.2,False,2016-17,0.4,CHI,1.4,0.8
24,0.0,0.0,0.3,1.000,1.000,0.3,0.3,,0.0,0.0,1.000,0.3,0.3,,0.0,0.0,3,0,NBA,1.7,Ryan Humphrey,0.3,0.0,786,PF,0.7,False,2003-04,0.0,MEM,0.0,0.7
26,0.7,0.0,1.3,,,,,,,,.000,0.0,1.2,,0.0,0.0,6,,NBA,11.3,John Hummer,0.2,1.2,785,PF,0.0,False,1974-75,0.3,SEA,,1.5
27,0.0,0.0,0.0,,,,,,,,.667,0.7,1.0,,0.0,0.0,3,,NBA,5.3,John Hummer,0.3,1.0,785,PF,1.3,False,1975-76,0.0,SEA,,0.3
