age,ast,blk,drb,efg_pct,fg,fg2,fg2_pct,fg2a,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,g,gs,lg_id,mp,name,orb,pf,pid,pos,pts,ring,season,stl,team_id,tov,trb
24,0,0,0,.500,1,1,.500,2,0,,0,.500,2,1,.200,5,3,0,NBA,6,Malcolm Thomas,4,0,1382,PF,3,False,2012-13,0,CHI,0,4
25,11,5,70,.535,54,54,.535,101,0,,0,.535,101,19,.655,29,12,12,NBA,389,Kenny Thomas,42,42,1380,PF,127,False,2002-03,8,PHI,19,112
27,12,2,27,.511,23,23,.511,45,0,,0,.511,45,14,.700,20,5,5,NBA,153,Kenny Thomas,17,22,1380,PF,60,False,2004-05,4,SAC,8,44
28,8,0,15,.542,13,13,.542,24,0,,0,.542,24,9,.692,13,6,6,NBA,148,Kenny Thomas,12,22,1380,PF,35,False,2005-06,5,SAC,9,27
24,0,0,0,,0,0,,0,0,,0,,0,0,,0,1,0,NBA,1,John Thomas,0,0,1379,C,0,False,1999-00,0,TOR,0,0
30,2,1,6,.500,3,3,.500,6,0,,0,.500,6,1,.500,2,8,0,NBA,56,John Thomas,4,15,1379,C,7,False,2005-06,3,NJN,5,10
22,55,6,12,.482,39,37,.481,77,2,.333,6,.470,83,27,.771,35,5,,NBA,198,Isiah Thomas,7,22,1374,PG,107,False,1983-84,13,DET,23,19
23,101,4,36,.518,83,77,.510,151,6,.400,15,.500,166,47,.758,62,9,9,NBA,355,Isiah Thomas,11,39,1374,PG,219,False,1984-85,19,DET,30,47
24,48,3,14,.451,41,41,.477,86,0,.000,5,.451,91,24,.667,36,4,4,NBA,163,Isiah Thomas,8,17,1374,PG,106,False,1985-86,9,DET,17,22
25,130,4,46,.468,134,124,.470,264,10,.303,33,.451,297,83,.755,110,15,15,NBA,562,Isiah Thomas,21,51,1374,PG,361,False,1986-87,39,DET,42,67
26,201,8,81,.452,183,170,.453,375,13,.295,44,.437,419,125,.828,151,23,23,NBA,911,Isiah Thomas,26,71,1374,PG,504,False,1987-88,66,DET,85,107
27,141,4,49,.427,115,107,.430,249,8,.267,30,.412,279,71,.740,96,17,17,NBA,633,Isiah Thomas,24,39,1374,PG,309,True,1988-89,27,DET,43,73
28,163,7,88,.513,148,116,.460,252,32,.471,68,.463,320,81,.794,102,20,20,NBA,758,Isiah Thomas,21,65,1374,PG,409,True,1989-90,43,DET,72,109
29,111,2,41,.423,60,54,.425,127,6,.273,22,.403,149,50,.725,69,13,11,NBA,436,Isiah Thomas,13,41,1374,PG,176,False,1990-91,13,DET,41,54
30,37,0,23,.369,22,18,.333,54,4,.364,11,.338,65,22,.786,28,5,5,NBA,200,Isiah Thomas,3,18,1374,PG,70,False,1991-92,5,DET,16,26
25,0,0,0,1.000,1,1,1.000,1,0,,0,1.000,1,0,,0,3,0,NBA,5,Irving Thomas,0,0,1373,PF,2,False,1990-91,0,LAL,0,0
26,2,7,24,.655,19,19,.655,29,0,,0,.655,29,10,.455,22,8,0,NBA,126,Etan Thomas,12,23,1372,C,48,False,2004-05,0,WAS,9,36
27,0,2,4,.400,2,2,.400,5,0,,0,.400,5,2,.500,4,3,0,NBA,18,Etan Thomas,2,3,1372,C,6,False,2005-06,2,WAS,0,6
28,1,3,20,.412,7,7,.412,17,0,,0,.412,17,6,.667,9,4,4,NBA,84,Etan Thomas,2,9,1372,C,20,False,2006-07,2,WAS,6,22
31,0,0,3,.833,5,5,.833,6,0,,0,.833,6,2,1.000,2,2,0,NBA,17,Etan Thomas,1,1,1372,C,12,False,2009-10,0,OKC,1,4
32,0,0,0,.000,0,0,.000,2,0,,0,.000,2,0,,0,1,0,NBA,7,Etan Thomas,1,1,1372,C,0,False,2010-11,0,ATL,0,1
28,0,0,0,.000,0,0,.000,1,0,,0,.000,1,2,.667,3,1,0,NBA,11,Carl Thomas,1,2,1370,SG,2,False,1997-98,0,CLE,0,1
29,0,0,0,.000,0,0,.000,1,0,,0,.000,1,0,,0,2,0,NBA,2,Billy Thomas,0,0,1369,SF,0,False,2004-05,0,NJN,0,0
30,0,0,1,.000,0,0,.000,3,0,.000,4,.000,7,2,.500,4,3,0,NBA,14,Billy Thomas,0,3,1369,SG,2,False,2005-06,0,WAS,0,1
32,1,0,1,.750,1,0,,0,1,.500,2,.500,2,0,,0,3,0,NBA,8,Billy Thomas,0,0,1369,SF,3,False,2007-08,1,CLE,0,1
24,2,0,2,.250,1,1,.500,2,0,.000,2,.250,4,2,.500,4,5,0,NBA,22,David Thirdkill,0,4,1367,SF,4,False,1984-85,0,SAS,4,2
25,3,0,7,.333,6,6,.353,17,0,.000,1,.333,18,5,.455,11,13,0,NBA,47,David Thirdkill,1,5,1367,PF,17,True,1985-86,2,BOS,3,8
21,3,,,,6,,,,,,,.857,7,2,.333,6,2,,NBA,28,Bill Thieben,,5,1365,PF,14,False,1956-57,,FTW,,6
23,38,0,14,.456,40,38,.469,81,2,.222,9,.444,90,37,.860,43,6,,NBA,232,Reggie Theus,7,22,1363,SG,119,False,1980-81,9,CHI,15,21
26,16,0,7,.395,17,17,.425,40,0,.000,3,.395,43,9,.900,10,3,,NBA,81,Reggie Theus,4,9,1363,PG,43,False,1983-84,5,KCK,9,11
28,19,2,5,.391,18,18,.400,45,0,.000,1,.391,46,9,.750,12,3,3,NBA,102,Reggie Theus,3,9,1363,SG,45,False,1985-86,3,SAC,14,8
31,24,0,4,.368,14,14,.389,36,0,.000,2,.368,38,9,.750,12,5,5,NBA,127,Reggie Theus,3,18,1363,SG,37,False,1988-89,1,ATL,10,7
25,0,0,5,.500,1,1,.500,2,0,,0,.500,2,0,,0,4,0,NBA,26,Hasheem Thabeet,1,7,1360,C,2,False,2012-13,1,OKC,2,6
26,0,0,0,,0,0,,0,0,,0,,0,0,,0,2,0,NBA,7,Hasheem Thabeet,0,4,1360,C,0,False,2013-14,0,OKC,0,0
24,3,,,.261,6,6,.261,23,,,,.261,23,1,.250,4,6,,NBA,43,Tom Thacker,,4,1361,PG,13,False,1963-64,,CIN,,13
25,3,,,.385,5,5,.385,13,,,,.385,13,3,.750,4,4,,NBA,47,Tom Thacker,,8,1361,PG,13,False,1964-65,,CIN,,12
26,5,,,.318,7,7,.318,22,,,,.318,22,3,.750,4,4,,NBA,46,Tom Thacker,,11,1361,PG,17,False,1965-66,,CIN,,9
28,8,,,.292,7,7,.292,24,,,,.292,24,2,.286,7,17,,NBA,81,Tom Thacker,,23,1361,SG,16,True,1967-68,,BOS,,17
29,69,,,.308,36,36,.321,112,0,.000,5,.308,117,28,.596,47,16,,ABA,391,Tom Thacker,,53,1361,PG,100,False,1968-69,,INA,33,77
30,36,,,.355,12,9,.333,27,3,.273,11,.316,38,6,.545,11,14,,ABA,187,Tom Thacker,,37,1361,PG,33,True,1969-70,,INA,20,48
23,2,,2,.222,2,2,.286,7,0,.000,2,.222,9,1,1.000,1,4,,ABA,36,Claude Terry,1,5,1358,SG,5,False,1972-73,,DNR,4,3
25,13,1,8,.405,23,22,.458,48,1,.100,10,.397,58,3,.600,5,12,,ABA,135,Claude Terry,5,18,1358,SF,50,False,1974-75,1,DNA,4,13
26,17,1,17,.360,18,18,.419,43,0,.000,7,.360,50,13,.765,17,12,,ABA,159,Claude Terry,4,15,1358,SG,49,False,1975-76,7,DNA,15,21
27,60,7,45,.591,81,54,.514,105,27,.491,55,.506,160,38,.884,43,13,13,NBA,501,Jason Terry,9,28,1359,PG,227,False,2004-05,17,DAL,30,54
28,83,1,52,.484,163,132,.493,268,31,.307,101,.442,369,59,.831,71,22,22,NBA,844,Jason Terry,12,55,1359,PG,416,False,2005-06,26,DAL,44,64
29,22,2,11,.473,39,30,.500,60,9,.281,32,.424,92,15,.833,18,6,6,NBA,229,Jason Terry,3,12,1359,SG,102,False,2006-07,5,DAL,17,14
30,24,1,7,.550,26,12,.429,28,14,.438,32,.433,60,13,.867,15,5,3,NBA,180,Jason Terry,1,15,1359,SG,79,False,2007-08,2,DAL,5,8
31,19,3,22,.476,49,27,.403,67,22,.373,59,.389,126,23,.767,30,10,1,NBA,325,Jason Terry,6,18,1359,SG,143,False,2008-09,6,DAL,16,28
32,12,1,13,.464,26,14,.359,39,12,.400,30,.377,69,12,.750,16,6,0,NBA,174,Jason Terry,2,16,1359,SG,76,False,2009-10,4,DAL,6,15
33,67,3,34,.556,128,86,.497,173,42,.442,95,.478,268,70,.843,83,21,0,NBA,684,Jason Terry,6,44,1359,SG,368,True,2010-11,26,DAL,32,40
34,15,0,8,.568,20,10,.417,24,10,.500,20,.455,44,5,.625,8,4,1,NBA,139,Jason Terry,1,11,1359,SG,55,False,2011-12,1,DAL,8,9
35,12,2,13,.583,24,9,.450,20,15,.441,34,.444,54,9,.818,11,6,1,NBA,189,Jason Terry,0,9,1359,SG,72,False,2012-13,4,BOS,5,13
37,48,2,32,.534,57,28,.538,52,29,.354,82,.425,134,13,.813,16,17,17,NBA,487,Jason Terry,6,46,1359,SG,156,False,2014-15,15,HOU,20,38
38,6,1,10,.421,13,7,.368,19,6,.316,19,.342,38,3,1.000,3,5,0,NBA,124,Jason Terry,1,13,1359,SG,35,False,2015-16,2,HOU,3,11
39,5,1,6,.389,6,4,.500,8,2,.200,10,.333,18,1,1.000,1,6,0,NBA,68,Jason Terry,2,7,1359,SG,15,False,2016-17,3,MIL,2,8
40,2,0,1,.600,2,0,,0,2,.400,5,.400,5,0,,0,3,0,NBA,44,Jason Terry,1,2,1359,SG,6,False,2017-18,1,MIL,1,2
25,0,0,1,,0,0,,0,0,,0,,0,0,,0,3,,NBA,5,Carlos Terry,0,0,1356,SG,0,False,1981-82,0,WSB,0,1
22,1,,,.800,4,4,.800,5,,,,.800,5,0,,0,5,,NBA,18,Chuck Terry,,2,1357,SF,8,False,1972-73,,MIL,,3
23,7,0,14,.458,11,11,.458,24,0,,0,.458,24,4,.667,6,7,,ABA,112,Chuck Terry,10,9,1357,SF,26,False,1973-74,0,SAA,3,24
24,2,1,17,.480,12,12,.480,25,0,,0,.480,25,3,.750,4,5,,ABA,123,Chuck Terry,2,14,1357,SF,27,False,1974-75,3,SAA,1,19
25,1,0,1,.000,0,0,.000,5,0,.000,2,.000,7,0,,0,4,,ABA,23,Chuck Terry,1,7,1357,SF,0,True,1975-76,0,NYA,5,2
24,0,0,2,,0,,,,,,,.000,4,0,,0,1,,NBA,6,Ira Terrell,0,0,1355,SF,0,False,1978-79,0,POR,0,2
26,13,1,7,.460,57,57,.467,122,0,.000,2,.460,124,30,.789,38,10,0,NBA,233,Terry Teagle,13,27,1352,SG,144,False,1986-87,8,GSW,14,20
28,10,3,22,.496,70,70,.504,139,0,.000,2,.496,141,18,.818,22,8,0,NBA,240,Terry Teagle,15,27,1352,SF,158,False,1988-89,8,GSW,13,37
30,11,4,20,.376,47,47,.376,125,0,,0,.376,125,25,.781,32,18,1,NBA,274,Terry Teagle,8,31,1352,SG,119,False,1990-91,8,LAL,16,28
31,8,2,10,.491,27,27,.491,55,0,,0,.491,55,16,.800,20,4,2,NBA,126,Terry Teagle,3,18,1352,SG,70,False,1991-92,5,LAL,8,13
32,0,0,0,.400,2,2,.400,5,0,,0,.400,5,0,.000,2,5,0,NBA,12,Terry Teagle,0,1,1352,SG,4,False,1992-93,0,HOU,3,0
22,0,0,0,.000,0,0,.000,1,0,,0,.000,1,0,,0,2,0,NBA,2,Tyshawn Taylor,0,0,1350,PG,0,False,2012-13,0,BRK,0,0
22,0,,,.000,0,0,.000,4,0,,0,.000,4,0,.000,1,2,,ABA,5,Ronald Taylor,,,1349,C,0,False,1969-70,,NYA,,2
23,13,,8,.500,15,14,.483,29,1,.500,2,.484,31,22,.759,29,6,,ABA,128,Oliver Taylor,7,18,1348,SG,53,False,1970-71,,NYA,10,15
24,47,,,.439,79,79,.441,179,0,.000,1,.439,180,53,.736,72,19,,ABA,702,Oliver Taylor,,60,1348,SG,211,False,1971-72,,NYA,68,100
25,12,,15,.404,20,18,.391,46,2,.333,6,.385,52,7,.500,14,4,,ABA,139,Oliver Taylor,15,12,1348,SG,49,False,1972-73,,SDA,17,30
26,1,0,0,.571,4,4,.571,7,0,,0,.571,7,1,1.000,1,2,,ABA,25,Oliver Taylor,3,2,1348,SG,9,False,1973-74,2,CAR,2,3
27,5,1,11,.474,18,18,.474,38,0,,0,.474,38,13,.765,17,5,0,NBA,115,Maurice Taylor,5,20,1346,PF,49,False,2003-04,0,HOU,7,16
23,1,0,0,.000,0,0,,0,0,.000,1,.000,1,0,,0,1,0,NBA,3,Donell Taylor,0,0,1337,SG,0,False,2005-06,1,WAS,0,0
24,4,0,3,.167,1,1,.167,6,0,,0,.167,6,1,1.000,1,2,0,NBA,17,Donell Taylor,0,2,1337,SG,3,False,2006-07,0,WAS,2,3
23,19,,,.455,5,5,.455,11,0,,0,.455,11,0,,0,7,,ABA,129,Fatty Taylor,,19,1338,PG,10,False,1969-70,,WSA,6,22
21,11,,13,.483,28,28,.491,57,0,.000,1,.483,58,12,.800,15,5,,ABA,166,Brian Taylor,3,14,1336,PG,68,False,1972-73,,NYA,10,16
22,62,4,29,.524,86,84,.515,163,2,.667,3,.518,166,23,.767,30,14,,ABA,507,Brian Taylor,32,45,1336,PG,197,True,1973-74,33,NYA,32,61
24,27,,19,.425,17,17,.447,38,0,.000,2,.425,40,19,.679,28,12,,ABA,214,Fatty Taylor,18,37,1338,PG,53,False,1970-71,,VIR,18,37
25,45,,,.448,47,46,.447,103,1,.333,3,.443,106,20,.667,30,11,,ABA,382,Fatty Taylor,,41,1338,PG,115,False,1971-72,,VIR,39,57
26,14,,17,.355,13,12,.333,36,1,.500,2,.342,38,14,.933,15,5,,ABA,169,Fatty Taylor,4,19,1338,PG,41,False,1972-73,,VIR,18,21
23,14,1,8,.375,13,12,.364,33,1,.333,3,.361,36,4,1.000,4,5,,ABA,186,Brian Taylor,4,21,1336,PG,31,False,1974-75,7,NYA,8,12
24,46,3,19,.401,81,72,.393,183,9,.300,30,.380,213,34,.739,46,13,,ABA,475,Brian Taylor,15,37,1336,PG,205,True,1975-76,26,NYA,31,34
27,25,3,13,.306,16,15,.313,48,1,.167,6,.296,54,6,.545,11,5,,ABA,167,Fatty Taylor,12,11,1338,PG,39,False,1973-74,8,VIR,17,25
28,37,2,22,.453,29,29,.460,63,0,.000,1,.453,64,15,.789,19,13,,ABA,275,Fatty Taylor,16,36,1338,PG,73,False,1974-75,27,DNA,15,38
30,0,0,0,,0,0,,0,,,,,0,0,,0,1,,NBA,1,Fatty Taylor,0,0,1338,PG,0,False,1976-77,0,DEN,,0
23,27,9,38,.500,67,67,.500,134,,,,.500,134,16,.667,24,11,,NBA,356,Earl Tatum,16,34,1334,SG,150,False,1976-77,15,LAL,,54
27,36,,,.497,70,68,.496,137,2,.333,6,.490,143,45,.865,52,7,,ABA,313,Levern Tart,,,1333,SG,187,False,1969-70,,NYA,,30
28,33,,12,.379,32,30,.400,75,2,.167,12,.368,87,14,.700,20,4,,ABA,101,Levern Tart,11,12,1333,SG,80,False,1970-71,,TEX,8,23
22,1,7,24,.500,24,24,.500,48,0,,0,.500,48,5,.714,7,4,1,NBA,114,Roy Tarpley,18,18,1332,PF,53,False,1986-87,1,DAL,7,42
23,30,26,131,.519,125,125,.525,238,0,.000,3,.519,241,54,.740,73,17,0,NBA,563,Roy Tarpley,88,69,1332,PF,304,False,1987-88,21,DAL,32,219
25,1,10,37,.478,22,22,.489,45,0,.000,1,.478,46,6,.500,12,3,3,NBA,129,Roy Tarpley,9,12,1332,PF,50,False,1989-90,7,DAL,9,46
22,4,,,,11,,,,,,,.333,33,8,.727,11,3,,BAA,,Sid Tanenbaum,,8,1330,,30,False,1947-48,,NYK,,
23,10,,,,6,,,,,,,.207,29,5,1.000,5,3,,BAA,,Sid Tanenbaum,,5,1330,,17,False,1948-49,,BLB,,
24,1,3,0,.400,2,2,.400,5,0,,0,.400,5,2,1.000,2,8,0,NBA,31,Zan Tabak,1,5,1327,C,6,True,1994-95,1,HOU,2,1
29,0,2,12,.500,4,4,.500,8,0,,0,.500,8,4,1.000,4,10,0,NBA,47,Zan Tabak,4,10,1327,C,12,False,1999-00,0,IND,1,16
30,0,0,0,.000,0,0,.000,4,0,,0,.000,4,1,.500,2,2,2,NBA,10,Zan Tabak,3,2,1327,C,1,False,2000-01,0,IND,0,3
25,1,2,3,.444,4,4,.444,9,0,,0,.444,9,0,,0,4,0,NBA,54,Ekpe Udoh,3,4,1324,C,8,False,2012-13,2,MIL,0,6
27,0,0,3,.333,1,1,.333,3,0,,0,.333,3,0,,0,4,0,NBA,12,Ekpe Udoh,0,3,1324,PF,2,False,2014-15,0,LAC,0,3
30,0,2,2,1.000,1,1,1.000,1,0,,0,1.000,1,0,.000,4,6,0,NBA,21,Ekpe Udoh,1,2,1324,C,2,False,2017-18,0,UTA,1,3
26,5,0,2,.417,5,5,.417,12,0,,0,.417,12,0,,0,3,0,NBA,24,Kelvin Upshaw,0,4,1322,SG,10,False,1988-89,1,BOS,1,2
22,5,,,.526,30,30,.526,57,,,,.526,57,15,.789,19,4,,NBA,165,Wes Unseld,,14,1320,C,75,False,1968-69,,BAL,,74
23,24,,,.414,29,29,.414,70,,,,.414,70,15,.789,19,7,,NBA,289,Wes Unseld,,25,1320,C,73,False,1969-70,,BAL,,165
24,69,,,.462,96,96,.462,208,,,,.462,208,46,.568,81,18,,NBA,759,Wes Unseld,,60,1320,C,238,False,1970-71,,BAL,,339
25,25,,,.492,32,32,.492,65,,,,.492,65,10,.526,19,6,,NBA,266,Wes Unseld,,22,1320,C,74,False,1971-72,,BAL,,75
26,17,,,.417,20,20,.417,48,,,,.417,48,9,.474,19,5,,NBA,201,Wes Unseld,,12,1320,C,49,False,1972-73,,BAL,,76
27,27,1,63,.492,31,31,.492,63,,,,.492,63,9,.600,15,7,,NBA,297,Wes Unseld,22,15,1320,C,71,False,1973-74,4,CAP,,85
28,64,20,211,.546,71,71,.546,130,,,,.546,130,40,.656,61,17,,NBA,734,Wes Unseld,65,39,1320,C,182,False,1974-75,15,WSB,,276
29,28,4,59,.462,18,18,.462,39,,,,.462,39,13,.542,24,7,,NBA,310,Wes Unseld,26,19,1320,C,49,False,1975-76,6,WSB,,85
30,44,6,81,.556,30,30,.556,54,,,,.556,54,7,.583,12,9,,NBA,368,Wes Unseld,24,32,1320,C,67,False,1976-77,8,WSB,,105
31,79,7,144,.530,71,71,.530,134,,,,.530,134,27,.587,46,18,,NBA,677,Wes Unseld,72,62,1320,C,169,True,1977-78,17,WSB,36,216
32,64,14,163,.494,78,78,.494,158,,,,.494,158,39,.609,64,19,,NBA,736,Wes Unseld,90,66,1320,C,195,False,1978-79,17,WSB,30,253
33,7,3,21,.500,7,7,.538,13,0,.000,1,.500,14,4,.667,6,2,,NBA,87,Wes Unseld,7,5,1320,C,18,False,1979-80,0,WSB,3,28
22,22,1,13,.423,28,18,.439,41,10,.270,37,.359,78,12,.857,14,21,0,NBA,241,Beno Udrih,4,20,1318,PG,78,True,2004-05,9,SAS,20,17
23,8,0,3,.350,10,9,.375,24,1,.167,6,.333,30,4,.800,5,7,0,NBA,47,Beno Udrih,1,8,1318,PG,25,False,2005-06,0,SAS,3,4
24,1,0,0,.000,0,0,.000,4,0,.000,2,.000,6,2,1.000,2,8,0,NBA,20,Beno Udrih,1,2,1318,PG,2,True,2006-07,0,SAS,3,1
31,12,0,10,.511,21,17,.515,33,4,.333,12,.467,45,9,.692,13,7,0,NBA,115,Beno Udrih,2,11,1318,SG,55,False,2013-14,3,MEM,9,12
32,21,0,16,.452,31,27,.474,57,4,.250,16,.425,73,10,.833,12,10,0,NBA,175,Beno Udrih,4,16,1318,PG,76,False,2014-15,5,MEM,4,20
30,17,2,40,.577,33,17,.548,31,16,.400,40,.465,71,5,.714,7,16,0,NBA,236,Ime Udoka,7,25,1317,PF,87,False,2007-08,11,SAS,11,47
31,4,1,15,.375,7,6,.500,12,1,.125,8,.350,20,2,.400,5,5,0,NBA,104,Ime Udoka,8,14,1317,SF,17,False,2008-09,4,SAS,2,23
23,3,0,3,.300,3,3,.333,9,0,.000,1,.300,10,8,.615,13,9,0,NBA,41,Delon Wright,1,2,1314,PG,14,False,2015-16,3,TOR,2,4
24,13,1,9,.588,9,7,.636,11,2,.333,6,.529,17,5,.714,7,9,0,NBA,92,Delon Wright,4,4,1314,PG,25,False,2016-17,4,TOR,5,13
25,23,9,19,.522,31,22,.468,47,9,.429,21,.456,68,15,.938,16,10,0,NBA,215,Delon Wright,3,10,1314,PG,86,False,2017-18,15,TOR,9,22
24,0,1,3,.400,2,2,.400,5,0,,0,.400,5,1,.500,2,4,0,NBA,27,Brandan Wright,2,4,1312,C,5,False,2011-12,1,DAL,3,5
26,8,6,7,.833,15,15,.833,18,0,,0,.833,18,3,.500,6,6,0,NBA,90,Brandan Wright,5,8,1312,C,33,False,2013-14,2,DAL,2,12
29,0,2,1,.400,2,2,.400,5,0,,0,.400,5,0,,0,2,0,NBA,12,Brandan Wright,1,0,1312,PF,4,False,2016-17,0,MEM,1,2
26,1,1,1,.500,2,2,.500,4,0,,0,.500,4,1,.500,2,3,0,NBA,21,Jeff Withey,3,5,1309,C,5,False,2016-17,1,UTA,0,4
19,8,4,46,.466,32,27,.482,56,5,.278,18,.432,74,21,.700,30,13,2,NBA,330,Justise Winslow,17,35,1308,SF,90,False,2015-16,8,MIA,12,63
21,13,4,26,.440,15,8,.348,23,7,.368,19,.357,42,12,.706,17,5,0,NBA,125,Justise Winslow,7,17,1308,PF,49,False,2017-18,4,MIA,8,33
24,0,0,0,1.500,1,0,,0,1,1.000,1,1.000,1,0,,0,1,0,NBA,5,Kyle Wiltjer,0,0,1307,PF,3,False,2016-17,0,HOU,0,0
22,1,0,5,.000,0,0,.000,4,0,.000,5,.000,9,1,.500,2,5,0,NBA,19,Troy Williams,2,0,1304,SF,1,False,2016-17,0,HOU,2,7
21,12,0,9,.417,24,22,.431,51,2,.222,9,.400,60,22,.733,30,6,0,NBA,135,Lou Williams,3,11,1300,PG,72,False,2007-08,6,PHI,7,12
22,17,1,13,.471,21,15,.429,35,6,.375,16,.412,51,10,.667,15,6,0,NBA,149,Lou Williams,2,10,1300,SG,58,False,2008-09,3,PHI,12,15
24,15,0,8,.385,17,11,.344,32,6,.300,20,.327,52,14,.737,19,5,0,NBA,130,Lou Williams,0,6,1300,SG,54,False,2010-11,5,PHI,4,8
25,39,0,24,.380,50,42,.447,94,8,.167,48,.352,142,41,.788,52,13,0,NBA,358,Lou Williams,3,17,1300,PG,149,False,2011-12,13,PHI,16,27
27,8,1,16,.430,19,14,.412,34,5,.313,16,.380,50,15,.938,16,7,0,NBA,133,Lou Williams,0,10,1300,PG,58,False,2013-14,7,ATL,13,16
28,5,0,5,.353,16,12,.400,30,4,.190,21,.314,51,15,.833,18,4,0,NBA,102,Lou Williams,2,9,1300,SG,51,False,2014-15,6,TOR,3,7
30,14,1,23,.475,50,38,.481,79,12,.308,39,.424,118,26,.897,29,11,0,NBA,272,Lou Williams,7,17,1300,SG,138,False,2016-17,7,HOU,14,30
21,5,3,17,.414,24,24,.414,58,0,,0,.414,58,32,.889,36,7,7,NBA,199,Marvin Williams,11,21,1301,SF,80,False,2007-08,2,ATL,13,28
22,6,2,6,.362,10,9,.391,23,1,.167,6,.345,29,9,.692,13,6,3,NBA,97,Marvin Williams,3,8,1301,SF,30,False,2008-09,5,ATL,6,9
23,8,5,40,.399,31,30,.390,77,1,.500,2,.392,79,29,.906,32,11,11,NBA,345,Marvin Williams,23,20,1301,SF,92,False,2009-10,6,ATL,5,63
24,6,7,17,.420,22,19,.422,45,3,.273,11,.393,56,10,.769,13,12,3,NBA,216,Marvin Williams,10,18,1301,SF,57,False,2010-11,9,ATL,12,27
25,5,2,28,.444,16,8,.276,29,8,.500,16,.356,45,7,.778,9,6,3,NBA,145,Marvin Williams,5,9,1301,SF,47,False,2011-12,3,ATL,3,33
29,6,3,41,.333,14,8,.235,34,6,.353,17,.275,51,2,.500,4,7,7,NBA,228,Marvin Williams,7,11,1301,PF,36,False,2015-16,6,CHO,2,48
25,4,1,2,.633,8,5,.500,10,3,.600,5,.533,15,2,1.000,2,8,0,NBA,38,Derrick Williams,1,0,1297,PF,21,False,2016-17,0,CLE,3,3
25,3,1,9,.486,16,13,.520,25,3,.273,11,.444,36,4,.444,9,7,0,NBA,136,Damien Wilkins,9,17,1294,SF,39,False,2004-05,10,SEA,8,18
31,1,2,5,.538,7,7,.636,11,0,.000,2,.538,13,0,,0,8,0,NBA,39,Damien Wilkins,3,2,1294,SF,14,False,2010-11,2,ATL,2,8
25,1,0,1,.000,0,0,.000,1,0,,0,.000,1,0,,0,2,0,NBA,7,C.J. Wilcox,0,1,1292,SG,0,False,2015-16,0,LAC,0,1
22,10,2,21,.493,30,23,.489,47,7,.333,21,.441,68,12,.600,20,5,5,NBA,164,Andrew Wiggins,5,14,1291,SF,79,False,2017-18,2,MIN,9,26
26,3,28,83,.681,47,47,.681,69,0,,0,.681,69,26,.591,44,10,10,NBA,291,Hassan Whiteside,26,34,1290,C,120,False,2015-16,8,MIA,13,109
28,1,6,20,.450,9,9,.450,20,0,,0,.450,20,8,.615,13,5,5,NBA,77,Hassan Whiteside,10,16,1290,C,26,False,2017-18,0,MIA,12,30
23,1,2,0,.583,3,2,.500,4,1,.500,2,.500,6,0,,0,3,0,NBA,18,Derrick White,0,0,1286,PG,7,False,2017-18,1,SAS,0,0
21,36,1,26,.500,43,38,.481,79,5,.417,12,.473,91,32,.842,38,6,6,NBA,212,Russell Westbrook,10,13,1284,PG,123,False,2009-10,10,OKC,14,36
22,108,6,55,.414,135,121,.410,295,14,.292,48,.394,343,121,.852,142,17,17,NBA,638,Russell Westbrook,36,56,1284,PG,405,False,2010-11,24,OKC,78,91
23,117,8,87,.457,177,159,.465,342,18,.277,65,.435,407,89,.802,111,20,20,NBA,767,Russell Westbrook,22,49,1284,PG,461,False,2011-12,31,OKC,45,109
24,14,0,12,.439,17,15,.469,32,2,.222,9,.415,41,12,.857,14,2,2,NBA,68,Russell Westbrook,1,5,1284,PG,48,False,2012-13,6,OKC,8,13
25,153,6,93,.455,167,139,.466,298,28,.280,100,.420,398,145,.884,164,19,19,NBA,735,Russell Westbrook,45,62,1284,PG,507,False,2013-14,41,OKC,83,138
27,198,2,83,.448,159,125,.434,288,34,.324,105,.405,393,116,.829,140,18,18,NBA,674,Russell Westbrook,41,43,1284,PG,468,False,2015-16,46,OKC,78,124
28,54,2,49,.431,59,46,.447,103,13,.265,49,.388,152,56,.800,70,5,5,NBA,194,Russell Westbrook,9,16,1284,PG,187,False,2016-17,12,OKC,30,58
29,45,0,61,.444,64,49,.412,119,15,.357,42,.398,161,33,.825,40,6,6,NBA,235,Russell Westbrook,11,21,1284,PG,176,False,2017-18,9,OKC,31,72
23,1,0,0,.000,0,0,.000,1,0,,0,.000,1,0,,0,2,0,NBA,6,Briante Weber,0,1,1282,PG,0,False,2015-16,1,MIA,0,0
26,31,0,12,.366,19,16,.390,41,3,.200,15,.339,56,10,.909,11,16,0,NBA,136,C.J. Watson,2,15,1278,PG,51,False,2010-11,8,CHI,17,14
27,33,0,12,.276,14,10,.238,42,4,.250,16,.241,58,12,.750,16,6,5,NBA,164,C.J. Watson,1,16,1278,PG,44,False,2011-12,5,CHI,7,13
28,13,1,12,.473,24,20,.500,40,4,.267,15,.436,55,8,.667,12,7,0,NBA,161,C.J. Watson,5,11,1278,PG,60,False,2012-13,5,BRK,1,17
29,18,1,37,.500,37,21,.420,50,16,.400,40,.411,90,17,.607,28,19,0,NBA,342,C.J. Watson,3,28,1278,PG,107,False,2013-14,16,IND,14,40
