age,ast,blk,drb,efg_pct,fg,fg2,fg2_pct,fg2a,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,g,gs,lg_id,mp,name,orb,pf,pid,pos,pts,ring,season,stl,team_id,tov,trb
23,6,,,,5,,,,,,,.556,9,2,.500,4,1,,NBA,12,Bud Ogden,,0,2393,SF,12,False,1969-70,,PHI,,1
24,0,,,,0,,,,,,,.000,2,0,,0,1,,NBA,4,Bud Ogden,,1,2393,SF,0,False,1970-71,,PHI,,2
21,0,5,15,.524,11,11,.524,21,0,,0,.524,21,8,.667,12,6,0,NBA,96,Greg Oden,11,27,2391,C,30,False,2008-09,2,POR,8,26
26,1,0,1,,0,0,,0,0,,0,,0,0,,0,3,0,NBA,7,Greg Oden,0,2,2391,C,0,False,2013-14,1,MIA,0,1
24,37,10,76,.467,81,73,.468,156,8,.308,26,.445,182,49,.681,72,13,13,NBA,512,Lamar Odom,32,58,2392,PF,219,False,2003-04,15,MIA,42,108
26,34,8,62,.525,49,43,.623,69,6,.200,30,.495,99,30,.667,45,7,7,NBA,314,Lamar Odom,15,23,2392,PF,134,False,2005-06,3,LAL,23,77
27,11,6,45,.500,41,38,.514,74,3,.273,11,.482,85,12,.500,24,5,5,NBA,192,Lamar Odom,20,17,2392,PF,97,False,2006-07,2,LAL,10,65
28,62,27,162,.498,107,104,.502,207,3,.273,11,.491,218,84,.661,127,21,21,NBA,786,Lamar Odom,47,72,2392,PF,301,False,2007-08,14,LAL,47,209
29,42,31,146,.568,108,90,.526,171,18,.514,35,.524,206,49,.613,80,23,5,NBA,735,Lamar Odom,64,75,2392,PF,283,True,2008-09,16,LAL,39,210
30,46,21,138,.495,91,81,.529,153,10,.244,41,.469,194,30,.600,50,23,0,NBA,667,Lamar Odom,60,84,2392,PF,222,True,2009-10,15,LAL,28,198
31,21,4,52,.480,45,41,.526,78,4,.200,20,.459,98,27,.711,38,10,1,NBA,286,Lamar Odom,13,25,2392,PF,121,False,2010-11,2,LAL,15,65
33,11,5,19,.450,11,6,.375,16,5,.357,14,.367,30,3,.500,6,6,1,NBA,107,Lamar Odom,4,16,2392,PF,30,False,2012-13,5,LAC,10,23
30,1,3,3,.333,3,3,.333,9,0,,0,.333,9,1,.250,4,7,0,NBA,34,Fabricio Oberto,3,7,2390,C,7,False,2005-06,1,SAS,2,6
31,14,4,57,.625,50,50,.633,79,0,.000,1,.625,80,12,.571,21,20,12,NBA,415,Fabricio Oberto,41,54,2390,PF,112,True,2006-07,6,SAS,10,98
32,20,5,56,.609,28,28,.609,46,0,,0,.609,46,7,.700,10,17,9,NBA,331,Fabricio Oberto,15,48,2390,PF,63,False,2007-08,6,SAS,14,71
33,0,0,2,.667,4,4,.667,6,0,,0,.667,6,4,1.000,4,2,0,NBA,22,Fabricio Oberto,2,2,2390,C,12,False,2008-09,2,SAS,2,4
22,3,2,20,.524,11,11,.524,21,0,,0,.524,21,8,.615,13,3,3,NBA,88,Charles Oakley,10,13,2389,PF,30,False,1985-86,6,CHI,5,30
23,6,1,29,.400,19,17,.370,46,2,.500,4,.380,50,20,.833,24,3,3,NBA,129,Charles Oakley,17,13,2389,PF,60,False,1986-87,4,CHI,8,46
24,32,4,89,.440,40,40,.449,89,0,.000,2,.440,91,21,.875,24,10,10,NBA,373,Charles Oakley,39,33,2389,PF,101,False,1987-88,6,CHI,18,128
25,11,1,58,.486,35,34,.479,71,1,.500,2,.479,73,16,.667,24,9,9,NBA,299,Charles Oakley,43,31,2389,PF,87,False,1988-89,12,NYK,22,101
26,27,2,71,.518,43,42,.506,83,1,1.000,1,.512,84,34,.654,52,10,8,NBA,336,Charles Oakley,39,33,2389,PF,121,False,1989-90,11,NYK,22,110
27,3,1,16,.476,10,10,.476,21,0,,0,.476,21,3,.500,6,3,3,NBA,100,Charles Oakley,15,13,2389,PF,23,False,1990-91,2,NYK,7,31
28,8,5,64,.379,22,22,.379,58,0,,0,.379,58,20,.741,27,12,12,NBA,354,Charles Oakley,44,36,2389,PF,64,False,1991-92,8,NYK,15,108
29,17,2,94,.481,63,63,.481,131,0,,0,.481,131,40,.727,55,15,15,NBA,507,Charles Oakley,71,51,2389,PF,166,False,1992-93,16,NYK,36,165
30,59,5,176,.477,125,125,.477,262,0,,0,.477,262,79,.775,102,25,25,NBA,992,Charles Oakley,116,87,2389,PF,329,False,1993-94,35,NYK,65,292
31,41,6,62,.468,49,45,.455,99,4,.400,10,.450,109,42,.824,51,11,11,NBA,421,Charles Oakley,31,42,2389,PF,144,False,1994-95,19,NYK,24,93
32,14,0,41,.513,39,37,.514,72,2,.333,6,.500,78,25,.694,36,8,8,NBA,308,Charles Oakley,28,33,2389,PF,105,False,1995-96,8,NYK,28,69
33,16,3,65,.442,38,38,.447,85,0,.000,1,.442,86,22,.759,29,10,10,NBA,358,Charles Oakley,23,37,2389,PF,98,False,1996-97,22,NYK,18,88
34,14,2,64,.408,29,29,.408,71,0,,0,.408,71,23,.920,25,10,10,NBA,342,Charles Oakley,21,38,2389,PF,81,False,1997-98,11,NYK,13,85
36,11,1,21,.517,14,12,.545,22,2,.286,7,.483,29,0,.000,1,3,3,NBA,110,Charles Oakley,2,14,2389,PF,30,False,1999-00,6,TOR,5,23
37,21,7,56,.449,47,44,.440,100,3,.375,8,.435,108,14,.824,17,12,12,NBA,391,Charles Oakley,20,29,2389,PF,111,False,2000-01,12,TOR,22,76
25,1,,,,1,,,,,,,.143,7,3,.750,4,5,,NBA,,Kevin O'Shea,,8,2386,,5,False,1950-51,,MNL,,5
21,7,9,23,.511,23,23,.511,45,0,,0,.511,45,16,.471,34,3,3,NBA,126,Shaquille O'Neal,17,13,2384,C,62,False,1993-94,2,ORL,10,40
22,70,40,155,.577,195,195,.577,338,0,,0,.577,338,149,.571,261,21,21,NBA,805,Shaquille O'Neal,95,84,2384,C,539,False,1994-95,18,ORL,73,250
23,55,15,71,.606,131,131,.606,216,0,,0,.606,216,48,.393,122,12,12,NBA,459,Shaquille O'Neal,49,40,2384,C,310,False,1995-96,9,ORL,44,120
24,29,17,57,.514,89,89,.514,173,0,,0,.514,173,64,.610,105,9,9,NBA,326,Shaquille O'Neal,38,37,2384,C,242,False,1996-97,5,LAL,22,95
25,38,34,84,.612,158,158,.612,258,0,,0,.612,258,80,.503,159,13,13,NBA,501,Shaquille O'Neal,48,41,2384,C,396,False,1997-98,7,LAL,43,132
26,18,23,49,.510,79,79,.510,155,0,,0,.510,155,55,.466,118,8,8,NBA,315,Shaquille O'Neal,44,29,2384,C,213,False,1998-99,7,LAL,18,93
27,71,55,236,.566,286,286,.566,505,0,,0,.566,505,135,.456,296,23,23,NBA,1000,Shaquille O'Neal,119,67,2384,C,707,True,1999-00,13,LAL,56,355
28,51,38,156,.555,191,191,.555,344,0,,0,.555,344,105,.525,200,16,16,NBA,676,Shaquille O'Neal,91,55,2384,C,487,True,2000-01,7,LAL,57,247
29,54,48,172,.529,203,203,.529,384,0,,0,.529,384,135,.649,208,19,19,NBA,776,Shaquille O'Neal,67,62,2384,C,541,True,2001-02,10,LAL,62,239
30,44,34,115,.535,121,121,.535,226,0,,0,.535,226,82,.621,132,12,12,NBA,481,Shaquille O'Neal,63,34,2384,C,324,False,2002-03,7,LAL,35,178
31,55,61,200,.593,182,182,.593,307,0,,0,.593,307,109,.429,254,22,22,NBA,917,Shaquille O'Neal,91,90,2384,C,473,False,2003-04,7,LAL,55,291
32,25,19,83,.558,101,101,.558,181,0,,0,.558,181,50,.472,106,13,13,NBA,431,Shaquille O'Neal,19,52,2384,C,252,False,2004-05,5,MIA,42,102
33,39,34,150,.612,178,178,.612,291,0,,0,.612,291,68,.374,182,23,23,NBA,759,Shaquille O'Neal,75,84,2384,C,424,True,2005-06,11,MIA,85,225
34,5,6,18,.559,33,33,.559,59,0,,0,.559,59,9,.333,27,4,4,NBA,121,Shaquille O'Neal,16,15,2384,C,75,False,2006-07,1,MIA,14,34
35,5,13,33,.440,22,22,.440,50,0,,0,.440,50,32,.500,64,5,5,NBA,150,Shaquille O'Neal,13,21,2384,C,76,False,2007-08,5,PHO,9,46
37,15,13,40,.516,48,48,.516,93,0,,0,.516,93,31,.660,47,11,11,NBA,243,Shaquille O'Neal,21,41,2384,C,127,False,2009-10,2,CLE,24,61
38,1,0,0,.500,1,1,.500,2,0,,0,.500,2,0,.000,2,2,0,NBA,12,Shaquille O'Neal,0,4,2384,C,2,False,2010-11,1,BOS,0,0
18,0,1,1,.000,0,0,.000,1,0,.000,1,.000,2,0,.000,2,2,0,NBA,4,Jermaine O'Neal,0,0,2383,PF,0,False,1996-97,0,POR,0,1
19,0,2,0,.000,0,0,.000,2,0,.000,1,.000,3,0,,0,1,0,NBA,3,Jermaine O'Neal,1,1,2383,PF,0,False,1997-98,0,POR,0,1
20,1,3,9,.400,4,4,.400,10,0,,0,.400,10,6,.500,12,9,0,NBA,55,Jermaine O'Neal,8,11,2383,PF,14,False,1998-99,0,POR,2,17
21,1,3,5,.273,3,3,.273,11,0,,0,.273,11,6,.667,9,8,0,NBA,38,Jermaine O'Neal,2,9,2383,C,12,False,1999-00,0,POR,0,7
22,7,10,38,.436,17,17,.447,38,0,.000,1,.436,39,5,.500,10,4,4,NBA,157,Jermaine O'Neal,12,13,2383,C,39,False,2000-01,0,IND,7,50
23,5,8,32,.447,34,34,.453,75,0,.000,1,.447,76,18,.750,24,5,5,NBA,192,Jermaine O'Neal,6,24,2383,PF,86,False,2001-02,4,IND,14,38
24,4,18,81,.467,43,43,.483,89,0,.000,3,.467,92,51,.785,65,6,6,NBA,272,Jermaine O'Neal,24,22,2383,PF,137,False,2002-03,3,IND,18,105
25,19,36,117,.423,115,115,.429,268,0,.000,4,.423,272,77,.700,110,16,16,NBA,604,Jermaine O'Neal,29,53,2383,PF,307,False,2003-04,8,IND,29,146
26,29,34,83,.365,77,77,.370,208,0,.000,3,.365,211,54,.750,72,13,13,NBA,476,Jermaine O'Neal,21,48,2383,PF,208,False,2004-05,7,IND,36,104
27,10,14,36,.524,44,44,.537,82,0,.000,2,.524,84,38,.717,53,6,6,NBA,216,Jermaine O'Neal,9,28,2383,PF,126,False,2005-06,3,IND,26,45
30,9,9,20,.549,28,28,.549,51,0,,0,.549,51,24,.750,32,6,5,NBA,162,Jermaine O'Neal,7,18,2383,C,80,False,2008-09,3,MIA,10,27
31,5,10,18,.205,9,9,.205,44,0,,0,.205,44,3,.429,7,5,5,NBA,117,Jermaine O'Neal,10,13,2383,C,21,False,2009-10,4,MIA,7,28
32,8,16,23,.488,21,21,.488,43,0,,0,.488,43,10,.909,11,9,9,NBA,197,Jermaine O'Neal,15,34,2383,C,52,False,2010-11,2,BOS,8,38
35,1,3,12,.563,18,18,.563,32,0,,0,.563,32,6,.750,8,7,3,NBA,84,Jermaine O'Neal,12,12,2383,PF,42,False,2013-14,1,GSW,4,24
23,3,0,8,.273,3,3,.300,10,0,.000,1,.273,11,1,.500,2,2,,NBA,44,Mike O'Koren,0,8,2381,SF,7,False,1981-82,1,NJN,2,8
24,3,0,5,.250,2,2,.250,8,0,,0,.250,8,0,,0,2,,NBA,18,Mike O'Koren,1,3,2381,SF,4,False,1982-83,0,NJN,2,6
25,21,4,17,.424,25,25,.431,58,0,.000,1,.424,59,5,.833,6,11,,NBA,216,Mike O'Koren,18,37,2381,SF,55,False,1983-84,3,NJN,12,35
26,4,0,9,.429,3,3,.429,7,0,,0,.429,7,0,.000,2,3,0,NBA,34,Mike O'Koren,1,6,2381,SF,6,False,1984-85,0,NJN,1,10
27,2,1,1,.167,1,1,.200,5,0,.000,1,.167,6,0,,0,2,0,NBA,21,Mike O'Koren,1,5,2381,SF,2,False,1985-86,2,NJN,3,2
25,11,,,,22,,,,,,,.367,60,13,.650,20,11,,BAA,,Dick O'Keefe,,37,2379,,57,False,1948-49,,WSC,,
26,5,,,,4,,,,,,,.308,13,7,.875,8,2,,NBA,,Dick O'Keefe,,10,2379,,15,False,1949-50,,WSC,,
27,0,,,,2,,,,,,,.100,20,5,1.000,5,6,,BAA,,Buddy O'Grady,,5,2377,,9,False,1946-47,,WSC,,
28,0,,,,11,,,,,,,.333,33,3,1.000,3,7,,BAA,,Buddy O'Grady,,5,2377,,25,False,1947-48,,STB,,
23,3,,,,5,,,,,,,.455,11,5,1.000,5,2,,NBA,49,Ralph O'Brien,,1,2373,SG,15,False,1951-52,,INO,,3
24,0,,,,0,,,,,,,.000,2,2,1.000,2,1,,NBA,18,Ralph O'Brien,,2,2373,PG,2,False,1952-53,,BLB,,1
21,3,,,.429,3,3,.500,6,0,.000,1,.429,7,3,1.000,3,5,,ABA,23,Jimmy O'Brien,,0,2372,PG,9,False,1971-72,,KEN,0,3
22,82,,25,.360,33,32,.356,90,1,.333,3,.355,93,39,.867,45,19,,ABA,435,Jimmy O'Brien,9,35,2372,PG,106,False,1972-73,,KEN,33,34
23,26,1,8,.448,21,20,.444,45,1,.333,3,.438,48,4,.571,7,6,,ABA,152,Jimmy O'Brien,1,6,2372,PG,47,False,1973-74,3,SDA,7,9
22,3,0,1,.400,4,4,.400,10,0,,0,.400,10,0,,0,4,,ABA,9,Jim O'Brien,1,1,2371,SF,8,True,1973-74,0,NYA,0,2
23,5,0,5,.222,2,2,.250,8,0,.000,1,.222,9,2,1.000,2,3,,ABA,33,Jim O'Brien,1,2,2371,SF,6,False,1974-75,3,MMS,1,6
21,3,,,,9,,,,,,,.237,38,10,.667,15,9,,BAA,,Bob O'Brien,,13,2369,,28,False,1947-48,,PHW,,
23,1,0,0,.667,2,2,.667,3,0,,0,.667,3,0,,0,4,0,NBA,9,Charles O'Bannon,1,0,2366,SG,4,False,1998-99,0,DET,3,1
22,1,0,0,.000,0,0,.000,3,0,,0,.000,3,0,,0,4,0,NBA,9,Ronnie Price,0,1,2363,PG,0,False,2005-06,0,SAC,0,0
24,11,2,3,.371,10,7,.412,17,3,.214,14,.323,31,10,.769,13,12,0,NBA,68,Ronnie Price,1,6,2363,PG,33,False,2007-08,6,UTA,6,4
25,5,0,0,.300,3,3,.429,7,0,.000,3,.300,10,2,1.000,2,2,0,NBA,16,Ronnie Price,3,4,2363,PG,8,False,2008-09,1,UTA,0,3
26,14,1,5,.333,7,5,.294,17,2,.286,7,.292,24,4,.500,8,10,0,NBA,90,Ronnie Price,5,20,2363,PG,20,False,2009-10,4,UTA,2,10
23,0,1,0,.000,0,0,.000,2,0,.000,1,.000,3,0,,0,2,0,NBA,5,Phil Pressey,1,1,2362,PG,0,False,2014-15,0,BOS,0,1
22,6,2,23,.436,27,20,.455,44,7,.269,26,.386,70,7,.875,8,18,3,NBA,206,Norman Powell,4,18,2360,SG,68,False,2015-16,13,TOR,5,27
23,14,3,23,.518,35,20,.417,48,15,.441,34,.427,82,20,.833,24,9,5,NBA,227,Norman Powell,5,25,2360,SG,105,False,2016-17,10,TOR,15,28
24,2,0,2,.321,4,3,.429,7,1,.143,7,.286,14,3,.750,4,6,0,NBA,40,Norman Powell,0,4,2360,SG,12,False,2017-18,0,TOR,1,2
23,1,0,1,.000,0,0,.000,1,0,,0,.000,1,0,,0,2,0,NBA,3,Dwight Powell,0,1,2359,PF,0,False,2014-15,0,DAL,0,1
24,4,0,8,.474,9,9,.500,18,0,.000,1,.474,19,6,.545,11,4,0,NBA,64,Dwight Powell,9,5,2359,PF,24,False,2015-16,1,DAL,1,17
21,7,3,31,.606,17,11,.550,20,6,.462,13,.515,33,0,,0,6,0,NBA,121,Bobby Portis,5,10,2357,PF,40,False,2016-17,3,CHI,6,36
22,1,0,1,.167,1,1,.333,3,0,.000,3,.167,6,0,,0,3,0,NBA,9,Quincy Pondexter,0,1,2355,SF,2,False,2010-11,0,NOH,0,1
23,2,0,13,.722,12,10,.714,14,2,.500,4,.667,18,7,.778,9,7,0,NBA,114,Quincy Pondexter,3,13,2355,SF,33,False,2011-12,4,MEM,5,16
24,11,2,29,.617,46,22,.537,41,24,.453,53,.489,94,17,.607,28,15,0,NBA,357,Quincy Pondexter,9,31,2355,SF,133,False,2012-13,11,MEM,9,38
26,12,0,17,.411,10,7,.389,18,3,.300,10,.357,28,6,.857,7,4,4,NBA,124,Quincy Pondexter,3,13,2355,SF,29,False,2014-15,7,NOP,1,20
20,0,0,0,.333,1,1,.500,2,0,.000,1,.333,3,0,,0,3,0,NBA,6,Otto Porter,0,0,2356,SF,2,False,2013-14,0,WAS,0,0
21,18,2,56,.511,39,27,.482,56,12,.375,32,.443,88,10,.476,21,10,0,NBA,331,Otto Porter,24,16,2356,SF,100,False,2014-15,12,WAS,6,80
23,23,7,75,.583,58,47,.671,70,11,.282,39,.532,109,31,.886,35,13,13,NBA,428,Otto Porter,15,26,2356,SF,158,False,2016-17,21,WAS,10,90
24,8,5,24,.549,20,15,.517,29,5,.417,12,.488,41,5,.625,8,5,5,NBA,158,Otto Porter,1,6,2356,SF,50,False,2017-18,6,WAS,3,25
23,2,7,18,.438,7,7,.438,16,0,,0,.438,16,8,.444,18,10,0,NBA,114,Mason Plumlee,5,24,2352,C,22,False,2013-14,3,BRK,9,23
24,2,2,6,.667,4,4,.667,6,0,,0,.667,6,4,.364,11,6,0,NBA,49,Mason Plumlee,2,10,2352,C,12,False,2014-15,4,BRK,3,8
25,53,11,93,.400,28,28,.400,70,0,,0,.400,70,21,.636,33,11,11,NBA,306,Mason Plumlee,37,42,2352,C,77,False,2015-16,7,POR,25,130
21,0,1,6,.455,5,5,.455,11,0,,0,.455,11,0,.000,2,6,0,NBA,26,Jakob Poeltl,6,3,2354,C,10,False,2016-17,1,TOR,0,12
22,6,4,21,.548,17,17,.567,30,0,.000,1,.548,31,15,.789,19,9,0,NBA,140,Jakob Poeltl,15,25,2354,C,49,False,2017-18,3,TOR,8,36
26,1,1,3,.125,1,1,.125,8,0,,0,.125,8,1,.500,2,1,0,NBA,16,Miles Plumlee,3,1,2353,C,3,False,2014-15,0,MIL,1,6
20,0,3,3,.800,4,4,.800,5,0,,0,.800,5,1,.333,3,6,0,NBA,28,Kendrick Perkins,3,7,2347,C,9,False,2004-05,0,BOS,3,6
23,13,32,101,.585,62,62,.590,105,0,.000,1,.585,106,40,.678,59,25,25,NBA,631,Kendrick Perkins,52,91,2347,C,164,True,2007-08,15,BOS,31,153
24,20,37,111,.575,73,73,.579,126,0,.000,1,.575,127,20,.667,30,14,14,NBA,512,Kendrick Perkins,51,51,2347,C,166,False,2008-09,6,BOS,33,162
25,22,32,102,.510,49,49,.516,95,0,.000,1,.510,96,33,.600,55,23,23,NBA,575,Kendrick Perkins,41,79,2347,C,131,False,2009-10,9,BOS,43,143
26,13,13,66,.453,29,29,.453,64,0,,0,.453,64,19,.576,33,17,17,NBA,479,Kendrick Perkins,37,57,2347,C,77,False,2010-11,4,OKC,27,103
27,13,25,89,.416,37,37,.416,89,0,,0,.416,89,20,.800,25,20,20,NBA,517,Kendrick Perkins,35,59,2347,C,94,False,2011-12,7,OKC,29,124
28,7,5,26,.263,10,10,.270,37,0,.000,1,.263,38,4,1.000,4,11,11,NBA,210,Kendrick Perkins,15,39,2347,C,24,False,2012-13,8,OKC,23,41
29,14,6,69,.533,24,24,.533,45,0,,0,.533,45,12,.800,15,19,19,NBA,384,Kendrick Perkins,33,64,2347,C,60,False,2013-14,4,OKC,25,102
30,0,3,7,.250,2,2,.250,8,0,,0,.250,8,6,.600,10,8,0,NBA,33,Kendrick Perkins,2,6,2347,C,10,False,2014-15,0,CLE,4,9
21,8,2,4,.308,7,5,.313,16,2,.200,10,.269,26,2,.500,4,10,0,NBA,64,Cameron Payne,0,7,2344,PG,18,False,2015-16,2,OKC,8,4
22,0,0,1,.750,1,0,.000,1,1,1.000,1,.500,2,0,,0,1,0,NBA,4,Cameron Payne,0,0,2344,PG,3,False,2016-17,0,CHI,1,1
22,135,2,43,.514,111,106,.530,200,5,.238,21,.502,221,62,.785,79,12,12,NBA,486,Chris Paul,16,43,2342,PG,289,False,2007-08,28,NOH,22,59
23,52,0,18,.445,30,25,.439,57,5,.313,16,.411,73,18,.857,21,5,5,NBA,201,Chris Paul,4,8,2342,PG,83,False,2008-09,8,NOH,24,22
25,69,0,37,.604,42,33,.569,58,9,.474,19,.545,77,39,.796,49,6,6,NBA,250,Chris Paul,3,11,2342,PG,132,False,2010-11,11,NOH,22,40
26,87,1,50,.466,70,57,.456,125,13,.333,39,.427,164,41,.872,47,11,11,NBA,423,Chris Paul,6,30,2342,PG,194,False,2011-12,30,LAC,43,56
27,38,0,21,.565,49,43,.589,73,6,.316,19,.533,92,33,.892,37,6,6,NBA,224,Chris Paul,3,17,2342,PG,137,False,2012-13,11,LAC,9,24
28,134,0,43,.548,92,60,.472,127,32,.457,70,.467,197,41,.774,53,13,13,NBA,472,Chris Paul,12,50,2342,PG,257,False,2013-14,37,LAC,39,55
29,105,3,46,.574,95,68,.548,124,27,.415,65,.503,189,48,.941,51,12,12,NBA,445,Chris Paul,7,37,2342,PG,265,False,2014-15,22,LAC,26,53
30,29,0,12,.526,37,31,.554,56,6,.300,20,.487,76,15,1.000,15,4,4,NBA,125,Chris Paul,4,12,2342,PG,95,False,2015-16,9,LAC,4,16
31,69,1,31,.548,67,53,.546,97,14,.368,38,.496,135,29,.879,33,7,7,NBA,260,Chris Paul,4,24,2342,PG,177,False,2016-17,12,LAC,19,35
32,87,4,80,.531,118,81,.513,158,37,.374,99,.459,257,44,.830,53,15,15,NBA,517,Chris Paul,9,47,2342,PG,317,False,2017-18,30,HOU,28,89
26,1,0,1,,0,0,,0,0,,0,,0,0,,0,1,0,NBA,3,Brandon Paul,0,0,2341,SG,0,False,2017-18,0,SAS,0,1
24,9,3,35,.615,26,19,.633,30,7,.389,18,.542,48,14,.778,18,7,0,NBA,199,Patrick Patterson,12,13,2339,PF,73,False,2013-14,3,TOR,6,47
25,5,0,10,.685,15,8,.667,12,7,.467,15,.556,27,4,1.000,4,4,0,NBA,106,Patrick Patterson,4,5,2339,PF,41,False,2014-15,3,TOR,3,14
26,24,9,48,.482,55,34,.515,66,21,.300,70,.404,136,22,.846,26,20,9,NBA,583,Patrick Patterson,29,31,2339,PF,153,False,2015-16,7,TOR,18,77
27,20,2,19,.389,10,2,.200,10,8,.308,26,.278,36,6,1.000,6,10,1,NBA,185,Patrick Patterson,1,4,2339,PF,34,False,2016-17,7,TOR,6,20
28,3,0,10,.667,3,1,.500,2,2,.500,4,.500,6,0,,0,6,0,NBA,58,Patrick Patterson,1,8,2339,PF,8,False,2017-18,1,OKC,3,11
24,3,0,5,.357,2,1,.250,4,1,.333,3,.286,7,1,1.000,1,4,0,NBA,20,Lamar Patterson,0,1,2338,SG,6,False,2015-16,1,ATL,4,5
19,40,1,24,.493,62,52,.477,109,10,.370,27,.456,136,21,.750,28,10,10,NBA,341,Tony Parker,5,22,2336,PG,155,False,2001-02,9,SAS,22,29
20,85,3,58,.425,135,120,.430,279,15,.268,56,.403,335,67,.713,94,24,24,NBA,814,Tony Parker,8,51,2336,PG,352,True,2002-03,22,SAS,47,66
21,70,1,16,.479,72,55,.440,125,17,.395,43,.429,168,23,.657,35,10,10,NBA,386,Tony Parker,5,15,2336,PG,184,False,2003-04,13,SAS,31,21
22,100,2,53,.466,166,157,.494,318,9,.188,48,.454,366,55,.632,87,23,23,NBA,858,Tony Parker,13,69,2336,PG,396,True,2004-05,17,SAS,71,66
23,50,1,39,.465,104,102,.470,217,2,.222,9,.460,226,64,.810,79,13,13,NBA,475,Tony Parker,8,31,2336,PG,274,False,2005-06,13,SAS,40,47
24,115,0,53,.490,168,161,.489,329,7,.333,21,.480,350,72,.679,106,20,20,NBA,751,Tony Parker,14,34,2336,PG,415,True,2006-07,22,SAS,66,67
25,103,1,53,.508,152,145,.507,286,7,.350,20,.497,306,70,.753,93,17,17,NBA,654,Tony Parker,10,37,2336,PG,381,False,2007-08,16,SAS,50,63
26,34,1,20,.560,59,56,.596,94,3,.214,14,.546,108,22,.710,31,5,5,NBA,181,Tony Parker,1,13,2336,PG,143,False,2008-09,6,SAS,21,21
27,54,0,29,.481,73,71,.470,151,2,.667,3,.474,154,25,.595,42,10,2,NBA,335,Tony Parker,9,20,2336,PG,173,False,2009-10,6,SAS,22,38
28,31,2,15,.468,43,42,.494,85,1,.125,8,.462,93,31,.756,41,6,6,NBA,221,Tony Parker,1,10,2336,PG,118,False,2010-11,8,SAS,20,16
29,95,0,42,.469,102,95,.466,204,7,.333,21,.453,225,71,.807,88,14,14,NBA,506,Tony Parker,8,23,2336,PG,282,False,2011-12,13,SAS,44,50
30,146,3,54,.473,167,156,.467,334,11,.355,31,.458,365,87,.777,112,21,21,NBA,765,Tony Parker,14,26,2336,PG,432,False,2012-13,24,SAS,53,68
31,111,2,40,.504,168,155,.498,311,13,.371,35,.486,346,51,.729,70,23,23,NBA,719,Tony Parker,5,37,2336,PG,400,True,2013-14,15,SAS,62,45
32,25,0,19,.363,33,33,.402,82,0,.000,9,.363,91,10,.588,17,7,7,NBA,210,Tony Parker,4,14,2336,PG,76,False,2014-15,2,SAS,11,23
33,53,2,21,.469,44,40,.488,82,4,.250,16,.449,98,12,.857,14,10,10,NBA,264,Tony Parker,1,15,2336,PG,104,False,2015-16,6,SAS,18,22
34,25,0,18,.582,51,40,.513,78,11,.579,19,.526,97,14,1.000,14,8,8,NBA,211,Tony Parker,2,10,2336,PG,127,False,2016-17,4,SAS,12,20
35,6,0,4,.378,14,14,.438,32,0,.000,5,.378,37,5,.714,7,5,0,NBA,67,Tony Parker,0,2,2336,PG,33,False,2017-18,2,SAS,4,4
24,22,2,32,.538,42,26,.491,53,16,.400,40,.452,93,9,.643,14,6,6,NBA,238,Chandler Parsons,7,19,2337,SF,109,False,2012-13,1,HOU,18,39
25,14,2,35,.500,46,33,.478,69,13,.361,36,.438,105,11,.733,15,6,6,NBA,250,Chandler Parsons,6,19,2337,SF,116,False,2013-14,4,HOU,5,41
26,2,0,6,.333,5,5,.455,11,0,.000,4,.333,15,0,,0,1,1,NBA,37,Chandler Parsons,0,1,2337,SF,10,False,2014-15,0,DAL,1,6
22,10,4,35,.500,28,22,.512,43,6,.316,19,.452,62,8,.615,13,7,0,NBA,167,Jabari Parker,8,15,2335,PF,70,False,2017-18,7,MIL,6,43
24,1,,,,7,,,,,,,.292,24,1,.250,4,3,,BAA,,Don Putman,,7,2331,,15,False,1946-47,,STB,,
25,5,,,,8,,,,,,,.182,44,7,.583,12,7,,BAA,,Don Putman,,15,2331,,23,False,1947-48,,STB,,
26,4,,,,2,,,,,,,.182,11,0,.000,3,2,,BAA,,Don Putman,,6,2331,,4,False,1948-49,,STB,,
23,2,0,11,.280,7,7,.292,24,0,.000,1,.280,25,15,.714,21,7,0,NBA,105,Zaza Pachulia,9,22,2332,C,29,False,2007-08,2,ATL,9,20
24,3,3,48,.415,22,22,.415,53,0,,0,.415,53,32,.762,42,11,1,NBA,260,Zaza Pachulia,28,40,2332,C,76,False,2008-09,5,ATL,14,76
25,3,7,19,.514,18,18,.514,35,0,,0,.514,35,15,.625,24,11,0,NBA,161,Zaza Pachulia,19,34,2332,C,51,False,2009-10,2,ATL,9,38
26,13,1,37,.478,11,11,.478,23,0,,0,.478,23,17,.773,22,11,0,NBA,195,Zaza Pachulia,17,37,2332,C,39,False,2010-11,2,ATL,9,54
30,9,3,29,.400,16,16,.400,40,0,,0,.400,40,8,.615,13,6,6,NBA,129,Zaza Pachulia,11,15,2332,C,40,False,2014-15,10,MIL,5,40
31,16,1,17,.375,9,9,.375,24,0,,0,.375,24,15,.882,17,5,4,NBA,112,Zaza Pachulia,10,13,2332,C,33,False,2015-16,3,DAL,2,27
32,12,4,39,.533,32,32,.542,59,0,.000,1,.533,60,13,.765,17,15,15,NBA,212,Zaza Pachulia,18,32,2332,C,77,True,2016-17,8,GSW,14,57
