age,and1s,astd_pts,drawn_shooting,fga_blkd,fouls_blocking,fouls_offensive,fouls_shooting,fouls_take,g,lg_id,mp,name,pct_1,pct_2,pct_3,pct_4,pct_5,pid,plus_minus_net,plus_minus_on,pos,ring,season,team_id,tov_bad_pass,tov_lost_ball,tov_other
32,3,7,7,5,1,1,7,3,5,NBA,75,Amar'e Stoudemire,,,,87%,13%,1832,1.1,-4.7,PF,False,2014-15,DAL,1,3,3
33,2,0,5,0,0,1,7,0,9,NBA,82,Amar'e Stoudemire,,,,,100%,1832,-11.7,-5.7,C,False,2015-16,MIA,2,4,3
23,1,6,22,11,,0,9,0,8,NBA,307,Peja Stojakovic,,14%,83%,2%,,1822,25.8,5.2,SF,False,2000-01,SAC,4,11,3
24,2,23,12,10,,2,12,0,10,NBA,338,Peja Stojakovic,,8%,87%,5%,,1822,-1.5,2.2,SF,False,2001-02,SAC,4,10,5
25,3,71,19,12,,3,18,0,12,NBA,486,Peja Stojakovic,,,67%,31%,3%,1822,31.5,7.5,SF,False,2002-03,SAC,4,4,4
26,4,43,16,18,,1,10,0,12,NBA,517,Peja Stojakovic,,,95%,5%,,1822,-9.8,-0.8,SF,False,2003-04,SAC,7,5,2
27,1,14,8,2,,0,8,0,5,NBA,203,Peja Stojakovic,,,95%,4%,1%,1822,-14.8,-7.7,SF,False,2004-05,SAC,2,0,0
28,0,9,1,1,,0,3,0,2,NBA,51,Peja Stojakovic,,,96%,4%,,1822,19.4,11.3,SF,False,2005-06,IND,0,1,0
30,0,15,6,5,,0,7,0,12,NBA,455,Peja Stojakovic,,,82%,18%,,1822,-3.0,3.6,SF,False,2007-08,NOH,3,4,1
31,1,5,4,3,,2,9,0,5,NBA,162,Peja Stojakovic,,,70%,30%,,1822,-28.6,-36.4,SF,False,2008-09,NOH,1,1,4
33,0,16,4,6,0,0,13,0,19,NBA,350,Peja Stojakovic,,,57%,43%,,1822,-1.4,6.2,SF,True,2010-11,DAL,8,0,1
38,0,121,3,4,,2,3,0,5,NBA,186,John Stockton,100%,,,,,1821,27.5,1.8,PG,False,2000-01,UTA,5,0,2
39,0,83,3,3,,3,5,0,4,NBA,141,John Stockton,100%,,,,,1821,16.3,2.8,PG,False,2001-02,UTA,4,1,3
40,0,52,5,6,,0,2,0,5,NBA,149,John Stockton,100%,,,,,1821,-10.1,-15.1,PG,False,2002-03,UTA,10,4,0
26,0,11,2,2,3,2,13,0,19,NBA,143,Greg Stiemsma,,,,,100%,1815,-27.3,-22.5,C,False,2011-12,BOS,0,2,2
29,0,0,0,0,0,0,0,0,1,NBA,2,Greg Stiemsma,,,,100%,,1815,117.3,100.0,C,False,2014-15,TOR,0,0,0
25,0,0,0,1,,0,0,0,2,NBA,4,Michael Stewart,,,34%,,66%,1813,-90.2,-88.3,C,False,2000-01,TOR,0,0,0
26,0,0,0,0,,0,1,0,1,NBA,8,Michael Stewart,,,,100%,,1813,-23.7,-26.7,C,False,2001-02,TOR,1,0,0
28,0,0,0,0,,0,1,0,1,NBA,2,Michael Stewart,,,,26%,75%,1813,-102.1,-120.0,C,False,2003-04,BOS,0,0,0
19,0,0,0,0,,0,0,0,1,NBA,8,DeShawn Stevenson,,100%,,,,1809,-24.7,-28.6,SG,False,2000-01,UTA,0,1,0
21,0,9,3,0,,0,1,0,4,NBA,37,DeShawn Stevenson,,100%,,,,1809,-14.4,-23.4,SG,False,2002-03,UTA,0,0,0
25,1,17,4,2,,0,2,0,4,NBA,122,DeShawn Stevenson,,98%,2%,,,1809,-6.1,-12.3,SG,False,2006-07,WAS,1,2,0
26,2,39,9,3,,2,1,0,6,NBA,196,DeShawn Stevenson,,96%,4%,,,1809,2.6,-3.5,SG,False,2007-08,WAS,5,1,3
28,0,0,0,0,,0,1,0,2,NBA,6,DeShawn Stevenson,,12%,88%,,,1809,-33.5,-33.3,SG,False,2009-10,DAL,0,0,0
29,0,30,4,3,0,1,13,0,21,NBA,332,DeShawn Stevenson,,67%,33%,,,1809,-20.7,-7.0,SG,True,2010-11,DAL,7,1,2
31,0,2,0,0,0,0,4,0,4,NBA,45,DeShawn Stevenson,,34%,66%,,,1809,-16.3,-19.5,SG,False,2012-13,ATL,2,0,0
35,0,2,0,1,,1,0,0,3,NBA,36,John Starks,,100%,,,,1795,-41.4,-39.9,SG,False,2000-01,UTA,1,0,1
27,8,104,27,13,,5,9,0,10,NBA,361,Jerry Stackhouse,,29%,70%,1%,,1788,12.6,2.9,SF,False,2001-02,DET,12,9,6
30,3,76,23,14,,3,8,0,13,NBA,403,Jerry Stackhouse,,70%,29%,1%,,1788,-4.9,-3.9,SG,False,2004-05,DAL,12,5,4
31,4,128,16,12,,14,10,0,22,NBA,711,Jerry Stackhouse,,42%,55%,3%,,1788,3.7,5.7,SG,False,2005-06,DAL,12,8,17
32,0,34,10,5,,2,4,0,6,NBA,169,Jerry Stackhouse,,64%,36%,,,1788,-0.9,-7.9,SF,False,2006-07,DAL,7,7,4
33,1,14,3,4,,2,2,0,5,NBA,102,Jerry Stackhouse,,76%,24%,,,1788,-13.1,-17.9,SG,False,2007-08,DAL,2,3,2
35,0,19,8,5,,0,1,0,7,NBA,144,Jerry Stackhouse,,80%,20%,,,1788,12.3,2.6,SG,False,2009-10,MIL,3,2,0
38,0,0,2,1,0,0,0,0,4,NBA,28,Jerry Stackhouse,,3%,97%,,,1788,-17.9,-14.5,SF,False,2012-13,BRK,1,1,0
30,2,39,8,11,,2,6,0,5,NBA,212,Latrell Sprewell,1%,21%,78%,,,1783,-3.0,-3.0,SF,False,2000-01,NYK,9,7,4
33,6,153,27,9,,1,11,0,18,NBA,771,Latrell Sprewell,,36%,64%,,,1783,8.8,0.7,SF,False,2003-04,MIN,20,21,6
26,2,2,2,1,0,0,3,0,3,NBA,50,Tiago Splitter,,,,14%,87%,1780,-5.9,-8.5,C,False,2010-11,SAS,1,1,0
27,5,28,18,9,1,3,13,0,13,NBA,168,Tiago Splitter,,,,14%,86%,1780,-15.9,-4.8,C,False,2011-12,SAS,2,3,4
28,1,51,11,11,1,2,20,0,19,NBA,388,Tiago Splitter,,,,52%,48%,1780,-6.9,3.0,PF,False,2012-13,SAS,9,11,4
29,5,105,33,11,6,4,25,0,23,NBA,516,Tiago Splitter,,,,61%,39%,1780,-0.6,9.8,C,True,2013-14,SAS,8,4,6
30,1,21,7,7,0,1,9,0,7,NBA,123,Tiago Splitter,,,,65%,35%,1780,-8.4,-4.7,C,False,2014-15,SAS,1,3,3
33,0,0,0,0,,0,1,0,2,NBA,4,Felton Spencer,,,,,100%,1777,13.0,10.0,C,False,2000-01,NYK,0,0,0
24,0,2,0,1,,0,0,0,1,NBA,3,Vassilis Spanoulis,,,100%,,,1769,165.2,160.0,SG,False,2006-07,HOU,0,0,0
25,0,5,3,3,,1,2,0,7,NBA,85,Darius Songaila,,,4%,66%,30%,1762,-7.6,-6.1,PF,False,2003-04,SAC,1,2,2
26,1,7,2,3,,0,9,0,5,NBA,75,Darius Songaila,,,,67%,34%,1762,29.6,14.9,PF,False,2004-05,SAC,0,1,1
28,1,9,2,3,,1,11,0,4,NBA,90,Darius Songaila,,,4%,58%,38%,1762,-25.3,-23.1,PF,False,2006-07,WAS,3,0,1
29,1,8,5,2,,2,11,0,5,NBA,77,Darius Songaila,,,,39%,62%,1762,14.5,6.2,C,False,2007-08,WAS,3,1,2
23,0,0,0,0,,0,0,0,3,NBA,9,Kirk Snyder,,100%,,,,1754,-123.9,-124.8,SF,False,2006-07,HOU,1,0,0
27,3,228,23,17,,4,25,0,23,NBA,717,Eric Snow,99%,1%,,,,1752,5.4,2.1,PG,False,2000-01,PHI,27,12,6
28,0,58,6,5,,1,7,0,5,NBA,171,Eric Snow,97%,2%,1%,,,1752,-12.8,-13.5,PG,False,2001-02,PHI,11,2,2
29,1,151,14,6,,1,16,0,12,NBA,415,Eric Snow,99%,1%,,,,1752,17.1,6.0,PG,False,2002-03,PHI,20,9,1
32,3,75,10,6,,0,18,0,13,NBA,408,Eric Snow,90%,10%,,,,1752,-6.6,-6.2,PG,False,2005-06,CLE,16,5,0
33,0,64,3,2,,0,12,0,19,NBA,244,Eric Snow,56%,41%,3%,,,1752,-4.8,-0.7,PG,False,2006-07,CLE,5,2,1
31,0,16,1,0,,2,0,0,3,NBA,122,Steve Smith,2%,83%,14%,,,1742,-1.6,-16.7,SG,False,2000-01,POR,3,5,2
32,0,37,7,4,,3,3,0,10,NBA,298,Steve Smith,,70%,24%,6%,,1742,1.6,4.0,SG,False,2001-02,SAS,2,1,4
33,0,12,1,0,,0,2,0,9,NBA,66,Steve Smith,,33%,67%,,,1742,-4.6,2.0,SG,True,2002-03,SAS,1,0,1
34,0,2,0,0,,0,3,0,5,NBA,46,Steve Smith,,14%,86%,,,1742,-16.3,-17.5,SG,False,2003-04,NOH,3,0,0
35,0,0,0,0,,0,0,0,3,NBA,8,Steve Smith,,63%,35%,2%,,1742,19.0,23.4,SG,False,2004-05,MIA,0,0,0
23,0,5,0,0,0,0,0,0,2,NBA,3,Russ Smith,100%,,,,,1739,37.3,36.7,PG,False,2014-15,MEM,0,0,0
22,2,44,17,6,,6,12,0,7,NBA,237,Josh Smith,,1%,14%,85%,,1722,-13.2,-18.3,PF,False,2007-08,ATL,12,6,8
23,7,52,34,11,,2,17,0,11,NBA,410,Josh Smith,,,6%,93%,1%,1722,6.0,-7.8,PF,False,2008-09,ATL,9,6,6
24,6,67,21,5,,3,17,0,11,NBA,392,Josh Smith,,1%,24%,75%,,1722,-3.2,-9.3,PF,False,2009-10,ATL,6,7,4
25,7,77,32,11,2,3,17,0,12,NBA,438,Josh Smith,,1%,59%,40%,1%,1722,5.6,-3.6,PF,False,2010-11,ATL,13,10,3
26,1,52,8,5,1,1,6,0,5,NBA,196,Josh Smith,,,1%,93%,6%,1722,12.3,-0.9,PF,False,2011-12,ATL,10,4,1
27,2,50,15,3,0,0,9,0,6,NBA,199,Josh Smith,,,25%,62%,13%,1722,6.7,-3.7,PF,False,2012-13,ATL,9,5,2
29,4,103,17,9,4,5,16,2,17,NBA,396,Josh Smith,,,,96%,4%,1722,5.4,0.7,PF,False,2014-15,HOU,25,6,7
30,0,8,0,0,0,1,1,0,4,NBA,38,Josh Smith,,,,92%,8%,1722,-3.7,-22.9,PF,False,2015-16,HOU,1,2,2
26,0,0,3,1,,1,2,0,3,NBA,43,Joe Smith,,,36%,43%,21%,1720,-40.6,-38.8,C,False,2001-02,MIN,0,0,1
27,0,0,2,0,,1,6,0,5,NBA,40,Joe Smith,,,58%,39%,4%,1720,-15.4,-20.0,SF,False,2002-03,MIN,1,1,1
28,1,5,6,6,,0,13,0,5,NBA,175,Joe Smith,,,,40%,61%,1720,2.9,-13.6,PF,False,2003-04,MIL,2,4,0
30,1,7,4,1,,0,7,0,5,NBA,106,Joe Smith,,,,87%,13%,1720,-11.3,-18.1,PF,False,2005-06,MIL,1,0,0
32,2,16,10,3,,1,16,0,13,NBA,263,Joe Smith,,,,81%,19%,1720,-1.5,1.8,PF,False,2007-08,CLE,2,2,2
33,1,8,13,2,,0,12,0,13,NBA,218,Joe Smith,,,,26%,74%,1720,6.1,14.6,C,False,2008-09,CLE,2,2,3
34,0,0,0,1,,0,1,0,5,NBA,24,Joe Smith,,,,100%,,1720,-5.4,-13.5,PF,False,2009-10,ATL,0,1,0
35,0,0,0,0,0,0,0,0,5,NBA,11,Joe Smith,,,,49%,51%,1720,-11.4,-12.2,PF,False,2010-11,LAL,0,0,0
26,0,0,1,0,,0,0,0,4,NBA,10,Jabari Smith,,,,3%,97%,1717,-22.9,-22.2,C,False,2003-04,SAC,0,0,0
27,0,0,0,0,,0,0,0,3,NBA,4,Jabari Smith,,,,,100%,1717,-105.4,-116.7,PF,False,2004-05,NJN,0,0,0
22,0,0,6,2,0,1,6,0,5,NBA,59,Greg Smith,,,,16%,84%,1716,-58.5,-51.3,C,False,2012-13,HOU,0,1,3
24,0,0,0,0,0,0,0,0,1,NBA,1,Greg Smith,,,100%,,,1716,55.7,50.0,PF,False,2014-15,DAL,0,0,0
26,0,4,1,0,,1,2,0,4,NBA,19,Charles Smith,47%,53%,,,,1701,-42.5,-37.5,SG,False,2001-02,SAS,1,1,1
22,0,0,0,1,,0,1,0,6,NBA,11,Tamar Slay,,6%,88%,6%,,1687,-52.2,-47.8,SG,False,2002-03,NJN,1,0,1
23,0,0,0,0,,0,0,0,6,NBA,12,Tamar Slay,,,51%,49%,,1687,-38.7,-35.6,SG,False,2003-04,NJN,0,0,0
30,0,0,1,2,,2,8,0,4,NBA,52,Reggie Slater,,,1%,99%,,1684,29.9,14.0,PF,False,2000-01,MIN,0,1,2
26,0,0,2,3,,1,2,0,8,NBA,38,Brian Skinner,,,,3%,97%,1680,-21.3,-18.9,PF,False,2002-03,PHI,1,0,1
27,0,0,6,3,,1,2,0,5,NBA,94,Brian Skinner,,,,,100%,1680,1.0,-13.9,C,False,2003-04,MIL,4,1,2
28,0,5,0,3,,1,1,0,4,NBA,47,Brian Skinner,,,,,100%,1680,-7.4,-11.3,C,False,2004-05,SAC,1,0,4
31,0,0,1,0,,0,3,0,4,NBA,21,Brian Skinner,,,,51%,49%,1680,-44.2,-43.1,C,False,2007-08,PHO,0,0,0
24,0,6,0,0,,0,3,0,7,NBA,12,James Singleton,,,34%,45%,21%,1673,-35.4,-31.0,SF,False,2005-06,LAC,0,0,0
27,0,0,1,0,,0,6,0,9,NBA,42,James Singleton,,,21%,79%,,1673,-49.6,-46.4,PF,False,2008-09,DAL,1,0,1
25,0,23,0,3,,1,5,0,5,NBA,159,Bobby Simmons,,,98%,1%,,1655,10.4,-8.3,SF,False,2005-06,MIL,2,2,2
31,0,0,0,1,0,1,1,0,4,NBA,32,Bobby Simmons,,,65%,35%,,1655,5.9,0.6,SF,False,2011-12,LAC,0,0,1
22,0,0,0,0,,0,1,0,2,NBA,7,Wayne Simien,,,,100%,,1654,3.9,8.3,PF,True,2005-06,MIA,0,1,0
34,1,99,4,7,,0,20,0,16,NBA,290,Brian Shaw,20%,78%,2%,,,1623,-4.6,10.9,SG,True,2000-01,LAL,15,1,0
35,0,68,1,3,,0,7,0,19,NBA,238,Brian Shaw,57%,43%,1%,,,1623,-5.8,-0.5,PG,True,2001-02,LAL,6,2,0
36,0,52,1,1,,0,10,0,12,NBA,215,Brian Shaw,15%,85%,,,,1623,-1.0,-0.7,PG,False,2002-03,LAL,5,4,0
25,1,9,1,0,,0,3,0,4,NBA,60,Ansu Sesay,,,32%,68%,,1605,41.0,19.2,SF,False,2001-02,SEA,2,0,0
20,0,0,0,0,0,0,0,0,1,NBA,0,Josh Selby,100%,,,,,1596,-0.3,0.0,PG,False,2011-12,MEM,0,0,0
28,1,0,1,1,,0,2,0,7,NBA,13,Shawnelle Scott,,,,,100%,1584,-58.7,-57.4,C,False,2000-01,SAS,2,1,0
27,3,19,17,8,,3,7,0,6,NBA,220,Luis Scola,,,,72%,28%,1575,-13.2,-6.6,PF,False,2007-08,HOU,1,6,5
28,5,57,21,17,,3,13,0,13,NBA,424,Luis Scola,,,,97%,3%,1575,3.0,-0.8,PF,False,2008-09,HOU,9,9,4
33,1,22,6,2,1,1,6,1,18,NBA,243,Luis Scola,,,,75%,25%,1575,-18.4,-14.3,PF,False,2013-14,IND,3,3,1
35,0,17,5,3,5,1,4,0,11,NBA,140,Luis Scola,,,3%,90%,6%,1575,-16.5,-19.5,PF,False,2015-16,TOR,0,4,1
38,0,2,1,0,,0,1,0,3,NBA,32,Detlef Schrempf,,,48%,52%,,1570,21.2,0.0,SF,False,2000-01,POR,2,0,0
23,0,0,2,0,,1,1,0,3,NBA,17,Luke Schenscher,,,,,100%,1561,29.3,25.0,C,False,2005-06,CHI,0,0,1
23,0,0,0,0,,0,0,0,6,NBA,14,Brian Scalabrine,,,,100%,,1544,-59.0,-58.4,PF,False,2001-02,NJN,1,0,0
24,0,0,0,0,,1,1,0,7,NBA,20,Brian Scalabrine,,,,62%,38%,1544,-26.2,-21.8,PF,False,2002-03,NJN,0,0,1
25,0,2,2,0,,0,4,0,9,NBA,73,Brian Scalabrine,,,,41%,59%,1544,-25.3,-19.6,PF,False,2003-04,NJN,2,1,1
26,0,4,1,0,,1,3,0,4,NBA,61,Brian Scalabrine,,,84%,16%,,1544,-12.9,-22.1,PF,False,2004-05,NJN,2,0,2
30,0,29,1,2,,0,20,0,12,NBA,246,Brian Scalabrine,,,,99%,1%,1544,-0.8,-0.1,C,False,2008-09,BOS,2,2,1
31,0,0,0,0,,0,0,0,1,NBA,1,Brian Scalabrine,,,,100%,,1544,-3.1,0.0,PF,False,2009-10,BOS,0,0,0
23,0,2,0,0,,0,1,0,6,NBA,25,Jeryl Sasser,1%,68%,31%,,,1535,1.0,-7.6,SG,False,2002-03,ORL,1,0,0
24,0,0,0,0,,0,1,0,1,NBA,12,Daniel Santiago,,,,,100%,1531,38.9,26.1,C,False,2000-01,PHO,1,0,0
27,0,0,0,0,,0,1,0,1,NBA,1,Daniel Santiago,,,,,100%,1531,14.6,0.0,C,False,2003-04,MIL,0,0,0
24,3,12,6,0,2,1,12,0,4,NBA,113,Larry Sanders,,,,,100%,1526,-9.3,-20.4,C,False,2012-13,MIL,6,3,3
23,0,0,1,0,,0,0,0,6,NBA,16,John Salmons,41%,34%,25%,,,1514,23.9,24.3,PG,False,2002-03,PHI,0,1,1
25,0,3,0,0,,0,0,0,2,NBA,4,John Salmons,,83%,17%,,,1514,93.3,83.3,SG,False,2004-05,PHI,0,0,0
29,3,34,15,13,,1,8,0,7,NBA,313,John Salmons,,,80%,20%,,1514,-32.2,-10.3,SF,False,2008-09,CHI,3,5,4
30,2,66,9,14,,1,5,0,7,NBA,285,John Salmons,,59%,38%,3%,,1514,18.1,-1.2,SG,False,2009-10,MIL,7,3,2
34,1,13,1,1,0,0,5,0,6,NBA,77,John Salmons,,72%,28%,,,1514,-31.2,-25.8,SG,False,2013-14,TOR,1,0,0
23,0,0,0,0,0,0,0,0,2,NBA,4,Robert Sacre,,,,,100%,1510,75.0,52.8,C,False,2012-13,LAL,0,0,0
36,0,19,0,1,,0,7,0,3,NBA,104,Arvydas Sabonis,,,,,100%,1509,24.3,-9.7,C,False,2000-01,POR,1,1,0
38,1,12,6,3,,1,8,0,6,NBA,86,Arvydas Sabonis,,,,,100%,1509,8.4,7.4,C,False,2002-03,POR,2,3,1
22,0,9,0,8,0,0,7,0,5,NBA,97,Evan Turner,,20%,71%,10%,,1507,-4.2,-11.0,SG,False,2010-11,PHI,0,0,0
23,6,67,22,20,0,2,15,0,13,NBA,449,Evan Turner,,,91%,9%,,1507,-10.3,-3.8,SF,False,2011-12,PHI,13,12,5
25,1,44,3,2,0,0,6,0,12,NBA,149,Evan Turner,,57%,43%,,,1507,-22.4,-19.4,SF,False,2013-14,IND,4,6,0
26,1,42,4,7,0,0,2,1,4,NBA,118,Evan Turner,,44%,54%,1%,,1507,2.9,-9.8,SG,False,2014-15,BOS,6,2,0
27,2,62,8,8,0,0,5,1,6,NBA,214,Evan Turner,,19%,79%,2%,,1507,-1.9,-6.4,SG,False,2015-16,BOS,2,15,0
28,0,37,5,4,0,0,3,0,4,NBA,124,Evan Turner,,,89%,9%,2%,1507,-1.9,-18.5,SF,False,2016-17,POR,5,2,0
29,0,25,1,2,0,0,5,0,3,NBA,87,Evan Turner,,,99%,1%,,1507,-3.9,-11.5,SF,False,2017-18,POR,4,1,0
31,0,28,0,3,3,1,12,0,10,NBA,251,P.J. Tucker,,,58%,42%,,1506,2.9,-4.5,SF,False,2016-17,TOR,4,3,1
32,1,54,6,4,3,2,25,0,17,NBA,569,P.J. Tucker,,,5%,77%,19%,1506,19.0,7.7,PF,False,2017-18,HOU,9,0,2
22,3,26,10,6,1,3,7,0,5,NBA,170,Karl-Anthony Towns,,,,,100%,1503,-16.9,-14.7,C,False,2017-18,MIN,6,2,4
27,1,2,1,2,0,0,1,0,6,NBA,68,Anthony Tolliver,,,42%,38%,21%,1501,26.3,14.2,SF,False,2012-13,ATL,1,0,0
28,0,2,1,0,0,0,1,0,4,NBA,21,Anthony Tolliver,,,,100%,,1501,-5.9,-16.0,PF,False,2013-14,CHA,0,0,0
30,0,2,0,0,0,0,0,0,3,NBA,26,Anthony Tolliver,,,20%,73%,6%,1501,-27.9,-34.5,PF,False,2015-16,DET,0,0,0
26,2,2,7,3,0,0,4,0,10,NBA,124,Marcus Thornton,,100%,,,,1498,-18.0,-15.7,SG,False,2013-14,BRK,2,0,0
23,8,22,28,8,1,5,26,0,20,NBA,727,Tristan Thompson,,,,50%,50%,1497,-8.3,2.1,PF,False,2014-15,CLE,2,5,8
24,3,36,21,15,0,2,28,1,21,NBA,622,Tristan Thompson,,,,79%,21%,1497,6.2,12.3,PF,True,2015-16,CLE,0,11,2
25,4,65,24,10,1,3,16,0,18,NBA,562,Tristan Thompson,,,,2%,98%,1497,6.1,10.7,C,False,2016-17,CLE,7,10,4
26,3,28,12,8,0,5,14,0,19,NBA,416,Tristan Thompson,,,,62%,38%,1497,-1.8,-3.0,C,False,2017-18,CLE,2,2,7
22,1,48,3,7,2,1,22,0,12,NBA,495,Klay Thompson,,46%,54%,,,1496,19.4,3.5,SG,False,2012-13,GSW,12,8,4
23,0,57,7,2,0,2,11,2,7,NBA,257,Klay Thompson,,95%,5%,,,1496,-6.9,-5.4,SG,False,2013-14,GSW,3,8,4
24,8,127,20,19,1,5,30,3,21,NBA,761,Klay Thompson,,82%,18%,,,1496,-0.1,8.3,SG,True,2014-15,GSW,16,19,6
25,7,132,34,25,0,7,26,0,24,NBA,849,Klay Thompson,2%,82%,16%,,,1496,-5.5,3.2,SG,False,2015-16,GSW,3,35,9
26,3,80,16,14,2,4,22,0,17,NBA,596,Klay Thompson,3%,73%,24%,,,1496,6.0,15.1,SG,True,2016-17,GSW,13,5,7
27,4,86,13,12,1,3,21,0,21,NBA,794,Klay Thompson,18%,61%,19%,3%,,1496,-6.6,8.7,SG,True,2017-18,GSW,16,7,8
25,1,63,9,7,0,1,5,2,4,NBA,119,Isaiah Thomas,100%,,,,,1492,21.4,-3.3,PG,False,2014-15,BOS,8,5,1
26,6,68,18,16,1,2,7,2,6,NBA,220,Isaiah Thomas,100%,,,,,1492,-5.9,-7.3,PG,False,2015-16,BOS,2,8,4
27,9,246,42,19,1,3,15,1,15,NBA,521,Isaiah Thomas,100%,,,,,1492,-0.7,-3.0,PG,False,2016-17,BOS,23,19,8
23,0,5,0,0,,0,0,0,6,NBA,15,Garrett Temple,2%,98%,,,,1488,-4.9,-9.1,SG,False,2009-10,SAS,1,1,0
27,0,0,0,0,0,0,1,1,10,NBA,9,Garrett Temple,62%,16%,22%,,,1488,-16.9,-15.3,SG,False,2013-14,WAS,1,0,0
28,0,2,3,0,0,0,4,0,4,NBA,26,Garrett Temple,,99%,1%,,,1488,-18.4,-12.7,SG,False,2014-15,WAS,0,3,0
27,0,0,0,0,0,0,0,0,1,NBA,1,Mirza Teletovic,,,,100%,,1487,-52.0,-50.0,PF,False,2012-13,BRK,0,0,0
28,2,9,5,2,1,0,8,0,12,NBA,220,Mirza Teletovic,,,24%,71%,5%,1487,-0.7,-2.0,SF,False,2013-14,BRK,5,0,0
29,0,0,0,0,0,0,1,0,3,NBA,16,Mirza Teletovic,,,29%,72%,,1487,-24.6,-28.8,PF,False,2014-15,BRK,1,0,0
31,0,0,0,0,0,0,2,0,3,NBA,27,Mirza Teletovic,,,,100%,,1487,-47.2,-44.2,PF,False,2016-17,MIL,0,0,0
21,0,8,0,3,,0,2,0,9,NBA,59,Jeff Teague,89%,11%,,,,1485,-22.7,-28.4,PG,False,2009-10,ATL,2,2,0
22,3,60,13,7,0,0,8,0,8,NBA,238,Jeff Teague,100%,,,,,1485,-1.4,-5.8,PG,False,2010-11,ATL,5,3,0
23,2,56,8,7,0,0,9,0,6,NBA,225,Jeff Teague,97%,3%,,,,1485,16.7,-1.4,PG,False,2011-12,ATL,4,4,2
24,1,64,10,7,1,1,6,0,6,NBA,213,Jeff Teague,100%,,,,,1485,-23.5,-12.1,PG,False,2012-13,ATL,5,7,2
25,0,91,13,12,0,0,7,0,7,NBA,242,Jeff Teague,76%,24%,,,,1485,-18.4,-7.4,PG,False,2013-14,ATL,11,8,2
26,3,245,24,11,0,3,15,1,16,NBA,529,Jeff Teague,88%,12%,,,,1485,11.5,3.8,PG,False,2014-15,ATL,25,14,4
27,1,147,17,15,0,1,12,1,10,NBA,279,Jeff Teague,96%,4%,,,,1485,-3.6,-3.1,PG,False,2015-16,ATL,5,17,3
28,3,58,8,6,1,0,8,1,4,NBA,142,Jeff Teague,100%,,,,,1485,2.3,-3.1,PG,False,2016-17,IND,6,2,0
29,3,66,9,4,0,0,9,0,5,NBA,153,Jeff Teague,100%,,,,,1485,-15.3,-15.0,PG,False,2017-18,MIN,9,2,0
22,0,3,0,1,0,0,0,0,3,NBA,10,Isaiah Taylor,,100%,,,,1484,-2.1,-0.3,PG,False,2016-17,HOU,0,0,0
19,0,28,0,3,0,0,7,0,8,NBA,72,Marquis Teague,93%,7%,,,,1486,-23.3,-27.7,PG,False,2012-13,CHI,2,0,0
19,8,128,42,18,0,8,18,2,19,NBA,683,Jayson Tatum,,12%,82%,6%,,1482,11.5,3.8,SF,False,2017-18,BOS,14,16,11
21,0,24,2,4,,1,9,0,8,NBA,141,Hedo Turkoglu,,,80%,13%,7%,1463,-4.0,-2.2,SF,False,2000-01,SAC,2,3,1
22,1,53,11,7,,8,18,0,16,NBA,443,Hedo Turkoglu,,,71%,29%,,1463,-4.1,1.3,SF,False,2001-02,SAC,8,6,9
23,2,32,6,0,,0,6,0,10,NBA,174,Hedo Turkoglu,,,6%,84%,10%,1463,-10.8,-5.2,SF,False,2002-03,SAC,3,2,0
24,0,36,7,2,,1,10,0,10,NBA,271,Hedo Turkoglu,,,84%,16%,,1463,-2.7,2.4,SF,False,2003-04,SAS,8,6,2
27,1,29,2,0,,0,7,0,4,NBA,156,Hedo Turkoglu,,,90%,10%,,1463,-16.5,-13.3,SF,False,2006-07,ORL,5,3,2
28,4,141,17,4,,6,11,0,10,NBA,399,Hedo Turkoglu,,,85%,15%,,1463,-8.0,0.7,SF,False,2007-08,ORL,15,13,10
29,7,283,46,11,,7,40,0,24,NBA,934,Hedo Turkoglu,,,88%,12%,,1463,-1.9,2.1,SF,False,2008-09,ORL,31,21,12
31,0,48,3,0,0,1,9,0,6,NBA,209,Hedo Turkoglu,,,83%,17%,,1463,-0.2,1.9,SF,False,2010-11,ORL,3,3,1
32,0,26,4,1,0,1,7,0,5,NBA,162,Hedo Turkoglu,,,85%,15%,,1463,-11.7,-16.8,SF,False,2011-12,ORL,5,1,3
34,0,3,0,0,0,0,1,0,5,NBA,41,Hedo Turkoglu,,,,95%,6%,1463,8.4,9.4,SF,False,2013-14,LAC,0,0,0
35,0,10,0,0,0,0,5,0,11,NBA,55,Hedo Turkoglu,,,19%,81%,,1463,-38.6,-34.3,SF,False,2014-15,LAC,1,1,0
23,2,0,2,0,,0,2,0,3,NBA,25,Ronny Turiaf,,,,7%,93%,1461,-11.7,-18.8,C,False,2005-06,LAL,1,0,1
24,0,2,4,0,,1,4,0,4,NBA,48,Ronny Turiaf,,,,9%,91%,1461,-15.2,-23.2,C,False,2006-07,LAL,0,0,1
25,1,11,9,0,,4,20,0,19,NBA,187,Ronny Turiaf,,,,28%,73%,1461,-18.4,-12.9,C,False,2007-08,LAL,2,2,5
28,2,10,6,1,0,0,1,0,4,NBA,75,Ronny Turiaf,,,,,100%,1461,-17.0,-19.8,C,False,2010-11,NYK,1,1,1
29,1,2,5,3,1,4,8,0,12,NBA,121,Ronny Turiaf,,,,,100%,1461,-5.2,3.5,C,True,2011-12,MIA,1,1,4
